date,FU174090005.Q,FU153091003.Q,FU173020005.Q,FU173030005.Q,FU173034005.Q,FU174022005.Q,FU173061105.Q,FU153061705.Q,FU173062005.Q,FU153063005.Q,FU174023005.Q,FU153064105.Q,FU153064205.Q,FU163070005.Q,FU153040005.Q,FU153050005.Q,FU173099005.Q,FU175050005.Q,FU175012005.Q,FU175013005.Q,FU155111003.Q,FU155420003.Q,FU115020005.Q,FU176300005.Q,FU176320005.Q,FU176330005.Q,FU156300103.Q,FU172010005.Q,FU175012865.Q,FU175013865.Q,FU155111005.Q,FU155420003.Q,FU115020005.Q,FU174190005.Q,FU173165105.Q,FU173165205.Q,FU153166000.Q,FU173169005.Q,FU173199005.Q,FU175440005.Q,FU176007025.Q,FU155111005.Q,FU313154015.Q,FU156600075.Q,FU176007005.Q,FU156007015.Q,FU176007085.Q,FU156012005.Q,FU176007026.Q,FU176007006.Q,FU156007016.Q,FU176007086.Q
1965:Q1,15954,0,-2317,7750,0,1143,2627,-224,-1083,-177,217,-2017,535,0,1098,8600,945,28950,8431,5010,15089,-245,665,17062,2863,3021,11166,11888,5568,1989,3923,-245,665,6188,3556,1380,293,581,378,899,22552,3923,-79,-312,18396,14223,4173,124341,18.137329163735522,14.794901198647647,11.438526790292,3.356374408355648
1965:Q2,15092,0,317,6267,0,-261,-435,597,21,-444,574,-2619,247,0,1233,9236,98,29201,8524,5197,15067,-247,660,17381,2918,3069,11381,11820,5606,2128,3686,-247,660,12626,4438,2387,4598,547,656,856,15141,3686,498,275,11232,14089,-2857,126058,12.011125973575085,8.91056293798227,11.176623412681884,-2.266060474699615
1965:Q3,22806,0,6043,5564,0,1312,-398,291,1123,296,287,-2108,739,0,1274,8999,696,29791,8572,5335,15504,-249,630,17657,2978,3117,11548,12134,5593,2218,3956,-249,630,9199,4713,2157,2148,60,121,904,26644,3956,-51,-63,22677,15443,7234,129761,20.533413319909247,17.475670512473254,11.900940769839877,5.574729742633375
1965:Q4,18498,0,2800,7892,0,-631,-1506,223,1616,-964,1112,-3794,552,0,1220,9432,-85,30566,8637,5532,16068,-253,582,17933,3043,3169,11707,12633,5594,2364,4361,-253,582,10411,4407,1762,3098,792,352,951,21671,4361,-91,184,17585,14998,2587,132838,16.3136872504176,13.237942591990306,11.290653447532799,1.9472891444575084
1966:Q1,19815,0,-1568,5595,0,6587,4013,711,1135,728,-865,-3326,1002,0,1173,10035,1182,31552,8746,5565,16851,-259,649,18191,3081,3253,11842,13361,5666,2312,5009,-259,649,6396,3569,2268,-393,1137,-185,987,27767,5009,-92,-666,22184,14973,7211,135452,20.499326650352334,16.377925263139936,11.053956582245306,5.323968680894631
1966:Q2,17069,0,-1086,5452,0,1049,-3164,3103,1112,-2,2003,-2930,574,0,1141,10831,35,30088,8363,5613,16247,-263,128,18572,3150,3303,12104,11516,5213,2309,4144,-263,128,12228,3874,2175,3109,857,2213,992,17349,4144,516,405,13094,14985,-1891,136812,12.68060509500572,9.570851894434131,10.953026609605185,-1.3821747151710553
1966:Q3,21507,0,2925,1993,0,5529,2923,778,280,1548,537,-2384,140,0,1157,10473,1137,30609,8027,5661,16854,-265,333,18974,3220,3351,12387,11636,4807,2310,4467,-265,333,5556,3040,1659,784,328,-255,961,28548,4467,-104,196,24382,15290,9092,139440,20.4735830923525,17.485380281107517,10.965289730349971,6.520090550757547
1966:Q4,17682,0,1552,5581,0,1421,-644,126,2093,-154,1364,-4969,490,0,1221,10940,82,30205,7335,5678,16924,-266,533,19393,3291,3396,12690,10812,4044,2282,4234,-266,533,7202,2470,1104,2433,540,655,947,22239,4234,-52,170,18226,16613,1613,142258,15.63265663092041,12.812247900991814,11.67809838128327,1.1341495197085432
1967:Q1,20226,0,-616,10264,0,-1392,-875,-13,-1473,969,580,-2493,542,0,1265,10877,1199,29889,7137,5582,16541,-261,891,19666,3302,3499,12848,10223,3835,2084,3693,-261,891,1698,1605,1272,-2074,1460,-565,997,29748,3693,-90,17,26162,18489,7673,145261,20.47882707048999,18.01034356232797,12.72827405794732,5.282069504380654
1967:Q2,18067,0,858,10853,0,-4386,-2998,-121,-1357,90,942,-3904,224,0,1237,11842,401,31266,7999,5545,17328,-263,658,19959,3376,3545,13021,11307,4624,2000,4307,-263,658,10742,2855,2376,2783,1200,1528,968,19600,4307,577,722,15438,17598,-2160,146796,13.352038227554916,10.516801452585655,11.988276207376929,-1.4714747547912728
1967:Q3,27516,0,3885,7608,0,4232,2274,-91,932,1117,961,-3290,318,0,1242,11574,986,31541,8490,5511,17378,-266,429,20370,3452,3595,13306,11171,5038,1917,4072,-266,429,8772,4471,2569,1413,1224,-905,1041,30956,4072,-144,-209,26819,18185,8634,149132,20.75740347450574,17.98318797115217,12.193707263184187,5.789480707967985
1967:Q4,27905,0,6296,6284,0,2918,1518,640,-1054,1814,1842,-2584,-155,0,1221,11912,171,32199,9178,5582,17597,-270,112,20865,3531,3648,13666,11334,5647,1934,3931,-270,112,24013,4427,4582,3023,1810,10171,973,16199,3931,-86,-418,11936,18722,-6786,151574,10.687481033172116,7.874984125731173,12.35192827242229,-4.4769441466911175
1968:Q1,18050,0,-3895,8776,0,2910,4403,-595,-1071,173,-39,-3653,831,0,1202,12413,-495,34621,9419,5660,18922,-286,906,21429,3600,3719,14091,13192,5820,1941,4831,-286,906,-8762,3404,-879,-1295,241,-10233,922,40926,4831,-208,-420,35883,18869,17014,156310,26.18279539976392,22.956344032444598,12.071723087848147,10.88462094459645
1968:Q2,22418,0,1777,5718,0,1540,-1521,805,1033,1223,2917,-5260,491,0,1184,13537,514,35835,9776,5551,19442,-281,1347,21936,3689,3788,14438,13899,6087,1763,5004,-281,1347,16526,4405,2862,4132,2648,2479,1009,20800,5004,510,586,15871,19194,-3322,160170,12.986003535365892,9.909121280390327,11.983186640465378,-2.074065360075054
1968:Q3,24761,0,4357,7770,0,664,1353,-493,-445,249,2168,-6294,550,0,1189,13151,1206,36138,9991,5622,20486,-269,307,22468,3784,3871,14792,13670,6208,1751,5695,-269,307,10495,4508,2569,2756,686,-24,1054,28991,5695,-194,-0,23490,16920,6570,162060,17.889017161375467,14.49458486953204,10.440609776039048,4.053975093492992
1968:Q4,21351,0,6844,7904,0,-1642,-1939,138,-1131,1290,634,-8184,333,0,1213,14085,164,36519,10537,5889,20552,-250,-210,23088,3885,3966,15214,13431,6652,1923,5338,-250,-210,15673,4751,2520,5164,1778,1460,1103,20212,5338,-111,-21,14964,17941,-2977,165385,12.22115116774715,9.04779808252177,10.847870121232276,-1.8000720387105082
1969:Q1,18630,0,-7375,5007,0,11088,7390,-139,3545,292,-3560,-4867,889,0,1237,14758,1453,38616,11096,6143,20849,-209,737,23624,4035,4033,15533,14991,7062,2110,5316,-209,737,4025,3872,1812,-440,-603,-616,1141,30737,5316,-157,-338,25240,17458,7782,168035,18.291942213774707,15.020743845580034,10.38936886566618,4.631374979913854
1969:Q2,18510,0,1475,4776,0,-2004,-6624,2002,2231,387,1745,-6272,613,0,1253,16007,917,38785,11131,6310,20950,-190,585,24192,4141,4125,15902,14593,6990,2185,5048,-190,585,16970,4881,3727,4791,825,2746,1200,17333,5048,378,813,12720,17756,-5035,171341,10.11626814760418,7.423826332099112,10.362683716512272,-2.9388573844131596
1969:Q3,25264,0,-1324,-1466,0,14722,8628,1226,3036,1832,-2697,-3214,787,0,1269,16163,1024,38612,11082,6621,20992,-178,96,24753,4246,4197,16285,13859,6836,2424,4707,-178,96,10205,4774,3254,2138,-484,523,1137,30056,4707,-37,-5,25381,20282,5099,176534,17.025405747334887,14.377473904177196,11.48886333510825,2.8886105690689448
1969:Q4,29463,0,5579,377,0,7155,2054,2096,1942,1063,4485,-6852,377,0,1279,16686,377,37875,10465,6742,21042,-175,-197,25240,4348,4255,16611,12635,6117,2486,4431,-175,-197,13834,4177,2940,3418,1269,2030,1147,29411,4431,-259,-257,24982,20563,4420,179921,16.34661225542695,13.885118685323366,11.428750078159194,2.456368607164171
1970:Q1,21061,0,-3987,1229,0,8651,5510,2890,835,-584,-2416,429,377,0,1341,14291,1146,38148,10470,6659,20814,-184,389,25715,4362,4383,16942,12433,6109,2276,3872,-184,389,-2736,1670,-7770,-2568,414,5518,1192,37423,3872,-56,-271,33336,22198,11137,184426,20.291334113961625,18.075272137968508,12.036383107068543,6.038889030899967
1970:Q2,24856,0,6312,8521,0,-7349,-9531,787,148,1247,942,-518,-158,0,1275,15317,514,38156,10191,6782,21138,-198,243,26112,4463,4446,17174,12044,5728,2336,3964,-198,243,11847,3288,3493,2758,571,1737,1196,26249,3964,533,727,22479,23894,-1415,188672,13.912509733127031,11.914200498052404,12.664173804274084,-0.7499733062216795
1970:Q3,42475,0,3934,18273,0,1979,-2828,753,315,3739,2024,-1205,690,0,1316,14927,537,38332,10487,6904,21372,-218,-212,26575,4568,4530,17448,11758,5920,2374,3924,-218,-212,11918,3921,4554,2003,869,571,1169,43484,3924,-185,-76,39669,25252,14417,193073,22.52184930329835,20.54603966677533,13.079007783335555,7.467031883439773
1970:Q4,32974,0,1425,15562,0,-1087,-3239,208,-1398,3342,2440,-2551,151,0,1408,15467,159,37657,11640,6822,20283,-244,-844,27117,4675,4632,17780,10540,6965,2190,2504,-244,-844,12495,3846,3922,2236,967,1524,1207,32225,2504,-239,-146,29815,26244,3571,195803,16.458078450539453,15.226994146417452,13.403012211253149,1.8239819351643058
1971:Q1,38286,0,311,24062,0,-3801,-4004,-992,-1047,2242,-981,-2485,349,0,1499,15656,3676,42939,12561,6963,22763,-286,937,27797,4846,4694,18224,15142,7715,2269,4539,-286,937,9298,4003,2651,412,1336,896,1239,45369,4539,-184,-568,40446,27322,13123,201732,22.489538489490453,20.049172062746056,13.543835385561042,6.505336677185015
1971:Q2,38769,0,5641,15979,0,-2534,-3744,-1839,278,2771,-100,-372,-24,0,1584,16835,1760,45643,14048,7239,23445,-309,1219,28510,4957,4815,18704,17133,9091,2424,4742,-309,1219,21488,6640,5144,4840,1761,3103,1259,35672,4742,488,787,31229,28781,2449,206817,17.248149613712638,15.099997078080335,13.916029731562526,1.1839673465178082
1971:Q3,39090,0,1930,13560,0,5139,1659,825,189,2466,-1060,-481,-368,0,1630,16420,2320,46809,14963,7343,24015,-324,813,29112,5066,4941,19070,17698,9897,2402,4945,-324,813,18978,8030,5136,4553,711,548,1363,39172,4945,-316,89,34632,28278,6354,209545,18.693982901215207,16.5273838413474,13.49507265742442,3.032311183922981
1971:Q4,36786,0,5599,15574,0,-4577,-4816,678,-594,155,2471,-2820,373,0,1638,16912,1616,47315,15774,7439,24911,-331,-478,29551,5173,5068,19274,17764,10601,2371,5637,-331,-478,22386,7576,4675,5778,1317,3040,1937,34102,5637,-214,20,28699,27543,1156,212985,16.011437441957334,13.474524674523908,12.931998812124315,0.5425258623995934
1972:Q1,42642,0,-1186,20668,0,1121,1950,-1784,589,366,-450,-97,-74,0,1669,18419,2572,49999,17046,7801,25448,-319,23,30083,5424,5051,19569,19916,11622,2749,5879,-319,23,13524,7190,3403,-396,2803,524,1934,50968,5879,-229,-913,44405,28353,16052,218203,23.358123019186213,20.350255336492022,12.99399297213257,7.356262364359453
1972:Q2,40591,0,344,18422,0,-2690,-2332,-1163,350,455,1855,-1451,-584,0,1706,20471,2518,52080,17456,7884,26221,-318,838,30813,5546,5188,20040,21267,11910,2696,6181,-318,838,31087,9663,7354,7375,2103,4592,1506,32278,6181,644,606,26058,25779,279,220374,14.646752788739384,11.824621800205106,11.69794111607867,0.12668068412643543
1972:Q3,49511,0,4240,20117,0,703,537,-725,272,619,-480,214,-218,0,1735,20301,2899,53260,17828,8031,27031,-317,687,31518,5680,5336,20461,21743,12148,2695,6570,-317,687,24037,11286,5925,5307,910,609,1609,48825,6570,-263,98,42616,26388,16228,225677,21.635120309229595,18.8837322634828,11.692706833217386,7.191025430265414
1972:Q4,49224,0,10330,15687,0,-1778,54,-2060,501,-273,3288,-1571,-534,0,1764,20249,1789,55629,19044,8552,28371,-318,-19,32267,5827,5495,20903,23363,13218,3057,7467,-318,-19,29536,9856,7618,7228,438,4396,1755,44806,7467,-198,583,38119,31009,7111,236564,18.94011839919536,16.113719228568353,13.107855476894755,3.0058637516735978
1973:Q1,47762,0,-2049,23592,0,4629,2706,-361,2027,257,-1228,-1726,-756,0,1804,19869,3627,58775,19952,9092,30549,-323,-495,33004,6150,5498,21312,25771,13803,3594,9237,-323,-495,21749,9261,4733,1007,1702,5046,1814,53598,9237,-274,-1340,43296,31313,11983,243056,22.05181114060274,17.813080394119158,12.883128905345984,4.929951488773173
1973:Q2,44582,0,3811,15352,0,722,58,-65,914,-185,2627,-2080,-622,0,1854,20522,2396,60769,19404,9631,30429,-327,1631,33982,6340,5673,21923,26787,13064,3958,8506,-327,1631,28922,11708,4270,8870,-339,4413,1529,43976,8506,633,1013,35850,33247,2604,249002,17.66094821092902,14.397520607937883,13.351900787945478,1.045619819992404
1973:Q3,49294,0,734,14269,0,10452,4825,1009,2653,1965,-1049,722,-20,0,1863,19901,2422,59874,19222,9818,30314,-333,854,35046,6556,5863,22580,24828,12667,3955,7734,-333,854,22889,11560,-1405,6297,502,5935,1578,52811,7734,-351,420,45848,33619,12229,254070,20.78597556205936,18.045389561561464,13.231996331715996,4.813393229845469
1973:Q4,42480,0,10417,9914,0,1716,954,-1149,962,949,3142,-6540,-823,0,1826,20559,2269,59118,18681,9647,29712,-340,1418,36050,6798,6064,23138,23068,11883,3584,6574,-340,1418,18100,9974,-3437,6285,-72,5350,1680,49127,6574,-179,449,43182,37634,5548,262244,18.733497902817405,16.46633233643117,14.35067565957244,2.1156566768587304
1974:Q1,47052,0,-3774,22395,263,7510,6747,-2594,1493,1864,-1033,-3321,-363,0,1782,20808,2785,56077,17867,9471,29411,-349,-322,37176,7012,6333,23780,18900,10855,3137,5632,-349,-322,16190,7983,4866,-2520,862,4999,1680,51442,5632,-266,-525,45551,37854,7698,266686,19.289337498232452,17.080560134591316,14.19403343257614,2.886526702015179
1974:Q2,40550,0,-903,16970,307,-495,-5943,1232,1370,2846,3744,-5256,-399,0,1732,22526,2324,57662,17557,9415,30324,-357,724,38175,7301,6548,24273,19487,10257,2867,6051,-357,724,35744,10859,7905,6317,1404,9259,1602,25895,6051,737,1349,20456,34857,-14401,270947,9.557268381983917,7.549772451045395,12.86469309495953,-5.314920643914137
1974:Q3,45279,0,1946,6935,816,16358,3819,5605,4495,2439,1391,-6624,-969,0,1754,22401,1271,58517,17531,9550,31657,-364,143,39564,7613,6758,25136,18953,9918,2793,6521,-364,143,31040,10205,8412,4464,1767,6192,1541,34733,6521,-484,18,28714,34429,-5715,277915,12.497766412608112,10.331994354809813,12.388331313829152,-2.0563369590193377
1974:Q4,50929,0,8311,10951,993,7896,-653,2159,-230,6620,1513,-4432,330,0,1851,22972,544,53473,15656,9863,29526,-370,-1202,41335,7947,6963,26364,12139,7709,2900,3163,-370,-1202,21361,6828,6083,685,1189,6576,1475,43182,3163,-286,-273,40032,39140,892,285222,15.139630161175871,14.03540354491434,13.722632087784175,0.312771457130166
1975:Q1,55849,0,-12667,28170,1241,3569,-321,-1291,1624,3557,3430,3457,492,0,3047,23510,1600,56229,15141,9739,30534,-377,1193,42419,8039,7428,26894,13811,7102,2310,3640,-377,1193,6150,4695,4336,-6014,1279,1854,1487,64997,3640,830,-748,59779,39348,20431,292296,22.236737711366466,20.45164504409368,13.461707876354687,6.989937167738994
1975:Q2,64647,0,9979,18711,41,-1420,2491,-2760,456,-1607,3473,4787,51,0,2349,25240,1436,57257,15848,9856,31670,-377,260,43479,8337,7621,27459,13779,7511,2235,4211,-377,260,24564,10752,3992,2721,2336,4763,1616,55478,4211,908,1311,51670,47166,4505,307270,18.05522925882143,16.815928318280537,15.349855176229374,1.4660731420511632
1975:Q3,63833,0,2440,15289,47,15276,9721,-1088,2118,4525,-358,3556,-991,0,2059,24958,1557,60953,17064,10133,34009,-374,121,44572,8588,7796,28124,16381,8476,2337,5886,-374,121,25723,12099,2698,5250,1715,3961,1679,56171,5886,-607,48,50940,38359,12581,307053,18.293557250788126,16.590104016775403,12.492641736639715,4.097462280135688
1975:Q4,71015,0,2153,21632,-63,10687,5160,-97,1632,3992,5466,1908,-223,0,2770,24554,2131,64158,18120,10346,35539,-366,519,45504,8792,7957,28689,18654,9328,2389,6851,-366,519,29362,11443,3058,5813,1911,7137,1666,61973,6851,292,-24,54807,39158,15649,315165,19.663736650872345,17.389846566400653,12.424612841378993,4.965233725021661
1976:Q1,55421,0,-4301,28759,-88,-2838,-1749,-1097,2948,-2940,1533,4074,-771,0,1988,25189,1876,67994,19978,10478,37597,-354,294,46800,8992,8057,29691,21194,10986,2421,7907,-354,294,17407,11591,5029,-2088,2923,-48,1702,60909,7907,-396,-778,52620,39566,13055,323891,18.805281438056454,16.246320675763553,12.215751428913254,4.0305692468503
1976:Q2,68024,0,6081,23517,-216,3440,-3770,621,4117,2472,992,4130,-898,0,2460,25715,2803,69908,21063,10762,38197,-341,228,47878,9186,8237,30393,22030,11877,2526,7804,-341,228,35812,14671,3791,8240,3243,5867,1766,56008,7804,1082,1534,48657,38646,10010,327922,17.079707316598114,14.837863219526248,11.785195869749513,3.052667349776735
1976:Q3,62345,0,2561,20567,-19,4317,-213,-591,1088,4033,885,2689,-926,0,2221,26824,3226,71932,21041,11131,39105,-329,984,48958,9418,8450,31025,22974,11623,2681,8080,-329,984,33968,17617,4083,7540,2597,2131,1793,53145,8080,-583,74,45722,38403,7319,335116,15.858602326082622,13.643546781841565,11.459622533408233,2.1839242484333323
1976:Q4,79150,0,8456,27381,-223,-1483,-7920,3460,-2103,5080,7387,3333,-309,0,2526,28355,3727,75244,24051,11456,40397,-317,-343,50158,9688,8698,31705,25085,14363,2758,8692,-317,-343,36568,16181,4291,8273,1952,5871,1975,69642,8692,117,-192,60642,37772,22871,343048,20.30106979447489,17.67745735539931,11.010558289219,6.666899066180308
1977:Q1,63841,0,403,36390,-160,1141,3617,-4193,508,1209,-4447,-3460,-931,0,2300,29580,3025,79545,25400,11897,42424,-301,125,52069,10240,8734,33032,27476,15160,3164,9391,-301,125,29710,15055,5530,53,3826,5246,3541,65148,9391,-517,-728,55546,36864,18683,351405,18.53940433470894,15.806871550220396,10.490324903120973,5.316546647099423
1977:Q2,55816,0,3935,20959,78,-3896,-8358,89,4586,-213,2697,-4594,611,0,2432,29128,4466,86269,28938,12363,43644,-296,1620,53552,10568,9036,33882,32717,18370,3327,9762,-296,1620,51993,25001,6211,12893,3096,4792,1969,38509,9762,882,1683,29548,37792,-8244,359530,10.710880952280085,8.218526361071298,10.511515744883242,-2.2929893838119457
1977:Q3,72975,0,8642,26322,-61,3043,3219,325,-1132,631,-336,-3127,784,0,2435,30484,4789,88762,29769,12815,44744,-297,1730,54933,10910,9368,34588,33828,18859,3447,10156,-297,1730,49345,27051,5663,10905,1690,4036,1913,59371,10156,-502,-45,49672,39097,10575,368790,16.098883597276185,13.46893337489368,10.601419099338989,2.867514275554692
1977:Q4,70478,0,4660,21094,241,4368,-150,428,1996,2094,7980,-4511,-48,0,2814,28862,5018,92434,30296,13485,46293,-304,2664,56561,11264,9728,35498,35874,19032,3757,10795,-304,2664,48196,24239,5909,11939,2062,4047,1854,60010,10795,-51,-151,49115,42193,6922,381631,15.724503051006803,12.86971849130421,11.055960433009613,1.8137580582945962
1978:Q1,74751,0,496,29956,1537,5626,1308,192,5891,-1765,519,-3909,263,0,2656,32561,5046,91275,31482,13528,46029,-317,553,58837,12008,9747,37016,32438,19474,3781,9013,-317,553,36502,18937,6246,2079,4550,4690,1792,72479,9013,-346,-1455,62358,45682,16676,392801,18.45187081485405,15.875168489758135,11.629807459756975,4.24536103000116
1978:Q2,71604,0,7548,19747,1316,3130,-3315,-112,7390,-833,3678,-2812,-569,0,3068,31553,4945,99587,33982,15001,50214,-332,722,60587,12415,10137,37966,39000,21567,4864,12249,-332,722,68712,28172,7420,17555,6749,8816,1774,43667,12249,1202,1718,31934,41871,-9937,403746,10.815361440150879,7.909431219256775,10.370703822085943,-2.4612726028291667
1978:Q3,84061,0,7936,24970,1165,6831,4804,48,5565,-3586,5686,-2933,52,0,2864,32556,4934,103342,35306,15889,50343,-345,2150,62589,12851,10537,39129,40753,22455,5352,11214,-345,2150,65655,32438,7370,13496,5601,6750,1799,60959,11214,-633,150,50528,43431,7097,413382,14.746313122979975,12.223026550269987,10.506142018762308,1.7168845315076804
1978:Q4,83174,0,3965,19426,1713,554,-9123,607,8005,1065,16912,-1568,16,0,2970,34504,4682,104683,36163,16793,51634,-356,450,64630,13314,10948,40292,40054,22849,5845,11342,-356,450,61261,30699,8251,13283,-365,9393,1824,63791,11342,210,451,52690,44081,8609,424143,15.039877531008782,12.42264407436798,10.393016034686415,2.029628039681566
1979:Q1,70239,0,-5224,24775,6765,11629,5926,1448,5152,-897,-3118,-4868,-848,0,2632,33569,4927,106685,35990,17574,52019,-369,1472,66540,13967,11210,41293,40145,22023,6364,10727,-369,1472,44328,24057,7337,2514,2644,7776,1862,67918,10727,-561,-1118,56635,49945,6690,439125,15.466746971354695,12.897218039086585,11.373704169487144,1.5235138695994408
1979:Q2,86459,0,12349,13052,6988,13894,7217,-322,7460,-461,2420,-5599,-127,0,2893,35532,5057,107248,36555,17996,51745,-378,1330,68746,14480,11627,42563,38502,22075,6368,9182,-378,1330,76068,31560,13391,13500,8942,8675,1828,50722,9182,1087,2121,42574,46624,-4050,446192,11.367709628948578,9.541601892696319,10.449325009553073,-0.9077231168567558
1979:Q3,88688,0,13943,22208,7141,5358,5929,1073,4288,-5932,6751,-7218,-720,0,2596,34009,4620,111228,37262,18872,53803,-388,1678,70969,15011,12046,43834,40258,22252,6826,9969,-388,1678,74696,33686,13126,14209,4583,9092,1866,56117,9969,-547,156,46851,44705,2147,458191,12.2474840578847,10.225251517306644,9.756739001857303,0.46851251544934014
1979:Q4,102668,0,1681,13492,9637,34260,28533,-968,2357,4338,7638,-7032,-528,0,2810,36236,4474,108906,36658,19010,53364,-398,271,73006,15558,12465,44901,35900,21101,6545,8464,-398,271,66828,26738,12802,13088,2264,11936,1985,73725,8464,243,-230,64788,45552,19236,470288,15.676492899166053,13.776235450675687,9.685921347173782,4.090314103501905
1980:Q1,74698,0,-8608,24997,15066,11413,12223,6544,334,-7688,-12569,-4008,-1859,0,2458,45502,2306,107225,34729,18892,53916,-411,98,75320,15968,13040,46232,31905,18760,5853,7685,-411,98,41526,20770,12374,-4954,7301,6035,2042,67119,7685,-649,-1136,58947,50393,8555,488229,13.747417965056997,12.073716522548175,10.32153440212769,1.7521821204204857
1980:Q2,86647,0,602,19499,15403,3050,1286,-1550,2608,706,-1212,-6173,437,0,2688,50569,1784,94858,28891,18071,49237,-420,-921,77875,16540,13425,47827,16983,12352,4646,1410,-420,-921,39671,16503,14745,-4025,4900,7548,2179,66138,1410,886,2054,65895,56378,9517,494789,13.366921413134127,13.317860120876867,11.394396705263908,1.9234634156129602
1980:Q3,122082,0,19558,32065,75,6198,4208,-680,2144,526,7808,-3329,428,0,2417,54134,2728,97608,30488,18571,52361,-427,-3386,79846,17124,13771,48863,17762,13365,4800,3499,-427,-3386,54852,29076,11563,4699,4821,4693,2324,87316,3499,-744,-241,84321,58050,26271,511111,17.08354374390928,16.497516155955008,11.357616720055292,5.139899435899717
1980:Q4,129504,0,4441,50490,-5637,11400,13852,1846,1325,-5623,5888,-4875,404,0,2685,57231,7477,106893,34166,19764,54886,-431,-1491,81656,17721,14079,49764,25237,16445,5685,5122,-431,-1491,59477,26136,9860,7708,8063,7710,2233,97498,5122,-22,338,92736,60075,32661,530819,18.36741367585967,17.470356486874348,11.31746414502872,6.152892341845629
1981:Q1,85375,0,3461,2140,34156,357,-6009,-4382,12851,-2103,-5894,-7196,902,0,2292,48021,7136,114001,34080,20905,57190,-441,2267,83379,17619,15058,50612,30622,16460,5847,6579,-441,2267,27494,15186,10924,-4142,3571,1955,2163,90667,6579,-675,-2098,82665,60332,22333,545689,16.61507184807378,15.148715309072871,11.056155128582796,4.092560180490076
1981:Q2,97211,0,8469,21146,10042,5297,-3535,-17,8015,834,4949,-11725,1099,0,2649,48028,7257,113792,33506,22398,56002,-441,2327,85033,18187,15328,51424,28760,15319,7070,4579,-441,2327,56879,23759,9179,7708,7136,9097,2281,71373,4579,970,2486,68310,60520,7790,554446,12.872852362576534,12.320498953789471,10.915450249190295,1.4050487045991764
1981:Q3,129781,0,10585,25398,28834,20819,14489,-723,8333,-1280,1443,-15903,930,0,2206,48714,6755,116477,31238,23692,58557,-440,3431,86868,18736,15578,52455,29609,12502,8114,6101,-440,3431,46621,17846,8359,10318,3372,6726,2377,115146,6101,-872,479,110396,70468,39928,575362,20.012870058886552,19.18730249204708,12.247642461460115,6.939660030586967
1981:Q4,155284,0,25997,48603,17212,6443,175,1060,111,5097,9095,-7025,1561,0,2428,43896,7074,110138,28401,25221,55051,-440,1906,88548,19267,15810,53369,21591,9134,9411,1683,-440,1906,42781,11048,13680,5954,4192,7907,2441,136534,1683,-296,301,135449,72231,63218,581920,23.462749372891494,23.276211784622312,12.412568560726319,10.863643223895993
1982:Q1,119994,0,-5828,56010,10275,14489,4194,-774,12355,-1286,1616,-7517,600,0,1917,47352,1079,108577,27166,24364,56652,-470,865,88660,19023,16779,52760,19917,8143,7586,3893,-470,865,22744,10503,11326,-4345,-1614,6874,2869,120036,3893,-653,-1079,115718,74510,41208,595038,20.17287642216771,19.447124453385886,12.521847344203227,6.925277109182659
1982:Q2,128686,0,2108,41350,10496,17809,6699,-152,17136,-5874,5057,-4897,-1,0,2034,53388,1342,108095,26672,23694,57293,-468,905,89877,19425,16962,53387,18218,7247,6732,3906,-468,905,52620,13437,14991,7350,4258,12584,2584,96869,3906,1184,3113,94891,76900,17991,604626,16.021246227777137,15.694143056931372,12.718652819533405,2.975490237397967
1982:Q3,157667,0,14217,23671,25983,33043,20852,-1927,10606,3512,1974,-4723,1239,0,1645,58085,2533,109169,26846,22782,57955,-466,2052,90926,19736,17096,53986,18243,7110,5686,3969,-466,2052,49428,13259,16480,5928,4414,9347,2501,128983,3969,-688,-105,125597,71884,53714,611716,21.085422087178053,20.531938117492775,11.751123070182896,8.780815047309877
1982:Q4,124614,0,13501,62243,-14652,-4343,-8334,-314,1829,2476,14742,-14468,1649,0,2213,58313,5415,112207,29118,22225,60771,-463,557,91616,19957,17178,54369,20592,9161,5047,6402,-463,557,56234,17075,13388,9903,4837,11031,2149,91121,6402,-412,-737,84394,67906,16488,623338,14.618207644801739,13.539017430507805,10.893893398883671,2.6451240316241327
1983:Q1,117774,109,7391,60006,-22383,17273,10253,-862,11373,-3491,-7981,-11766,6504,0,1913,61001,5707,114950,34309,21385,61763,-485,-2023,91089,19968,17329,53685,23861,14342,4056,8078,-485,-2023,33479,16778,17741,-4808,2334,1434,2071,110228,8078,-333,-1852,100630,72830,27800,638622,17.260226255552404,15.757351706914871,11.4041639655383,4.353187741376571
1983:Q2,155432,-46,8998,45904,-13675,31336,17491,-202,18163,-4116,3181,-6508,8395,0,2368,69958,5521,122746,38400,21257,66512,-487,-2936,92083,20140,17405,54427,30663,18261,3852,12085,-487,-2936,73312,29024,13950,11928,7977,10433,2108,114891,12085,992,2947,104761,66322,38440,648975,17.703464561253615,16.142550596573173,10.219426872925332,5.923123723647837
1983:Q3,174992,111,1833,57057,259,42401,17919,1695,14556,8231,2453,-7143,4116,0,2043,65058,6804,126201,42381,22033,69447,-495,-7163,93175,20354,17525,55182,33026,22027,4508,14265,-495,-7163,79030,36714,15045,16774,2216,8281,2221,131209,14265,-796,30,117771,59627,58144,660610,19.86177311264455,17.827564199670178,9.025975991886288,8.801588207783889
