1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2018:Q3,15343882,10833670,1459256,2807576,243380,15343882,10402159,4941723,842821,4098902,0,15343882,85823,63367,48742,121886,2876,104558,14452,0,263360,5411668,4797551,75147,24451,514519,19682,570353,24516,12541,5291626,3209155,1888010,130532,60044,3885,2245245,2008201,227544,7885,1615,0,859473,117800,207800
2018:Q4,15481331,10899909,1493799,2841823,245800,15481331,10462287,5019044,868736,4150308,0,15481331,84417,61534,49004,123130,2793,105713,14624,0,258605,5442515,4817812,77609,24081,523013,20494,585651,23803,12329,5333759,3223783,1909846,133618,62507,4005,2292274,2042243,241049,7515,1467,0,851386,114774,227656
2019:Q1,15572073,10929974,1518231,2872619,251249,15572073,10513519,5058554,886425,4172129,0,15572073,83848,61868,49433,123883,2716,106296,14871,0,258077,5464285,4835410,77841,23672,527362,20844,599830,23648,9672,5356624,3232801,1921976,133323,64043,4481,2314979,2058350,248239,6930,1460,0,847098,120295,237689
2019:Q2,15714205,11017661,1545008,2894777,256759,15714205,10624162,5090043,896165,4193878,0,15714205,83238,63862,49861,120628,2646,102899,15083,0,254771,5540561,4900050,78207,23399,538905,20964,608816,23493,8962,5389416,3243452,1939930,134773,66501,4760,2340233,2076442,255811,6522,1458,0,843222,118682,247496
2019:Q3,15905519,11110904,1591060,2941225,262330,15905519,10739217,5166302,950808,4215494,0,15905519,82670,65808,50289,123438,2567,105566,15305,0,255089,5593153,4939814,80727,22839,549773,20906,623931,23338,9110,5460463,3280189,1969320,136592,69363,4999,2369090,2092829,268245,6568,1448,0,853705,118880,255649
2019:Q4,16054178,11182824,1628498,2974956,267900,16054178,10834133,5220045,983088,4236957,0,16054178,82276,67448,50718,123787,2487,105796,15504,0,256504,5654896,4987396,80396,22571,564533,22855,638512,23183,7977,5510666,3299954,1993252,139620,72449,5391,2406043,2117563,280986,6381,1113,0,849267,117211,242835
2020:Q1,16187773,11249062,1649802,3015862,273047,16187773,10883722,5304051,985299,4318752,0,16187773,81846,70224,51375,125302,2433,107361,15508,0,253089,5704290,5020560,82595,22473,578662,23591,643731,23470,8427,5567099,3330678,2014808,141312,74512,5789,2429819,2138810,284150,5788,1071,0,871256,115262,218992
2020:Q2,16337986,11335354,1683323,3041116,278193,16337986,10958247,5379739,983622,4396117,0,16337986,81116,72424,52033,126712,2385,108719,15608,0,256286,5738619,5040276,81992,22956,593395,23691,647813,23758,7442,5705796,3417834,2063374,145254,72864,6470,2417572,2125553,285628,5342,1049,0,857004,111801,215919
2020:Q3,16568084,11503991,1714986,3065710,283397,16568084,11116293,5451791,984557,4467234,0,16568084,80948,79158,52692,125709,2325,107335,16049,0,259520,5766698,5056968,81502,23062,605166,23577,649558,24045,7731,5891255,3493676,2173719,149135,67880,6845,2428376,2117699,304266,5433,978,0,847556,107933,223328
2020:Q4,16805456,11653516,1761617,3101723,288600,16805456,11254023,5551433,987028,4564405,0,16805456,80577,81811,53350,127148,2258,108269,16621,0,261416,5741080,5027123,80963,22911,610083,24269,661964,24332,7096,6142464,3589868,2327990,154551,62793,7262,2428326,2103398,318688,5301,939,0,833287,110043,228293
2021:Q1,16995177,11785447,1792950,3119353,297427,16995177,11375188,5619989,975182,4644807,0,16995177,82492,87045,52911,128236,2193,108950,17093,0,263313,5706182,4990017,80356,22433,613376,24341,665008,24614,7463,6352500,3674972,2453019,157777,59390,7342,2431388,2095020,330311,5209,848,0,828677,108628,232379
2021:Q2,17567793,12272039,1833517,3155883,306353,17567793,11848011,5719782,994371,4725411,0,17567793,83777,88764,52472,129468,2122,109353,17993,0,265211,5751809,5019885,81386,21865,628673,25536,675377,24895,7143,6560285,3782552,2550943,162464,56529,7797,2459586,2112334,341374,5003,875,0,831834,363104,248532
2021:Q3,17908704,12522516,1864976,3205835,315376,17908704,12083599,5825105,1019176,4805929,0,17908704,85236,90800,52033,131516,2034,110303,19179,0,267109,5846146,5094654,83751,21812,645929,26445,691439,25176,6837,6736662,3833191,2673352,165975,56084,8060,2474651,2125591,343363,4798,899,0,848041,356739,269874
2021:Q4,18330862,12787265,1917774,3301422,324400,18330862,12337512,5993350,1088914,4904435,0,18330862,86631,113222,51594,133141,1959,111653,19529,0,268997,5952546,5172541,91053,21414,667538,27674,709514,25457,6811,6924073,3899025,2789825,171418,55491,8314,2501812,2149211,346652,4695,1254,0,889160,352556,287674
2022:Q1,18590329,12940018,1959851,3363495,326964,18590329,12478496,6111833,1125834,4985999,0,18590329,84534,115813,52754,134943,1886,112187,20870,0,270896,5948367,5238434,94878,21305,593750,29587,732421,25615,6765,7110184,3989480,2883283,173422,55509,8490,2534783,2182293,346580,4665,1245,0,903117,349628,290922
2022:Q2,19002419,13214958,2004022,3453881,329557,19002419,12741398,6261021,1181947,5079073,0,19002419,81981,127453,53905,138195,1825,113256,23114,0,272791,6163782,5420363,99694,21298,622427,30356,752622,25836,7161,7205976,4039745,2925520,176002,55798,8911,2583871,2229385,348582,4655,1249,0,913354,346401,298735
2022:Q3,19319982,13439377,2043288,3505137,332179,19319982,12956987,6362995,1217563,5145431,0,19319982,79948,122424,54641,143085,1769,114031,27285,0,274684,6351511,5575902,103098,21693,650818,30861,765598,26042,7871,7274190,4058654,2972554,178098,56066,8818,2637387,2284456,347072,4615,1244,0,916210,342238,293292
2022:Q4,19577918,13600148,2083625,3559346,334800,19577918,13114606,6463312,1247054,5216258,0,19577918,77732,118638,55411,167950,23162,116039,28749,0,276595,6490029,5690895,106748,21720,670666,30404,779384,26254,6586,7323561,4075598,3002992,179849,56113,9009,2687938,2337088,345074,4575,1201,0,900003,341091,296342
2023:Q1,19715204,13663361,2114613,3597449,339781,19715204,13180125,6535078,1259915,5275163,0,19715204,77382,125007,55704,169660,22955,117095,29610,0,278520,6569723,5760084,106729,21732,681178,30481,790838,26463,6721,7321936,4072636,3005930,178161,56293,8916,2717875,2370046,342102,4536,1191,0,912314,338170,294410
2023:Q2,19865231,13762012,2140785,3617617,344817,19865231,13281828,6583403,1260452,5322951,0,19865231,75977,125437,56183,170725,22282,117913,30530,0,280475,6632616,5806802,108766,21679,695369,31721,804341,26727,5824,7356208,4084539,3025318,179543,57679,9129,2765004,2418175,340523,4497,1809,0,912562,336370,285061
2023:Q3,20045327,13887401,2167122,3640897,349908,20045327,13410729,6634599,1268301,5366298,0,20045327,75438,125341,56325,173650,21663,120388,31599,0,282456,6692175,5852933,106279,21967,710996,31827,816915,26903,5596,7400770,4100280,3049424,182072,59863,9131,2820881,2472843,341788,4458,1792,0,924406,332337,280308
2023:Q4,20186864,13981956,2188389,3661519,355000,20186864,13509820,6677044,1279091,5397953,0,20186864,74380,126758,56373,176025,21138,122020,32867,0,284502,6742172,5892492,105946,22611,721123,32935,824635,27066,4945,7427663,4102632,3069144,184849,61415,9623,2870681,2518426,345979,4420,1856,0,924734,331628,282367
2024:Q1,20284898,14027211,2213705,3683487,360495,20284898,13554880,6730018,1280131,5449887,0,20284898,73607,126158,56589,178244,20654,123362,34228,0,286611,6771843,5910477,111249,21820,728297,33196,836639,27313,4535,7430990,4097332,3075320,185764,62736,9838,2906200,2553148,346778,4383,1891,0,944589,328266,280118
