1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1992:Q2,170522,5810,58696,51910,11638,42468,170522,90517,1233,20849,58793,9642,68079,1373,-1092,12553,39260,12761,-7521,-239,3418,-4228,11794,11926,170522,5313,-10105,23308,204,0,-8094,130541,10837,13044,7007,837,4732,5268,25455,2027,76,5218,-10695,35410,4701,0,3588,-4649,-2702,-250,26911,-29,3756,34668
1992:Q3,176112,3641,73563,43842,14218,40848,176112,101673,-384,12642,75820,13595,67298,2876,-1903,16925,24660,15789,6982,1,-398,1795,571,7141,176112,26185,24829,-4801,480,0,5677,137491,2653,29302,1793,770,3781,1384,26133,14110,114,16400,-2507,22719,4621,0,6772,-7756,3157,-478,10138,2889,1496,12436
1992:Q4,147506,-4513,76930,37462,-5908,43535,147506,84424,455,14916,77597,-8544,59309,2680,1013,8395,28400,17980,-1464,85,-1012,-1086,4318,3773,147506,11412,-1867,16588,-64,0,-3245,112889,15178,21253,3947,659,1588,3890,22551,6518,97,6266,-3592,37441,5038,0,7437,-4061,2079,380,-22679,505,8394,23205
1993:Q1,195112,-19657,54380,36607,19387,104395,195112,138577,688,65062,55170,17657,42529,-1162,-1851,8068,27749,15494,-13324,-186,-2371,5176,4936,14006,195112,12855,19707,-13562,312,0,6398,161306,3160,30576,5039,557,4700,7292,38183,14127,95,-1236,1692,53882,4996,0,-7237,5663,3795,-439,18117,-680,-20976,20951
1993:Q2,189094,6578,49277,19688,28290,85261,189094,134280,1233,57071,50297,25679,38746,1197,-1131,17164,1504,15718,-8086,-382,3431,1776,7555,16068,189094,-1627,-21180,6154,98,0,13301,162138,14591,6491,157,419,1775,9078,33893,1238,142,11732,-340,52302,4996,0,7269,3291,2377,-189,13888,1515,-2487,28583
1993:Q3,244248,-3864,42630,75236,16988,113258,244248,106586,-72,44902,46688,15068,106740,-210,-1683,41923,29255,20822,3016,-76,3665,1418,8610,30922,244248,23643,5567,18532,67,0,-523,181242,5986,20224,2025,382,1013,9422,33411,22674,178,17073,65,17183,4996,0,17984,7999,4106,-1139,34,714,16912,39363
1993:Q4,224621,11828,82614,41549,1632,86998,224621,115831,-788,31821,84545,253,96514,-269,-463,13407,26211,30462,5983,26,7315,4182,9660,12276,224621,30292,34904,-1121,181,0,-3672,138165,12492,7973,7946,332,2076,8322,20639,-924,134,1212,18255,49052,4996,0,2768,6639,3338,1189,-17201,561,8366,56164
1994:Q1,203500,-5648,52718,82199,-296,74527,203500,100128,665,50115,52392,-3044,127585,216,-1655,39994,42531,24066,12000,-195,-2476,501,12603,-24213,203500,104869,102989,6547,-2444,0,-2223,69900,4834,26212,5170,-133,4256,4869,23851,-288,161,5334,5771,-8927,-925,0,17533,11185,815,-622,-22314,997,-7879,28731
1994:Q2,124522,5891,7113,70928,-9126,49716,124522,26628,1107,29982,8292,-12753,99796,-370,-209,36628,33121,12122,13159,-293,66,3231,2341,-1902,124522,87806,82817,-2580,4416,0,3153,21048,10077,-11265,1860,100,1395,5123,8871,20420,44,-494,-64,-10380,-925,0,16249,6378,2001,-903,-14415,-635,-12388,15667
1994:Q3,148711,11180,39749,61238,-10996,47540,148711,46494,469,17995,40473,-12443,97738,1310,489,37998,22516,17025,8410,-108,-1905,3617,8386,4479,148711,35658,30549,-2318,651,0,6776,79235,5252,-10815,-1483,-200,-552,5871,23649,17722,54,654,6369,5524,-925,0,22173,4409,1680,-1230,-5473,816,5740,33818
1994:Q4,204276,24305,62588,77948,-15510,54945,204276,63906,945,19491,61169,-17699,129965,1163,-1213,62253,17114,17014,20282,-281,4836,8741,56,10405,204276,102757,115979,2717,2237,0,-18176,48990,11340,-24824,-4761,341,-1145,7102,16624,6408,-7,3928,21674,-25969,-925,0,34561,1201,3093,-1190,-2002,-375,3916,52529
1995:Q1,166132,28639,73541,23273,-14377,55056,166132,81531,377,22733,73234,-14813,71541,1569,-398,15739,7841,13928,16061,1,-7385,5135,19050,13060,166132,-30981,-27996,-18339,2157,0,13197,137536,-1041,-12649,28912,184,-1356,6967,35516,7657,44,20412,21472,9221,2128,0,11851,170,4963,-654,7777,-1021,-3017,59578
1995:Q2,171271,19082,25075,51335,-7198,82977,171271,56403,488,39137,25477,-8699,102552,1604,-165,31781,19152,26218,9941,3,-26,4537,9507,12316,171271,-40044,-30646,25108,1056,0,-35562,138752,8622,-11622,12886,484,1482,6982,33597,3796,73,1377,27615,-7111,2128,0,22825,4215,2008,-705,36304,1507,-7711,72563
1995:Q3,152620,18919,26938,53263,-25739,79239,152620,11326,-639,10774,27040,-25849,116868,2374,-1233,25529,27632,40594,4395,6,524,5558,11489,24426,152620,-13138,36060,-30291,1606,0,-20513,83709,-5173,12861,131,-57,-1427,7257,14740,-433,90,2225,-2379,30801,2128,0,6992,13025,708,-222,-1298,-2095,5836,82049
1995:Q4,208747,7655,48195,77898,-10299,85298,208747,51434,-5,13503,49478,-11542,136739,-568,-1287,32914,43701,47020,19295,30,1932,-594,-5704,20574,208747,-12275,-6387,14812,1075,0,-21775,188375,10267,-19180,4031,871,839,7329,12938,4844,127,6345,40073,32570,2128,0,36197,3410,5290,1028,46975,815,-8522,32648
1996:Q1,206773,17181,78985,36685,-3314,77236,206773,114416,1257,39504,78405,-4750,82024,2256,-323,7901,29364,26599,7042,31,-7940,5916,11178,10333,206773,-15111,-9253,-13673,1534,0,6281,146004,-1249,3426,5998,-357,2901,5911,11392,6870,145,15176,50090,30863,735,0,14899,2901,1545,1706,-27591,-893,21536,75880
1996:Q2,178148,36017,-24059,75832,4986,85372,178148,15447,1591,36131,-23497,1222,155209,3248,-1253,31660,43610,35624,12894,42,3289,4012,22083,7492,178148,78190,51535,14791,2139,0,9725,45881,6720,-8575,5282,-156,1955,3894,-2077,4460,10,14195,-7,19468,735,0,18656,-672,1401,1357,-18335,1270,-3700,54077
1996:Q3,160196,23805,41938,54928,-18133,57658,160196,30586,1164,7523,41170,-19271,97027,1347,118,20037,35659,19753,9173,51,1419,-903,10373,32583,160196,-11032,14716,-3100,787,0,-23435,72778,-83,-17204,4224,-291,-884,5514,31337,-11911,80,-11578,15453,17882,735,0,14949,-2593,4116,1289,8535,1115,12093,98450
1996:Q4,227830,25595,42426,62358,9935,87516,227830,59300,2069,8530,41602,7099,141013,2157,745,30838,32344,32671,17028,152,1213,-530,24395,27517,227830,-27241,-4060,2878,879,0,-26938,107816,6913,-19807,17733,-480,-182,6194,24993,-9242,23,9964,25332,9835,735,0,26395,-4220,8394,225,20325,2203,-17516,147255
1997:Q1,168606,58110,45975,26666,4670,33185,168606,91293,1083,41804,45620,2786,70145,1637,95,-1630,28651,5666,2016,308,-714,93,34023,7168,168606,-72251,-50208,-7269,1701,0,-16475,167530,3938,15453,18179,1422,3288,2656,20113,11173,18,19531,27093,18333,-283,0,20847,-6479,133,895,-4099,960,14359,73327
1997:Q2,151223,31994,-71108,71942,16905,101490,151223,-6570,3006,48720,-71047,12751,143002,2337,609,49719,22162,17284,31691,405,8734,8094,1967,14791,151223,-28973,-22277,-16619,746,0,9177,118858,15340,6142,-6137,72,2173,6088,37128,8534,25,16517,-4424,14427,-283,0,19586,-1816,6832,1864,-5219,1362,648,61338
1997:Q3,199175,40288,7547,39904,10813,100623,199175,72634,715,56386,7317,8216,95002,750,-1098,11567,28567,41179,-24730,1270,-1718,6299,32916,31539,199175,-18050,7547,-7057,989,0,-19529,135059,337,-1385,7989,935,-2097,8720,21849,10867,44,15387,21669,36676,-283,0,8157,-9587,-6396,2087,3640,-981,17431,82166
1997:Q4,254152,53709,18486,75055,24511,82391,254152,54539,2327,11425,18923,21864,189821,5806,-2034,39412,35206,73300,20338,1159,1757,4731,10146,9792,254152,-17589,-10830,-8568,798,0,1011,246230,18674,40022,7771,-173,-2954,7725,3276,12449,105,7611,43551,21338,-283,0,31671,-3861,9151,5497,17062,4193,23405,25511
1998:Q1,339713,95330,11310,56398,25679,150996,339713,140019,4013,105478,10702,19826,175523,1567,-1704,35745,21261,44970,21954,1751,-258,12542,37695,24171,339713,-11979,9004,-7582,1847,0,-15248,309725,2386,19592,10822,1054,2495,6500,20556,-1702,109,15283,53185,45496,1233,0,50941,-1505,6862,3503,60241,3662,9013,41967
1998:Q2,279954,37970,-96983,103172,29699,206096,279954,31215,3952,100509,-97343,24097,224297,44,-1515,41698,61834,76234,28620,1610,5002,12019,-1249,24442,279954,115802,93318,-9088,1597,0,29975,107223,6492,-11434,4467,298,2598,277,11762,-7697,66,17588,42866,30050,1233,0,25212,156,3285,-1964,-33079,-4213,19260,56929
1998:Q3,218628,52336,-37260,140371,6668,56513,218628,10805,1138,43017,-37363,4013,211741,1793,-455,73616,66858,62419,-8122,699,-649,8372,7210,-3918,218628,32235,9380,4156,1097,0,17602,189038,6151,20925,-20738,75,666,1595,15739,-2016,181,14193,56934,348,1233,0,60503,12208,-9503,-3969,36648,1553,-3688,-2645
1998:Q4,319402,7501,26964,173623,22152,89162,319402,65799,2655,14391,30010,18743,261662,2308,-1135,127855,42722,75286,12438,679,3098,2096,-3685,-8059,319402,-10242,-67091,13506,847,0,42496,256393,6029,63636,4399,2273,2535,2586,12045,853,200,11333,101962,28677,1233,0,80760,14357,6440,-6202,-56369,-3716,-16639,73251
1999:Q1,377899,55018,6440,141991,22433,152017,377899,113348,2021,86238,6057,19032,260164,93,-274,48333,94041,48814,20664,1320,-7777,10430,44520,4387,377899,58661,35449,92,-731,0,23851,291714,13518,27508,-1978,-443,4976,-4384,22866,17335,70,18059,65618,24218,1955,0,38985,17796,10373,1882,21933,-965,12393,27524
1999:Q2,199006,15761,-111458,147481,16364,130858,199006,-25205,2821,70893,-111308,12389,224607,68,-32,76699,70632,57552,27195,-327,-4574,6986,-9592,-396,199006,26148,3003,1394,-480,0,22231,156544,19128,32054,-8860,941,3730,287,13487,28435,23,3766,-31632,49730,3750,0,41897,14944,3987,448,-52513,-537,33480,16314
1999:Q3,305732,41124,-14072,165460,5893,107327,305732,66416,2703,76267,-14064,1510,222777,559,-279,101877,63575,45936,-10238,142,4441,4684,12080,16539,305732,25686,-6696,9729,20,0,22633,193456,4150,14998,12261,1039,-3039,-2128,10549,21019,-37,9815,53538,5520,3314,0,57574,8674,-1531,-332,7916,-405,-9438,86590
1999:Q4,294167,117981,48136,138198,9671,-19819,294167,73157,2868,16191,48144,5954,214844,556,182,91876,46314,4851,24135,45,-9314,11613,44586,6166,294167,-38766,-65773,-5928,269,0,32666,300272,-11131,23783,8102,624,-7083,-6087,3058,32545,-103,10599,105150,4395,594,0,40255,-36,14139,727,-12114,9567,83288,32661
2000:Q1,210153,75684,-19122,55725,4514,93352,210153,59643,775,75203,-19638,3303,127682,2907,-44,26273,29968,26606,19361,32,11107,8158,3314,22828,210153,-49849,-82064,7067,433,0,24715,189797,23714,14229,-4679,-74,5615,1527,19998,-7930,-138,13697,58143,-10040,1367,0,30209,7739,2756,-30,41022,-9841,2513,70205
2000:Q2,46277,56132,-187449,95852,10411,71331,46277,-107862,3400,68835,-186990,6893,172837,3510,70,62260,33133,27826,28158,199,-169,9335,8515,-18698,46277,9171,-23644,12085,183,0,20547,-1114,3232,-6863,-7272,278,-175,-2805,7993,-31428,-32,3673,-47737,-5512,-1067,0,23678,5170,2096,-600,-6533,-1282,64072,38220
2000:Q3,186242,36585,-44296,128517,-5091,70527,186242,519,413,51069,-44902,-6061,155453,2482,-89,69860,59263,34798,19324,-623,6341,-28157,-7746,30270,186242,-20555,-50340,3783,933,0,25069,151466,6453,11600,7760,2013,-6102,2749,19822,-33032,48,5874,45938,8918,-1675,0,57742,-1271,7764,-11,49492,597,-33212,55331
2000:Q4,264824,43149,-25446,153825,13790,79506,264824,-14961,1171,-2760,-25741,12369,261186,4584,22,76770,77350,87454,15765,-914,-1644,7470,-5671,18599,264824,98436,80621,-3755,1182,0,20388,85650,290,6717,11613,1513,-239,-542,8021,-48980,233,16572,88429,-27775,-4187,0,70847,-2703,6168,557,-33850,-713,-6321,80738
2001:Q1,281727,-5165,19586,108503,28840,129963,281727,124820,1155,77435,19027,27203,143097,3334,-143,66483,42579,18879,-24863,-613,-5937,23457,19921,13810,281727,-182686,-195411,-11494,1432,0,22787,373298,12039,-18730,3311,-1652,9356,-7334,29417,19306,1063,-23228,124168,24684,-1736,0,62517,9264,3901,-261,87698,750,38765,91115
2001:Q2,147131,-60645,-159637,173556,39001,154856,147131,-30140,3668,91362,-159356,34186,188322,-1193,-466,71709,101566,51982,9917,-885,8906,-12574,-40640,-11051,147131,-12425,-44687,-1355,1182,0,32435,96935,11248,19727,5007,-346,-378,22,32350,-19360,331,10874,13844,47682,-29,0,65165,5028,-7210,2231,-21455,-651,-67144,62621
2001:Q3,337494,-37114,79172,204648,8686,82102,337494,107033,2138,19853,79084,5958,251218,1217,-323,81669,123067,72187,4550,84,3151,1919,-36303,-20757,337494,61469,39748,5205,430,0,16086,218984,-974,42227,8417,904,9692,6475,39653,-17327,1403,-29627,104140,-24174,-124,0,67128,1790,6413,1680,59615,-334,-57993,57041
2001:Q4,427245,31589,56889,155431,46158,137178,427245,134546,6866,32963,56706,38011,276901,5,59,84287,71327,107271,736,935,-4721,-6725,23727,15798,427245,15811,-25311,7801,682,0,32639,298406,17539,69037,3310,3316,10458,8128,17645,-19539,1033,-10727,33687,46494,5104,0,45943,17399,15906,5123,-44894,4093,69351,113028
2002:Q1,318945,-62565,53506,169245,23696,135063,318945,104266,2112,27326,53057,21771,198093,-2684,-123,45058,124636,50569,-12404,-521,-3918,-6479,3959,16586,318945,5241,-14794,-421,-32,0,20488,234121,23681,52009,-14533,1709,11686,7578,61240,10803,-76,7372,-31732,57358,7259,0,64385,6072,-4192,7242,-10928,2841,-25653,79583
2002:Q2,296828,-62872,18025,121416,54051,166208,296828,84147,3185,12441,18472,50049,189573,726,-27,34777,86192,61052,19164,2966,4380,-1130,-18527,23108,296828,96548,72797,3515,-32,0,20268,61679,15327,32886,15455,737,1599,8761,38721,15512,377,-23039,-73553,7711,148,0,22051,7253,4525,5213,47548,531,-66084,138601
2002:Q3,279039,-7735,84503,115369,25491,61411,279039,94063,1434,-15478,84898,23209,181657,-1215,127,72389,42585,47654,25621,1943,3809,4325,-15581,3319,279039,9690,-19445,12790,-32,0,16377,158050,13508,29067,18398,-2,2929,6827,63255,-9241,1274,-53963,-12966,15283,-579,3747,27939,26149,9271,2118,-28862,-437,44335,111299
2002:Q4,441709,34076,84890,141120,56185,125438,441709,134289,5838,-5434,84995,48890,287855,2690,-411,67609,73406,96702,17025,2511,-5990,14867,19446,19565,441709,64129,27870,5119,-32,0,31172,274296,25215,46825,3443,1546,8760,16468,62935,-25790,869,-30216,90476,26677,4042,-17,43534,35316,8496,-4275,8067,-768,-47307,103284
2003:Q1,399937,-15982,112264,127915,31057,144683,399937,151914,4090,9140,111869,26815,268807,2262,-117,56438,71872,83941,3205,1577,9608,14916,25105,-20784,399937,-119437,-120823,1473,344,0,-431,419227,12058,64575,8557,-1013,18221,10719,52929,19546,1120,-4411,-18787,49206,6258,-287,37959,31223,8559,551,46082,5463,70700,100147
2003:Q2,370745,-30665,62784,110724,59737,168165,370745,149609,3770,28078,62913,54848,197904,1832,-80,48109,62486,59580,44806,4031,-4057,18872,-37675,23232,370745,-57087,-58569,2913,344,0,-1775,259123,10654,55107,6817,2841,6630,10727,55756,13904,10,8301,4185,65011,14291,104,-9711,33696,16114,424,-56899,5864,15296,168709
2003:Q3,354241,-32637,81936,197182,12221,95539,354241,127381,2766,33835,81950,8830,256062,480,12,114968,82200,45701,13880,6448,2465,4709,-14801,-29202,354241,49774,5347,12782,344,0,31301,210952,3998,-43557,-18587,3694,-3654,16938,32321,14588,5719,12508,-26555,12537,10565,393,95350,23575,18629,623,38882,-6891,19876,93516
2003:Q4,496382,-2675,115132,148015,34540,201370,496382,133679,3180,-12440,112975,29964,316247,1719,122,31358,118814,75379,43384,6547,-1649,16353,24220,46456,496382,61242,16204,-6049,344,0,50743,277948,10539,86969,-10283,621,121,23151,22777,24290,304,50811,-39526,32024,3927,511,860,-4814,9982,4431,52527,-756,9482,157192
2004:Q1,425555,35922,149007,4803,51924,183899,425555,221035,2138,28436,149273,41188,172733,89,-42,1400,3137,91037,13038,8148,12987,27359,15580,31787,425555,72303,48222,3125,1740,0,19216,132641,7419,97940,11021,1522,3890,22438,40017,753,-325,39982,-71443,-38091,2185,1282,2981,3507,-4871,13829,-24904,22,23487,220612
2004:Q2,271595,-24427,33935,72936,75117,114034,271595,97246,5540,-4779,33024,63461,181805,3877,26,53703,20144,118432,9373,9169,618,-10349,-23188,-7456,271595,-39673,-47006,-2125,1740,0,7718,102413,13307,4192,-8732,2286,1265,16092,33105,1834,-43,42673,-64457,83436,5537,886,11374,-1387,-9972,4913,-65853,182,31775,208855
2004:Q3,387163,5563,85470,43765,36562,215803,387163,127693,1285,7039,85432,33937,213639,1033,75,29570,14233,128981,21242,272,8301,21902,-11970,45831,387163,137464,70735,2993,1740,0,61996,91905,12950,-45737,2886,745,-9291,16159,35228,-2319,166,-41350,-32121,8258,-175,562,20799,-21780,4174,7939,120191,332,14289,157794
2004:Q4,410804,89131,97682,-6343,49171,181163,410804,142864,4223,-2554,97760,43435,236358,7450,85,-9674,3253,137617,60654,30096,-6660,-3096,16633,31582,410804,30246,81493,12556,1740,0,-65543,163860,17478,-16469,11901,1085,4072,15632,26270,-2095,29,67949,20442,23927,3089,1049,-46753,8333,2955,6785,-59106,1939,75348,216698
2005:Q1,466242,40506,142756,-12401,59763,235618,466242,211559,3119,12180,142571,53689,237526,4538,-95,-35379,23163,172720,17967,11397,2789,8778,31648,17157,466242,2998,-31860,17188,1520,0,16150,307129,-493,138355,38759,591,4694,24003,44711,6864,55,10174,-50523,14688,2684,2926,-31845,8533,-7809,3348,50078,-1190,48526,156115
2005:Q2,293693,59378,-70618,18906,63724,222303,293693,-23289,2266,-2056,-70964,47465,284724,563,118,-15917,35169,186417,3332,11329,-1306,12057,52962,32258,293693,149066,106064,2129,1520,0,39353,-9917,7396,-8178,17987,1255,-2485,13452,19032,8061,282,-50804,-41825,33009,852,865,-25865,-12999,4339,4301,10974,8628,1806,154544
2005:Q3,257252,62266,52733,-24806,43899,123160,257252,98946,5974,14042,52639,26291,137826,2147,21,-67313,42601,181275,-40679,6954,7000,10029,-4209,20480,257252,9342,-105859,5610,1521,0,108070,66261,11638,14161,22881,-198,-12947,24363,27699,11769,214,10089,-1591,43906,-301,1766,-17141,2462,-48343,5160,-22940,-11694,5308,181649
2005:Q4,540009,82924,98261,98299,55994,204531,540009,121591,3359,-16879,98460,36651,394870,6233,-10,34568,63532,221116,47681,-4601,-8359,10366,24344,23548,540009,88499,58346,16630,1519,0,12004,206642,7855,-11958,-1118,-759,770,8173,11628,17194,520,37120,94684,25439,-2488,1201,-6440,-17493,-676,1089,44820,-2724,-195,244868
2006:Q1,585885,57912,154526,75968,15070,282409,585885,187948,2094,26012,154273,5569,341600,4449,-14,-2514,78735,205231,-4574,11531,8775,16497,23484,56337,585885,68936,105644,-6067,368,0,-31009,334461,14327,80223,-1437,-93,9968,13714,30544,11304,414,4756,13774,51692,3833,752,5432,2008,-3047,3867,24878,2109,65443,182488
2006:Q2,465140,65647,-86079,113440,63872,308260,465140,21154,8490,59855,-86022,38831,373901,6506,-39,48789,64594,179318,22639,125,1633,41843,8493,70085,465140,59530,4634,2925,368,0,51603,168148,7822,57227,21054,-1857,-2743,10879,17989,11304,-71,27888,22293,32284,4060,2283,6851,-5851,-10652,12749,-25537,2041,-21865,237462
2006:Q3,437127,100965,46374,55785,27187,206816,437127,87613,133,22096,46120,19264,245481,4786,-17,-20874,76913,183888,2729,1006,1242,11437,-15629,104033,437127,-19833,-45432,-3808,368,0,29039,191870,2560,-23434,3553,-1385,-8689,5763,9944,11304,70,-480,90322,33791,-2081,708,-19943,20369,-6341,5547,53245,1517,15530,265090
2006:Q4,584364,92696,39682,82699,80181,289106,584364,144086,5554,46350,39806,52376,393490,13898,-209,10181,72394,235783,26899,290,-5223,30404,9073,46788,584364,-109672,-193886,5797,368,0,78049,410366,9991,18440,8192,-2225,785,16218,-12662,11304,1604,25116,100898,99020,1601,1987,2769,29732,1325,17590,47498,1146,30037,283670
2007:Q1,683795,47105,126153,131680,76989,301868,683795,250441,2588,62167,125824,59862,368017,6183,-155,16350,115659,166283,-19469,6372,14864,18724,43206,65337,683795,35238,-6918,-21331,629,0,62858,317866,1986,24992,26639,-530,9740,9573,19565,9203,373,-23697,87287,53272,-468,1706,-21719,7131,4300,9673,89405,-2516,11951,330691
2007:Q2,525005,106166,-129219,161695,85675,300688,525005,35484,7342,107095,-129243,50290,378054,7106,75,40007,121712,164219,-9211,-4508,9963,41359,7332,111467,525005,-92888,-67421,-1684,629,0,-24412,337679,9621,23790,27912,-251,3271,11584,15679,9203,558,81033,62416,82540,2379,3903,12289,13806,2834,3989,-85756,-1506,58385,280214
2007:Q3,622994,-253942,108565,313741,30035,424595,622994,137951,1692,11774,108362,16123,434210,3373,-121,138147,175797,67369,16778,-5034,-7342,32113,13130,50833,622994,432055,412697,-25903,630,0,44631,142790,-10890,17463,12364,-1804,-938,3403,17334,9202,12,-18415,102380,34513,1364,2761,-31690,2486,3982,-26273,130504,4985,-109953,48149
2007:Q4,526562,-68831,90629,298194,76109,130461,526562,187944,11084,37484,90815,48561,331482,8059,221,85160,212848,-17227,-6006,-8712,-21470,27808,50801,7136,526562,121953,151864,-12475,628,0,-18064,207101,-39021,-8176,16087,-1153,-3461,1917,-4788,9202,525,16068,144157,69505,487,4991,6500,22221,-6599,4058,81054,21528,-128001,197508
2008:Q1,404899,-4265,197967,166064,36512,8621,404899,270354,2960,45607,198286,23501,150671,-31,-142,26154,139591,-46527,20425,-22571,15566,27037,-8831,-16126,404899,-2649,72399,-40000,-1971,0,-33077,249905,-149377,-9032,19967,-841,3021,4198,16465,-8188,1349,-9535,301592,-1665,-580,4898,34014,-8062,9002,-8478,62110,1437,-12390,157643
2008:Q2,335688,-36217,-35522,322027,44072,41328,335688,84441,10471,103128,-35459,6301,251155,-525,-37,161752,160212,-76640,-16371,-3793,4112,49291,-26846,92,335688,157714,139869,7302,-1971,0,12514,-3055,-112393,44974,-27067,2021,6054,-253,18918,-8189,-231,17263,-6890,69637,-5841,5637,106542,-5957,-584,7589,-159148,23188,21675,181029
2008:Q3,417265,-192361,536863,182591,7801,-117629,417265,562861,-2583,33069,536440,-4065,-29952,-7389,0,47234,135780,-90655,-17874,-9862,-7555,-36185,-43446,-115644,417265,355210,380198,-1436,-1971,3311,-24892,41157,12286,104803,-17518,-547,-4567,-268,-3615,-8188,595,-29394,-418,-6209,-3827,6905,-53307,-2816,-2711,-6853,149342,-8386,-84150,20898
2008:Q4,500518,44080,564058,98266,26072,-231958,500518,590863,-1209,13557,564306,14209,-10143,8207,0,26177,71841,-118249,-58464,-22656,20141,-34882,97742,-80202,500518,254514,311388,8929,-1971,51116,-114948,200894,4502,-55793,55420,-2696,-6895,-5595,-935,-8188,-3058,-62731,453353,-206457,-3452,5534,55262,-19855,-2693,-17567,-124956,-4454,152148,45110
2009:Q1,388256,-175234,470152,16129,36927,40282,388256,578513,641,79659,469354,28859,-225784,-14387,0,-68561,85488,-166381,-44495,-24861,-15028,50658,-28217,35527,388256,298606,273037,455,-1373,52284,-25797,-645,283723,59699,-49487,-1785,-9995,5039,-24356,13881,-609,-29423,-107291,91000,-395,12030,29816,-63983,7331,4268,-108624,-20641,-90843,90295
2009:Q2,195054,-144841,344601,-41727,47311,-10290,195054,435752,3543,54932,344327,32950,-299325,-2518,0,-177630,136177,-159471,-56077,-1489,15098,1141,-54556,58627,195054,-242043,-387967,10838,-1375,44031,92430,404071,436165,107101,-63131,1295,11609,2945,25657,13882,-1572,-4684,-159455,130587,-534,11476,14314,-42350,5044,9639,6657,4688,-105262,33026
2009:Q3,253158,-109707,396975,-19840,29982,-44252,253158,438104,1773,18277,397903,20151,-246933,-7065,0,-161773,141005,-169105,-11510,-3839,6888,6884,-48418,61987,253158,106672,67123,-6162,-1374,23131,23954,158729,377184,34857,3485,221,5583,8857,28469,13882,1486,-5397,-241750,157266,-410,11003,-29760,-65550,-4849,5207,-74410,721,-67366,-12243
2009:Q4,228731,-32016,263906,-14466,72039,-60732,228731,351856,1121,26740,264199,59796,-203564,-4375,0,-110418,95659,-136574,-13697,-1162,-11174,-27952,6129,80439,228731,-9267,-54687,12559,-1374,23094,11141,188629,252137,46370,-45999,-1881,7734,9842,40598,13882,1814,9326,-128376,137600,600,11454,-68699,-68178,-1275,1120,-2886,1494,-28048,49369
2010:Q1,630371,-56697,482308,70801,36348,97611,630371,582395,933,72787,482394,26281,-2132,95910,74280,35498,35217,-132343,-69334,8062,-599,-10010,-38813,50108,630371,266311,224522,607,615,-9990,50557,235979,169552,27140,-7760,-2652,14740,4930,36336,22971,611,12951,-208935,153818,311,10306,4947,-36143,-12979,5808,25565,781,13681,128081
2010:Q2,169169,-53048,344431,-18374,5101,-108941,169169,384003,-2210,44914,344700,-3401,-196268,32987,3900,-84919,66276,-113510,-25046,-6442,8655,-48221,-29948,-18566,169169,94511,161497,7094,615,-10995,-63700,-19874,45488,-30401,13261,-3799,10953,-3072,31922,22971,-1891,-14398,-121789,103320,540,11373,-31847,-40671,-1319,4334,-22983,-17531,25665,94532
2010:Q3,393514,22499,397724,-65740,7028,32003,393514,491807,-2629,88935,397845,7656,-131387,-43029,1389,-115299,49438,-87586,-17742,-187,-4792,74585,11836,33094,393514,-168512,-202823,11869,615,-10824,32651,274162,-15565,92700,123627,-2660,-12576,3310,54376,22971,1267,-7170,-105622,109041,1507,8817,-26021,-26567,-1594,13383,2813,45088,-6963,287864
2010:Q4,389497,6831,365510,-25555,70036,-27325,389497,464779,1484,40443,365700,57152,-135335,-60170,8603,-69046,43301,-77006,1196,-1482,33607,-23841,9503,60053,389497,43319,11272,-24834,615,-15056,71322,217274,116781,45717,-139846,-352,-8330,-7112,19922,22971,712,23452,33154,76214,1019,3278,-21721,-6029,-289,19137,31428,-10438,17606,128904
2011:Q1,371427,73742,268153,50546,-17296,-3718,371427,311055,-156,62517,268451,-19757,-18228,-1695,7782,2775,47473,-64856,-14668,88,-1484,6391,-34,78600,371427,-65796,-42511,-3474,811,-10778,-9844,329022,249002,21610,-3695,-285,19345,7873,33932,14638,-44,13800,-22894,-34528,300,7239,-26314,-313,902,50709,2552,-332,-4475,108201
2011:Q2,174774,-49682,204325,-70990,-29548,120669,174774,228819,-658,58724,204364,-33611,-140663,-10088,-9871,-119979,48950,-43104,-11504,-2346,-18173,45823,-20371,86618,174774,-45829,34346,4182,-681,-34770,-48906,153946,234999,-34618,4902,-1390,4687,-3876,12808,14640,-1081,5971,-85535,-12231,1160,10682,-17598,-3866,1099,25858,-15028,2270,10093,66657
