1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000:Q1,1077939,120819,366232,590888,1077939,1373,26857,6627,40509,11033,577459,16652,6092,2601,183578,3976,9741,0,148201,39988,3252
2000:Q2,1108028,123631,375113,609284,1108028,1530,26805,6582,40554,10971,596633,17204,6417,1905,186281,3801,9837,0,154866,41157,3485
2000:Q3,1129770,126443,377593,625734,1129770,1686,26222,6539,40665,10983,611559,17004,6699,1737,188060,3534,8629,0,160604,42310,3539
2000:Q4,1157617,129255,382392,645970,1157617,1842,26345,6494,41070,10900,625637,17128,6806,1699,189135,3135,8757,0,172337,43426,2906
2001:Q1,1138863,131843,351537,655483,1138863,1772,26605,6722,41247,10849,639269,17111,9452,1709,188389,2588,8590,0,138287,43597,2676
2001:Q2,1161101,134431,362882,663788,1161101,1702,26343,6948,41262,10942,654608,16739,10082,1742,189946,3074,8026,0,143852,43158,2677
2001:Q3,1198227,137019,385380,675828,1198227,1632,26485,7175,40470,10765,674428,17889,10301,1786,191519,3465,8164,0,158252,43053,2843
2001:Q4,1242449,139607,416507,686335,1242449,1562,27478,7403,40965,10832,689288,17867,11006,1954,193464,3701,8116,0,184249,41395,3169
2002:Q1,1256775,141988,414447,700340,1256775,1576,27298,7359,41134,10707,704858,18252,11186,1956,193973,4713,8078,0,185269,37418,2998
2002:Q2,1284517,144369,430053,710095,1284517,1590,27473,7317,41188,10575,721962,18593,11100,1979,195280,5067,7066,0,192945,39013,3369
2002:Q3,1312110,146750,444906,720454,1312110,1604,27802,7276,41439,10389,737800,19016,11517,1982,195810,5403,7296,0,202349,38882,3545
2002:Q4,1347817,149131,477413,721273,1347817,1618,27943,7232,42101,10389,754543,18989,11194,2066,200364,5662,7433,0,215251,39159,3873
2003:Q1,1370643,150609,486504,733530,1370643,1557,27927,7239,40093,10383,771482,19000,11313,2072,201821,5892,6878,0,221684,39279,4023
2003:Q2,1403699,152087,498892,752720,1403699,1496,28140,7247,40352,10487,785767,19543,11593,2015,205331,6009,7750,0,233946,39687,4336
2003:Q3,1439713,153565,517135,769013,1439713,1435,28710,7256,40161,10736,801628,24189,12369,2008,207903,6212,8468,0,242820,41086,4732
2003:Q4,1467356,155043,525051,787262,1467356,1374,29388,7263,40529,11271,821476,17502,12782,2179,209909,6441,6005,0,251598,44229,5410
2004:Q1,1512480,156232,562150,794098,1512480,1341,29575,7571,42476,11666,845487,17782,13184,2239,210725,6536,4979,0,267980,43849,7090
2004:Q2,1550917,157421,577489,816007,1550917,1308,29904,7878,41172,11392,870818,15063,13873,2315,212222,6508,6036,0,281892,42754,7782
2004:Q3,1598665,158610,603424,836631,1598665,1274,30290,8185,41520,12398,896405,15606,14846,2430,215333,6558,5025,0,296535,44420,7840
2004:Q4,1655557,159799,623566,872193,1655557,1241,30999,8493,42370,11544,922985,16866,15878,2511,220147,6446,4841,0,314612,48364,8260
2005:Q1,1692228,161784,638430,892014,1692228,1229,30932,8853,42559,11616,948732,17811,13279,2560,221183,6394,4042,0,326540,47387,9111
2005:Q2,1756163,163769,694652,897742,1756163,1216,31860,9214,42957,12339,979326,18466,13987,2627,223739,6387,3962,0,353841,46710,9532
2005:Q3,1814224,165754,741134,907336,1814224,1203,31850,9575,44172,13580,1017120,21624,15727,2759,225585,6373,3257,0,365596,46153,9650
2005:Q4,1890681,167739,809197,913745,1890681,1191,32309,9936,45213,13716,1049713,20848,18767,2837,229861,6320,3849,0,399372,45950,10799
2006:Q1,1957618,172153,832402,953063,1957618,1178,31387,9832,45954,13128,1089127,21519,19954,2850,231793,11881,4115,0,416141,46087,12672
2006:Q2,2019996,176567,850108,993321,2019996,1166,30705,9728,47499,13696,1122805,23165,20766,2958,237064,17438,4507,0,429230,46389,12880
2006:Q3,2092450,180981,874544,1036925,2092450,1154,30128,9623,48396,14397,1160178,23306,20971,3013,240454,22997,5247,0,449396,47048,16142
2006:Q4,2175682,185395,910342,1079945,2175682,1141,29578,9519,48945,15151,1188697,24925,21989,3554,242137,28598,4906,0,488164,47783,20595
2007:Q1,2219350,188632,907192,1123526,2219350,1138,29310,10022,49919,16066,1192685,27669,22349,3668,243964,29194,5386,0,518210,45295,24475
2007:Q2,2295751,191869,928196,1175686,2295751,1135,26713,10524,50564,15548,1225003,29990,22689,4174,248594,29725,5956,0,552246,46096,26794
2007:Q3,2381642,195106,966731,1219805,2381642,1132,25314,11026,50758,16445,1249457,35219,23412,4429,252423,30210,6566,0,596913,49761,28577
2007:Q4,2440537,198343,982760,1259434,2440537,1128,24631,11529,50839,16538,1286945,38993,19255,4908,255721,30829,9221,0,610488,51121,28391
2008:Q1,2484407,200526,993098,1290783,2484407,1099,24588,11328,51399,16390,1322511,39853,19411,5008,261177,28552,8703,0,607346,58851,28191
2008:Q2,2523744,202709,988680,1332355,2523744,1069,24732,11128,52271,16216,1356377,41047,19491,5166,267109,26430,5819,0,606890,62462,27537
2008:Q3,2535530,204892,952902,1377735,2535530,1039,24552,10927,52271,15807,1388042,28788,19473,4828,272298,24084,5271,0,598867,61827,27456
2008:Q4,2557974,207075,914221,1436679,2557974,1009,23836,10726,54670,15080,1410901,32808,19680,5135,274238,22412,4482,0,594596,61594,26807
2009:Q1,2553968,204627,906149,1443192,2553968,977,27193,10645,56059,14469,1414920,33661,19635,5166,272189,21478,4323,0,584586,61154,27513
2009:Q2,2539235,202179,893837,1443219,2539235,944,26464,10563,56986,15655,1414557,33421,19778,5197,270343,20699,4068,0,574940,60312,25308
2009:Q3,2515257,199731,860799,1454727,2515257,912,26609,10482,57738,16229,1399297,34586,19886,4949,269180,19835,4076,0,569537,60193,21748
2009:Q4,2482444,197283,822660,1462501,2482444,879,26501,10400,59444,16494,1375730,32883,19644,4600,264817,18925,3833,0,568922,59680,19692
2010:Q1,2460747,197536,804813,1458398,2460747,885,26173,10682,60379,16910,1355562,32658,19305,4417,261740,19347,3939,0,564096,61310,23344
2010:Q2,2414204,197789,761174,1455241,2414204,891,25980,10963,60985,16467,1330453,31078,15676,4408,259079,19585,4008,0,555097,59498,20036
2010:Q3,2375543,198042,738652,1438849,2375543,896,25844,11244,60690,17208,1302141,30401,15629,4370,259722,20607,4107,0,545723,57916,19045
2010:Q4,2359327,198295,737753,1423279,2359327,902,26229,11526,61254,17797,1276028,30753,15689,4272,258946,21386,3881,0,543549,68910,18205
2011:Q1,2334153,199745,699724,1434684,2334153,914,26013,11134,61811,17594,1253832,29238,16056,4230,259696,20513,3776,0,541291,68923,19132
2011:Q2,2302547,201195,671014,1430338,2302547,926,30005,10742,63207,17169,1236335,28738,15691,4496,263534,19583,3824,0,525807,64613,17877
2011:Q3,2274481,202645,650582,1421254,2274481,938,29086,10350,64469,16900,1217590,29460,15427,4766,268260,18722,4580,0,518739,58542,16652
2011:Q4,2262891,204095,653055,1405741,2262891,950,28872,9958,65919,17594,1211610,28465,15636,5101,271648,17385,4311,0,511297,57864,16281
2012:Q1,2244151,206282,615390,1422479,2244151,997,28228,9795,66136,17340,1204144,28661,15348,5358,274661,17718,3789,0,500431,56817,14728
2012:Q2,2224527,208469,580608,1435451,2224527,1043,27861,9632,66962,17131,1196161,28595,15085,5582,277417,18117,3584,0,490956,51763,14638
2012:Q3,2213910,210656,559254,1444000,2213910,1089,28203,9469,67510,17622,1189063,28081,14669,5721,279406,18544,3507,0,485214,50098,15714
2012:Q4,2226763,212843,559866,1454054,2226763,1135,29691,9307,67621,17187,1203037,27536,14550,5849,281060,18973,3541,0,486894,44105,16277
2013:Q1,2223235,214917,542832,1465486,2223235,1049,28119,9374,68880,17791,1199888,26532,14058,6073,279357,18942,3187,0,491786,42034,16165
2013:Q2,2245452,216991,559030,1469431,2245452,963,31880,9441,69417,17605,1210485,27349,14067,6800,281225,18918,3049,0,358736,42747,152770
2013:Q3,2261543,219065,573970,1468508,2261543,877,31046,9509,70626,17634,1224350,28023,12344,7265,285992,18889,2540,0,356885,41665,153898
2013:Q4,2267349,221139,579909,1466301,2267349,791,32694,9576,71199,18178,1241361,27770,13351,8206,289244,18830,2181,0,336636,40301,157031
2014:Q1,2278320,222934,563347,1492039,2278320,874,33919,9550,71453,18307,1250995,29967,13452,8538,288061,19369,2502,0,313786,40592,176955
2014:Q2,2299164,224729,556830,1517605,2299164,957,34297,9525,72321,17981,1267042,31024,13299,9078,289221,19625,3223,0,318712,38538,174321
2014:Q3,2320947,226524,552645,1541778,2320947,1040,34047,9499,72599,17328,1277729,31831,13142,9659,291125,19861,2605,0,328807,39538,172137
2014:Q4,2352763,228319,569106,1555338,2352763,1123,36116,9474,71537,17805,1301545,33271,12918,10275,294551,20517,2771,0,326196,41417,173247
2015:Q1,2377313,230922,578977,1567415,2377313,1053,38438,9950,71728,18298,1319189,33063,11136,10772,297834,19654,2965,0,333499,41668,168066
2015:Q2,2415656,233525,604747,1577384,2415656,982,41099,10427,71100,18120,1339225,35566,10620,11302,304312,19226,3121,0,351911,36171,162474
2015:Q3,2448124,236128,618441,1593555,2448124,911,43854,10903,69676,17795,1371592,40946,10578,11890,309902,18798,3200,0,352776,33757,151546
2015:Q4,2488149,238731,661622,1587796,2488149,841,45180,11380,69229,18504,1407041,46468,10591,12760,322303,18371,2726,0,353299,27607,141849
2016:Q1,2505899,242101,646222,1617576,2505899,935,41744,11245,69549,18611,1431753,51412,10755,13490,324411,18426,2863,0,333724,26863,150118
2016:Q2,2530882,245471,636555,1648856,2530882,1029,40589,11111,69676,18731,1465583,55795,10603,14263,328958,18482,3122,0,322972,24773,145195
2016:Q3,2574321,248841,652236,1673244,2574321,1123,37703,10977,69538,19238,1492987,60445,10624,15318,332772,18539,6181,0,323370,22808,152698
2016:Q4,2601747,252211,651853,1697683,2601747,1217,31558,10842,70656,19426,1523017,62102,10562,15454,340311,18595,4941,0,327814,22533,142719
2017:Q1,2614895,253971,621169,1739756,2614895,1119,35523,11411,70552,19772,1549979,63547,10427,14757,346484,19516,3533,0,312650,22389,133236
2017:Q2,2654035,255731,614819,1783485,2654035,1022,35577,11979,69676,19780,1573927,67143,10316,16252,354449,20439,2812,0,317991,22329,130343
2017:Q3,2673685,257491,590874,1825320,2673685,924,36017,12548,71208,19941,1589785,67316,10511,17156,358003,21359,1413,0,316311,22105,129088
2017:Q4,2725435,259251,618507,1847677,2725435,827,44437,13116,71349,20544,1608715,69876,10523,17823,362602,22281,2347,0,327597,21964,131434
2018:Q1,2750320,258366,625140,1866815,2750320,850,42363,13186,71768,20181,1622204,68865,10346,18699,370456,21686,2530,0,330096,21716,135374
2018:Q2,2800635,257481,660665,1882489,2800635,873,41047,13257,72623,20709,1646269,66881,10220,18959,378901,21090,3204,0,350770,21789,134043
2018:Q3,2807576,256596,661883,1889097,2807576,897,41340,13327,73166,21069,1649988,64297,10105,19682,387909,20495,4264,0,341940,21983,137114
2018:Q4,2841823,255711,688866,1897246,2841823,920,39848,13398,74150,20688,1666795,66280,10002,20494,395742,19899,4192,0,339762,21810,147843
2019:Q1,2872619,280634,705007,1886978,2872619,1028,39901,13514,74802,20646,1682216,66149,9898,20844,401413,19770,3288,0,339547,25595,154008
2019:Q2,2894777,305557,712362,1876858,2894777,1137,41542,13629,75241,20382,1702241,65964,9789,20964,403295,19640,3048,0,334409,25893,157603
2019:Q3,2941225,330480,763487,1847258,2941225,1245,43019,13745,74098,20407,1723650,68270,9475,20906,409056,19511,3097,0,348288,26190,160268
2019:Q4,2974956,355403,791303,1828251,2974956,1354,44016,13861,74094,20520,1749357,67298,9415,22855,414053,19381,2712,0,357162,26102,152776
2020:Q1,3015862,363820,790258,1861784,3015862,1206,45737,14038,75283,20247,1772906,68370,9481,23591,416755,19621,2865,0,362950,25996,156816
2020:Q2,3041116,372237,785335,1883544,3041116,1216,46674,14216,76296,20863,1793962,67357,9591,23691,418950,19861,2530,0,359808,27050,159051
2020:Q3,3065710,380654,784319,1900737,3065710,1226,52109,14394,74638,20943,1808952,66618,9355,23577,419612,20101,2629,0,363591,26976,160989
2020:Q4,3101723,389071,782081,1930571,3101723,1241,52555,14571,75362,21043,1822119,65542,9436,24269,427150,20341,2412,0,371550,27420,166712
2021:Q1,3119353,394508,765601,1959244,3119353,1248,55809,14453,75951,21143,1830615,65133,9304,24341,424065,20577,2537,0,379363,27096,167718
2021:Q2,3155883,399945,779676,1976262,3155883,1262,56131,14334,75951,21243,1850819,65765,9185,25536,424274,20813,2428,0,384805,26960,176377
2021:Q3,3205835,405382,798947,2001506,3205835,1282,56829,14216,76837,21343,1878888,67918,9486,26445,429475,21047,2325,0,390392,25886,183466
2021:Q4,3301422,410819,862649,2027954,3301422,1321,77483,14097,78166,21443,1904683,73796,9446,27674,435417,21282,2316,0,412982,26228,195088
2022:Q1,3363495,417171,896041,2050284,3363495,1345,83120,14415,78696,21543,1936856,77771,9638,29587,448040,21414,2301,0,413632,27010,198127
2022:Q2,3453881,423523,948126,2082233,3453881,1382,97952,14730,79607,21643,1982130,79081,9820,30356,458779,21599,2435,0,422358,26838,205171
2022:Q3,3505137,429875,981677,2093586,3505137,1402,96290,14931,80152,21743,2029341,80923,10311,30861,465263,21771,2676,0,421659,26413,201401
2022:Q4,3559346,436227,1007862,2115257,3559346,1424,95695,15141,81841,21844,2076266,83678,10308,30404,471906,21948,2239,0,417180,25425,204047
2023:Q1,3597449,444381,1017308,2135760,3597449,1439,102256,15221,82647,21944,2103457,84118,10406,30481,475881,22123,2285,0,419045,25031,201115
2023:Q2,3617617,452535,1016068,2149014,3617617,1447,102733,15352,83082,22044,2125201,85240,10361,31721,480908,22344,1980,0,417995,24019,193190
2023:Q3,3640897,460689,1020958,2159250,3640897,1456,102882,15391,85153,22145,2142914,82932,10494,31827,484860,22491,1902,0,425274,23729,187447
2023:Q4,3661519,468843,1029662,2163013,3661519,1465,105193,15404,86289,22246,2159374,83273,10888,32935,486484,22620,1681,0,423686,23088,186893
2024:Q1,3683487,475934,1028348,2179206,3683487,1475,104865,15463,87336,22347,2170692,87435,10526,33196,489627,22825,1542,0,432053,22353,181752
