1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q2,-164699,17500,12016,5484,2616,164,3884,-296,340,0,0,0,-1476,-436,-56,-380,46705,10911,-5247,4796,36245,0,-27227,-30495,2000,0,1268,0,0,859,-356,648,1339,-772,-85736,-91696,5960,-148336,-130116,-18220,3564,0,13800,-10236,8620,156,1116,508,9320,-1332,-1148,-5296,-5296,14132,12719,1413,12,72,-60,0,0,0,0,0,6930,6930
2002:Q3,108299,17500,12016,5484,-600,-692,892,272,692,0,0,0,-1764,1568,-56,1624,45332,-12614,17626,13380,26940,0,54048,48888,3140,0,2020,0,0,-1109,-24,272,-1433,76,-83724,-65028,-18696,-4384,-18784,14400,-136,0,14172,-14308,5892,108,760,348,6372,-908,-788,-3524,-3524,22796,20517,2280,152,132,20,0,0,0,0,0,54931,54931
2002:Q4,54560,17500,12016,5484,-2756,-1816,-456,1260,412,0,0,0,-2156,1596,-52,1648,37127,-1993,39249,7604,-7733,0,13039,10107,364,0,2568,0,0,1318,776,444,1054,-956,-5692,-14608,8916,-25772,-49924,24152,11104,0,-3796,14900,13100,236,1696,772,14164,-2024,-1744,18636,18636,-5733,-5160,-573,2980,2952,28,0,0,0,0,0,-20903,-20903
2003:Q1,186994,7980,7080,900,60,-704,452,1728,208,0,0,0,-1624,-2108,-60,-2048,5383,22449,-28369,10684,619,0,57668,50348,2772,0,4548,0,0,2178,-134,352,1960,0,45300,50624,-5324,54380,39408,14972,-52,0,956,-1008,4724,304,512,-1000,5612,120,-824,43424,43424,-4853,-4368,-485,-1048,-1468,420,0,0,0,0,0,-27386,-27386
2003:Q2,734002,7980,7080,900,-1924,80,1564,-700,-108,0,0,0,-2760,1304,-56,1360,28697,23334,-50122,2376,53109,0,-24863,-27971,1592,0,1516,0,0,-3446,-146,476,-3776,0,355720,339148,16572,381276,380004,1272,616,0,-30724,31340,4604,296,496,-972,5468,120,-804,-40072,-40072,-4890,-4401,-489,16212,120,16092,0,0,0,0,0,13910,13910
2003:Q3,19168,7980,7080,900,-4124,-496,0,-904,344,0,0,0,-3068,-2040,-60,-1980,124595,49254,49206,4076,22059,0,46187,39627,3324,0,3236,0,0,-3517,-26,424,-3915,0,-83384,-100944,17560,-73120,-71108,-2012,236,0,39704,-39468,4464,288,484,-940,5304,112,-784,-15932,-15932,6316,5685,632,732,564,168,0,0,0,0,0,12087,12087
2003:Q4,-128361,7980,7080,900,-444,-1432,1272,-360,-132,0,0,0,208,624,-56,680,45325,9890,12446,108,22881,0,45809,42245,980,0,2584,0,0,4531,-104,164,4471,0,-180440,-165684,-14756,-59688,-46312,-13376,-4564,0,-2784,-1780,7248,468,784,-1528,8612,188,-1276,8660,8660,-5778,-5200,-578,4040,2984,1056,0,0,0,0,0,-1998,-1998
2004:Q1,374116,8428,9208,-780,5296,-700,1096,8748,276,0,0,0,-4124,-660,-52,-608,-12278,-77454,21290,2484,41402,0,124035,127107,-2672,0,-400,0,0,6193,10,288,5895,0,73128,32876,40252,110408,155608,-45200,-92,0,9488,-9580,23512,1748,1168,5940,11652,3204,-200,-6852,-6852,77849,70065,7785,968,1068,-100,0,0,0,0,0,-34153,-34153
2004:Q2,337862,8428,9208,-780,-7440,-948,-1436,-3392,236,0,0,0,-1900,1900,-52,1952,81873,19406,2638,8620,51209,0,108561,100901,4876,0,2784,0,0,-5120,-562,620,-5178,0,62908,56144,6764,89332,114596,-25264,-3124,0,-10236,7112,45064,3356,2232,11392,22336,6144,-396,-5996,-5996,-34909,-31418,-3491,-2844,-2780,-64,0,0,0,0,0,-2830,-2830
2004:Q3,37391,8428,9208,-780,-4672,-840,1040,96,220,0,0,0,-5188,3296,-52,3348,41469,-29991,11759,9724,49977,0,-19418,-20446,924,0,104,0,0,-2326,-560,1004,-2770,0,-26628,-14856,-11772,-36284,-32924,-3360,-1732,0,8576,-10308,39332,2928,1948,9940,19492,5364,-340,20980,20980,-13714,-12343,-1371,1644,524,1120,0,0,0,0,0,28896,28896
2004:Q4,598877,8428,9208,-780,-4548,-1176,608,-1520,540,0,0,0,-3000,1864,-52,1916,38372,1734,10274,1216,25148,0,83358,67310,6076,0,9972,0,0,-1122,-270,224,-1076,0,216668,146244,70424,187376,228200,-40824,-1264,0,-9056,7792,44348,3304,2196,11208,21980,6044,-384,-8052,-8052,9998,8998,1000,-9716,8624,-18340,0,0,0,0,0,33099,33099
2005:Q1,279321,-2064,1176,-3240,-30732,-600,1300,-20080,316,0,0,0,-11668,-2264,-40,-2224,146171,9654,69850,8880,57787,0,86578,86994,1536,4,-1956,0,0,7166,0,556,6610,0,8236,-6256,14492,-64548,-57356,-7192,1204,0,7000,-5796,56820,2324,3600,8992,32220,6580,3104,-2476,-2476,-21216,-19094,-2122,-4856,-4220,-636,0,0,0,0,0,100934,100934
2005:Q2,410239,-2064,1176,-3240,-2592,-500,1196,1476,456,0,0,0,-5220,2680,-40,2720,174914,9120,92700,10832,62262,0,112906,107478,3144,8,2276,0,0,8537,0,1496,7041,0,-10240,500,-10740,50588,24456,26132,-472,0,-40104,39632,68352,2796,4328,10820,38756,7912,3740,-32280,-32280,9024,8122,902,-2668,-2664,-4,0,0,0,0,0,33390,33390
2005:Q3,149146,-2064,1176,-3240,-2948,-592,288,3444,964,0,0,0,-7052,-1452,-36,-1416,128926,-29338,102210,7652,48402,0,-62533,-63221,300,36,352,0,0,8491,0,1888,6603,0,-22020,22952,-44972,19004,-12740,31744,388,0,22248,-21860,55052,2256,3488,8712,31216,6372,3008,-11856,-11856,21480,19332,2148,1120,1120,0,0,0,0,0,0,16849,16849
2005:Q4,168631,-2064,1176,-3240,60,-1204,484,2740,768,0,0,0,-2728,2968,-40,3008,46633,16604,34800,3752,-8523,0,40453,31757,8148,72,476,0,0,8038,0,1460,6578,0,-102264,-79328,-22936,12080,-9728,21808,8668,0,18544,-9876,86284,3532,5468,13656,48924,9988,4716,-23656,-23656,101199,91080,10120,17400,17396,4,0,0,0,0,0,-25969,-25969
2006:Q1,464999,19792,19872,-80,-2748,624,1004,4616,296,0,0,0,-9288,3016,-32,3048,64240,20616,-19012,5816,56820,0,96234,93574,-236,20,2876,0,0,7466,0,1616,5850,0,68124,59368,8756,103928,60320,43608,-52,0,-4408,4356,75580,312,4828,7328,45760,14772,2580,11496,11496,-31470,-28323,-3147,-1764,-1764,0,0,0,0,0,0,50965,50965
2006:Q2,592095,19792,19872,-80,1440,1136,812,6164,912,0,0,0,-7584,6856,-32,6888,99261,12213,14195,18584,54269,0,108985,100789,6844,-28,1380,0,0,16860,0,1888,14972,0,-22532,18932,-41464,204380,110812,93568,-188,0,31084,-31272,101344,420,6476,9824,61352,19812,3460,6332,6332,37701,33930,3770,-13020,-13032,12,0,0,0,0,0,25196,25196
2006:Q3,-34986,19792,19872,-80,-856,2320,172,3588,580,0,0,0,-7516,6168,-32,6200,51439,-42702,25182,6476,62483,0,-170201,-174633,1952,-76,2556,0,0,11268,0,1292,9976,0,42748,12788,29960,4712,-18248,22960,196,0,-4528,4724,76688,320,4900,7432,46428,14992,2616,-21716,-21716,-688,-619,-69,356,368,-12,0,0,0,0,0,-54580,-54580
2006:Q4,460859,19792,19872,-80,4876,1632,2780,4560,592,0,0,0,-4688,-104,-32,-72,44944,5137,67875,2464,-30532,0,49857,37073,8356,-152,4580,0,0,12033,0,1940,10093,0,151948,113368,38580,-39520,10028,-49548,11308,0,-15804,27112,150796,628,9640,14620,91292,29476,5140,19148,19148,29373,26436,2937,3860,3848,12,0,0,0,0,0,3376,3376
2007:Q1,609950,9376,6620,2756,1720,48,152,3532,848,0,0,0,-2860,2272,-36,2308,178071,-284,91516,14224,72615,0,2605,8133,-10544,-24,5040,0,0,5692,0,1616,4076,0,-53292,-10640,-42652,206656,82316,124340,1552,0,-680,2232,197576,10176,11508,43308,111148,13360,8076,-22248,-22248,23074,20767,2307,-6636,-6624,-12,0,0,0,0,0,63807,63807
2007:Q2,921313,9376,6620,2756,616,-208,40,2308,704,0,0,0,-2228,5164,-32,5196,73691,95,71553,4232,-2189,0,87170,63662,10592,8,12908,0,0,11763,0,1500,10263,0,218616,183560,35056,219848,222424,-2576,64,0,26740,-26676,210092,10824,12240,46048,118188,14204,8588,6372,6372,12546,11291,1255,876,864,12,0,0,0,0,0,64987,64987
2007:Q3,849211,9376,6620,2756,-4052,-740,-784,-336,612,0,0,0,-2804,6436,-36,6472,52151,-32294,5894,15920,62631,0,602262,536662,37904,3008,24688,0,0,18648,0,2568,16080,0,-147388,-189872,42484,-45828,99152,-144980,-1248,0,-2372,1124,129728,6684,7556,28436,72976,8772,5304,15692,15692,-1414,-1273,-141,1756,1756,0,0,0,0,0,0,213696,213696
2007:Q4,994983,9376,6620,2756,-7000,-724,-388,-1088,500,0,0,0,-5300,1064,-32,1096,-5377,10828,-26524,10136,183,0,210987,181791,15708,-52,13540,0,0,11672,0,1688,9984,0,112864,39888,72976,376972,452528,-75556,39428,0,-10060,49488,120804,6224,7036,26480,67960,8168,4936,-15712,-15712,65450,58905,6545,6816,6832,-16,0,0,0,0,0,66703,66703
2008:Q1,960055,-2764,-2352,-412,-1124,-724,520,32,440,0,0,0,-1392,5508,-36,5544,64371,5415,-29907,32256,56607,0,207874,211022,-15200,116,11936,0,0,15945,0,-9164,25109,0,110352,151028,-40676,466152,384600,81552,3092,0,18760,-15668,113308,12480,14696,12716,54772,3160,15484,-20312,-20312,79251,71326,7925,-1580,-1596,16,0,0,0,0,0,-79438,-79438
2008:Q2,-37210,-2764,-2352,-412,3836,2556,520,1752,816,0,0,0,-1808,4664,-32,4696,57260,-14420,-47072,9648,109104,0,17551,-15729,27600,420,5260,0,0,33054,0,3060,29994,0,-265064,-203276,-61788,-9308,-19196,9888,-2556,0,3712,-6268,92568,10196,12004,10388,44748,2580,12652,-17328,-17328,91795,82615,9179,4656,4672,-16,0,0,0,0,0,-45426,-45426
2008:Q3,776374,-2764,-2352,-412,1680,-444,-1168,3676,1100,0,0,0,-1484,5012,-36,5048,31610,-31811,-36241,28252,71410,0,353016,282556,32400,2804,35256,0,0,-24195,0,-6748,-17447,0,363740,331704,32036,-104204,-80056,-24148,26056,0,-54500,80556,220684,24308,28624,24764,106676,6156,30156,-16288,-16288,-44485,-40037,-4449,-2744,-2748,4,0,0,0,0,0,-30744,-30744
2008:Q4,-2088055,-2764,-2352,-412,20424,-180,17720,2828,984,0,0,0,-928,9632,-32,9664,2475,21759,-62459,27056,16119,0,-445154,-479810,-11600,2140,44116,0,0,-5727,0,-2060,-3667,0,-854232,-754092,-100140,-874096,-890596,16500,128584,0,150648,-22064,15552,1712,2016,1744,7516,432,2132,-8376,-8376,-58860,-52974,-5886,7528,7528,0,0,0,0,0,0,-23041,-23041
2009:Q1,-1117405,-3476,-2828,-648,58952,-172,50904,4152,600,0,4688,400,-1620,1684,-36,1720,4543,2986,-36370,17628,20299,0,-369565,-328109,-41200,-2012,1756,0,0,-11968,0,20,-11988,0,-116852,-90296,-26556,-294208,-309708,15500,-29396,0,-69780,40384,-119852,-9416,-23800,2340,-48864,-22700,-17412,-30396,-30396,-63290,-56961,-6329,-5668,-5688,20,0,0,0,0,0,-137913,-137913
2009:Q2,-221916,-3476,-2828,-648,96352,-296,90296,3548,776,0,792,0,1236,2144,-32,2176,90753,-2056,-31340,1328,122821,0,-323793,-308597,-7200,168,-8164,0,0,14577,0,644,13933,0,52396,56612,-4216,49724,43884,5840,19876,0,-19928,39804,-92236,-7244,-18316,1796,-37604,-17468,-13400,-28168,-28168,-85328,-76795,-8533,-3084,-3064,-20,0,0,0,0,0,-11652,-11652
2009:Q3,-227163,-3476,-2828,-648,95056,-480,97608,2548,724,0,-5480,0,136,-3612,-36,-3576,-7370,-36812,-41640,1456,69626,0,-236557,-223617,-800,-1276,-10864,0,0,-4078,0,-1808,-2270,0,102576,74464,28112,80436,77236,3200,-14500,0,9688,-24188,-72352,-5684,-14368,1412,-29496,-13704,-10512,-40572,-40572,-93664,-84298,-9366,1136,856,280,0,0,0,0,0,-30185,-30185
2009:Q4,-225972,-3476,-2828,-648,14936,192,-560,4120,1180,0,0,7552,2452,1564,-32,1596,32255,14182,-31370,6136,43307,0,-208341,-204285,-7200,920,2224,0,0,574,0,-592,1166,0,116528,106988,9540,-13016,1620,-14636,-63112,0,11096,-74208,16016,1260,3184,-312,6528,3036,2320,4240,4240,-121707,-109536,-12171,-6360,-5860,-500,0,0,0,0,0,3926,3926
2010:Q1,-376414,-2252,-3688,1436,15576,-444,-5612,3156,4788,0,0,10688,3000,2228,-40,2268,1946,-3517,-20699,5604,20558,0,-160937,-148305,-4400,-6656,-1952,376,0,-24473,0,-1860,-22613,0,-25456,-18840,-6616,2760,3932,-1172,-4704,0,-28912,24208,-80684,-4400,-6164,-6856,-23772,-31868,-7624,-17968,-17968,-114077,-102669,-11408,9576,6100,3476,0,0,0,0,0,22051,22051
2010:Q2,-48774,-2252,-3688,1436,-7872,-3364,-15336,-1124,-356,0,0,12752,-444,2700,-36,2736,194335,2728,-25748,15448,201907,0,-200824,-198936,-1600,2796,-5028,1944,0,11383,0,576,10807,0,84068,59940,24128,-10388,41428,-51816,9216,0,10072,-856,-48412,756,-2620,2616,-40208,-7996,-960,-1872,-1872,-25041,-22537,-2504,5632,5916,-284,0,0,0,0,0,-59447,-59447
2010:Q3,-36277,-2252,-3688,1436,3504,848,2844,-3908,1468,0,0,1904,348,4864,-40,4904,54128,-28521,-16207,13788,85068,0,-148530,-148394,800,188,-924,-200,0,25276,0,4604,20672,0,66860,28628,38232,13520,57892,-44372,-3868,0,-17556,13688,-32276,1988,-1836,6156,-32712,-5852,-20,13476,13476,21056,18951,2106,312,468,-156,0,0,0,0,0,-52347,-52347
2010:Q4,-84392,-2252,-3688,1436,9148,-368,-2760,5488,3140,0,0,3416,232,4140,-40,4180,-29297,26178,-22186,4748,-38037,0,-97365,-100053,3620,-1980,-452,1500,0,16810,0,2836,13974,0,178248,67292,110956,-76888,86684,-163572,-15684,0,5428,-21112,-51692,-796,-4016,-5244,-39208,-5088,2660,-13168,-13168,-18726,-16854,-1873,3344,3204,140,0,0,0,0,0,8991,8991
2011:Q1,116984,-10484,-1736,-8748,21332,7444,4940,1680,4508,0,0,592,2168,1060,-36,1096,8870,-5989,-42911,15936,41834,0,-42281,-34525,-9648,12,3376,-1496,0,-6007,0,1652,-7659,0,147776,124076,23700,432,2100,-1668,-4600,0,-7968,3368,-57980,-3800,-5200,48704,-79072,-5952,-12660,-14840,-14840,16228,14605,1623,32052,32368,-316,0,0,0,0,0,25427,25427
2011:Q2,-11182,-10484,-1736,-8748,27452,25976,-16852,2460,14300,0,0,1404,164,2976,-40,3016,-196948,21997,-69789,12244,-161400,0,-143711,-142679,-3512,356,200,1924,0,-1893,0,-1876,-17,0,-11336,-32000,20664,165392,161604,3788,10368,0,4960,5408,142476,1716,7604,51972,70176,8256,2752,-728,-728,-34524,-31071,-3452,-10744,-11008,264,0,0,0,0,0,50521,50521
2011:Q3,421832,-10484,-1736,-8748,56688,35708,2420,-340,16512,0,0,604,1784,3532,-36,3568,415956,-35727,-31217,30120,452780,0,-38314,-43606,3724,260,1260,48,0,-12374,0,-3416,-8958,0,-241956,-96028,-145928,182396,-2312,184708,28048,0,14108,13940,-11800,-428,12884,-17868,-21744,25560,-10204,-12,-12,-1103,-993,-110,2428,1964,464,0,0,0,0,0,48826,48826
2011:Q4,-331978,-10484,-1736,-8748,-11488,-25000,7832,9052,-8196,0,0,56,4768,2368,-40,2408,-11246,17692,-19564,33604,-42978,0,-18495,-22163,1632,-208,1320,924,0,6175,0,-56,6231,0,-51120,-80096,28976,-276904,-190448,-86456,-20420,0,20128,-40548,26904,-8724,6376,-7160,24480,-108,12040,-28,-28,31527,28374,3153,-9420,-9636,216,0,0,0,0,0,10653,10653
2012:Q1,91994,-404,-1892,1488,59432,32544,5916,-1040,14932,0,0,-1416,8496,-36,-40,4,37900,-2090,2514,-6292,43768,0,855,-905,-5080,1608,5056,176,0,-3644,0,1416,-5060,0,113636,64032,49604,-10924,83064,-93988,-16268,0,-1852,-14416,-93988,12644,-7776,2876,18176,-94916,-24992,3088,3088,17815,16033,1781,79168,79420,-252,0,0,0,0,0,-94636,-94636
2012:Q2,316450,-404,-1892,1488,5052,-1588,6156,1248,528,0,0,-2196,904,-540,-40,-500,263805,3351,31005,17564,211885,0,10045,-9443,3344,272,14188,1684,0,17121,0,620,16501,0,-94332,-27992,-66340,143584,86560,57024,5888,0,42448,-36560,-1988,-13296,5132,20100,-19824,8928,-3028,3300,3300,6967,6270,697,-92,-3976,3884,0,0,0,0,0,-41955,-41955
2012:Q3,321394,-404,-1892,1488,-10392,-2716,3784,84,-140,0,0,-11252,-152,2952,-40,2992,85937,-37125,12485,13592,96985,0,8483,6027,2640,-292,-284,-8,400,13694,0,1596,12098,0,99344,20020,79324,-47100,24160,-71260,-712,0,-15676,14964,-30588,-476,2224,5600,-32060,-3756,-2120,6344,6344,5235,4712,524,219424,209748,9676,0,0,0,0,0,-30823,-30823
2012:Q4,-246386,-404,-1892,1488,-210452,-152372,6784,6476,-64076,0,0,-12476,5212,4648,-44,4692,-151210,20044,-3884,18316,-185686,0,21873,22017,2776,-84,-5192,1708,648,6093,0,-664,6757,0,136992,32172,104820,-75980,87648,-163628,-4264,0,-11696,7432,72644,-8732,2068,20276,24332,30632,4068,-5876,-5876,14831,13348,1483,-13788,-19172,5384,0,0,0,0,0,-41494,-41494
2013:Q1,330401,10504,10720,-216,10332,912,3004,1852,1596,0,0,-2180,5148,-356,-36,-320,129638,-7045,-19807,-7400,163890,0,84480,90932,-11428,552,3796,-16,644,-17231,0,-684,-16547,0,17896,63828,-45932,-20092,-64416,44324,14940,0,53000,-38060,64372,-11540,-12104,82624,48448,-41680,-1376,8532,8532,33661,30295,3366,2616,8512,-5896,0,0,0,0,0,-8891,-8891
2013:Q2,365973,10504,10720,-216,9832,2936,752,500,136,0,0,-440,5948,3272,-40,3312,-164620,-1390,-15962,12364,-159632,0,69695,58163,4944,416,4948,924,300,10297,0,244,10053,0,-22460,19984,-42444,270332,199560,70772,17452,0,47944,-30492,96068,27828,3876,74676,-21756,8820,2624,1796,1796,19750,17775,1975,18988,20020,-1032,0,0,0,0,0,25066,25066
2013:Q3,-161250,10504,10720,-216,5028,-2156,-664,2076,612,0,0,0,5160,1988,-40,2028,-161050,-30387,-97861,28888,-61690,0,71074,61502,12464,216,-3692,144,440,2903,0,-68,2971,0,47780,-35964,83744,-115384,-30940,-84444,7532,0,-3916,11448,52856,-7192,-3752,111632,-42812,332,-5352,-1992,-1992,7633,6870,763,-40880,-39340,-1540,0,0,0,0,0,-49242,-49242
2013:Q4,1422492,10504,10720,-216,593236,411736,1340,4852,176412,0,0,0,-1104,376,-40,416,401824,-5513,-34331,22844,418824,0,90586,82850,1684,2092,2712,-276,1524,15660,0,1292,14368,0,100604,59960,40644,67364,149536,-82172,32860,0,-6480,39340,158240,45884,12264,58452,13260,27568,812,-7712,-7712,-3601,-3241,-360,-53668,-53960,292,0,0,0,0,0,16220,16220
2014:Q1,591269,-3176,-4144,968,155544,102568,5636,-1524,44296,0,0,0,4568,-252,-36,-216,61546,26529,-49193,15320,68890,0,78679,73427,1668,684,1516,-248,1632,-624,0,2792,-3416,0,-74560,-11716,-62844,252028,159944,92084,7272,0,48380,-41108,85064,10028,13168,43496,23016,-5472,828,-5604,-5604,2648,2383,265,-10652,-6604,-4048,0,0,0,0,0,43357,43357
2014:Q2,238832,-3176,-4144,968,-132180,-95512,-3028,1336,-41956,0,0,0,6980,1476,-40,1516,223668,-7218,12462,7616,210808,0,80579,62235,10204,-692,2428,-140,6544,9842,0,1144,8698,0,222060,116040,106020,-100464,-16640,-83824,-8532,0,-3352,-5180,-44256,-36992,6180,-22488,7140,5660,-3756,-2056,-2056,16118,14506,1612,-35652,-35288,-364,0,0,0,0,0,11404,11404
2014:Q3,-52711,-3176,-4144,968,-583008,-407924,-996,-1504,-174788,0,0,0,2204,3348,-40,3388,79216,-8670,-942,21236,67592,0,87704,68780,12740,272,1340,-276,4848,14243,0,1104,13139,0,56076,24076,32000,71216,119256,-48040,50684,0,41328,9356,49728,23628,13420,-51544,46700,12016,5508,-28,-28,1886,1697,189,-1120,436,-1556,0,0,0,0,0,120521,120521
2014:Q4,43517,-3176,-4144,968,4256,2048,720,296,504,0,0,0,688,2828,-36,2864,-6938,8219,21233,30124,-66514,0,45491,28083,9016,148,2156,-360,6448,21179,0,1324,19855,0,-84336,-64336,-20000,-71700,-103352,31652,45832,0,42092,3740,117496,87956,10492,-73008,54544,35920,1592,0,0,20132,18119,2013,3916,1100,2816,0,0,0,0,0,-51462,-51462
2015:Q1,73864,6096,5060,1036,568,1524,-1528,-1244,492,0,0,0,1324,1700,-36,1736,-62555,-3005,6085,5252,-70887,0,41500,28720,-1976,228,8904,60,5564,-18857,0,-956,-17901,0,-59912,-104,-59808,62796,8888,53908,15320,-112,32388,-16956,56600,-5292,20108,-17664,88728,-35008,5728,12,12,18211,16390,1821,-9944,-9136,-808,0,0,0,0,0,22329,22329
2015:Q2,-163593,6096,5060,1036,8356,4776,6556,-3516,468,0,0,0,72,1476,-36,1512,-119216,-5325,-70687,14360,-57564,0,56917,18765,20080,-424,8864,-104,9736,19629,0,2048,17581,0,43824,20016,23808,-136036,-80904,-55132,-5720,756,27704,-34180,-56684,-6872,-12616,-5824,-23036,-5704,-2632,4,4,15527,13975,1553,-28912,-26708,-2204,0,0,0,0,0,31146,31146
2015:Q3,-253347,6096,5060,1036,-7736,700,-3308,-7164,-248,0,0,0,2284,2868,-36,2904,-194561,-42209,-65115,14972,-102209,0,44745,-19219,19796,48,4112,3156,36852,23176,0,2428,20748,0,-303608,-80016,-223592,228276,-57880,286156,40272,-13120,-4236,57628,-89596,-25544,-10472,-46772,-11956,3772,1376,0,0,27914,25123,2791,-69704,-69444,-260,0,0,0,0,0,38511,38511
2015:Q4,455511,6096,5060,1036,12384,4200,1808,260,-164,0,0,0,6280,-480,-36,-444,521332,1012,-35644,28060,527904,0,119082,92654,-888,852,3652,3288,19524,11392,0,732,10660,0,2504,-59852,62356,-161572,-44696,-116876,-60268,-12828,-69068,21628,-36360,9756,148,-52356,5656,-4288,4724,4,4,-7352,-6617,-735,-6836,-2836,-4000,0,0,0,0,0,55586,55586
2016:Q1,455971,-1728,-2604,876,-9004,1296,-4444,-7272,-572,0,0,0,1988,-520,-32,-488,123702,-3781,31669,24152,71662,0,101202,114186,-6928,-2264,12408,20,-16220,-8813,0,556,-9369,0,-95364,-20048,-75316,234748,133512,101236,21044,200,18480,2364,144196,40308,22836,-23128,67388,30812,5980,724,724,-67184,-60466,-6718,-2164,-2424,260,0,0,0,0,0,15132,15132
2016:Q2,368834,-1728,-2604,876,-13440,2416,-2472,-9380,-1232,0,0,0,-2772,196,-32,228,298712,-9990,81366,12484,214852,0,120810,93482,6180,4948,18780,-72,-2508,25538,0,4316,21222,0,39864,44468,-4604,20072,21204,-1132,15120,-1244,-22956,39320,-67344,5344,-10608,4444,-43324,-18084,-5116,-140,-140,-11311,-10180,-1131,-4616,-4644,28,0,0,0,0,0,-52898,-52898
2016:Q3,106983,-1728,-2604,876,-8456,-1648,-1340,-3832,-16,0,0,0,-1620,-2756,-28,-2728,103762,-24832,49256,19148,60190,0,47435,36339,7564,1064,9420,-180,-6772,-4268,0,-2880,-1388,0,92164,55928,36236,-143480,-94108,-49372,-26800,6760,-30156,-3404,-8484,-16092,4912,23980,-34540,20492,-7236,-8,-8,5286,4758,529,9900,9416,484,0,0,0,0,0,44416,44416
2016:Q4,-205220,-1728,-2604,876,11316,3288,-64,6668,2828,0,0,0,-1404,2944,-32,2976,-40,21723,-23775,5712,-3700,0,22858,25694,1248,-1612,1228,-612,-3088,10983,0,1156,9827,0,-87408,-92312,4904,-89236,-95564,6328,22992,-732,-5420,29144,-73596,-1676,-29288,52840,-46580,-46804,-2088,448,448,6425,5783,643,-7456,-4468,-2988,0,0,0,0,0,-23723,-23723
2017:Q1,178809,7872,6392,1480,-4136,1612,-1756,-1564,188,0,0,0,-2616,216,-28,244,-33944,-7903,-11937,7820,-21924,0,-5420,6584,-5980,64,12032,-748,-17372,-9070,0,1384,-10454,0,9844,64076,-54232,127948,81396,46552,28332,-2060,17292,13100,-3700,-23292,-8292,59884,-34488,-1560,4048,140,140,12269,11042,1227,-4816,-5148,332,0,0,0,0,0,53274,53274
2017:Q2,209857,7872,6392,1480,-4460,1096,-1320,-2472,540,0,0,0,-2304,724,-28,752,-136969,-12866,-50686,6004,-79421,0,17545,9589,5816,4272,160,-660,-1632,6943,0,-784,7727,0,64792,64516,276,-7968,-43872,35904,29540,4316,-29024,54248,56252,24648,-204,29800,3844,-1580,-256,-12,-12,-5420,-4878,-542,-1164,520,-1684,0,0,0,0,0,182183,182183
2017:Q3,560682,7872,6392,1480,-4448,-3104,-3096,-2252,160,0,0,0,3844,4056,-28,4084,435597,-24728,-27516,16860,470981,0,89389,78149,15548,-3600,3400,600,-4708,8223,0,-28,8251,0,-18952,11600,-30552,-69992,-38124,-31868,-6508,7560,2648,-16716,14452,-14512,8932,-1928,-2584,29676,-5132,24,24,-16029,-14426,-1603,42188,40916,1272,0,0,0,0,0,74810,74810
2017:Q4,-4843,7872,6392,1480,10436,4220,2280,5188,984,0,0,0,-2236,3348,-28,3376,-87304,19536,20812,-38208,-89444,0,9707,-14921,17280,-812,11232,440,-3512,12841,0,2416,10425,0,168452,120144,48308,-228632,-184712,-43920,15904,-10172,-10900,36976,-46900,-8628,-4908,-12984,7128,-18820,-8688,248,248,6048,5443,605,35208,20660,14548,0,0,0,0,0,87929,87929
2018:Q1,236075,-4256,-4616,360,3144,5596,-96,440,904,0,0,0,-3700,1172,-24,1196,168998,-8276,-29128,24308,182094,0,28774,43422,-33276,3920,16536,-340,-1488,-1713,0,4092,-5805,0,19756,64060,-44304,49912,-37544,87456,2644,12136,-384,-9108,-53712,-35532,-6308,23368,-34940,1480,-1780,0,0,4378,3940,438,-7924,-19084,11160,0,0,0,0,0,24902,24902
2018:Q2,10349,-4256,-4616,360,3508,3516,-244,1136,860,0,0,0,-1760,228,-24,252,222961,-16009,-9283,41616,206637,0,-12149,-36929,23444,-2080,3956,-228,-312,1175,0,-1928,3103,0,-19548,-28288,8740,-35932,-7380,-28552,-15180,-756,-35644,21220,33872,4128,-1468,57504,-34624,10572,-2240,-424,-424,11373,10236,1137,-24164,392,-24556,0,0,0,0,0,-151115,-151115
