1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1991:Q1,4073363,3397923,3397923,0,454550,7141,7141,0,48502,48502,0,20173,20173,0,55894,0,22020,24,24,0,10536,10536,0,131185,131185,0,159075,159075,0,220890,4073363,1997328,313678,0,5125,0,8047,4,82218,85985,669778,449,327145,277623,17128,0,12763,0,276092,3852473,0,0,0,15.551564474940024
1991:Q2,4048446,3355984,3355984,0,468256,7626,7626,0,48211,48211,0,20338,20338,0,61342,0,23240,26,26,0,11559,11559,0,147490,147490,0,148424,148424,0,224206,4048446,1967421,311831,0,5500,0,7366,4,86539,85904,663272,474,328790,283802,18785,0,12424,0,276334,3824240,0,0,0,-1.0659463622487637
1991:Q3,4306115,3538025,3538025,0,509874,8932,8932,0,48265,48265,0,21952,21952,0,66622,0,29469,18,18,0,13980,13980,0,170857,170857,0,149779,149779,0,258216,4306115,2093154,327479,0,5875,0,7304,12,91089,89814,698467,669,357453,318328,20534,0,13757,0,282180,4047899,0,0,0,5.598975594208955
1991:Q4,4847773,4000417,4000417,0,568380,10970,10970,0,56247,56247,0,25827,25827,0,71234,0,33985,15,15,0,18202,18202,0,185610,185610,0,166290,166290,0,278976,4847773,2460159,353898,0,6250,0,7467,27,94054,98440,762709,1045,394962,341543,21752,0,14267,0,291200,4568797,0,0,0,7.935939828738399
1992:Q1,4758842,3914314,3914314,0,587055,10801,10801,0,54508,54508,0,25956,25956,0,77815,0,31180,17,17,0,17893,17893,0,213009,213009,0,155876,155876,0,257473,4758842,2384657,334622,0,6625,0,7262,11,95673,98953,733323,1385,388418,393898,22509,0,12334,0,279172,4501369,0,0,0,-1.9685234218405814
1992:Q2,4757228,3876608,3876608,0,607712,11751,11751,0,56055,56055,0,27974,27974,0,82885,0,30162,14,14,0,16239,16239,0,231184,231184,0,151448,151448,0,272908,4757228,2349068,330317,0,7000,0,7241,11,96186,100706,750537,1696,391220,407327,22878,0,12686,0,280355,4484320,0,0,0,-0.7880753745377506
1992:Q3,4900311,3973482,3973482,0,630639,12206,12206,0,62233,62233,0,31701,31701,0,87824,0,32141,16,16,0,16780,16780,0,232312,232312,0,155426,155426,0,296190,4900311,2433807,329952,0,7375,0,6757,12,96448,103558,770972,2001,400848,427945,23196,0,12072,0,285368,4604121,0,0,0,2.3924199749130532
1992:Q4,5421969,4369261,4369261,0,738442,14827,14827,0,73671,73671,0,40569,40569,0,93466,0,35792,25,25,0,20111,20111,0,278453,278453,0,181528,181528,0,314266,5421969,2769023,335563,0,7750,0,7598,3,97312,109818,826681,2415,431666,486710,23800,0,14783,0,308847,5107703,0,0,0,6.5940919798427435
1993:Q1,5670046,4493617,4493617,0,811355,19030,19030,0,81354,81354,0,44543,44543,0,97204,133,35133,27,27,0,29157,29157,0,308023,308023,0,196751,196751,0,365074,5670046,2828900,359409,0,8128,0,7988,3,98628,115450,895716,2929,463983,527101,22542,133,15807,0,323329,5304972,0,0,0,3.6032570814480316
1993:Q2,5758436,4515232,4515232,0,816684,19118,19118,0,94396,94396,0,41834,41834,0,103158,277,36513,25,25,0,30006,30006,0,296204,296204,0,195153,195153,0,426520,5758436,2828075,370027,0,8506,0,8121,157,100242,118510,908457,3293,465277,584350,23500,277,19213,0,320431,5331916,0,0,0,0.11857885381273826
1993:Q3,6024464,4646190,4646190,0,887088,22737,22737,0,105281,105281,0,47580,47580,0,109998,290,34601,28,28,0,36563,36563,0,316735,316735,0,213275,213275,0,491186,6024464,2923630,388666,0,8891,0,9188,18,101911,125205,936966,3779,487775,663614,25344,290,21514,0,327673,5533278,0,0,0,3.422128430387666
1993:Q4,6296866,4865339,4865339,0,887665,22532,22532,0,101382,101382,0,44977,44977,0,116141,464,34388,27,27,0,32738,32738,0,314182,314182,0,220834,220834,0,543862,6296866,3059332,406967,0,9286,0,10073,3,103392,131030,959673,4398,506221,714292,26491,464,24247,0,340997,5753004,0,0,0,1.2166872381482141
1994:Q1,6087940,4658750,4658750,0,850537,22210,22210,0,89720,89720,0,42966,42966,0,116045,655,34193,28,28,0,29614,29614,0,312698,312698,0,202408,202408,0,578653,6087940,2922364,381249,0,9673,0,8758,2,105477,130061,916720,4792,492220,735708,27320,655,22252,0,330689,5509287,0,0,0,-4.29685067939363
1994:Q2,6051196,4573094,4573094,0,861358,25609,25609,0,88366,88366,0,41108,41108,0,115773,392,36764,29,29,0,29478,29478,0,326002,326002,0,197837,197837,0,616744,6051196,2863951,372317,0,10041,0,7758,2,107566,131496,926180,5179,494757,755005,27973,392,19739,0,328840,5434452,0,0,0,-1.4013984821734877
1994:Q3,6309778,4833579,4833579,0,850153,25402,25402,0,90894,90894,0,40312,40312,0,117600,322,33907,30,30,0,27634,27634,0,315205,315205,0,198847,198847,0,626046,6309778,2914527,379788,0,10376,0,7425,2,109646,138680,988483,5832,520213,832137,30725,322,20178,0,351444,5683732,0,0,0,4.791569022711024
1994:Q4,6317493,4831577,4831577,0,859154,24924,24924,0,103488,103488,0,38542,38542,0,117830,424,31762,28,28,0,28971,28971,0,308161,308161,0,205024,205024,0,626762,6317493,2964718,369073,0,10670,0,6806,2,111735,138917,957924,6179,521682,824545,31880,424,20126,0,352812,5690731,0,0,0,-1.4156002622768546
1995:Q1,6800246,5203193,5203193,0,952671,25158,25158,0,115159,115159,0,44664,44664,0,123538,450,36098,787,787,0,34550,34550,0,346873,346873,0,225394,225394,0,644382,6800246,3180914,401714,0,11005,0,6942,4,119313,146888,1020651,7171,558839,912377,34392,450,22013,0,377573,6155864,0,0,0,8.36449647845449
1995:Q2,7346130,5633101,5633101,0,1045019,27872,27872,0,123513,123513,0,47860,47860,0,130628,643,41632,999,999,0,39507,39507,0,391987,391987,0,240378,240378,0,668010,7346130,3392418,436328,0,11544,0,7871,8,125623,153360,1085160,8508,612334,1039083,37231,643,23863,0,412156,6678120,0,0,0,8.70555765564729
1995:Q3,7956397,6064628,6064628,0,1163620,32188,32188,0,141918,141918,0,50915,50915,0,136571,774,44454,1094,1094,0,45613,45613,0,443717,443717,0,266376,266376,0,728149,7956397,3657583,467322,0,20246,0,9716,2,131418,161283,1150487,9946,667210,1164882,40264,774,26753,0,448511,7228248,0,0,0,8.560098863850934
1995:Q4,8481326,6449974,6449974,0,1240737,36915,36915,0,153585,153585,0,55442,55442,0,142539,1052,53046,1149,1149,0,38739,38739,0,474039,474039,0,284231,284231,0,790615,8481326,3981393,491714,0,26739,0,10338,7,133479,162615,1182795,11459,703520,1216013,41846,1052,34176,0,484180,7690711,0,0,0,4.315411865402133
1996:Q1,8880368,6728661,6728661,0,1301865,38008,38008,0,155005,155005,0,54651,54651,0,141195,1359,56990,1626,1626,0,46500,46500,0,520706,520706,0,285825,285825,0,849842,8880368,4101021,521977,0,31055,0,11506,7,135245,171672,1216346,13121,736723,1356843,43319,1359,28171,0,512003,8030526,0,0,0,5.096075585954594
1996:Q2,9263442,7035650,7035650,0,1324205,39238,39238,0,158951,158951,0,54966,54966,0,142010,1560,58072,1982,1982,0,46021,46021,0,520993,520993,0,300412,300412,0,903587,9263442,4235968,549214,0,36950,0,11792,7,139484,178948,1234430,14964,762670,1486729,44339,1560,31923,0,534464,8359855,0,0,0,3.8781694311400305
1996:Q3,9450152,7100424,7100424,0,1409970,42830,42830,0,169104,169104,0,58672,58672,0,143582,1739,61828,2156,2156,0,50010,50010,0,572658,572658,0,307391,307391,0,939758,9450152,4220792,569961,0,41521,0,12390,5,142296,184490,1266377,16362,802307,1574794,44705,1739,29142,0,543271,8510394,0,0,0,2.3118904785740195
1996:Q4,10061049,7403482,6452650,950832,1651432,52174,47450,4724,183770,181838,1932,67314,66896,418,146909,2401,68214,2898,2729,169,63517,61600,1917,699891,670285,29606,364344,352319,12025,1006135,10061049,4454640,621908,0,47524,0,13551,3,147528,202633,1316271,18778,846588,1719141,46904,2401,37899,0,585280,8053291,1001623,673700,327923,6.394655354622252
1997:Q1,10140806,7436807,6450003,986804,1684375,53887,48256,5631,191515,189412,2103,66967,66494,473,141972,2751,66412,3161,2918,243,65630,63401,2229,730583,696273,34310,361497,348710,12787,1019624,10140806,4477073,655484,0,50261,0,9028,3,150124,204790,1267457,20177,848717,1769891,44499,2751,39279,0,601272,8076602,1044580,703925,340655,0.21171694944215613
1997:Q2,11739880,8572225,7458098,1114127,1975464,56883,50061,6822,251507,249008,2499,78619,78034,585,148491,3636,80003,3799,3514,285,84409,80677,3732,838982,797259,41723,429135,413935,15200,1192191,11739880,5156116,789496,0,61006,0,9606,3,165233,231271,1441013,24842,952228,2088152,49296,3636,44150,0,723832,9362716,1184973,810622,374351,16.40445108012306
1997:Q3,12750965,9280705,8127011,1153694,2225522,71512,63249,8263,261610,258933,2677,91449,90867,582,151998,4941,85270,4040,3727,313,105105,100663,4442,954517,905195,49322,495080,477893,17187,1244738,12750965,5498744,869725,0,71464,0,9800,0,172431,250698,1548592,27943,1032573,2358218,51391,4941,50737,0,803708,10269747,1236480,865627,370853,9.328952335810824
1997:Q4,12977585,9414870,8173484,1241386,2354928,75623,65875,9748,275311,272325,2986,97443,96812,631,151768,6702,98984,4089,3785,304,105876,100390,5486,1058211,1001517,56694,480921,461152,19769,1207787,12977585,5653021,916390,0,79669,0,10734,0,184332,252145,1492906,29946,1051316,2360738,49548,6702,51922,0,838216,10432794,1337004,911861,425143,1.2851557861966272
1998:Q1,14769773,10751977,9294991,1456986,2631929,80599,70374,10225,325166,321634,3532,108114,107391,723,155851,8213,107867,6100,4800,1300,121700,115330,6370,1173958,1112688,61270,544361,523549,20812,1385867,14769773,6366038,1072297,0,88981,0,12475,0,198022,280477,1680465,35224,1153078,2754174,52989,8213,62800,0,1004540,11822688,1561218,1021622,539596,12.868418477144465
1998:Q2,15014472,10940801,9495956,1444845,2703650,80403,71555,8848,359742,356128,3614,116868,116129,739,155960,9215,105564,7272,5504,1768,134839,128752,6087,1179821,1124451,55370,553966,535314,18652,1370021,15014472,6419595,1136358,0,95633,0,13296,0,200628,286026,1646721,37848,1162493,2843666,50907,9215,66679,0,1045407,12104528,1539923,1053414,486509,1.6092854311501523
1998:Q3,13242912,9878045,8546314,1331731,2197417,75393,68840,6553,332838,329828,3010,86340,85691,649,150058,9799,108501,5671,4186,1485,76885,72843,4042,932477,892811,39666,419455,404703,14752,1167450,13242912,5692228,1048714,0,85995,0,13056,0,178310,256630,1416009,34445,1015882,2461506,41686,9799,55447,0,933205,10673574,1401888,983200,418688,-12.348538628100625
1998:Q4,15852440,11821994,10310699,1511295,2555463,79028,71612,7416,366540,362977,3563,102021,101192,829,155748,15564,130153,4455,2770,1685,117260,113272,3988,1124725,1076631,48094,459969,446461,13508,1474983,15852440,6735696,1303141,0,102777,0,15185,0,197908,299567,1735641,42960,1188056,3005393,47540,15564,54351,0,1108661,12787079,1590378,1104721,485657,21.08505468710716
1999:Q1,16281972,12072707,10616000,1456707,2681597,86291,80073,6218,420803,417415,3388,100874,100107,767,159283,16415,119051,4122,3021,1101,162549,158092,4457,1137729,1096344,41385,474480,459785,14695,1527668,16281972,6701720,1476972,0,102772,0,16259,0,198219,316597,1718908,46203,1216866,3142852,50544,16415,61035,0,1216610,13225586,1528718,1166284,362434,3.4466701833164124
1999:Q2,17657111,13123457,11484432,1639025,2876678,89718,83738,5980,418044,414352,3692,98563,97843,720,164502,20625,119271,4783,3412,1371,216704,210092,6612,1208852,1165159,43693,535616,519963,15653,1656976,17657111,7235367,1696963,0,102189,0,16229,0,204532,341554,1773829,50782,1312387,3451209,56205,20625,68117,0,1327123,14283389,1716746,1281692,435054,7.4816765419592475
1999:Q3,16818153,12668927,11068910,1600017,2447666,89271,84272,4999,350547,347471,3076,67610,67024,586,144954,21063,109043,3944,3259,685,172088,166177,5911,1026013,992048,33965,463133,450093,13040,1701560,16818153,6932666,1698637,0,101505,0,15834,0,190371,331922,1591834,48476,1231949,3316176,36658,21063,55535,0,1245527,13454314,1662279,1286320,375959,-6.912171397692243
1999:Q4,19943329,15354322,13687036,1667286,2585291,82739,78650,4089,392921,389390,3531,72403,71800,603,146940,33862,105992,3092,2936,156,230840,224651,6189,1037814,1004038,33776,478688,466622,12066,2003716,19943329,8247987,2075021,0,102545,0,17720,0,208169,383281,1806759,56909,1407716,4060203,41191,33862,66885,0,1435081,16211917,1727696,1414635,313061,17.91792586521881
2000:Q1,20966073,16259507,14655293,1604214,2617423,81045,77243,3802,387896,384619,3277,74300,73712,588,149305,36793,95857,2122,1495,627,287231,279240,7991,1036003,1003410,32593,466871,454431,12440,2089143,20966073,8595167,2074707,0,101804,0,18238,0,205680,395562,1950310,60405,1449700,4440119,41891,36793,74383,0,1521314,17211398,1665532,1401141,264391,3.5004818040248566
2000:Q2,20206228,15608459,14006884,1601575,2543706,81033,76738,4295,393831,390565,3266,94520,93775,745,147357,46090,89386,2207,1439,768,232471,224351,8120,1009817,975685,34132,446994,435040,11954,2054063,20206228,8175537,1973307,0,100168,0,18006,0,204542,384174,1908923,60060,1408895,4288728,41091,46090,74528,0,1522179,16487310,1664855,1347430,317425,-4.74028726554926
2000:Q3,20185427,15276548,13727770,1548778,2966093,105941,100312,5629,488312,483944,4368,117180,116262,918,145409,49702,120521,2403,1552,851,278016,266998,11018,1214106,1171381,42725,444503,429323,15180,1942786,20185427,8083600,1908758,0,99171,0,19168,0,200100,386072,1941411,60715,1429789,4333503,39252,49702,81519,0,1552667,16613174,1629467,1299234,330233,-0.03796306494841629
2000:Q4,18240023,13357952,11865829,1492123,3029229,116867,110284,6583,525579,520945,4634,134197,133037,1160,143066,65585,150683,1715,1526,189,256863,249762,7101,1241626,1195863,45763,393048,378666,14382,1852842,18240023,7106238,1717546,0,97289,0,18568,0,195106,354549,1823066,56576,1298683,3910517,36543,65585,77220,0,1482537,14815246,1571935,1260405,311530,-10.5591357882311
2001:Q1,16182307,11810852,10334220,1476632,2716914,107660,101974,5686,448033,443911,4122,63917,63191,726,138532,66006,141436,3125,2068,1057,208148,199981,8167,1221822,1177184,44638,318235,303974,14261,1654541,16182307,6340942,1457214,0,95681,0,17961,0,173257,313458,1651570,49059,1185877,3369705,32476,66006,78268,0,1350833,12972477,1555289,1173823,381466,-12.566073253021539
2001:Q2,17335340,12676646,11095658,1580988,2940599,116432,110531,5901,487911,483295,4616,71782,70932,850,138790,75560,149334,4265,2882,1383,235756,228508,7248,1344020,1295349,48671,316749,301448,15301,1718095,17335340,6789006,1482561,0,95300,0,19281,0,181252,332360,1799948,52733,1265772,3644277,33840,75560,89825,0,1473625,13952287,1664958,1229668,435290,7.151143403297993
2001:Q3,14690851,10653423,9223447,1429976,2603544,122531,117214,5317,459078,454868,4210,73308,72542,766,136335,64345,143866,4431,3108,1323,180139,174421,5718,1187695,1145076,42619,231816,219379,12437,1433884,14690851,5687190,1213521,0,92532,0,19371,0,166181,294459,1598003,43796,1125466,3008946,29088,64345,66595,0,1281358,11754601,1502366,1105325,397041,-16.16705312019215
2001:Q4,16451086,12005252,10431925,1573327,2833161,117304,112201,5103,474955,470777,4178,98473,97655,818,141184,82992,141601,4481,3885,596,217408,211404,6004,1296640,1250185,46455,258123,246065,12058,1612673,16451086,6409758,1286722,0,91828,0,20542,0,176575,305025,1785331,49091,1260360,3425322,31009,82992,85080,0,1441451,13189874,1648539,1232499,416040,11.970469363533214
2002:Q1,16619459,12057605,10434455,1623150,2954829,122833,117294,5539,452895,448722,4173,101224,100277,947,146933,88203,142724,6777,5077,1700,217099,211644,5455,1362036,1313197,48839,314105,300382,13723,1607025,16619459,6437442,1285382,0,89472,0,20151,0,179378,307733,1778574,50618,1294055,3493941,30960,88203,86247,0,1477303,13308908,1703526,1269260,434266,0.6356185466879799
2002:Q2,14795726,10468854,8939981,1528873,2804998,130540,124454,6086,433102,428922,4180,100361,99393,968,149180,88951,134232,8426,6460,1966,173475,168021,5454,1287606,1238292,49314,299125,285446,13679,1521874,14795726,5786301,1108373,0,87041,0,18844,0,167061,285659,1577062,44338,1139181,3098686,30285,88951,83728,0,1280216,11663332,1610520,1154290,456230,-12.915215103556685
2002:Q3,12357037,8704958,7370712,1334246,2416604,106633,101123,5510,389851,386588,3263,82767,81988,779,155002,82259,115752,8151,6313,1838,145364,140052,5312,1075901,1033625,42276,254924,243272,11652,1235475,12357037,4683084,912525,0,84153,0,16904,0,149007,247663,1378336,37011,1076542,2504642,30679,78326,69384,0,1088781,9716686,1404876,1026660,378216,-17.161070456935885
2002:Q4,13231375,9306500,7957785,1348715,2550895,118219,112406,5813,401078,397366,3712,85608,84876,732,161165,102142,124454,6652,6157,495,161068,155680,5388,1127957,1081228,46729,262552,252201,10351,1373980,13231375,4981172,984329,0,82753,0,19154,0,155573,264732,1493308,48836,1076523,2688868,33584,98228,74894,0,1229421,10435460,1421935,1059259,362676,7.326821574991355
2003:Q1,12763519,9041830,7736330,1305500,2428236,103277,97707,5570,358570,355785,2785,82412,81696,716,167180,100831,122259,7930,5929,2001,158345,153518,4827,1072041,1029489,42552,255391,245137,10254,1293453,12763519,4647126,922711,0,82710,0,18931,0,150011,261734,1517484,56254,1119439,2579752,33694,97162,67679,0,1208832,10095861,1374205,1053052,321153,-3.4918298636372995
2003:Q2,14819528,10391734,8951939,1439795,2846375,121104,114701,6403,408378,405439,2939,91302,90583,719,190729,121572,122110,9758,7221,2537,192678,186712,5966,1276768,1225469,51299,311976,299933,12043,1581419,14819528,5480780,1030006,0,95117,0,21944,0,165631,293618,1754021,67152,1142658,3075150,40006,117704,87637,0,1448104,11716408,1521701,1134936,386765,16.02809785565075
2003:Q3,15505353,10787342,9291864,1495478,2962626,128931,122338,6593,422380,419457,2923,97170,96430,740,204443,119753,125821,10209,7452,2757,212067,205869,6198,1321017,1268782,52235,320835,308404,12431,1755385,15505353,5824651,1021911,0,97395,0,23629,0,169813,303591,1798712,66898,1185568,3282123,45575,115547,86803,0,1483137,12170613,1579355,1186675,392680,3.2888694792141675
2003:Q4,17356120,11955105,10386711,1568394,3321593,139908,132823,7085,475914,473166,2748,108180,107332,848,215910,150983,133489,12632,8916,3716,241790,235064,6726,1475589,1417798,57791,367198,354734,12464,2079422,17356120,6546967,1106509,0,108152,0,25204,0,185024,325777,1967418,79022,1254192,3762039,52730,146316,100537,0,1696233,13616926,1659772,1251949,407823,11.916975485197424
2004:Q1,17990806,12343810,10618224,1725586,3508536,159112,150967,8145,519100,515430,3670,116513,115559,954,234422,161704,134842,14991,11012,3979,253950,245510,8440,1508584,1447341,61243,405318,390045,15273,2138460,17990806,6831173,1122544,0,109703,0,26437,0,190324,338236,2026199,83867,1232634,3967702,66931,155616,113454,0,1725986,14025056,1827290,1299030,528260,2.2203538454558247
2004:Q2,18200096,12641166,10873428,1767738,3397387,140318,132596,7722,544657,540401,4256,122232,121196,1036,236446,178537,133521,15015,11218,3797,234636,227009,7627,1467353,1407883,59470,324672,309368,15304,2161543,18200096,6814896,1138964,0,109898,0,25573,0,193003,341824,2030368,85918,1295749,4033580,70975,171828,117847,0,1769673,14171603,1866950,1326710,540240,0.9526768616467176
2004:Q3,17992845,12361191,10571658,1789533,3419298,145596,137947,7649,524739,520638,4101,119606,118579,1027,244874,181392,128649,21468,16474,4994,227700,220579,7121,1484408,1423824,60584,340866,328610,12256,2212356,17992845,6735788,1114543,0,106575,0,25367,0,192982,341083,2026846,85806,1257819,4008437,74544,173932,110251,0,1738872,13893224,1887265,1338776,548489,-2.250508991358134
2004:Q4,19821579,13534810,11644860,1889950,3726351,139079,131306,7773,536484,532629,3855,127957,126660,1297,255455,227539,145691,24584,18812,5772,261257,254212,7045,1607628,1542429,65199,400677,383930,16747,2560418,19821579,7261613,1213832,0,116072,0,26346,0,202674,366740,2193261,98280,1471030,4491000,81804,217689,129065,0,1952173,15263523,1997638,1419903,577735,9.70911841436121
2005:Q1,19681171,13484129,11426122,2058007,3547137,133609,125482,8127,509113,504715,4398,124527,123329,1198,261526,231307,119901,25255,19118,6137,269411,260710,8701,1490139,1426550,63589,382349,366908,15441,2649905,19681171,7305814,1137185,0,112171,0,25434,0,196692,363655,2136868,98891,1473782,4457299,87954,217437,134575,0,1933414,14865668,2165598,1430113,735485,-2.629132650627909
2005:Q2,20159446,13759903,11591054,2168849,3695141,138834,130525,8309,522993,518707,4286,138717,137475,1242,271592,245299,125497,27245,20518,6727,263348,255533,7815,1529615,1465290,64325,432001,415706,16295,2704402,20159446,7567615,1101851,0,113436,0,26451,0,199567,368498,2171903,101220,1491598,4588344,95339,230240,131123,0,1972261,15177196,2277848,1504024,773824,1.8854970031579634
2005:Q3,21087280,14256787,12051286,2205501,3751823,134368,125823,8545,538161,533703,4458,149718,148436,1282,277813,262858,107253,23218,17251,5967,288678,279685,8993,1497955,1432852,65103,471801,456359,15442,3078670,21087280,7986151,1089399,0,116663,0,26974,0,204749,376328,2245396,108181,1505127,4884903,102966,245509,132883,0,2062051,15693319,2315291,1540802,774489,3.594601182288119
2005:Q4,21547777,14245010,12062909,2182101,3985062,146350,136836,9514,575464,571606,3858,159289,157831,1458,276482,300819,118035,26554,19753,6801,312293,302600,9693,1579465,1517076,62389,490311,470910,19401,3317705,21547777,8108687,1058806,0,117849,0,27008,0,205749,380355,2287801,112724,1530000,5056822,104874,281018,158331,0,2117753,15934857,2295215,1570341,724874,1.7447876595616454
2006:Q1,23093988,15248147,12695278,2552869,4163430,147488,137121,10367,569905,564864,5041,164026,162647,1379,281444,329207,116026,24452,17659,6793,369158,356536,12622,1624693,1546894,77799,537031,517333,19698,3682411,23093988,9324547,1043745,0,122887,0,28124,0,210901,400696,1863657,121189,1696388,5442967,108995,305814,167166,0,2256912,16725009,2686568,1638430,1048138,4.996167135305718
2006:Q2,22495197,14756270,12323911,2432359,4065347,147440,136875,10565,543528,538730,4798,149037,147587,1450,281055,345705,110286,26005,19168,6837,360501,347536,12965,1641168,1561393,79775,460622,441140,19482,3673580,22495197,9035328,970391,0,119108,0,26987,0,207649,392384,1805783,118607,1650253,5343358,107125,317546,166945,0,2233733,16253386,2568231,1609233,958998,-2.3828721584933503
2006:Q3,23280394,15158540,12659797,2498743,4293235,144748,135122,9626,596049,591149,4900,149383,147999,1384,287788,361698,124038,26836,19681,7155,355308,342029,13279,1737007,1650964,86043,510380,488580,21800,3828619,23280394,9323885,964281,0,123034,0,27784,0,216196,408027,1864725,125849,1674690,5548721,111488,331600,172725,0,2387389,16808845,2642930,1653934,988996,4.009715127540328
2006:Q4,24957471,16004112,13420745,2583367,4624399,126537,115916,10621,649197,644674,4523,153442,151654,1788,299110,422550,127389,26550,18548,8002,395228,379358,15870,1818596,1733170,85426,605800,581424,24376,4328960,24957471,10009178,964060,0,130434,0,30535,0,231627,462491,1976297,138402,1734141,6026520,121670,387336,186369,0,2558411,17894538,2733973,1763454,970519,6.70542818947509
2007:Q1,25769305,16676587,13645591,3030996,4556355,112695,102245,10450,626922,621333,5589,156331,154721,1610,313295,444260,113574,26692,19125,7567,405642,388176,17466,1736870,1642703,94167,620074,586214,33860,4536363,25769305,10464927,974300,0,130852,0,29515,0,233218,472748,1992967,141086,1751049,6235084,136299,404508,202062,0,2600690,18031237,3201705,1843166,1358539,0.9722267164328259
2007:Q2,27006311,17410539,14398077,3012462,4637473,114352,103670,10682,632975,627203,5772,166510,164786,1724,324109,485926,130125,22933,16592,6341,422317,402631,19686,1697969,1605314,92655,640257,603109,37148,4958299,27006311,10563437,1039857,0,137378,0,32002,0,246647,494561,2102757,152020,1873530,6690863,146407,442671,223084,0,2861097,18861542,3186470,1896935,1289535,5.636535523473196
2007:Q3,27378583,17597115,14524189,3072926,4518999,101440,93246,8194,603492,598153,5339,162675,160990,1685,328702,551101,121219,18364,13541,4823,367140,351644,15496,1625981,1532258,93723,638885,601737,37148,5262469,27378583,10562269,1065175,0,137929,0,34531,0,251412,501506,2121664,153972,1880791,6853800,152505,498523,220624,0,2943882,18876780,3239334,1958056,1281278,1.0201080254037782
2007:Q4,26291988,16902934,14030865,2872069,4141064,71273,64483,6790,599789,595533,4256,156464,154289,2175,316135,608422,73843,21184,16178,5006,354911,337413,17498,1342186,1258491,83695,596857,566773,30084,5247990,26291988,9863725,1033221,0,131999,0,33625,0,237325,480323,2040978,150810,1839262,6611942,145198,544824,224757,0,2953999,18022425,3021573,1882796,1138777,-3.6830402316784796
2008:Q1,24058955,15623377,12729619,2893758,3648698,67292,61237,6055,523883,519424,4459,141180,139512,1668,291960,571108,51113,17834,14455,3379,284007,269696,14311,1210682,1136644,74038,489639,459421,30218,4786880,24058955,9040851,987843,0,118002,0,31886,1,216969,434788,1844741,130873,1737432,5963957,129808,494644,180134,0,2747026,16244189,3027886,1795092,1232794,-9.960267378446781
2008:Q2,23361055,15450959,12754186,2696773,3208387,57501,52459,5042,453271,449633,3638,126110,124677,1433,279400,578066,40641,18941,15682,3259,271834,259180,12654,935988,880538,55450,446635,416508,30127,4701709,23361055,8427317,1011226,0,114774,0,30946,1,214447,420941,1814610,130299,1769649,5920011,123847,492137,189631,0,2701219,15850970,2808376,1690034,1118342,-2.0154891705284323
2008:Q3,20696139,13834196,11331517,2502679,3225833,53989,47895,6094,403320,400292,3028,121992,120383,1609,231881,579509,8757,16189,13900,2289,158891,146033,12858,1263615,1184908,78707,387690,355626,32064,3636110,20696139,7361811,971814,0,103427,0,25978,0,212029,390104,1655710,111551,1602673,5019971,99066,491252,160646,0,2490107,14420701,2639328,1549360,1089968,-9.145246220531355
2008:Q4,16365559,11036339,8821591,2214748,2580792,62876,57063,5813,314173,311629,2544,80838,79506,1332,185098,531286,12814,16625,14796,1829,93900,87380,6520,1035655,976657,58998,247527,231049,16478,2748428,16365559,5820897,791594,188676,78357,0,22193,0,195998,320911,1275037,86818,1299132,3736342,72277,438296,109172,0,1929859,11308869,2308262,1329927,978335,-23.41730086250634
2009:Q1,14541426,9942848,7916293,2026555,2141605,35791,32313,3478,265300,263085,2215,47046,46496,550,179708,482019,15616,15011,13494,1517,62709,61143,1566,832813,796553,36260,205592,190390,15202,2456973,14541426,5135291,678830,223856,68747,0,24237,0,167347,259263,1111499,76221,1219961,3357674,64904,361664,79551,0,1712381,9997110,2087343,1233827,853516,-11.179495333273707
2009:Q2,17092165,11329521,9133010,2196511,2600435,36914,33448,3466,278677,276348,2329,71754,70860,894,199092,590338,20627,18901,17162,1739,83656,81982,1674,1046244,997172,49072,254232,236760,17472,3162209,17092165,6201326,758642,157566,78996,0,23807,0,190465,291015,1269941,93643,1299017,4076209,74824,449471,89312,0,2037931,11656799,2273157,1314863,958294,16.14372129912557
2009:Q3,19986359,12954523,10496485,2458038,3195685,42180,38680,3500,336550,333849,2701,96111,95026,1085,220622,693376,22790,24797,22676,2121,102594,100667,1927,1370619,1310462,60157,286046,267933,18113,3836151,19986359,7257436,845283,158847,90574,0,25183,0,222946,325714,1448752,110745,1502218,4827596,83653,534875,108514,0,2444023,13602566,2547642,1460356,1087286,15.733382140919067
2009:Q4,20798494,13630156,11188489,2441667,3173043,41997,38480,3517,323769,321327,2442,97378,96050,1328,224407,777128,25060,23961,22333,1628,100280,98712,1568,1221500,1165803,55697,337563,324406,13157,3995295,20798494,7356221,863153,67351,94519,25106,34126,0,224503,351146,1504445,119695,1574956,5093642,87430,595518,124151,25106,2657426,14282195,2521004,1497501,1023503,5.293380499872841
