1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2020:Q4,4687492,3004452,2449962,554490,413607,195080,620937,646241,678408,439493,132891,106025,86542,59926,26616,591867,398469,216102,83961,98406,193398,163465,22315,7619,-32167,-25304,-8138,-17167,137074,391445,115341,40160,13689,26100,370,78,4687492,765010,157137,56470,47807,5609278
2021:Q1,4792005,3020842,2469677,551165,412559,197898,688210,699625,755920,505469,132334,118117,87953,65013,22940,667967,414712,250192,77905,86615,253255,190264,31489,31502,-56295,-11415,3362,-14776,134159,394449,97007,42716,17593,25571,-448,-1822,4792005,774481,159609,-167122,57624,5500920
2021:Q2,4900575,3091430,2542496,548934,446020,201800,747136,760024,835756,590331,143301,102124,98061,72883,25177,737695,447403,277379,89394,80631,290292,240070,28730,21493,-75732,-12888,2048,-14936,127047,417827,175327,46855,22719,25212,-1076,-2213,4900575,791693,163059,8152,42617,5851024
2021:Q3,5013230,3165173,2611923,553250,448200,205610,739752,758280,828330,573051,150797,104482,101434,75564,25870,726896,469641,279713,97584,92344,257255,217774,27342,12138,-70050,-18527,-2772,-15756,120947,422565,136939,49125,23496,25534,95,-1203,5013230,812970,166189,36318,40273,5972842
2021:Q4,5203887,3268429,2688532,579897,442300,208869,747659,774129,829132,565195,155028,108909,117177,84532,32645,711955,482985,302312,105393,75281,228970,178352,16991,33628,-55003,-26470,-9605,-16865,122426,437080,73468,50305,23918,26037,350,288,5203887,835199,170144,117171,43013,6269245
2022:Q1,5290289,3298381,2721675,576706,439094,209302,756770,799539,859757,600109,153984,105664,132284,106117,26168,727473,483222,322265,72936,88022,244251,171728,54881,17643,-60218,-42770,-24291,-18479,128927,444795,38006,49030,24232,26230,-1432,1997,5290289,860728,174488,-196962,37161,6096457
2022:Q2,5402789,3318008,2747235,570773,443605,218835,815001,867122,924044,653755,150674,119615,136860,105492,31368,787184,480164,310329,75555,94281,307019,237934,43751,25334,-56922,-52121,-32381,-19740,128658,452272,32529,57042,25487,32237,-682,1898,5402789,885696,179359,-31087,50502,6411815
2022:Q3,5491364,3398980,2817855,581125,451844,223267,824824,885346,889553,614267,152706,122581,136182,100843,35339,753372,463903,296065,80478,87361,289468,217359,36889,35221,-4207,-60522,-39551,-20971,109578,457505,29602,53844,24719,27657,1469,1124,5491364,909093,182952,18514,47814,6536770
2022:Q4,5493949,3423817,2829262,594555,456334,226867,812096,874708,849596,583413,141199,124984,137075,104450,32626,712521,459962,304611,90321,65031,252559,174353,18253,59954,25112,-62612,-41504,-21108,90186,455652,27311,56891,24703,29063,3126,-583,5493949,922049,185521,157242,46398,6699067
2023:Q1,5543313,3501195,2891360,609835,456858,236441,791280,875706,864391,593479,147914,122998,144131,109359,34772,720261,460051,269009,83899,107143,260209,215111,29243,15855,11315,-84426,-60938,-23489,76948,456950,25350,50766,25221,27187,-1642,-1775,5543313,938328,188524,-84852,39732,6547291
2023:Q2,5553202,3531759,2933316,598443,456022,240266,793015,878401,868278,605514,134238,128525,142563,107591,34972,725715,463947,274345,87900,101702,261768,223579,11366,26824,10123,-85386,-62030,-23356,53099,454920,24967,51599,25711,27102,-1214,-2510,5553202,949332,189922,116628,43272,6803012
2023:Q3,5622111,3582578,2979377,603201,464889,243599,820186,905035,900155,632897,136533,130725,145704,110318,35386,754451,459399,261100,86625,111675,295052,261479,14522,19051,4880,-84849,-61458,-23392,26425,458831,25775,54181,26469,28730,-1018,-2803,5622111,961132,191734,214199,41015,6928218
2023:Q4,5711011,3618518,2994010,624507,470660,247035,853554,940164,926843,660191,138163,128490,152764,119438,33326,774080,465358,282033,90258,93067,308722,258719,14579,35424,13321,-86610,-63072,-23538,28939,461935,24988,57930,26887,32406,-1363,-2572,5711011,973259,193556,263748,40192,7082413
2024:Q1,5785805,3675250,3035438,639812,472599,255791,848284,955611,958300,666414,158569,133317,159655,119903,39752,798645,473403,267358,84933,121113,325242,279153,33885,12205,-2689,-107327,-81816,-25511,28597,462623,24304,69442,28458,41803,-820,-2476,5785805,982340,195619,-13951,42891,6918699
