1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1984:Q2,-12,-12,0,0,0,5800,5800,0,0,-1396,-1396,3948,0,3948,0,14412,0,6452,5304,2656,0,0,0,0,0,-1480,-1480,0,0,87777,41608,10406,87777,41608,10406
1984:Q3,520,520,0,0,0,10364,10364,0,0,-1380,-1380,3872,0,3872,0,14316,0,5804,5508,3004,0,0,0,0,0,3720,3720,0,0,-60047,41000,10851,-60047,41000,10851
1984:Q4,-4,-4,0,0,0,15640,15640,0,0,-588,-588,4100,0,4100,0,16432,0,6880,5292,4260,0,0,0,0,0,2896,2896,0,0,-69410,44664,19154,-69410,44664,19154
1985:Q1,280,280,0,0,0,-13792,-13792,0,0,-148,-148,3624,0,3624,0,17456,0,4540,4908,8008,0,0,0,0,0,3392,3392,0,0,202,-14784,34178,202,-14784,34178
1985:Q2,-1064,-1064,0,0,0,19656,19656,0,0,436,436,3940,0,3940,0,36328,0,23032,5844,7452,0,0,0,0,0,3828,3828,0,0,-31869,33552,-2546,-31869,33552,-2546
1985:Q3,-72,-72,0,0,0,-8728,-8728,0,0,396,396,3972,0,3972,0,49860,0,37724,4356,7780,0,0,0,0,0,-692,-692,0,0,39593,29136,17618,39593,29136,17618
1985:Q4,392,392,0,0,0,20824,20824,0,0,-280,-280,3700,0,3700,0,44504,0,43668,1936,-1100,0,0,0,0,0,16648,16648,0,0,-86772,34412,3562,-86772,34412,3562
1986:Q1,-88,-88,0,0,0,9280,9280,0,0,-964,-964,3996,0,3996,0,37728,0,12612,17716,7400,0,0,16032,16032,0,0,0,0,0,23647,30420,13769,23647,30420,13769
1986:Q2,-172,-172,0,0,0,-9348,-9348,0,0,-1680,-1680,3964,0,3964,0,39680,0,15180,16412,8088,0,0,11616,11616,0,0,0,0,0,28081,33276,21721,28081,33276,21721
1986:Q3,-3812,-3812,0,0,0,6864,6864,120,120,-1676,-1676,3740,0,3740,0,46416,0,20088,18716,7612,0,0,9736,9736,0,20,20,0,0,31204,41616,3348,31204,41616,3348
1986:Q4,176,176,0,0,0,7652,7652,0,0,-976,-976,3328,0,3328,0,45004,0,18756,22864,3384,0,0,18324,18324,0,120,120,0,0,40231,34052,-23700,40231,34052,-23700
1987:Q1,612,612,0,0,0,-7052,-7052,0,0,-116,-116,5100,0,5100,0,42360,0,25100,18820,-1560,0,0,34752,34752,0,1200,1200,0,0,-49715,26924,-7696,-49715,26924,-7696
1987:Q2,-636,-636,0,0,0,-15456,-15456,0,0,1360,1360,5652,0,5652,0,43468,0,22548,27936,-7016,0,0,32728,32728,0,1800,1800,0,0,38016,32524,1051,38016,32524,1051
1987:Q3,16,16,0,0,0,-12800,-12800,0,0,1240,1240,5228,0,5228,0,41960,0,21252,28192,-7484,0,0,35548,35548,0,2600,2600,0,0,26308,29432,20027,26308,29432,20027
1987:Q4,464,464,0,0,0,8896,8896,0,0,3604,3604,9464,0,9464,0,37836,0,23196,19084,-4444,0,0,31144,31144,0,432,432,0,0,136488,35520,23698,136488,35520,23698
1988:Q1,-432,-432,0,0,0,16772,16772,0,0,-548,-548,7412,0,7412,0,33552,0,11064,23772,-1284,0,0,-264,-264,0,-2000,-2000,0,0,57764,27992,39013,57764,27992,39013
1988:Q2,-92,-92,0,0,0,-17104,-17104,0,0,220,220,6220,0,6220,0,29116,0,10904,18204,8,0,0,8168,8168,0,-2800,-2800,0,0,6962,30316,34357,6962,30316,34357
1988:Q3,-240,-240,0,0,0,-2248,-2248,0,0,644,644,4724,0,4724,0,27912,0,16688,10356,868,0,0,-11772,-11772,0,-5000,-5000,0,0,13346,33952,30948,13346,33952,30948
1988:Q4,-344,-344,0,0,0,-2704,-2704,0,0,1396,1396,4816,0,4816,0,29932,0,20112,7804,2016,0,0,11324,11324,0,4848,4848,0,0,7905,30648,48744,7905,30648,48744
1989:Q1,-12,-12,0,0,0,-5424,-5424,0,0,-376,-376,4652,0,4652,0,31728,0,9032,17280,5416,0,0,16800,16800,0,6736,6736,0,0,31901,24800,37138,31901,24800,37138
1989:Q2,-212,-212,0,0,0,15124,15124,0,0,436,436,2980,0,2980,0,33308,0,11776,13156,8376,0,0,9616,9616,0,7436,7436,0,0,22233,29610,27961,22233,29610,27961
1989:Q3,128,128,0,0,0,7512,7512,0,0,504,504,2696,0,2696,0,32544,0,16180,9948,6416,0,0,12744,12744,0,7596,7596,0,0,31572,34628,50600,31572,34628,50600
1989:Q4,-364,-364,0,0,0,10256,10256,0,0,2692,2692,8464,0,8464,0,29436,0,10284,16928,2224,0,0,10056,10056,0,7304,7304,0,0,4639,35374,55303,4639,35374,55303
1990:Q1,296,296,0,0,0,-6076,-6076,0,0,-1412,-1412,2252,0,2252,0,26504,0,31964,-4088,-1372,0,0,17024,17024,0,6896,6896,0,0,62525,25404,34233,62525,25404,34233
1990:Q2,-56,-56,0,0,0,-1772,-1772,0,0,56,56,4080,0,4080,0,23756,0,2140,27492,-5876,0,0,908,908,0,5056,5056,0,0,21965,35217,38445,21965,35217,38445
1990:Q3,112,112,0,0,0,10920,10920,0,0,-156,-156,5652,0,5652,0,22624,0,13564,15000,-5940,0,0,11516,11516,0,5496,5496,0,0,67887,32525,64186,67887,32525,64186
1990:Q4,172,172,0,0,0,16008,16008,0,0,1972,1972,8288,0,8288,0,23104,0,9868,15008,-1772,0,0,9140,9140,0,6756,6756,0,0,68351,38210,73314,68351,38210,73314
1991:Q1,252,252,0,0,0,1900,1900,0,0,-504,-504,5180,0,5180,0,15124,0,1496,10660,2968,0,0,14620,14620,0,10736,10736,0,0,22976,25520,30524,22976,25520,30524
1991:Q2,808,808,0,0,0,-428,-428,0,0,-892,-892,5196,0,5196,0,9328,0,3604,-928,6652,0,0,24940,24940,0,13856,13856,0,0,10743,31187,64748,10743,31187,64748
1991:Q3,1748,1748,0,0,0,9776,9776,0,0,-892,-892,5188,0,5188,0,9148,0,3736,-1572,6984,0,0,18316,18316,0,12936,12936,0,0,9608,32984,73108,9608,32984,73108
1991:Q4,1088,1088,0,0,0,-7152,-7152,0,0,-520,-520,5192,0,5192,0,14584,0,10508,688,3388,0,0,25168,25168,0,10760,10760,0,0,55329,33073,78179,55329,33073,78179
1992:Q1,272,272,0,0,0,14472,14472,0,0,-228,-228,7776,0,7776,0,19728,0,8192,10560,976,0,0,13444,13444,0,9640,9640,0,0,152068,26655,70225,152068,26655,70225
1992:Q2,556,556,0,0,0,-1792,-1792,0,0,-60,-60,7712,0,7712,0,24592,0,10504,15664,-1576,0,0,7872,7872,0,9504,9504,0,0,-7600,34184,66013,-7600,34184,66013
1992:Q3,-916,-916,0,0,0,3988,3988,0,0,132,132,7628,0,7628,0,24984,0,11456,16188,-2660,0,0,-24244,-24244,0,9880,9880,0,0,101320,29389,45578,101320,29389,45578
1992:Q4,356,356,0,0,0,-20340,-20340,0,0,348,348,7568,0,7568,0,20904,0,9012,12308,-416,0,0,-75464,-75464,0,10648,10648,0,0,48358,33625,71049,48358,33625,71049
1993:Q1,1324,1324,0,0,0,-8148,-8148,0,0,472,472,6388,0,6388,0,17168,0,6868,8748,1552,0,0,-10468,-10468,0,10616,10616,0,0,-67599,32375,64935,-67599,32375,64935
1993:Q2,1688,1688,0,0,0,-15460,-15460,0,0,480,480,5916,0,5916,0,13772,0,5032,6004,2736,0,0,4728,4728,0,11416,11416,0,0,57622,34414,72770,57622,34414,72770
1993:Q3,2248,2248,0,0,0,-8464,-8464,0,0,480,480,11032,0,11032,0,13480,0,4700,5516,3264,0,0,-25956,-25956,0,12416,12416,0,0,40546,23658,57927,40546,23658,57927
1993:Q4,-4020,-4020,0,0,0,3960,3960,0,0,492,492,1396,0,1396,0,16284,0,6196,7252,2836,0,0,4260,4260,0,14812,14812,0,0,77,31229,75449,77,31229,75449
1994:Q1,-144,-144,0,0,0,-7316,-7316,0,0,552,552,6576,0,6576,0,14236,0,6520,5596,2120,0,0,58312,58312,0,13336,13336,0,0,104927,29606,87643,104927,29606,87643
1994:Q2,660,660,0,0,0,-14844,-14844,0,0,592,592,3256,0,3256,0,14000,0,6368,5724,1908,0,0,35384,35384,0,12368,12368,0,0,-58741,31754,85775,-58741,31754,85775
1994:Q3,1336,1336,0,0,0,-11180,-11180,0,0,564,564,11236,0,11236,0,14000,0,6480,5728,1792,0,0,-39548,-39548,0,11544,11544,0,0,-53573,24109,111646,-53573,24109,111646
1994:Q4,-1472,-1472,0,0,0,2336,2336,-120,-120,576,576,6140,0,6140,0,15952,0,7044,6540,2368,0,0,68084,68084,0,9508,9508,0,0,-66283,35223,17874,-66283,35223,17874
1995:Q1,12,12,0,0,0,-4792,-4792,0,0,724,724,9268,0,9268,0,36048,0,17236,14516,4296,0,0,-71848,-71848,0,5428,5428,0,0,50025,26131,61086,50025,26131,61086
1995:Q2,48,48,0,0,0,12524,12524,0,0,760,760,9504,0,9504,0,35560,0,17048,14340,4172,0,0,5184,5184,0,5436,5436,0,0,51687,34042,90322,51687,34042,90322
1995:Q3,968,968,0,0,0,-4020,-4020,0,0,776,776,2828,0,2828,0,-9196,0,-5776,-3352,-68,0,0,7088,7088,0,5428,5428,0,0,121740,25703,90121,121740,25703,90121
1995:Q4,-28,-28,0,0,0,9328,9328,0,0,780,780,4020,0,4020,0,20804,0,9720,8484,2600,0,0,11256,11256,0,5436,5436,0,0,95432,110060,73252,95432,110060,73252
1996:Q1,588,588,0,0,0,-6996,-6996,0,0,728,728,-2120,0,-2120,0,10804,0,5452,4424,928,0,0,4036,4036,0,5428,5428,0,0,82957,-27008,108984,82957,-27008,108984
1996:Q2,-1044,-1044,0,0,0,-10596,-10596,0,0,792,792,1444,0,1444,0,5788,0,3080,2416,292,0,0,9568,9568,0,5428,5428,0,0,73139,20537,92508,73139,20537,92508
1996:Q3,-332,-332,0,0,0,2004,2004,0,0,776,776,2732,0,2732,0,20840,0,10648,8404,1788,0,0,19484,19484,0,5432,5432,0,0,95968,34928,107260,95968,34928,107260
1996:Q4,364,364,0,0,0,10672,10672,0,0,756,756,18520,0,18520,0,-11184,0,-8168,-3916,900,0,0,-14076,-14076,0,5424,5424,0,0,79904,29732,100420,79904,29732,100420
1997:Q1,100,100,0,0,0,-11140,-11140,0,0,268,268,8564,0,8564,0,9684,0,4476,3972,1236,0,0,-21392,-32188,10796,9700,9700,0,0,86987,28205,74533,86987,28205,74533
1997:Q2,44,44,0,0,0,-8812,-8812,236,236,292,292,11200,0,11200,0,5424,0,2532,2344,548,0,0,33180,10100,23080,5796,5796,0,0,102655,33114,66577,102655,33114,66577
1997:Q3,116,116,0,0,0,9148,9148,132,132,312,312,11140,0,11140,0,22036,0,10972,8932,2132,0,0,19136,1680,17456,5796,5796,0,0,93345,24393,68895,93345,24393,68895
1997:Q4,-448,-448,0,0,0,10804,10804,0,0,340,340,10108,0,10108,0,-17948,0,-9980,-6864,-1104,0,0,25352,13704,11648,12256,12256,0,0,100203,29824,109183,100203,29824,109183
1998:Q1,88,88,0,0,0,17220,17220,28,28,-156,-156,4040,0,4040,0,15912,0,5136,6940,3836,0,0,20460,-3652,24112,17428,17428,0,0,112252,35758,95790,112252,35758,95790
1998:Q2,104,104,0,0,0,-2860,-2860,1928,1928,1204,1204,1616,0,1616,0,4572,0,-512,2416,2668,0,0,-22652,-35744,13092,18000,18000,0,0,121710,36599,118586,121710,36599,118586
1998:Q3,-552,-552,0,0,0,4736,4736,1108,1108,-2000,-2000,9128,0,9128,0,13504,0,3816,5888,3800,0,0,-21200,-19336,-1864,18188,18188,0,0,90270,24780,116758,90270,24780,116758
1998:Q4,-220,-220,0,0,0,8296,8296,236,236,-4536,-4536,14680,0,14680,0,-16944,0,-12624,-6204,1884,0,0,29996,-1876,31872,-2092,-2092,0,0,61801,27783,93109,61801,27783,93109
1999:Q1,488,488,0,0,0,-13504,-13504,4696,4696,4820,4820,-352,0,-352,0,1872,0,-444,1272,1044,0,0,9056,1036,8020,-12456,-12456,0,0,157570,35009,122803,157570,35009,122803
1999:Q2,448,448,0,0,0,-16696,-16696,6432,6432,332,332,-1180,0,-1180,0,11788,0,5156,4940,1692,0,0,2684,-11084,13768,-15864,-15864,0,0,113928,38122,130834,113928,38122,130834
1999:Q3,468,468,0,0,0,-5752,-5752,2124,2124,176,176,18320,0,18320,0,16084,0,7124,6608,2352,0,0,29028,28452,576,-20148,-20148,0,0,87124,26443,130738,87124,26443,130738
1999:Q4,1132,1132,0,0,0,4772,4772,0,0,3124,3124,11448,0,11448,0,-19668,0,-11568,-7356,-744,0,0,-42852,-65876,23024,-25012,-25012,0,0,102379,30407,135478,102379,30407,135478
2000:Q1,-1176,-1176,0,0,0,-8096,-8096,2884,2884,-2972,-2972,8292,1664,5664,4292,33884,11972,15224,1772,792,26168,1900,-6260,-8964,2704,-8056,-8056,0,0,-2759,34231,116469,-2759,34231,116469
2000:Q2,236,236,0,0,0,-8736,-8736,12296,12296,772,772,11152,1660,8524,4288,44396,11972,21188,5952,1148,26176,1904,-30716,-24116,-6600,-27116,-27116,0,0,173461,39710,88224,173461,39710,88224
2000:Q3,404,404,0,0,0,2828,2828,6068,6068,-592,-592,16972,1656,14348,4280,37472,11972,17556,3316,508,26168,1896,-34352,-29488,-4864,-21164,-21164,0,0,141938,22619,-59047,141938,22619,-59047
2000:Q4,632,632,0,0,0,14092,14092,8560,8560,3240,3240,10792,1660,8164,4288,1288,11972,-1064,-10900,-2844,26168,1900,-42508,-27912,-14596,-20032,-20032,0,0,159085,110995,196797,159085,110995,196797
2001:Q1,-400,-400,0,0,0,51132,51132,11188,11188,-3292,-3292,-4856,1800,-7704,4648,62596,24456,31252,3704,1680,48216,2200,-83816,-63972,-19844,-8920,-8920,0,0,194556,-41502,78314,194556,-41502,78314
2001:Q2,104,104,0,0,0,-15080,-15080,23716,23716,-1080,-1080,27428,1796,24580,4644,81176,24464,42244,10916,2052,48224,2204,34292,31440,2852,-25672,-25672,0,0,112276,28823,59915,112276,28823,59915
2001:Q3,120,120,0,0,0,13208,13208,12364,12364,3172,3172,23680,1800,20832,4648,121252,24456,61460,27008,6836,48208,2196,-128984,-109120,-19864,-28544,-28544,0,0,73073,33178,91194,73073,33178,91194
2001:Q4,-112,-112,0,0,0,-15016,-15016,11624,11624,-596,-596,4492,1792,1644,4640,56612,24456,28388,1684,580,48216,2200,95016,88076,6940,-35196,-35196,0,0,127694,36958,215750,127694,36958,215750
2002:Q1,32,32,0,0,0,11084,11084,32272,32272,1328,1328,5688,1440,3408,3720,52264,10480,26448,12572,3448,18276,2000,82844,85116,-2272,19828,19828,0,0,67152,37453,62151,67152,37453,62151
2002:Q2,-164,-164,0,0,0,-8700,-8700,20844,20844,-520,-520,24168,1440,21892,3716,76156,10480,39044,22088,5228,18272,2004,-85472,-71180,-14292,-9488,-9488,0,0,29318,32201,211810,29318,32201,211810
2002:Q3,416,416,0,0,0,9548,9548,14308,14308,2880,2880,10492,1432,8212,3712,83152,10476,42356,24936,6072,18268,1996,-126196,-108028,-18168,17416,17416,0,0,45855,38571,-189928,45855,38571,-189928
2002:Q4,136,136,0,0,0,-4136,-4136,12248,12248,-72,-72,3728,1440,1452,3716,52352,10480,26640,12780,3140,18272,2000,53152,49408,3744,-21656,-21656,0,0,181037,38980,545841,181037,38980,545841
2003:Q1,0,0,0,0,0,11528,11528,23136,23136,2764,2764,10876,1328,8780,3424,72704,9156,38828,24812,6608,9308,2304,-6488,-17608,11120,14148,14148,25284,25284,-43983,34005,-225451,-43983,34005,-225451
2003:Q2,0,0,0,0,0,1404,1404,26152,26152,1364,1364,9976,1324,7876,3424,56032,9160,30940,18228,4416,9312,2296,120848,93880,26968,-14212,-14212,23520,23520,49736,23724,905465,49736,23724,905465
2003:Q3,0,0,0,0,0,-9620,-9620,15928,15928,72,72,28124,1324,26028,3420,84412,9156,45316,29436,7204,9308,2304,56228,38496,17732,-5280,-5280,20446,20446,146059,52095,186152,146059,52095,186152
2003:Q4,0,0,0,0,0,-31732,-31732,20344,20344,-384,-384,5144,1324,3048,3420,19312,9156,12548,3700,620,9304,2296,126948,100408,26540,4668,4668,9194,9194,74419,61960,297476,74419,61960,297476
2004:Q1,0,0,0,0,0,17556,17556,29880,29880,-296,-296,12216,1352,10076,3492,46908,1096,22448,17612,5568,2408,-32,-18008,-30048,12040,-9108,-9108,20696,20696,54182,36072,219344,54182,36072,219344
2004:Q2,0,0,0,0,0,-23320,-23320,18976,18976,3096,3096,876,1348,-1260,3484,56184,1100,28268,21172,5464,2408,-28,25048,14936,10112,13600,13600,22570,22570,86527,29844,-217536,86527,29844,-217536
2004:Q3,0,0,0,0,0,-4780,-4780,14384,14384,1340,1340,13712,1348,11572,3488,103648,1092,56368,39864,6136,2404,-32,-33160,-39820,6660,-11932,-11932,18764,18764,121766,34393,553318,121766,34393,553318
2004:Q4,0,0,0,0,0,2060,2060,11756,11756,1880,1880,23860,1348,21724,3484,2512,1096,92,24,1120,2404,-32,97516,76676,20840,-5024,-5024,7538,7538,74873,61679,-361738,74873,61679,-361738
2005:Q1,0,0,0,0,0,-792,-792,27252,27252,1056,1056,7816,-168,7456,192,65624,25168,38732,11964,3548,31216,5332,2392,-2472,4864,-4604,-4604,31283,31283,105984,25593,72476,105984,25593,72476
2005:Q2,0,0,0,0,0,-1468,-1468,10148,10148,2840,2840,5832,-172,5472,188,75184,25172,44036,15600,4164,31228,5328,8176,-608,8784,-6364,-6364,5629,5629,112624,22490,398831,112624,22490,398831
2005:Q3,0,0,0,0,0,5292,5292,11648,11648,-2956,-2956,20416,-172,20060,184,145788,25168,80932,43168,10308,31216,5332,27064,13828,13236,9280,9280,25356,25356,81287,33717,527813,81287,33717,527813
2005:Q4,0,0,0,0,0,88,88,10700,10700,2560,2560,9592,-172,9232,188,72276,25168,42668,14148,4084,31216,5328,27344,16908,10436,-5852,-5852,29796,29796,72304,91793,65881,72304,91793,65881
2006:Q1,0,0,0,0,0,9448,9448,16936,16936,796,796,30284,1160,26668,4776,-19460,-10852,-12224,5720,3968,-25296,-2480,4200,-11824,16024,1980,1980,18123,18123,54954,24399,-182008,54954,24399,-182008
2006:Q2,0,0,0,0,0,-11708,-11708,45576,45576,724,724,19588,1156,15972,4772,-768,-10852,-2668,13016,5804,-25300,-2472,-14148,-20288,6140,1984,1984,13054,13054,53407,26513,246032,53407,26513,246032
2006:Q3,0,0,0,0,0,-1556,-1556,8428,8428,228,228,13708,1160,10092,4776,-2792,-10852,-3572,12240,5468,-25300,-2480,1280,-13208,14488,1980,1980,16632,16632,51877,16968,384677,51877,16968,384677
2006:Q4,0,0,0,0,0,3048,3048,16880,16880,656,656,9036,1156,5420,4772,-35356,-10856,-20308,-652,2532,-25304,-2480,9056,-9624,18680,1984,1984,24515,24515,50328,109708,378249,50328,109708,378249
2007:Q1,0,0,0,0,0,15076,15076,9936,9936,2144,2144,18040,1140,16364,2816,14060,-2644,9144,12092,4424,-14044,-200,28440,20152,8288,4536,4536,18609,18609,-6771,8248,404655,-6771,8248,404655
2007:Q2,0,0,0,0,0,-6464,-6464,17316,17316,120,120,6840,1140,5168,2812,14332,-2648,9320,12272,4348,-14052,-204,59864,32284,27580,4544,4544,16176,16176,-6180,82741,-217705,-6180,82741,-217705
2007:Q3,0,0,0,0,0,13720,13720,11344,11344,1864,1864,25820,1140,24144,2816,14628,-2648,8804,12516,4916,-14052,-204,29032,21596,7436,4540,4540,36710,36710,-5579,18401,459440,-5579,18401,459440
2007:Q4,96000,0,96000,0,0,-14648,-14648,1068,1068,0,0,11528,1136,9856,2808,-26508,-2648,-12332,-3600,1032,-14052,-204,11016,9792,1224,4544,4544,23641,23641,-4988,80689,155395,-4988,80689,155395
2008:Q1,-12000,0,-12000,0,0,23156,23156,-4932,-4932,5344,5344,37540,1672,35744,3468,40836,4176,20156,12504,5236,6660,456,-75388,-41324,-34064,14736,14736,21196,21196,104112,22584,-10699,104112,22584,-10699
2008:Q2,164000,0,164000,0,0,-26220,-26220,18920,18920,1568,1568,-1484,1668,-3284,3468,53120,4176,27440,18584,4160,6656,456,-4384,-14488,10104,14736,14736,19093,19093,103039,-28781,27737,103039,-28781,27737
2008:Q3,905052,0,905052,0,0,27856,27856,-47752,-47752,-724,-724,9484,1664,7688,3460,71632,4172,36716,24956,7028,6656,448,-91012,-48524,-42488,14736,14736,42709,42709,101966,9042,241678,101966,9042,241678
2008:Q4,1061860,0,1061860,0,0,-46380,-46380,-30888,-30888,6500,6500,796,1668,-1000,3464,-18256,4176,-6164,-12412,-2616,6656,456,-127440,-60604,-66836,14744,14744,23010,23010,100893,63987,255843,100893,63987,255843
2009:Q1,-975244,0,-975244,0,0,13980,13980,-42456,-42456,-1972,-1972,11676,452,10392,1736,-16068,-4208,5556,-5408,-11124,-11076,1776,47332,61372,-14040,-8608,-8608,2958,2958,38235,61242,134349,38235,61242,134349
2009:Q2,-781332,-4,-781328,0,0,-3316,-3316,-27460,-27460,-6616,-6616,7232,448,5948,1732,-9976,-4208,7732,-2592,-10032,-11068,1776,154868,103856,51012,-8604,-8604,14176,14176,38200,-37159,977035,38200,-37159,977035
2009:Q3,-231312,4,-231316,0,0,-14036,-14036,-32920,-32920,-1528,-1528,24136,444,22856,1724,-4812,-4212,10204,-612,-9304,-11080,1768,151084,104456,46628,-8604,-8604,23358,23358,38172,7061,361082,38172,7061,361082
2009:Q4,-185936,0,-185936,0,0,4976,4976,-27532,-27532,-9420,-9420,-2744,448,-4028,1732,-21376,-4208,-336,-7256,-8692,-11076,1776,102800,84564,18236,-8604,-8604,25776,25776,38145,36460,184534,38145,36460,184534
2010:Q1,-41088,0,-41088,0,0,20972,20972,-8380,-8380,10008,10008,4672,1320,2812,3180,-17552,-5400,-50528,7404,29028,-12068,3212,22616,4604,18012,15380,15380,13727,13727,-17180,58491,334250,-17180,58491,334250
2010:Q2,4980,0,4980,0,0,-13340,-13340,-27104,-27104,3584,3584,19024,1324,17164,3184,12692,-5400,-36344,19772,32724,-12072,3212,-63012,-31304,-31708,15384,15384,11994,11994,-19636,-112851,-10225,-19636,-112851,-10225
2010:Q3,-4736,0,-4736,0,0,7528,7528,-8728,-8728,-11600,-11600,25776,1316,23916,3176,3892,-5400,-39360,16080,30632,-12068,3208,54768,15896,38872,15388,15388,34285,34285,-22097,-2736,559298,-22097,-2736,559298
2010:Q4,56,0,56,0,0,-21144,-21144,-12304,-12304,8612,8612,6028,1316,4168,3176,-29456,-5404,-56656,3156,27504,-12076,3212,42604,11464,31140,15380,15380,29930,29930,-24539,122684,350569,-24539,122684,350569
2011:Q1,-300,0,-300,0,0,2440,2440,-500,-500,1496,1496,11560,1392,9400,3552,9680,3784,9712,-2852,-9160,6504,9260,47324,27600,19724,2960,2960,18261,18261,-3937,44913,291489,-3937,44913,291489
2011:Q2,0,0,0,0,0,-3620,-3620,-9344,-9344,1924,1924,10516,1384,8352,3548,64552,3784,35240,19376,-2048,6504,9264,19024,21064,-2040,2960,2960,-18718,-18718,-4177,256384,188103,-4177,256384,188103
2011:Q3,2000,0,2000,0,0,8632,8632,-20384,-20384,-5000,-5000,26552,1392,24392,3552,41576,3776,23624,10356,-4380,6492,9260,-7072,20780,-27852,2960,2960,53338,53338,-4412,-362392,157437,-4412,-362392,157437
2011:Q4,397292,0,397292,0,0,-14800,-14800,1424,1424,-280,-280,10116,1384,7956,3544,71516,3784,40356,21992,-2812,6504,9260,31868,20632,11236,2960,2960,21244,21244,-4652,134479,580335,-4652,134479,580335
2012:Q1,-213364,0,-213364,0,0,17068,17068,-5012,-5012,7344,7344,8628,2212,6980,3860,-10104,3804,-22532,-6020,11612,9124,1516,12532,3568,8964,-12320,-12320,14193,14193,19858,43630,160954,19858,43630,160954
2012:Q2,-74052,0,-74052,0,0,-15152,-15152,9824,9824,7484,7484,-6912,2204,-8560,3852,22756,3800,-8948,7928,16940,9116,1520,-13104,3460,-16564,-12324,-12324,17161,17161,13835,-119330,114595,13835,-119330,114595
2012:Q3,-61676,-4,-61672,0,0,-2084,-2084,4452,4452,1640,1640,27676,2208,26028,3856,18456,3800,-9952,6328,15252,9116,1512,6456,3416,3040,-12320,-12320,8620,8620,7819,-10080,443383,7819,-10080,443383
2012:Q4,-14644,4,-14648,0,0,4796,4796,-11948,-11948,-13804,-13804,-1700,2204,-3348,3852,59316,3800,10800,22808,18876,9116,1516,684,3344,-2660,-12320,-12320,13409,13409,1807,271287,104418,1807,271287,104418
2013:Q1,-3336,-4,-3332,0,0,-1380,-1380,4040,4040,3988,3988,5736,1936,3708,3964,-17872,1152,25200,-11816,-28132,-5688,3716,-2412,-5980,3568,-2476,-2476,14106,14106,141211,-77219,438298,141211,-77219,438298
2013:Q2,-25508,0,-25508,0,0,-5616,-5616,-27596,-27596,7608,7608,11284,1928,9256,3956,15156,1148,40464,1492,-23676,-5700,3724,-14808,-6144,-8664,-2468,-2468,-4571,-4571,130979,251956,176077,130979,251956,176077
2013:Q3,-4672,0,-4672,0,0,-6060,-6060,-4800,-4800,-4020,-4020,26720,1936,24696,3960,208,1148,33828,-4652,-25844,-5692,3716,-9948,-6280,-3668,-2472,-2472,11381,11381,120742,147741,378920,120742,147741,378920
2013:Q4,-956,0,-956,0,0,392,392,-7732,-7732,4436,4436,6400,1928,4372,3956,-9212,1148,29744,-8684,-27140,-5700,3716,5564,-6404,11968,-2472,-2472,27712,27712,110518,-369126,388376,110518,-369126,388376
2014:Q1,540,0,540,0,0,-468,-468,-12260,-12260,3920,3920,23888,1668,20864,4692,5832,3836,-6832,6348,10352,152,-352,-18904,-2128,-16776,-2864,-2864,15191,15191,39283,17861,337729,39283,17861,337729
2014:Q2,-1132,0,-1132,0,0,-5572,-5572,15688,15688,5496,5496,22180,1672,19156,4696,32300,3844,3312,17852,15176,156,-352,-12068,-2604,-9464,-2868,-2868,15876,15876,41230,-117762,143088,41230,-117762,143088
2014:Q3,464,0,464,0,0,1068,1068,11884,11884,-2636,-2636,11252,1660,8232,4680,26928,3836,1044,15404,14516,152,-352,-5164,-3180,-1984,-2864,-2864,10329,10329,43177,19110,71887,43177,19110,71887
2014:Q4,5152,0,5152,0,0,-992,-992,15284,15284,-1880,-1880,3164,1668,140,4692,-6776,3836,-14764,1328,10704,148,-356,-11560,-3692,-7868,-2864,-2864,116,116,45135,153183,290481,45135,153183,290481
2015:Q1,-2872,0,-2872,0,0,4376,4376,12176,12176,4440,4440,13720,2084,11960,3844,-1176,4512,16072,-5452,-13340,3196,2860,-7620,-6516,-1104,15160,15160,1122,1122,66391,155075,202574,66391,155075,202574
2015:Q2,-700,0,-700,0,0,-3676,-3676,-3280,-3280,3460,3460,-496,2084,-2252,3840,35140,4512,33148,8596,-8156,3196,2868,-5776,-6696,920,15164,15164,-5454,-5454,61758,145519,24532,61758,145519,24532
2015:Q3,184,0,184,0,0,-3944,-3944,-15788,-15788,-880,-880,17576,2084,15816,3844,44828,4508,38964,11728,-7400,3184,2860,-9464,-6956,-2508,15160,15160,12794,12794,57125,183797,40127,57125,183797,40127
2015:Q4,1264,0,1264,0,0,1120,1120,18412,18412,-124,-124,-796,2080,-2552,3836,1160,4512,17052,-5652,-11784,3196,2860,-4188,-7116,2928,15164,15164,21078,21078,52495,-458979,423360,52495,-458979,423360
2016:Q1,-3404,0,-3404,0,0,-1016,-1016,-3388,-3388,4736,4736,23480,-8496,20288,-5304,41828,12080,30972,5572,-4024,20192,1196,19436,9692,9744,8824,8824,9869,9869,54960,6325,233411,54960,6325,233411
2016:Q2,11392,0,11392,0,0,1528,1528,6988,6988,3280,3280,22980,-8488,19788,-5296,53208,12084,35960,10084,-2140,20196,1192,6084,9460,-3376,8820,8820,14315,14315,55601,-130210,222633,55601,-130210,222633
