1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1988:Q1,343756,76787,42658,3875,9796,9796,0,40185,40185,0,3387,78516,88553,57433,0,31120,4071920,1298154,1083586,142092,101409,840084,700,60292,24369,129207,2773767,2421,2771346
1988:Q2,359004,78201,44704,4558,9897,9897,0,43716,43716,0,3398,81939,92590,57434,0,35156,4135331,1326524,1109191,146079,103322,859790,734,57996,25051,133552,2808808,2561,2806247
1988:Q3,372253,79028,45875,4948,10079,10079,0,47078,47078,0,3498,85529,96219,57652,0,38567,4195187,1356385,1133922,148503,106237,879182,783,57922,25860,137898,2838802,2661,2836141
1988:Q4,381797,79791,46957,5310,10318,10318,0,47846,47846,0,3522,88294,99758,58155,0,41603,4259500,1383590,1149256,149960,101157,898139,1404,63925,26761,142243,2875911,4898,2871013
1989:Q1,387312,80373,47728,5567,10655,10655,0,46631,46631,0,3181,90464,102714,59509,0,43205,4319656,1402560,1160370,151423,103536,905411,1706,65171,27852,147461,2917096,5124,2911972
1989:Q2,388602,80221,47395,5455,11129,11129,0,43064,43064,0,2785,92268,106285,61603,0,44682,4377962,1424315,1175608,156759,105185,913665,1854,64939,29234,152679,2953647,5493,2948154
1989:Q3,388403,80064,47061,5344,11605,11605,0,39090,39090,0,2716,93781,108742,63207,0,45535,4412833,1444067,1187455,160650,103855,922950,1811,66361,30543,157897,2968766,5618,2963148
1989:Q4,389833,80976,48351,5775,11946,11946,0,35146,35146,0,2784,95080,109775,63763,0,46012,4459886,1460969,1197882,162723,105565,929594,2085,66469,31417,163116,2998918,7878,2991040
1990:Q1,391230,81907,49581,6185,12183,12183,0,33520,33520,0,2588,96140,109126,63420,0,45706,4483995,1465272,1201249,162736,106969,931544,2119,67828,31781,162295,3018723,8055,3010668
1990:Q2,390875,82404,50159,6378,12347,12347,0,32654,32654,0,2516,96941,107477,61951,0,45526,4513444,1465094,1202302,165597,106292,930412,2186,67270,31863,161474,3048349,8298,3040051
1990:Q3,392457,83368,51449,6808,12452,12452,0,32004,32004,0,2443,97495,106437,60466,0,45971,4543623,1462755,1202731,166892,106556,929284,2174,65278,31919,160653,3080868,8395,3072473
1990:Q4,391493,83198,51019,6665,12512,12512,0,31052,31052,0,2417,97817,106813,60023,0,46790,4550012,1457105,1197957,166680,106389,924888,898,66417,32000,159833,3092908,3205,3089703
1991:Q1,391600,83989,50085,6353,12497,12497,0,29581,29581,0,2344,97716,109035,60765,0,48270,4534150,1453630,1191103,165655,104855,920592,814,69889,32143,159681,3080520,3117,3077403
1991:Q2,396250,85255,51375,6784,12373,12373,0,28256,28256,0,2402,97500,112305,62429,0,49876,4537230,1454357,1194246,167327,106036,920884,859,66997,32226,160029,3082873,3080,3079793
1991:Q3,395679,84504,52250,7076,12254,12254,0,26934,26934,0,2460,96420,113781,64175,0,49606,4513191,1439544,1178338,167718,105909,904710,827,65630,32372,162377,3073647,3144,3070503
1991:Q4,399537,85327,53228,7402,12249,12249,0,26024,26024,0,2599,96724,115983,65021,0,50962,4484195,1434291,1169744,166737,105376,897631,841,67752,32479,163475,3049904,4098,3045806
1992:Q1,407826,87603,56386,8456,12356,12356,0,25359,25359,0,2529,97908,117229,65265,0,51964,4469240,1433693,1162451,165571,105576,891303,828,70839,32641,166934,3035547,4130,3031417
1992:Q2,413261,88771,57853,8946,12560,12560,0,24769,24769,0,2438,99961,117963,64871,0,53092,4461517,1432026,1158199,168579,105666,883955,853,69787,32794,170393,3029491,4176,3025315
1992:Q3,422216,90651,59755,9163,13040,13040,0,24858,24858,0,2530,102668,119551,64207,0,55344,4466363,1426822,1150049,170036,104953,875059,841,70374,32956,172602,3039542,4220,3035322
1992:Q4,426184,90703,60195,9727,12976,12976,0,25169,25169,0,2528,103812,121074,64103,0,56971,4457934,1428852,1143421,169474,106320,867627,933,74065,33121,177312,3029082,4706,3024376
1993:Q1,433409,92089,61900,9449,13288,13288,0,23509,23509,0,2632,106272,124270,64491,0,59779,4486756,1421076,1131448,165010,105261,861177,959,77383,32710,178576,3065680,4694,3060986
1993:Q2,439134,92689,62434,10019,13386,13386,0,22990,22990,0,2689,107041,127886,65175,0,62711,4520132,1419334,1130991,170132,105284,855575,992,75235,32276,179840,3100798,4595,3096203
1993:Q3,444843,93173,62271,10727,13453,13453,0,22629,22629,0,2754,107576,132260,65991,0,66269,4561949,1414190,1126103,170404,105451,850249,1034,74097,31850,181105,3147759,4607,3143152
1993:Q4,453782,93935,63605,10865,15084,13600,1484,21850,21850,0,2809,108731,136902,66700,0,70202,4601681,1414031,1123465,173860,104083,845522,1263,75547,31387,182369,3187650,5479,3182171
1994:Q1,465108,97729,64735,11153,12640,11124,1516,20829,20829,0,2886,112710,142426,67230,0,75196,4662862,1417905,1122256,175714,104869,841673,1257,79327,31496,183569,3244957,5543,3239414
1994:Q2,484791,100191,65545,13097,17056,15507,1549,22635,22635,0,2946,116549,146772,67707,0,79065,4742392,1429074,1129433,182362,105436,841635,1252,77869,32000,188520,3313318,5535,3307783
1994:Q3,500683,104345,66512,13326,17707,16126,1581,22891,22891,0,3006,121182,151714,68155,0,83559,4804247,1441224,1135530,187236,105718,842576,1245,78658,32320,193471,3363023,5501,3357522
1994:Q4,516228,106272,67176,15108,19944,18330,1614,23800,23800,0,2979,125024,155925,68747,0,87178,4865945,1454047,1138806,189177,108682,840947,1048,82964,32807,198422,3411898,4880,3407018
1995:Q1,539348,111358,68800,15123,22101,20338,1763,23022,23022,0,2952,130824,165168,69821,0,95347,4920841,1472403,1147745,191612,110490,845643,1004,88932,32898,201823,3448439,4885,3443554
1995:Q2,556072,113698,69532,16149,23157,21244,1913,22669,22669,0,2922,133440,174505,70864,0,103641,4977934,1488325,1160622,197179,110801,852642,1000,88473,33006,205224,3489609,4856,3484753
1995:Q3,575317,117415,70711,16374,24763,22701,2062,22104,22104,0,2897,137647,183406,70847,0,112559,5055346,1507467,1174014,200340,112100,861575,992,90680,33156,208625,3547879,4855,3543024
1995:Q4,592473,119807,71459,17035,25838,23626,2212,21747,21747,0,2917,140320,193350,71497,0,121853,5120960,1527838,1185165,200634,114605,869926,561,96728,33358,212026,3593122,3606,3589516
1996:Q1,612796,124140,71990,16764,27372,25057,2315,21349,21349,0,2889,146401,201892,71729,0,130163,5181502,1558625,1198507,204222,116623,877662,609,106292,33834,219384,3622877,3761,3619116
1996:Q2,641318,130842,72955,17816,29511,27092,2419,20789,20789,0,2903,156103,210399,71802,0,138597,5258377,1595308,1220295,212590,117601,890104,606,113253,34412,226742,3663069,3710,3659359
1996:Q3,663173,134738,73947,18095,30298,27775,2523,20600,20600,0,2892,162696,219907,72249,0,147658,5325043,1629253,1240931,225786,115219,899926,602,118371,35249,234100,3695790,3734,3692056
1996:Q4,687208,138984,75005,19237,31177,28550,2627,20386,20386,0,3013,169841,229566,72474,0,157092,5445234,1664691,1258226,229829,118284,910112,807,128525,35675,241458,3780543,5821,3774722
1997:Q1,717014,143458,78302,20334,32878,30114,2764,19688,19688,0,3016,177235,242103,72782,0,169321,5585546,1711171,1279069,242272,119945,916852,864,137737,36794,256707,3874374,5875,3868499
1997:Q2,751849,149656,81320,20951,33624,30723,2901,19416,19416,0,3011,188027,255844,72919,0,182925,5708725,1763681,1306894,256238,119694,930962,894,147113,38074,270706,3945043,5864,3939179
1997:Q3,781544,154818,83795,22014,34613,31574,3039,19037,19037,0,3025,193636,270606,73452,0,197154,5841122,1812410,1333581,264294,125893,943393,915,154235,38974,284705,4028712,6078,4022634
1997:Q4,818226,161336,85715,22906,35411,32235,3176,18743,18743,0,3005,204925,286185,73176,0,213009,6018841,1861452,1362776,276569,125148,961058,839,160442,39941,297455,4157389,6818,4150571
1998:Q1,869952,161595,95401,24672,37258,34170,3088,20632,20632,0,3031,212329,315034,74136,0,240898,6138220,1935131,1403132,277519,127703,997910,849,166922,41243,322985,4203089,6813,4196276
1998:Q2,923986,162360,104587,27531,38855,35854,3001,22521,22521,0,3309,216784,348040,74803,0,273237,6309155,2013916,1454989,289584,130616,1034790,866,172566,40730,344765,4295239,6798,4288441
1998:Q3,987104,164643,115272,29656,39952,37039,2913,24411,24411,0,3297,227918,381954,75753,0,306201,6445910,2093106,1499548,297105,130704,1071740,873,184084,43306,365295,4352804,6710,4346094
1998:Q4,1040851,167446,126458,32573,40799,37974,2825,26299,26299,0,3045,233142,411089,76224,0,334865,6548074,2170617,1545465,302100,134578,1108788,764,190752,44061,389575,4377457,7224,4370233
1999:Q1,1086685,166203,139221,34513,40068,37275,2793,25863,25863,0,3027,241091,436699,76484,0,360215,6574900,2238657,1590849,313186,136504,1141159,850,197517,43949,405492,4336243,7424,4328819
1999:Q2,1126477,166234,152233,34727,39588,36826,2762,25271,25271,0,3032,251419,453973,76907,0,377066,6737825,2315164,1631353,320663,139047,1171643,846,206961,49595,426409,4422662,7518,4415144
1999:Q3,1176359,168775,165996,36037,39608,36878,2730,24679,24679,0,3026,263327,474911,77495,0,397416,6985333,2396694,1684180,335401,140619,1208160,908,216520,50261,444825,4588639,7637,4581002
1999:Q4,1225897,172554,179509,40708,39877,37179,2698,24087,24087,0,3031,272556,493575,77309,0,416266,7127868,2485050,1742734,351696,144124,1246913,865,225220,52989,463242,4642819,8033,4634786
2000:Q1,1290014,179677,197527,41187,40310,37675,2635,23924,23924,0,3046,288726,515617,77508,0,438109,7175937,2567321,1786736,360317,147890,1278529,843,235288,58902,485552,4608616,7778,4600838
2000:Q2,1360165,184288,216045,41462,40493,37921,2572,23760,23760,0,3018,310127,540972,77795,0,463177,7441863,2665707,1850255,384669,150720,1314866,875,248504,61712,504362,4776155,8025,4768130
2000:Q3,1418511,183887,232063,44994,41426,38917,2509,23597,23597,0,3026,327177,562341,77922,0,484419,7697744,2735223,1887939,390254,151939,1345746,983,258764,60513,527023,4962521,7939,4954582
2000:Q4,1472655,180979,247580,49393,42608,40162,2446,23434,23434,0,3065,342148,583448,77211,0,506237,7861946,2819941,1938642,402120,155047,1381475,744,266732,64640,549183,5042006,5457,5036549
2001:Q1,1513958,186196,250115,52366,44040,41329,2711,24276,24276,0,3018,342111,611836,77632,0,534204,7954359,2870062,1975208,414192,153720,1407296,779,266340,64763,562973,5084297,5309,5078988
2001:Q2,1557191,190156,252399,53986,45222,42246,2976,25115,25115,0,3496,342653,644165,78145,0,566020,8122544,2928994,2021773,427554,156869,1437351,783,264596,65078,576763,5193550,5288,5188262
2001:Q3,1589983,187852,253683,55664,45652,42412,3240,25956,25956,0,3510,343626,674041,79854,0,594187,8249502,2979772,2058413,436376,151517,1470520,818,262910,67078,590553,5269731,5396,5264335
2001:Q4,1629541,181773,254718,58981,46334,42829,3505,26797,26797,0,3517,343919,713502,79999,0,633503,8256843,3038258,2102417,445636,151745,1505036,831,261979,68689,604343,5218585,4565,5214020
2002:Q1,1647344,182469,258331,58231,46302,42831,3471,26639,26639,0,3515,348578,723279,80861,0,642418,8354466,3085250,2138106,449459,153270,1535377,843,267840,69438,609023,5269216,4603,5264613
2002:Q2,1667708,183147,261945,59241,46270,42833,3437,26482,26482,0,3530,353327,733767,82168,0,651599,8476497,3138859,2180948,457792,156023,1567133,799,273730,69679,613703,5337638,4702,5332936
2002:Q3,1685632,183820,265558,57595,46238,42835,3403,26326,26326,0,3554,358077,744465,83686,0,660779,8627504,3189301,2219549,463867,156814,1598868,767,280682,69919,618384,5438203,4766,5433437
2002:Q4,1461529,184492,269172,61325,46206,42837,3369,26167,26167,0,3570,362826,507771,84471,0,423300,8538152,3241283,2259770,469317,159866,1630587,916,287373,70160,623064,5296870,4183,5292687
2003:Q1,1473638,186023,280340,61898,46550,43351,3199,26196,26196,0,3612,356544,512475,86123,0,426352,8674107,3259903,2276204,469829,159708,1646668,871,283884,70033,628911,5414204,4204,5410000
2003:Q2,1485714,187542,291507,62471,46895,43866,3029,26226,26226,0,3632,350261,517179,87227,0,429952,8831782,3276505,2295825,473860,159281,1662684,867,275150,69905,634758,5555276,4248,5551028
2003:Q3,1497799,189065,302675,63045,47239,44380,2859,26256,26256,0,3693,343979,521848,89028,0,432820,8963219,3292252,2313293,476922,157665,1678706,814,267762,69778,640605,5670967,4253,5666714
2003:Q4,1509862,190580,313842,63618,47584,44895,2689,26284,26284,0,4165,337696,526093,89183,0,436910,9065442,3312495,2334572,479686,160163,1694723,628,261193,69650,646452,5752947,4220,5748727
2004:Q1,1592034,201120,326840,64236,49324,46220,3104,27422,27422,0,4258,344356,574479,90575,0,483904,9335154,3406954,2399966,492506,164418,1743042,638,270966,71739,663644,5928200,4211,5923989
2004:Q2,1674177,211571,339767,65004,51064,47545,3519,28561,28561,0,4264,351016,622930,91941,0,530989,9766734,3491922,2462448,500461,161551,1800436,590,274221,73827,680836,6274812,4078,6270734
2004:Q3,1756351,212034,362693,65772,52804,48870,3934,29698,29698,0,4256,357675,671419,93475,0,577944,10208293,3577416,2524377,507173,159317,1857886,573,278523,75915,698028,6630876,4035,6626841
2004:Q4,1838534,217499,380620,66541,54544,50195,4349,30836,30836,0,4209,364335,719949,93755,0,626194,10434250,3667158,2588533,512637,160563,1915332,526,284875,78004,715220,6767092,3961,6763131
2005:Q1,1936467,216641,406494,67152,56063,51689,4374,32172,32172,0,4254,380986,772706,94643,0,678063,10722963,3797809,2663856,548791,155461,1959604,552,302334,80173,750894,6925155,4193,6920962
2005:Q2,2034429,215790,432369,67763,57582,53184,4398,33509,33509,0,4052,397638,825726,95684,0,730042,11154512,3932739,2750764,590192,156651,2003920,502,312562,82342,786569,7221773,4184,7217589
2005:Q3,2132471,214968,458243,68374,59102,54679,4423,34846,34846,0,4124,414289,878525,98261,0,780264,11633688,4067178,2837106,631127,157613,2048365,513,322805,84511,822243,7566510,4044,7562466
2005:Q4,2230553,224159,474117,68985,60621,56174,4447,36182,36182,0,4125,430941,931423,99283,0,832140,11961265,4206761,2927084,670528,163688,2092868,552,334529,86680,857917,7754503,4102,7750401
2006:Q1,2344196,232812,489189,69779,60989,56213,4776,35797,35797,0,4131,440929,1010570,100275,0,910295,12170928,4351920,3027038,696844,166560,2163634,596,341285,88932,894069,7819008,4497,7814511
2006:Q2,2457889,241483,504261,70573,61358,56252,5106,35411,35411,0,4151,450917,1089734,101725,0,988009,12544863,4498889,3134256,727836,171951,2234469,534,342694,91184,930221,8045975,3779,8042196
2006:Q3,2571573,250151,519333,71367,61726,56291,5435,35024,35024,0,4247,460905,1168820,103092,0,1065728,12904578,4642982,3236616,757485,173847,2305284,562,345994,93437,966373,8261597,4024,8257573
2006:Q4,2685276,258827,534405,72160,62093,56329,5764,34638,34638,0,4297,470893,1247963,103725,0,1144238,13168597,4790114,3342402,785821,180449,2376133,630,348868,95689,1002525,8378483,4590,8373893
2007:Q1,2793041,265554,548134,72703,62724,57082,5642,36499,36499,0,4572,484579,1318277,104831,0,1213446,13334060,4937614,3456937,819380,184605,2452952,614,357432,96634,1025997,8396447,4646,8391801
2007:Q2,2900786,272275,561864,73245,63353,57834,5519,38359,38359,0,4878,498264,1388548,105917,0,1282631,13617399,5083891,3573080,856399,186942,2529740,626,363136,97580,1049469,8533508,4922,8528586
2007:Q3,3008543,279000,575593,73788,63984,58587,5397,40220,40220,0,4951,511950,1459058,107146,0,1351912,13808771,5229961,3688442,891437,190465,2606540,598,369456,98525,1072940,8578810,4641,8574169
2007:Q4,3116254,285710,589322,74330,64613,59339,5274,42081,42081,0,5006,525635,1529557,107405,0,1422152,13805717,5378302,3806850,926670,196899,2683282,663,374905,99471,1096412,8427415,4526,8422889
2008:Q1,3123740,276699,599014,74591,62642,57456,5186,41337,41337,0,5797,524893,1538767,109512,0,1429255,13435977,5501980,3890748,953763,206741,2730244,650,384456,101142,1124984,7933997,3875,7930122
2008:Q2,3131153,267663,608705,74853,60670,55572,5098,40596,40596,0,5901,524150,1548615,110552,0,1438063,13445318,5612761,3978248,986528,214636,2777084,705,377440,102812,1153556,7832556,3842,7828714
2008:Q3,3138483,258598,618396,75114,58699,53689,5010,39853,39853,0,6092,523408,1558322,112309,0,1446013,13279830,5719231,4049866,1016786,209264,2823815,735,382020,104483,1182128,7560599,3797,7556802
2008:Q4,3145717,249501,628087,75375,56728,51806,4922,39109,39109,0,6363,522666,1567888,111656,0,1456232,12964469,5823630,4125380,1046270,208751,2870360,682,380714,106154,1210699,7140840,2810,7138030
2009:Q1,3124400,243242,636894,74960,55353,50390,4963,38808,38808,0,5772,516084,1553287,108875,0,1444412,12536819,5820739,4110044,1031778,206843,2871423,644,386601,104589,1218861,6716080,2404,6713676
2009:Q2,3102956,236941,645701,74545,53978,48975,5003,38506,38506,0,5874,509502,1537909,106368,0,1431541,11975886,5800123,4079670,1003381,205725,2870563,694,389713,103024,1227023,6175763,2975,6172788
2009:Q3,3081514,230641,654508,74130,52604,47560,5044,38204,38204,0,6067,502920,1522440,104041,0,1418399,11822485,5779232,4047182,974612,202850,2869720,873,394533,101459,1235185,6043253,4240,6039013
2009:Q4,3060222,224392,663315,73714,51229,46145,5084,37902,37902,0,6341,496338,1506991,101868,0,1405123,11604110,5757987,4016242,944299,202806,2869137,900,397605,99893,1243347,5846124,4699,5841425
2010:Q1,3096850,213697,674048,74492,51844,46624,5220,38945,38945,0,6358,505596,1531871,109125,0,1422746,11675765,5740612,4006696,937120,204504,2865072,915,407490,99710,1225800,5935153,4861,5930292
2010:Q2,3133552,203029,684781,75269,52460,47104,5356,39986,39986,0,6436,514854,1556737,117306,0,1439431,12000075,5729686,3999160,935111,203024,2861026,922,416538,99527,1213539,6270389,4325,6266064
2010:Q3,3170331,192388,695514,76047,53074,47583,5491,41027,41027,0,6740,524112,1581430,124964,0,1456466,12149096,5719744,3996014,931505,207511,2856998,915,422192,99344,1201278,6429352,4783,6424569
2010:Q4,3207040,181721,706247,76824,53689,48062,5627,42070,42070,0,6721,533371,1606397,131839,0,1474558,12216809,5701607,3986717,927538,206242,2852937,939,425773,99161,1189017,6515202,5555,6509647
2011:Q1,3245678,177906,717745,77035,53965,48273,5692,40618,40618,0,6686,552763,1618959,129549,0,1489410,12268195,5690258,3967085,920398,205576,2841112,926,439185,99307,1183755,6577936,5890,6572046
2011:Q2,3280521,174083,729242,77247,54240,48484,5756,39167,39167,0,6815,568384,1631343,129038,0,1502305,12313006,5682959,3948845,917499,199705,2831641,957,455211,99453,1178493,6630047,6066,6623981
2011:Q3,3315303,170239,740740,77458,54515,48695,5820,37715,37715,0,6978,584006,1643652,127943,0,1515709,12398915,5675793,3930604,913984,194493,2822127,1008,471353,99599,1173230,6723122,5324,6717798
2011:Q4,3350030,166376,752237,77670,54791,48906,5885,36264,36264,0,7011,599627,1656054,127240,0,1528814,12541427,5671083,3921230,910331,198410,2812489,1075,481066,99745,1167968,6870343,6017,6864326
2012:Q1,3411103,171268,764757,78423,55844,49910,5934,35661,35661,0,7092,601243,1696815,130143,0,1566672,12604229,5727404,3959775,923241,200113,2836421,1016,484057,101647,1180909,6876824,6626,6870198
2012:Q2,3472097,176132,777276,79177,56898,50914,5984,35057,35057,0,7006,602859,1737691,134378,0,1603313,12826400,5790471,4004798,942629,201917,2860253,1071,487204,103549,1193849,7035929,6718,7029211
2012:Q3,3533008,180968,789796,79930,57952,51918,6034,34453,34453,0,7107,604475,1778326,138191,0,1640135,13129999,5851111,4047216,958637,204654,2883925,1061,490593,105451,1206790,7278888,6929,7271959
2012:Q4,3593800,185763,802315,80684,59005,52922,6083,33851,33851,0,7162,606092,1818927,142910,0,1676017,13309054,5913045,4092540,974774,210284,2907482,1002,492419,107353,1219731,7396009,6848,7389161
2013:Q1,3659606,178768,815196,81190,59133,53481,5652,34101,34101,0,7118,617910,1866190,135877,0,1730313,13461479,5954761,4110278,974038,209640,2926600,1016,505138,108146,1230182,7506718,7597,7499121
2013:Q2,3725359,171754,828077,81696,59263,54041,5222,34350,34350,0,7382,629728,1913109,129958,0,1783151,13872868,6002438,4138365,982764,209841,2945760,1006,513494,108940,1240633,7870430,7701,7862729
2013:Q3,3790998,174701,830958,82202,59392,54600,4792,34599,34599,0,7637,641546,1959963,123497,0,1836466,14282634,6048862,4164856,989732,210258,2964866,1075,522113,109733,1251085,8233772,8615,8225157
2013:Q4,3856686,177667,833839,82707,59520,55159,4361,34848,34848,0,7752,653364,2006989,116712,0,1890277,14450515,6096892,4197016,996503,216534,2983979,1077,526736,110527,1261536,8353624,9480,8344144
2014:Q1,3950237,194978,837761,83440,59946,55668,4278,34753,34753,0,8027,658708,2072624,119300,0,1953324,14516249,6185535,4260053,1012116,217780,3030158,1030,531200,112239,1281013,8330714,9022,8321692
2014:Q2,4043761,212279,841682,84172,60373,56178,4195,34659,34659,0,8107,664053,2138435,123094,0,2015341,14874515,6280491,4330069,1035409,218411,3076249,1096,534885,113951,1300490,8594024,9818,8584206
2014:Q3,4137419,229628,845604,84904,60800,56688,4112,34564,34564,0,8285,669397,2204238,126724,0,2077514,15237079,6375238,4400611,1057761,220277,3122573,1180,537817,115663,1319967,8861841,9769,8852072
2014:Q4,4231308,247053,849525,85636,61226,57197,4029,34470,34470,0,8500,674742,2270156,129399,0,2140757,15548629,6472826,4478818,1081736,227743,3169339,1460,535730,117374,1339444,9075803,12738,9063065
2015:Q1,4308462,248818,852339,86252,62471,58363,4108,36234,36234,0,8592,673851,2339905,126064,0,2213841,15792119,6532689,4531284,1091951,225994,3213338,1617,536508,118665,1344615,9259430,13828,9245602
2015:Q2,4385838,250658,855153,86869,63717,59529,4188,38000,38000,0,8718,672961,2409762,124025,0,2285737,16148614,6599359,4595848,1110366,227674,3257808,1742,532029,119955,1349785,9549255,14517,9534738
2015:Q3,4463353,252546,857967,87485,64961,60694,4267,39764,39764,0,8867,672070,2479692,122175,0,2357517,16374255,6665823,4660470,1127440,230341,3302690,1777,527375,121245,1354956,9708432,13862,9694570
2015:Q4,4540881,254438,860781,88102,66206,61860,4346,41528,41528,0,9017,671180,2549629,119229,0,2430400,16482829,6729586,4725378,1144804,232950,3347624,1860,519685,122536,1360127,9753242,15306,9737936
2016:Q1,4638610,266901,868590,88750,66674,62137,4537,41030,41030,0,9103,690367,2607195,118224,0,2488971,16579833,6889788,4815459,1171374,229711,3414374,1911,536912,125038,1410468,9690045,16371,9673674
2016:Q2,4732159,276726,874808,89397,67143,62415,4728,40533,40533,0,9487,709554,2664511,117688,0,2546823,17003837,7056882,4914155,1202694,230147,3481314,2185,552192,127541,1460809,9946955,18548,9928407
2016:Q3,4829325,278828,892398,90045,67612,62692,4920,40036,40036,0,9773,728741,2721892,117633,0,2604259,17338284,7224468,5008992,1233647,227138,3548207,2537,571744,130044,1511151,10113815,21379,10092436
2016:Q4,4923780,279242,908984,90692,68081,62970,5111,39538,39538,0,9760,747928,2779556,116220,0,2663336,17514513,7394001,5111839,1263030,233777,3615032,2676,585448,132547,1561492,10120512,22941,10097571
2017:Q1,5075846,285647,930771,92866,69824,64482,5342,41645,41645,0,9954,761681,2883458,115587,0,2767871,17676112,7534777,5222429,1291102,233787,3697540,2596,588465,133698,1587589,10141335,23208,10118127
2017:Q2,5229718,292419,953888,95172,71566,65994,5572,43750,43750,0,10158,775435,2987330,117419,0,2869911,18317449,7681479,5338943,1326045,232945,3779953,2494,591507,134849,1613686,10635970,23032,10612938
2017:Q3,5383592,299192,977005,97479,73310,67507,5803,45854,45854,0,12227,789188,3089336,121600,0,2967736,18557659,7826370,5453278,1358817,232093,3862368,2304,595005,136000,1639783,10731289,22324,10708965
2017:Q4,5537477,305969,1000122,99785,75053,69019,6034,47959,47959,0,12312,802942,3193335,120253,0,3073082,18887958,7972684,5574077,1390361,238892,3944823,2367,593208,137151,1665881,10915274,24396,10890878
2018:Q1,5614439,308832,1012069,100977,75242,69311,5931,48220,48220,0,12073,815351,3241674,119292,0,3122382,19087408,8070542,5641517,1405473,239994,3996050,3346,594631,141763,1689285,11016866,35380,10981486
2018:Q2,5691450,311712,1024016,102169,75432,69604,5828,48481,48481,0,12361,827761,3289518,119414,0,3170104,19405259,8176049,5714435,1427812,239133,4047490,4266,598282,146376,1712690,11229210,49784,11179426
2018:Q3,5768427,314582,1035963,103361,75620,69896,5724,48742,48742,0,12487,840170,3337502,120152,0,3217350,19659652,8283052,5788061,1448779,240380,4098902,7080,600828,150989,1736094,11376600,89283,11287317
2018:Q4,5845407,317450,1047910,104553,75809,70188,5621,49004,49004,0,12486,852580,3385615,118941,0,3266674,19725592,8386988,5865841,1467868,247665,4150308,7098,598949,155601,1759499,11338604,79625,11258979
2019:Q1,5877179,320920,1056793,105440,75822,70658,5164,49433,49433,0,12454,830240,3426078,120736,0,3305342,19999540,8426354,5891656,1469953,249574,4172129,6801,585105,157298,1785495,11573185,89501,11483684
2019:Q2,5908946,324388,1065677,106326,75834,71128,4706,49861,49861,0,12577,807901,3466382,123651,0,3342731,20437345,8468952,5921928,1477100,250950,4193878,6742,569798,158994,1811491,11968393,92616,11875777
2019:Q3,5940682,327847,1074560,107212,75846,71597,4249,50289,50289,0,12755,785561,3506612,126000,0,3380612,20599829,8511057,5945715,1481031,249190,4215494,7155,560009,160690,1837488,12088772,100458,11988314
2019:Q4,5972373,331289,1083444,108099,75859,72067,3792,50718,50718,0,12746,763222,3546996,128887,0,3418109,20713994,8553264,5978452,1484515,256980,4236957,6985,541957,162386,1863484,12160730,108079,12052651
2020:Q1,6186892,342938,1128980,113160,76342,72356,3986,51375,51375,0,12620,807374,3654102,129899,0,3524203,21081581,8793132,6060354,1478639,262963,4318752,6607,574245,164281,1987644,12288450,84060,12204390
2020:Q2,6522030,380099,1212812,118221,76826,72645,4181,52033,52033,0,12798,851525,3817716,132399,56852,3628465,21547158,9122666,6266617,1566393,304107,4396117,6370,608130,166175,2075374,12424493,100245,12324248
2020:Q3,6767285,370674,1226933,123283,77309,72933,4376,52692,52692,0,12978,895677,4007740,135643,140135,3731962,22223797,9367944,6381332,1581367,332731,4467234,6179,642909,168070,2169454,12855853,106066,12749787
2020:Q4,7010103,391313,1286184,128344,77792,73222,4570,53350,53350,0,12973,939828,4120319,135818,145837,3838664,22851171,9630779,6504047,1586139,353503,4564405,5687,673356,169965,2277724,13220392,117237,13103155
2021:Q1,7157682,401522,1296009,129100,75122,70527,4595,52911,52911,0,13004,959844,4230170,140144,118582,3971444,23387607,9836332,6596980,1586416,365757,4644807,5654,690633,178041,2365024,13551275,122554,13428721
2021:Q2,7338289,416381,1310881,129486,75318,70698,4620,52472,52472,0,13557,979861,4360333,144458,112111,4103764,24381435,10067139,6661670,1528705,407554,4725411,5386,711642,186117,2502324,14314297,135777,14178520
2021:Q3,7505483,435658,1332208,130052,74500,69856,4644,52033,52033,0,13765,999877,4467389,151063,82199,4234127,25359572,10273189,6713196,1487261,420005,4805929,5361,730814,194194,2629624,15086383,132691,14953692
2021:Q4,7708975,469524,1381552,130702,75949,71280,4669,51594,51594,0,14240,1019894,4565520,152924,43519,4369077,26167957,10568089,6889372,1555842,429094,4904435,5323,741700,202270,2729424,15599868,144603,15455265
2022:Q1,7812271,500498,1425128,131338,72294,67476,4818,52754,52754,0,14270,1030681,4585308,153262,21441,4410605,26751405,10722602,7009175,1572604,450572,4985999,5358,754453,205213,2748402,16028803,137001,15891802
2022:Q2,7890713,512784,1424715,133791,74318,69425,4893,53905,53905,0,14333,1048001,4628866,157011,9732,4462123,27512087,10872386,7133818,1597963,456781,5079073,5275,763523,208734,2761036,16639702,113000,16526702
2022:Q3,7954692,507070,1423943,135360,75788,70852,4936,54641,54641,0,15219,1059080,4683591,161241,3711,4518639,27589320,10966831,7212759,1608125,459203,5145431,5488,771732,211037,2765816,16622488,105826,16516662
