1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1966:Q2,1370453,13855,0,5822,0,26042,6053,3671,0,3901,331186,9951,131478,12233,59184,118340,557436,113634,64407,295811,83584,86,101244,4000,512,0,0,2766,313879,1393576,1289234,23482,188986,332311,0,2364,49535,13684,18413,17438,27733,21255,6478,395,35429,101120,455635,390,1516,70338,104342,100041,4301
1966:Q3,1377310,13806,0,5930,0,26526,6050,3799,0,4379,334016,11187,131764,11619,59848,119598,559958,110787,63807,300552,84812,87,91249,4086,530,0,0,2832,324062,1391221,1298495,26507,182594,334584,0,2624,51201,14061,19278,17862,25408,17885,7523,397,32224,102251,464852,400,1574,73879,92726,88360,4366
1966:Q4,1414794,13977,0,6161,0,27927,6564,3952,0,4834,344177,12220,137933,11970,59718,122336,572371,116906,65401,304027,86037,89,99218,4161,554,0,0,2898,327911,1445030,1332526,28162,193589,339785,0,2858,54210,15662,20218,18330,27688,20715,6973,372,34829,103448,475291,410,1741,70143,112504,108209,4295
1967:Q1,1441289,13235,0,6348,0,25878,6465,4079,0,5342,355653,14511,140507,12990,62709,124936,571433,114065,65255,306813,85300,92,113385,4245,585,0,0,2964,331585,1475851,1354610,23994,185764,353136,0,3633,55925,17557,19738,18630,24183,18190,5993,375,39280,104689,486787,420,2193,74231,121241,116897,4344
1967:Q2,1472987,13629,0,6456,0,25757,6619,4244,0,6022,360371,15127,136503,14260,66407,128074,584762,118872,66492,311890,87508,95,116972,4318,622,0,0,3031,340089,1503626,1385950,24597,191704,364444,0,4444,55073,17537,19273,18263,24318,18717,5601,375,40429,105902,498099,430,1385,74750,117676,113318,4358
1967:Q3,1508257,13723,0,6604,0,27697,6710,4450,0,5964,371419,14870,142645,14258,67824,131822,592124,117645,66920,318337,89222,97,125682,4389,662,0,0,3100,345636,1550206,1419878,28769,194463,372564,0,4730,55379,17677,19231,18471,25909,19714,6195,375,43249,107124,509267,440,1563,76046,130328,125944,4384
1967:Q4,1557897,13526,0,6628,0,29647,6903,4734,0,5934,382973,15246,147483,15214,70160,134870,618398,133476,69392,324516,91014,100,127009,4466,700,0,0,3176,353703,1583101,1460978,30826,208909,380398,0,5006,58047,18411,20338,19298,27879,21298,6581,392,44308,108333,519848,450,1548,75034,122123,117648,4475
1968:Q1,1564588,11967,0,6799,0,30216,6643,4810,0,6644,390704,17325,148286,16121,71766,137206,612948,122267,70379,329246,91056,104,118253,4573,734,0,0,3247,366946,1599776,1476900,30750,197643,389189,0,5731,61103,20024,21631,19448,24564,18664,5900,392,41949,109533,532748,460,1846,80992,122876,118342,4534
1968:Q2,1612130,11315,0,6708,0,28882,7033,4948,0,6787,393304,16762,147641,16545,73372,138984,634956,128992,75606,335671,94687,106,137246,4660,762,0,0,3317,372106,1671544,1519298,32558,204932,393619,0,6565,63102,20440,23215,19447,28199,19532,8667,393,47493,110725,548249,480,1551,81432,152246,147639,4607
1968:Q3,1656667,11576,0,6741,0,32408,7464,5204,0,7828,405864,17748,152944,17281,76348,141543,644871,129278,75688,341861,98044,109,144365,4716,798,0,0,3391,381332,1733448,1562209,37467,208196,403163,0,7041,63258,20418,23455,19385,30635,20162,10473,398,49914,111922,561968,500,1789,85958,171239,166789,4450
1968:Q4,1707694,12370,0,6795,0,32724,7817,5488,0,8702,413683,17720,154100,17981,79689,144193,669413,140129,78347,349261,101676,113,150965,4809,858,0,0,3476,390481,1762081,1611176,37155,224018,413743,0,7515,65396,21396,24105,19895,33600,23180,10420,410,51232,113135,576138,510,1708,86616,150905,146483,4422
1969:Q1,1721058,12387,0,6826,0,31587,7640,5434,0,9508,411640,19855,147032,18401,79973,146379,674954,138544,78540,355318,102552,115,146964,5847,940,0,0,3572,403644,1765921,1624133,38879,210242,416259,0,9360,68652,24053,25344,19255,28411,21597,6814,412,50339,114361,591283,520,2113,93302,141788,136385,5403
1969:Q2,1764328,12142,0,6736,0,29587,7341,5772,0,10009,413216,21499,143201,18619,81525,148372,701802,146765,84947,363148,106942,120,145913,6863,1046,0,0,3680,420101,1799552,1666493,43721,219617,416556,0,11215,73363,26817,27760,18786,32993,23309,9684,415,48052,115594,607266,540,1666,95495,133059,126673,6386
1969:Q3,1791606,12667,0,6761,0,33297,7558,6029,0,11633,415426,24713,140231,18741,81447,150294,712447,143920,89227,370022,109278,123,142720,7858,1159,0,0,3792,430136,1833169,1693949,42831,216516,411224,0,13077,80268,29985,30705,19578,29660,21507,8153,418,47940,116841,622639,560,1958,110017,139220,131889,7331
1969:Q4,1839206,12273,0,6848,0,33028,7726,6206,0,13057,424417,26658,144268,19604,81238,152649,733660,153314,93600,375254,111492,127,146295,8894,1265,0,0,3898,441512,1876579,1739844,45293,232072,413205,0,14777,87451,32750,33849,20852,35346,23406,11940,379,47588,118107,638481,580,1894,104671,136735,128581,8154
1970:Q1,1867842,12478,400,6900,0,33299,7415,6402,0,14101,430013,31632,139158,20733,82696,155794,734020,146427,97522,379827,110244,132,145306,9990,1371,0,0,4011,462004,1907086,1767631,43656,218688,417227,0,15278,94711,36646,37777,20288,32406,21179,11227,381,48369,119379,659498,590,2562,114886,139455,130509,8946
1970:Q2,1894825,11988,400,6986,0,31973,7267,6706,0,14109,439316,32201,140114,21539,85427,160035,753903,152395,102799,386061,112648,135,117531,11033,1486,0,0,4127,487865,1908938,1798175,42844,226812,429357,0,15746,98122,38090,39535,20497,34149,22559,11590,383,39201,120642,675440,600,1980,112899,110763,100859,9904
1970:Q3,1944888,11742,400,7074,0,34364,7392,6913,0,18079,450348,28505,147221,23414,88819,162389,763106,155114,100411,393416,114165,142,136842,12966,1591,0,0,4246,489683,1971088,1844422,44113,227870,449677,0,16179,96501,33786,41547,21168,35978,23691,12287,386,44172,121947,695919,600,2360,108720,126666,114930,11736
1970:Q4,2013395,10914,400,7149,0,35793,7947,7194,0,20140,470477,26504,157227,26365,93798,166583,778754,161869,100224,401492,115169,146,153635,14906,1666,0,0,4370,499904,2042536,1906782,41568,244823,468066,0,16722,99695,33067,43634,22994,39817,25638,14179,384,46812,123341,715874,610,2479,106591,135754,122178,13576
1971:Q1,2069087,10670,400,7270,0,36103,7855,7485,0,20323,483203,25784,159369,27996,98861,171193,784024,157893,101807,409376,114948,150,176418,15974,1713,0,0,4443,513056,2109701,1957144,39839,230658,497652,0,18603,99900,31607,43805,24488,37264,25096,12168,388,52687,124823,738802,620,2935,112973,152557,138014,14543
1971:Q2,2121644,10355,400,7420,0,35179,7938,7648,0,20233,489464,24716,156583,31199,102605,174361,809426,164977,104050,421208,119191,156,180488,16995,1731,0,0,4471,529740,2156015,2007758,37573,245007,515222,0,20520,101014,31767,44496,24751,35822,26302,9520,391,52961,126389,760635,630,2307,109287,148257,132791,15466
1971:Q3,2175017,10078,400,7547,0,36433,8320,7927,0,22879,495002,25137,154699,32592,106154,176420,829618,165434,105056,435583,123545,163,187288,18938,1739,0,0,4521,544164,2213752,2058212,37329,243171,530321,0,22511,105304,32477,47004,25823,34346,25202,9144,397,52214,128000,782401,650,2543,119025,155540,138251,17289
1971:Q4,2256855,10073,400,7627,0,39711,8679,8155,0,25558,514875,24671,162890,34959,110375,181980,857587,172894,106704,449772,128217,168,200051,20016,1750,0,0,4661,557544,2296897,2135276,38457,262871,549909,0,24732,110786,33847,49537,27402,39275,27742,11533,442,55446,129621,804816,670,2443,115808,161621,143192,18429
1972:Q1,2316072,9528,400,7895,0,40224,8329,8305,0,26656,525820,25109,162504,38145,113819,186243,874146,173818,108831,462068,129429,175,214868,21185,1763,0,0,4895,571883,2362507,2189331,35824,249984,574870,0,28371,114166,34142,50993,29031,36687,28599,8088,445,57548,131260,831235,690,2660,125591,173176,153712,19464
1972:Q2,2384349,10350,400,8066,0,37710,8684,8624,0,27056,532626,24108,159643,40832,117050,190993,911134,183464,112314,479146,136210,181,217434,22276,1765,0,0,5229,592814,2426003,2256891,35587,258173,595775,0,31366,117705,33380,53633,30692,38717,30316,8401,448,56656,132927,857644,710,2062,129121,169112,148678,20434
1972:Q3,2446417,10432,400,8200,0,40116,8918,9006,0,29961,538696,24028,157352,42934,119899,194483,938049,186789,112830,497229,141201,189,221560,24268,1776,0,0,5574,609272,2491545,2313874,34677,260034,616463,0,33308,120377,32919,55368,32090,39966,32618,7348,450,56209,134620,883721,730,2398,130921,177671,155404,22267
1972:Q4,2552441,10524,400,8313,0,40250,9764,9504,0,32104,556701,23367,165425,46410,122126,199373,984862,202517,118083,517133,147129,196,242383,26298,1811,0,0,5842,623489,2596124,2411946,33006,286955,638377,0,34930,127190,34720,57946,34524,48570,37882,10688,509,58926,136343,910634,750,2450,133306,184178,159796,24382
1973:Q1,2596498,10334,400,8420,1000,39911,9292,9013,0,35287,559642,23626,162510,48368,123172,201966,1017772,213491,120742,532328,151211,204,226417,27883,1876,0,0,6050,642997,2611344,2450539,31233,271668,670281,0,40862,131929,35109,60706,36114,43926,35197,8729,507,52843,138104,924937,760,3043,140446,160805,134763,26042
1973:Q2,2660527,10321,400,8531,1000,36302,9400,9494,0,36518,567739,25372,158963,52575,125305,205524,1067413,226429,127511,554428,159045,212,211860,29152,1969,0,0,6218,663998,2657242,2512189,26731,282316,689939,0,44333,140773,37063,67199,36511,48336,35775,12561,511,48013,139911,939226,770,2383,148947,145053,117621,27432
1973:Q3,2740970,10334,400,8614,2500,48191,9571,8689,0,38294,574272,26996,156525,56215,127177,207359,1104386,232673,132566,573802,165345,222,232338,29739,2072,0,0,6359,664989,2745847,2579108,42208,272644,704776,0,47738,150981,39558,73728,37695,50097,35151,14946,518,51927,141728,956495,780,2635,156581,166739,138629,28110
1973:Q4,2804362,11491,400,8716,2500,42105,10338,9191,0,41013,596698,30791,164191,59655,131457,210604,1138730,242085,135285,590973,170387,231,210792,30982,2165,0,0,6485,692525,2793501,2645143,31196,304731,716793,0,50921,159030,41672,77877,39481,56035,37315,18720,581,46635,143515,968997,790,2608,163311,148358,118746,29612
1974:Q1,2855979,11487,400,8813,3000,42374,9714,9276,0,46148,605642,34246,161920,62196,133960,213320,1157384,245131,138954,604095,169204,241,212927,33054,2246,0,0,6639,706634,2839671,2691261,35254,283558,742706,263,55599,164980,45708,79586,39686,50449,34374,16075,569,44521,145264,993021,810,3125,171142,148410,116805,31605
1974:Q2,2930558,11575,400,8924,3000,43948,9828,10159,0,49213,616212,38421,158197,65223,136930,217441,1208819,262935,150385,621220,174279,252,194909,35235,2311,0,0,6764,729009,2881910,2763820,34344,293328,765395,570,61542,174988,48184,85523,41281,54822,34045,20777,567,40662,146969,1015113,830,2453,172237,118090,84266,33824
1974:Q3,2968939,11734,400,9069,3500,52676,10156,10897,0,52319,628532,43728,159516,67536,136482,221270,1236765,268407,155868,634007,178483,263,146209,37242,2393,0,0,6885,759899,2913519,2815939,44795,287857,776619,1386,63110,189742,52702,93585,43455,56243,32317,23926,566,32320,148697,1033307,850,2747,177700,97580,61798,35782
1974:Q4,3032645,11571,400,9252,3500,39783,10998,12541,0,54828,646836,46493,165433,70677,138595,225638,1260819,277743,161957,642552,178567,275,163687,38610,2523,0,0,7020,770002,2974897,2872001,27362,311687,795472,2379,64751,200099,55119,97897,47083,58528,32596,25932,563,35152,150519,1059952,870,2693,161974,102896,65825,37071
1975:Q1,3104540,11601,400,9453,4000,43975,10746,13567,0,57125,681485,58539,175947,73648,138773,234578,1249226,264601,160775,649509,174341,287,197593,40681,2700,0,0,7182,774519,3052621,2933874,27665,290899,822810,3620,66266,204440,55480,100492,48468,49962,28063,21899,597,40968,152422,1092910,890,3141,177284,118747,79618,39129
1975:Q2,3180441,11617,500,9687,4000,38412,11053,14319,0,59794,707487,54898,188215,76775,141425,246174,1265997,265422,165768,661236,173571,301,232054,42961,2927,0,0,7359,771973,3132346,3000353,12674,311273,844694,3661,67862,205379,54637,101625,49117,50190,28554,21636,619,46061,154392,1126405,910,2278,173955,131993,90706,41287
1975:Q3,3223652,11629,500,9934,4000,44339,11118,14444,0,49420,725803,52748,201985,79578,143122,248370,1277504,259340,165782,673814,178568,315,205958,45348,3170,0,0,7526,812644,3166218,3050746,25219,306694,861883,3708,60366,207812,53028,103741,51043,45219,24810,20409,640,40876,156412,1151947,930,2446,186594,115472,71935,43537
1975:Q4,3316584,11655,500,10218,4200,42221,12223,16039,0,55107,754393,52933,214330,83421,146332,257377,1304180,264307,169921,686836,183116,332,221274,47819,3395,0,0,7668,825360,3256853,3135996,14136,331096,884715,3645,60935,220216,56429,107292,56495,49069,24943,24126,651,43034,158463,1181733,950,2437,184916,120857,74896,45961
1976:Q1,3388535,12140,500,10403,4200,41571,11813,16352,155,55628,785400,53729,227926,87380,147119,269246,1311099,254363,172263,702210,182263,347,250770,49473,3389,0,0,7925,827370,3335164,3197693,14177,313780,914589,3712,65948,223903,56795,110181,56927,45926,23838,22088,674,46920,160550,1206062,970,2978,197504,137471,90401,47070
1976:Q2,3466896,12718,500,10558,4300,43332,12299,17048,89,56452,808308,55505,235731,89600,152450,275022,1358819,262515,183810,723043,189451,363,251564,50972,3620,0,0,8232,827722,3413702,3274707,10581,332432,936971,3430,69156,230134,57290,113572,59272,46123,25434,20689,714,47003,162676,1226048,990,2615,205834,138995,90604,48391
1976:Q3,3540111,12194,800,10685,4300,45140,11910,17493,99,59179,832207,54636,248363,93682,154790,280736,1387512,260461,185068,745335,196648,380,251529,52610,3878,0,0,8559,841636,3485541,3343602,15997,329121,957201,3421,78250,236548,57618,117855,61075,45456,24739,20717,754,45799,164844,1246623,1010,2846,215732,141939,92196,49743
1976:Q4,3641759,11743,1200,10820,4400,39905,12708,18458,305,71062,857682,58678,260159,93327,159448,286070,1435530,272450,192728,767372,202980,401,255517,54805,4110,0,0,8878,854235,3584577,3435267,982,356209,992370,3404,84978,248215,62458,121934,63823,53934,29476,24458,815,46510,167059,1268575,1030,2960,208226,149310,97363,51947
1977:Q1,3712990,11668,1200,10939,4400,42069,11879,19289,490,69491,879284,61398,262967,99343,163789,291787,1462773,273370,196494,787136,205773,422,239700,56796,4270,0,0,9193,889127,3651597,3507151,2584,338423,1030758,3460,90371,256789,63901,127536,65352,43190,26887,16303,857,43037,169307,1296300,1050,3111,227914,144446,90901,53545
1977:Q2,3835891,11656,1200,11081,4500,41151,12377,20751,352,74361,906851,67804,264300,102801,171595,300351,1524494,282560,205624,818453,217857,443,249016,58481,4355,0,0,9510,905312,3772167,3622475,1729,356834,1055163,3443,95190,270769,68316,132651,69802,46153,27735,18418,888,45901,171572,1325778,1070,3355,244630,149692,94700,54992
1977:Q3,3929141,11638,1200,11206,4500,38527,12599,22019,377,76592,927323,68618,266037,105760,178500,308408,1584290,289318,214530,851900,228542,465,242058,60211,4363,0,0,9836,921937,3862386,3713715,615,361938,1084311,3463,100781,278239,68365,138434,71440,48490,31208,17282,917,45617,173908,1353912,1090,3631,256803,148671,92428,56243
1977:Q4,4054067,11714,1250,11331,4600,44867,13730,23393,490,83761,953067,74399,267478,110112,182427,318651,1650519,301003,226173,884809,238534,489,246390,63635,4346,0,0,10176,930309,3979639,3827232,-4330,386279,1116191,3887,102149,296442,75134,145000,76308,61352,35320,26032,937,45491,176369,1381895,1100,3884,255586,152407,93293,59114
1978:Q1,4135483,11763,1250,11441,4700,42586,12702,25988,631,82962,968623,75206,264713,114571,186326,327807,1688769,306631,230372,909353,242413,508,239724,65377,4355,0,0,10530,963574,4059360,3907083,-6792,359949,1154015,5620,115836,306336,75985,152133,78218,54774,31000,23774,957,44493,178972,1414822,1120,4105,272876,152277,91560,60717
1978:Q2,4294237,11736,1250,11565,2738,44554,13196,30301,641,83824,1005627,81886,272914,118854,193623,338350,1770167,323273,243032,944390,259472,526,264887,67821,4356,0,0,10897,970151,4219187,4056369,-2030,386993,1178943,6959,116775,323761,80809,161890,81062,63960,34398,29562,998,46687,181734,1450915,1140,4422,295112,162818,99772,63046
1978:Q3,4429441,11662,1300,11683,2776,44055,13785,33365,843,83150,1030149,81756,274633,125540,200464,347756,1836620,329149,253783,981184,272504,546,293706,69413,4321,0,0,11274,980793,4353142,4178995,4346,393217,1208808,8407,119629,332299,79545,171023,81731,69301,34332,34969,1036,48619,184531,1488329,1160,4727,314586,174147,109610,64537
1978:Q4,4573780,13248,1300,11831,2945,54381,14920,35373,1270,91989,1055526,91479,269862,130551,208659,354975,1911225,345295,264524,1018057,283349,567,281574,72024,4352,0,0,11656,1009599,4484817,4315987,843,418994,1237393,10808,116893,355149,89077,181673,84399,80720,35988,44732,1079,46050,187237,1521371,1190,4839,333421,168830,102048,66782
1979:Q1,4690858,15212,1300,12158,4782,49359,13697,37942,1299,98363,1085679,99838,274588,135378,213232,362643,1952867,350854,267811,1046427,287775,589,301317,73773,4541,0,0,12107,1025873,4605686,4428312,14691,387756,1265973,18020,139684,374034,94963,192981,86090,70251,33066,37185,1146,47697,189887,1563530,1240,4952,349451,177374,108966,68408
1979:Q2,4855869,14232,1800,12525,6712,49161,14606,40080,1653,110298,1116322,112296,276999,141454,216495,369078,2038930,370730,283718,1083796,300686,612,306929,75207,4891,0,0,12605,1049306,4774168,4585509,18043,415798,1274919,25915,156438,394822,104595,203065,87162,81248,38386,42862,1270,48943,192517,1601859,1270,5035,367432,188659,118528,70131
1979:Q3,5012043,12731,1800,12825,7903,46508,14774,44700,2126,117015,1152183,121769,278862,148286,223806,379460,2126595,388907,299982,1123449,314257,636,328911,77994,5390,0,0,13113,1046839,4926533,4727679,17417,430624,1307219,34194,160416,411002,109697,214285,87020,87816,39469,48347,1393,51166,195111,1641008,1300,5077,383936,198854,125784,73070
1979:Q4,5148683,13628,1800,13091,8054,56501,16725,49140,2755,122707,1172289,126987,278485,155713,229035,382069,2191107,400076,309522,1156074,325435,661,323900,81635,12341,0,0,13591,1068758,5054257,4859425,22089,455847,1327119,45214,148162,436768,115914,230300,90554,97054,39312,57742,1563,51789,197650,1683912,1340,4986,385932,194832,117667,77165
1980:Q1,5249079,13478,2968,13352,10339,53787,16304,51673,3010,112893,1217628,136827,294624,159398,231704,395075,2229325,404877,319248,1180861,324339,688,310691,83024,13139,0,0,14081,1102699,5134987,4958700,28616,425256,1354540,61292,152080,456424,119384,244249,92791,92019,37371,54648,1708,53772,200140,1723943,1400,5031,402479,176287,98772,77515
1980:Q2,5407352,13480,3018,13523,10861,54042,16818,55497,3467,130839,1272399,145645,307343,170715,238875,409821,2237622,396676,322999,1198295,319652,717,348648,98825,14000,0,0,14581,1119015,5318841,5101951,26,447411,1373045,77827,172214,472060,122437,252892,96731,93889,37280,56609,1855,59434,202584,1779480,1500,5180,415446,216890,123128,93762
1980:Q3,5543216,13374,3268,13653,13199,49647,16010,59075,4509,132043,1303953,143409,318685,179358,247032,415469,2292803,408252,335785,1225468,323298,745,383858,102085,15541,0,0,15080,1124373,5450940,5225415,-13472,462161,1407456,79901,175436,483039,123806,260435,98798,98593,35991,62602,2075,66091,204983,1833378,1600,5297,418877,225525,128290,97235
1980:Q4,5730105,16206,2518,13832,12625,53560,17431,61407,5056,149351,1329565,145354,319210,189331,252551,423119,2372413,437838,351857,1254225,328493,776,409816,103041,16828,0,0,15575,1150105,5633384,5404483,-17998,477520,1470070,76415,179104,502668,128839,273885,99944,112603,38699,73904,2482,70395,207333,1883717,1700,5221,433253,228901,129471,99430
1981:Q1,5851869,18170,2818,14004,16955,47390,16359,70537,6264,145399,1388224,158805,349612,198955,252826,428026,2385840,434948,353215,1271608,326069,808,415704,107130,17327,0,0,16189,1182751,5761001,5520499,-27065,462785,1489864,114223,202595,513121,136284,280643,96194,103308,36112,67196,2457,71227,209657,1932661,1800,5043,438823,240502,137584,102918
1981:Q2,6012643,17541,3068,14158,22866,45714,16139,72393,8392,150535,1421595,177700,343554,208079,256536,435726,2460499,458125,373072,1296517,332785,840,410249,111799,16878,0,0,16879,1223098,5933357,5678663,-26264,477238,1510561,129871,203666,539736,147180,294249,98307,113885,41327,72558,2637,71535,211972,1981569,1900,4812,455545,254694,146949,107745
1981:Q3,6173700,16679,3318,14313,29519,51747,17093,80652,10784,161380,1466658,196149,349804,220713,260298,439694,2531268,475338,395676,1317299,342955,877,373646,118132,14917,0,0,17583,1265134,6089472,5847444,-17959,479367,1543013,164470,207484,569316,158401,311089,99826,121770,40834,80936,2817,65157,214202,2026229,2000,4590,464988,242028,128187,113841
1981:Q4,6391795,16241,3318,14482,31880,47236,17382,86831,13279,206699,1517412,198830,381402,224089,265039,448052,2598536,510908,407562,1332531,347535,915,402378,123861,14570,0,0,18117,1278658,6317282,6057631,-49281,505546,1608628,186305,250633,586205,161519,319417,105269,131507,43354,88153,3043,68834,216270,2083971,2100,4464,459406,259651,139924,119727
1982:Q1,6486207,16063,3568,14637,37928,47521,15040,87278,14300,189868,1575643,206952,404547,239749,267199,457196,2618246,523726,403512,1345521,345487,956,394915,116190,14226,0,0,18674,1321155,6405617,6156558,-66016,482718,1663808,198732,248300,599233,161243,329842,108148,124724,39458,85266,2926,66089,218152,2139050,2200,4373,472269,249059,133775,115284
1982:Q2,6654453,15889,3818,14777,42590,44504,15665,93430,14369,194104,1620803,223783,403587,258955,269621,464857,2682800,552558,414765,1363492,351985,590,396627,117604,15229,0,0,19206,1362448,6567845,6329471,-88966,488607,1710562,209680,244735,632773,174378,347960,110435,132017,40446,91571,3296,67525,219822,2198463,2300,4410,504248,238374,121982,116392
1982:Q3,6849970,16233,4218,14912,38382,41215,16694,104957,14171,214826,1677255,215957,437325,274366,275191,474416,2727717,568426,427171,1374476,357644,255,455755,131379,17586,0,0,19725,1354690,6784373,6514998,-109366,513263,1756466,235246,265321,648954,167826,367333,113795,132024,41828,90196,3345,75941,221457,2271057,2450,4606,494234,269375,139584,129791
1982:Q4,7079355,16882,4618,15043,39252,49497,18228,97976,14185,227107,1768636,212566,491775,289403,286705,488187,2771432,582053,433255,1390193,365931,-54,507635,139187,20173,0,0,20242,1369316,7003085,6704384,-116301,543309,1821274,219928,285813,678347,174175,383892,120280,138815,44501,94314,3025,88353,223233,2330979,2600,4856,480153,298701,158564,140137
1983:Q1,7218124,16088,4618,15213,36595,45023,15205,93472,15481,223863,1826467,210795,523808,305642,285651,500571,2790587,585395,422229,1419942,363021,-416,571241,136911,22141,0,0,20753,1384883,7149574,6837291,-134379,532288,1876188,197336,274156,690587,168337,398710,123540,128309,44895,83414,3017,101710,225118,2407819,2692,4857,527594,312283,175429,136854
1983:Q2,7439129,15417,4618,15392,37470,43110,15577,96098,15414,229466,1881871,217183,537569,321410,288444,517265,2864790,593687,435944,1462066,373093,-637,655801,138696,24088,0,0,21474,1380483,7388533,7063411,-137606,564958,1926122,180893,277884,717826,176252,415730,125844,132881,49045,83836,3222,119852,227081,2494173,3221,4706,548199,325122,186967,138155
1983:Q3,7660295,14811,4618,15568,38256,39696,14654,95243,16418,242660,1942139,225481,565176,340596,291950,518936,2965736,606795,454730,1515465,388746,-735,657307,147369,24175,0,0,22191,1420188,7593895,7266498,-131091,574391,1979418,179590,300605,749818,182450,435118,132250,131640,47060,84580,3625,123236,229072,2551765,3083,4648,566698,327397,180636,146761
1983:Q4,7884513,14761,4618,15732,41235,44950,16046,98289,18370,250145,2000223,234474,583809,354956,301369,525615,3059903,615569,470889,1563932,409513,-925,657129,162574,24432,0,0,22899,1454132,7863587,7504050,-106520,582771,2031996,179467,315712,784565,195463,451587,137515,139788,50799,88989,3482,126973,231043,2614218,5086,4626,590843,359537,199298,160239
1984:Q1,8104013,15087,4618,15889,45237,41208,15050,93884,19661,262976,2077365,247729,602513,370392,302443,554288,3134115,633213,471019,1610949,418934,-1289,619329,160281,24391,0,0,23751,1552459,8016181,7665187,-116255,578279,2088534,195074,333625,806227,201969,468253,136005,132712,48518,84194,3789,129465,232215,2676446,4027,7600,593449,350994,192636,158358
1984:Q2,8335133,14783,4618,16113,46807,42455,16726,96450,20060,275080,2123172,276759,595480,384647,303040,563246,3270061,661918,494239,1668671,445233,-1690,593804,152851,23567,0,0,24703,1615574,8232322,7909267,-107476,590311,2163116,200096,342075,842368,212570,484712,145086,144366,51837,92529,4184,129412,233281,2728281,4133,7668,627451,323055,173298,149757
1984:Q3,8633254,14572,4618,16237,44199,48908,16377,100039,22347,279289,2207903,279713,628328,401901,311177,586784,3374375,673453,512622,1721441,466859,-1906,652288,175558,25764,0,0,25641,1627045,8564067,8190143,-99791,597123,2219206,205269,362405,878020,213566,509362,155092,154086,52438,101648,4529,145397,234584,2814025,4727,7903,662660,373924,200524,173400
1984:Q4,8980059,14627,4618,16418,41887,50524,18803,104532,23174,325302,2319609,287632,675084,410059,327883,618951,3504935,708421,527642,1780666,488206,-1613,673649,185951,27126,0,0,26540,1643978,8922540,8528896,-104529,629686,2295945,233554,399322,926870,223490,526197,177183,167916,57226,110690,4610,153337,235996,2895856,5465,7779,677089,393644,209518,184126
1985:Q1,9188269,15024,4618,16588,43164,47960,18144,108139,23591,307700,2362494,298888,697568,420367,330443,615228,3578910,711643,535921,1830829,500517,-1633,752543,190005,29766,0,0,27404,1663852,9153141,8730595,-104669,602283,2354690,241000,373377,961097,230243,545165,185689,158158,51546,106612,4547,174257,238070,2996873,4199,7938,718775,422546,234268,188278
1985:Q2,9473246,15190,4618,16783,39662,47718,19354,114849,25296,323934,2440051,309467,719021,429041,339997,642525,3688343,725911,550064,1889867,522501,-1886,791624,194563,32137,0,0,28233,1692778,9471702,9011257,-101337,640411,2381245,247095,382373,1005430,232196,571026,202208,174555,54223,120332,4733,205015,240444,3067036,5280,7733,751244,460445,268102,192343
1985:Q3,9754220,16005,4618,16924,36482,50855,22394,116299,25461,344359,2545917,326101,742750,456447,358166,662453,3808726,737262,567610,1956049,547805,-1645,756848,208364,31887,0,0,28959,1741767,9730669,9279952,-99210,660608,2418005,243416,407262,1058292,247014,596864,214414,185819,61370,124449,5040,221441,243201,3118280,5699,8224,803876,450717,243558,207159
1985:Q4,10346471,18062,4718,17052,39079,58216,32543,108995,23224,404957,2718455,339882,787695,479619,428848,682411,3944621,765292,590461,2020799,568069,-1441,905176,223272,42724,0,0,29610,1777208,10379598,9851886,-67164,713479,2444041,243803,470775,1117243,267071,625659,224513,211359,62562,148797,5355,272965,246421,3184150,7998,8831,992631,527712,308391,219321
1986:Q1,10635426,18723,4718,17207,34415,53411,30503,115218,24085,407109,2838526,339133,842978,510723,426602,719090,3992809,766567,592628,2066933,566681,-1041,1017743,237216,52847,0,0,31097,1760841,10735043,10134968,-70706,685385,2477592,266529,490342,1171181,265389,651140,254652,210583,60452,150131,5446,340693,250317,3276772,6745,9048,1015040,600075,376350,223725
1986:Q2,10992975,19230,4818,17330,38572,55396,31509,115517,23718,438937,2938453,354556,843909,550877,435031,754080,4124173,777475,620424,2139983,586291,-882,1053073,267364,56050,0,0,32409,1777309,11104978,10476276,-76516,738507,2498863,278099,520571,1247153,276457,690373,280323,222750,70640,152110,5600,382490,254412,3352779,7294,9562,1034712,628702,376162,252540
