date,FU893193005.Q,FU103193005.Q,FU113193003.Q,FU313193005.Q,FU713193005.Q,FU763193005.Q,FU753193005.Q,FU743193005.Q,FU473193005.Q,FU513193005.Q,FU543193005.Q,FU403193005.Q,FU613193005.Q,FU643193075.Q,FU663193005.Q,FU733193005.Q,FU503193005.Q,FU893093005.Q,FU103093005.Q,FU113093005.Q,FU213093003.Q,FU713093005.Q,FU763093005.Q,FU753093005.Q,FU743093005.Q,FU473093005.Q,FU513093005.Q,FU543093005.Q,FU573093005.Q,FU223093005.Q,FU633093005.Q,FU653093005.Q,FU563093003.Q,FU403093005.Q,FU613093005.Q,FU643093075.Q,FU663093005.Q,FU733093005.Q,FU503093023.Q,FU903090005.Q
1976:Q4,-26508,-13987,955,561,29,-11648,-51,1,41,73,302,291,-1530,114,-503,730,-1886,1130,637,380,-24,-226,-1728,-176,61,0,0,178,3048,0,-121,0,0,-61,-89,292,-727,-314,0,-27638
1977:Q1,33085,17269,289,-525,-579,5175,371,22,183,52,330,295,1881,38,554,799,6932,10096,-522,423,4,-199,3293,-233,32,0,0,354,5231,0,115,0,0,-67,-321,112,761,1112,0,22989
1977:Q2,12061,2174,-959,213,248,6576,-678,18,181,22,290,296,-1407,-119,304,35,4867,2235,-2443,506,-69,16,3630,-50,-29,0,0,336,7,0,10,0,0,388,106,65,224,-462,0,9826
1977:Q3,24216,17360,207,-714,331,4761,426,-50,173,22,315,-293,1395,29,-319,15,557,10394,5764,515,-70,-60,-678,-82,5,0,0,326,4147,0,87,0,0,26,860,110,-88,-468,0,13822
1977:Q4,-5048,726,410,101,172,-8036,486,-70,186,52,461,57,-1338,1,-2419,1179,2984,18280,22784,447,-19,-434,-1969,-229,4,0,0,316,-888,0,-89,0,0,626,-21,145,-2043,-350,0,-23328
1978:Q1,38356,24801,1531,-155,-412,9429,438,-2,80,22,356,-255,815,-10,1235,-10,493,26477,14151,387,-3,-180,2824,515,279,232,0,204,4870,0,190,0,0,522,-311,29,2419,348,0,11879
1978:Q2,24591,7181,597,-664,350,8801,925,-2,71,58,351,428,-2305,-87,2996,-1281,7172,-8273,-11540,334,49,79,2773,277,398,551,0,220,-1483,0,-62,0,0,-97,417,40,-94,-135,0,32864
1978:Q3,35016,21743,177,8,155,6853,1365,-16,35,58,385,591,4379,-32,505,-478,-711,19305,4942,329,75,-39,7914,556,212,457,0,227,2798,0,-6,0,0,203,1374,43,559,-340,0,15712
1978:Q4,42057,15625,935,535,953,11909,-221,-17,15,83,476,496,3177,66,409,-597,8213,35831,29832,372,23,-105,-847,-213,165,555,0,278,3968,0,943,0,0,-182,878,36,86,42,0,6226
1979:Q1,48125,35125,1989,-297,-681,7159,1255,-7,83,151,511,-30,544,-28,-2412,-33,4796,7202,1482,418,60,663,1538,20,390,351,0,325,2557,0,-729,0,0,317,-302,18,-17,111,0,40923
1979:Q2,27690,13054,410,2111,369,9141,-1958,-7,65,151,592,393,4223,-97,-747,-3121,3111,10123,1871,469,38,-447,3370,-48,362,376,0,370,1935,0,129,0,0,-459,1613,16,726,-198,0,17567
1979:Q3,43594,34769,806,-1078,280,-2618,92,-8,26,150,592,-446,5592,114,2116,-259,3466,15805,20380,456,43,995,-10181,105,255,455,0,378,48,0,158,0,0,32,2472,16,293,-100,0,27789
1979:Q4,19321,22424,3732,-2046,1022,-5504,-456,-8,-29,198,425,1169,-3447,-123,1910,1664,-1610,23890,24664,379,-84,-47,-3840,-20,283,615,0,352,2021,0,-3,0,0,524,-1146,13,801,-622,0,-4569
1980:Q1,55787,41015,1561,954,-1384,6983,1048,293,1813,151,283,70,2474,103,-1994,-2751,5168,-6354,-10629,-401,21,-1650,6817,-13,394,1181,0,331,1861,18,-77,0,0,56,-2447,17,-699,-1134,0,62141
1980:Q2,33119,29771,2453,-1352,1162,-4443,-175,665,15,77,21,676,2423,54,198,978,597,7689,737,-1884,-55,788,-1306,400,389,870,0,313,1363,17,863,1,0,-26,4031,18,929,241,0,25431
1980:Q3,47817,50265,1263,109,-1322,501,84,693,-879,69,87,988,-2004,65,178,562,-2842,42907,37977,-491,-26,-268,226,456,427,418,0,318,2185,18,-335,0,0,350,922,19,738,-27,0,4910
1980:Q4,143,-4934,1501,-1599,561,-437,293,491,703,542,371,326,67,-27,-4,-787,3076,19608,8975,3774,-6,997,5366,765,550,970,0,345,-1283,17,-257,0,0,870,-2500,18,428,579,0,-19465
1981:Q1,116716,103684,-1381,3069,-510,2698,443,341,-149,62,785,416,10759,-27,-3794,3882,-3562,93517,75702,3515,99,296,4055,450,802,-592,0,313,-1397,18,-2240,-1,0,1379,3952,8,-666,7824,0,23199
1981:Q2,-4320,-3853,-1365,-6630,614,5353,-449,253,-462,73,1203,-96,2956,10,-2955,221,807,7629,-310,3390,49,412,5047,332,970,-519,0,206,1005,17,1970,0,0,-1961,-1127,10,423,-2285,0,-11949
1981:Q3,39179,32001,575,3840,413,-4492,853,164,836,126,1309,302,3926,-14,-5438,2937,1841,18100,12295,2765,62,-986,-2156,1436,797,885,0,354,1681,18,-84,1,0,412,658,7,-693,648,0,21079
1981:Q4,-26875,-2574,864,770,117,-12291,728,81,-59,-96,999,822,57,-2,604,-2153,-14742,27345,29764,2390,-127,301,-4801,537,284,-622,0,754,-2758,18,678,0,0,811,-1658,6,1725,43,0,-54219
1982:Q1,63381,41580,7113,3418,-845,4907,689,-99,-397,230,932,-109,4374,40,-5563,1228,5884,31452,26996,-3132,-17,-280,9406,1591,-420,-1016,60,1163,-5035,30,-688,0,0,223,2686,-14,-423,322,0,31929
1982:Q2,37251,-1564,6910,1741,-68,16496,1709,-369,85,3298,4033,781,3593,28,-6440,-1191,8210,18483,1002,-3007,-16,-263,11472,275,-1182,1254,3985,2305,690,31,1046,0,0,-163,1556,-23,-21,-459,0,18768
1982:Q3,23835,25602,6989,157,-39,-8198,-877,-270,-44,-27,704,-3361,-3337,35,8512,4440,-6451,29637,19007,-2382,73,902,5503,307,-1172,-157,64,1756,6393,31,668,0,0,-2566,186,-16,957,84,0,-5801
1982:Q4,-38058,-14567,7564,-5166,908,-16287,-683,200,-336,365,807,4870,-4407,30,-6548,-2779,-2029,10145,5774,-2007,-49,-251,1939,2182,-390,-382,-657,1650,52,31,-813,0,0,3427,-2062,-22,1187,536,0,-48203
1983:Q1,77484,35334,2766,1753,-1053,21114,117,344,243,-14,1184,1028,2175,15,5215,-1052,8316,33567,17748,965,-51,12,9116,-3759,16,-53,1,1127,4416,35,-911,204,0,566,3959,13,1956,-1793,0,43917
1983:Q2,28684,11365,3417,-695,208,10175,-736,957,127,-4,1282,712,1252,16,1808,-751,-449,17565,5218,1090,284,-506,661,-760,841,-1253,97,2037,8820,52,-17,19,0,383,28,11,-690,1250,0,11119
1983:Q3,30871,18009,3010,517,343,5760,927,914,75,211,1328,763,-1151,5,-2615,2474,301,10282,-1524,1715,101,335,3485,1174,805,1268,50,2730,-233,71,-268,1,0,-183,-353,0,-71,1179,0,20589
1983:Q4,1664,-18947,3429,438,320,22,124,318,-133,331,1325,-60,3179,17,3184,568,7548,-3764,-4702,2091,-236,648,-2034,-238,17,363,-1561,1239,1875,87,446,52,0,314,-3101,14,1150,-188,0,5427
1984:Q1,79771,55931,3157,7409,-322,9258,455,235,49,41,2287,449,1638,-88,-5150,6606,-2184,12702,11749,-1850,149,230,-582,1128,-240,-294,-28,250,-3482,-35,-67,-77,0,968,3539,-729,318,1756,0,67069
1984:Q2,47470,22428,418,1192,76,6152,-447,-323,261,-51,2935,1187,1487,-82,-2266,-6602,21105,47621,47513,-1974,877,492,1858,469,-947,89,8,1933,-2080,-35,318,0,0,745,-500,-716,745,-1174,0,-150
1984:Q3,73658,46507,3331,999,22,22667,1896,-409,-81,-129,2967,-598,-3250,-81,7468,1961,-9612,84637,55745,-2600,846,2522,18995,2275,-1071,-300,17,1383,5357,-17,-253,-2,0,858,-182,-712,1000,776,0,-10978
1984:Q4,-56190,-57748,2673,-4724,609,3772,-265,80,630,-402,1961,1302,178,-97,770,-2713,-2216,15134,12130,-2974,-468,-249,5938,-930,-505,67,-58,4081,2122,-53,-116,270,0,577,-4573,-507,339,43,0,-71324
1985:Q1,112146,68620,5978,6086,-739,6259,1205,134,-78,-54,2763,2324,1665,-63,-279,100,18225,48003,32874,-632,-421,-2,8533,-175,-448,725,-102,495,5807,17,-997,-107,0,-125,2074,-38,583,-58,0,64143
1985:Q2,41018,28659,4276,1750,-140,13208,-1367,559,-492,-73,2853,-1075,-1389,-71,-1188,529,-5022,12882,-712,-506,415,-177,5189,-1720,-80,53,27,1975,6242,18,1874,-146,0,18,129,-71,532,-179,0,28136
1985:Q3,108317,49824,14370,-44,83,354,4387,536,-107,213,1208,8959,-3639,-70,9881,952,21410,41203,40863,118,1155,1073,-1698,1746,-11,1073,53,937,-3471,36,-923,-14,0,-1636,1819,-70,471,-317,0,67114
1985:Q4,12471,-1317,4525,-7209,796,11234,-6628,68,752,307,2677,-6660,2226,28,-1665,-1271,14608,73645,46610,494,4842,103,5230,-3902,-232,-453,-2333,2018,18073,50,1782,1272,0,-1363,-1800,-903,3716,442,0,-61174
1986:Q1,11667,-10942,3353,6178,-1224,3711,1296,-391,-128,-91,3931,-1255,-3547,-21,7546,14467,-11217,4809,-8736,734,257,237,615,2060,-432,828,-5,-349,-2102,99,-160,625,0,524,751,-1162,4551,6475,0,6857
1986:Q2,-18961,-18959,922,644,56,1655,-1078,-814,-326,8,-1242,2330,-4976,105,4620,-2789,883,-18126,-22204,860,1230,38,708,-664,-611,1021,-8,3253,661,91,438,533,0,-3930,-818,-1252,-265,2793,0,-835
1986:Q3,65439,42743,1452,-214,-5,8544,1853,-890,801,34,-1782,791,3354,-105,-828,146,9545,67029,60033,1484,814,1025,3647,2485,-603,341,-13,3086,2849,-9,25,484,0,922,4289,-1153,-12672,-5,0,-1590
1986:Q4,-65932,-59956,2755,-3443,53,-6425,-690,-628,118,1127,310,2226,-1869,-692,-2629,243,3568,64189,27802,1860,-608,388,6780,-556,-417,983,-2989,2119,15213,31,1108,1207,0,4387,-1979,-727,10557,-970,0,-130121
1987:Q1,67481,46780,-4463,-802,-153,25076,1731,-415,179,-136,6353,3408,-769,-163,-6869,455,-2730,58293,11399,1411,-137,-213,24853,1282,-290,1847,-173,3057,10842,68,563,908,0,1826,1141,-1709,489,1129,0,9188
1987:Q2,-2996,2259,-544,757,332,-22651,-587,-320,-90,398,229,1324,2742,-242,2523,161,10713,20404,10790,1537,410,689,-8835,-533,-203,-104,-61,3256,732,-5,-224,-1151,0,1442,-651,-1692,-502,15509,0,-23400
1987:Q3,-8898,-10606,-2153,-234,-30,6888,2082,-222,890,51,5445,-444,4362,-183,-7008,10,-7746,45188,8599,2161,883,1312,3333,2724,-102,-4,-5,4072,17678,-146,-119,1304,0,-424,2975,-1914,1522,1340,0,-54086
1987:Q4,17870,-2952,718,-9092,675,-16862,124,-120,299,3061,-2640,-1428,36775,-308,-776,300,10096,54629,83234,2537,2723,382,-6186,-335,30,-2221,196,1809,-23484,-48,286,367,0,4028,2657,-1279,-9293,-773,0,-36759
1988:Q1,58614,30466,4345,10317,-300,5825,2854,28,-24,277,2025,-147,22735,23,-19782,84,-112,40216,27188,4161,-1390,-353,-8176,3420,206,2166,0,5205,2181,-44,2849,504,0,157,635,-444,1947,4,0,18398
1988:Q2,39861,-537,4345,5522,432,12048,-220,201,-191,127,1186,446,1098,-38,-415,746,15112,42059,11100,4036,709,-368,18306,-384,409,-874,0,1752,6798,-44,-1416,113,0,901,2596,-775,-519,-282,0,-2197
1988:Q3,42113,6933,4346,-693,503,7066,1437,250,1291,101,855,2563,1185,127,-3164,-3,19317,57126,40461,3411,-398,-311,-668,1041,453,1435,0,-264,11530,29,1794,-891,0,1748,-1001,-861,-174,-208,0,-15013
1988:Q4,116353,96776,4345,-5504,448,6717,396,174,-315,546,152,-2395,3278,162,2472,218,8884,222189,192386,3036,595,1446,16719,698,294,-2243,-2855,1406,7087,1605,-1893,-21,0,4714,512,-958,-385,47,0,-105836
1989:Q1,118118,107844,5218,-1737,-1443,-212,2144,283,-1054,-94,2406,164,-5126,-254,-4042,168,13854,81565,93406,1602,-349,-1840,-6983,2778,214,1610,0,2033,816,616,-1501,726,0,-2129,-10924,-394,1376,507,0,36554
1989:Q2,10454,-11771,5218,10998,7,2380,333,91,-17,241,2150,-2306,4701,116,-1678,356,-366,-5624,-24719,1477,576,4186,5892,-526,283,-1154,0,3793,-7443,1186,2721,1112,0,4935,960,716,106,275,0,16077
1989:Q3,53757,36660,5218,2973,-191,10501,3851,101,417,649,2421,3011,-1070,3,-19807,-274,9294,4529,-12250,853,928,2386,4853,3744,243,757,0,2448,-11045,1281,3133,731,0,5409,585,-290,1067,-304,0,49228
1989:Q4,-18020,-1308,5219,3926,911,-10375,-1734,152,531,818,2628,-879,-1034,114,5296,401,-22686,-12346,-7266,477,212,2653,-5049,-1971,149,513,-4662,-5581,3449,1069,-1878,648,0,1829,859,-74,838,1439,0,-5674
1990:Q1,17033,-6653,-821,-166,-23,23558,-14,241,-231,257,-1616,-235,-11330,320,9628,230,3887,35711,32955,-306,360,-1262,19940,496,-703,855,0,-4246,-7903,340,235,529,0,-902,-2011,-179,-2573,85,0,-18678
1990:Q2,-21693,-30869,-821,3796,-161,-12520,111,352,352,175,-679,1972,13937,-65,5103,154,-2531,-63379,-57520,-180,1150,374,-5040,-1109,852,1903,0,74,-9073,1220,3252,504,0,3330,-123,463,-3528,72,0,41686
1990:Q3,13389,43746,-821,-7912,213,-10195,3427,305,223,286,-2585,-5087,6873,168,4485,3085,-22822,32109,37262,445,-1433,1655,6377,3527,8,425,0,-1556,-769,-204,-5018,-71,0,-1467,-143,145,3096,-10170,0,-18719
1990:Q4,-29955,13595,-820,-12807,-1064,-17972,-715,6,137,1704,-2779,5666,1276,-274,1137,-939,-16105,46501,42853,819,1431,-1966,-1158,-300,-31,-954,6415,813,-15961,206,9271,346,0,1721,387,1036,1919,-346,0,-76456
1991:Q1,83464,70426,-152,13270,-366,-8948,3938,-65,-12,2069,6413,859,3596,-5,-601,-884,-6074,20493,20984,1480,805,-3287,151,4867,-92,2148,0,13441,-2871,-3921,-12850,-1455,0,-647,1527,238,482,-507,0,62971
1991:Q2,-33518,-890,348,-6930,-37,-7245,-2454,-257,186,-73,5772,1970,4140,77,4865,120,-33110,-17137,-21103,1606,269,-1122,-10996,-3420,-163,3523,0,-2386,7776,853,5881,130,0,-1164,671,-89,1982,615,0,-16381
1991:Q3,33900,64058,2348,-14427,295,-7515,2290,-317,964,680,178,3737,6823,55,1366,-21,-26613,-9177,-12571,-270,-1432,-658,-8441,4367,-175,1964,0,6603,-1685,269,174,-20,0,1044,4489,571,-2953,-454,0,43077
1991:Q4,31237,2786,1098,22379,-337,-1253,778,-235,-273,3539,-1758,379,218,161,-910,62,4603,-28605,-40360,1356,3981,2739,4794,-818,-93,-2724,-2108,-1629,-5276,-411,-1186,1670,0,7034,4423,655,-1024,372,0,59842
1992:Q1,261680,225739,3459,777,-410,22650,-1006,489,-477,184,2833,8413,468,-567,5512,-252,-6132,134321,127804,1002,-3789,-2543,-649,576,-20,4193,0,-1597,-12223,117,-461,36837,0,-8134,-2500,-512,-3641,-139,0,127360
1992:Q2,1571,-15038,3459,-2857,-844,1370,903,189,482,72,215,-3618,1604,-202,6201,-410,10045,-59457,-63852,1128,1547,-697,3414,386,-283,-138,0,536,3495,3,733,375,0,1283,-5284,-93,-3388,1378,0,61027
1992:Q3,-5951,7699,2209,970,96,-280,4861,111,607,52,347,3491,2463,-441,-605,2905,-30436,6089,-16973,2252,-2990,2960,-4122,5812,-239,900,0,1209,-1568,-704,-410,9561,0,713,1477,468,7941,-197,0,-12040
1992:Q4,961,-1842,4710,987,425,-6970,-3854,289,-380,450,612,5262,5595,-407,4507,173,-8596,-2474,14747,1627,1951,-1915,-1371,-3580,-135,-940,1848,-3108,-2800,507,2697,-1956,0,-6168,-689,-817,-2362,-9,0,3435
1993:Q1,33132,59417,1264,3090,469,4904,915,285,296,72,2617,-10778,2838,-462,330,644,-32769,38020,38501,2808,-7367,846,-4734,1680,-143,2358,0,999,-89,93,4002,-10459,0,2576,3779,161,2308,702,0,-4887
1993:Q2,43436,7452,1264,-4346,-262,16146,336,342,269,-223,2290,9685,9495,-158,8522,398,-7774,-4205,162,2932,-3004,1858,7291,1693,-45,81,0,3970,-4625,88,1602,-20055,0,-715,1748,-27,1934,908,0,47640
1993:Q3,8503,1737,1265,-1175,1299,1115,948,368,268,-62,1526,-1124,903,-295,5074,609,-3953,25610,3085,3558,1733,-107,-393,893,-102,1218,0,-6237,-6072,-423,2657,18515,0,5104,2366,1056,-673,-568,0,-17107
1993:Q4,2588,5283,1264,3123,-852,6085,-3399,393,-38,228,2571,2682,5673,-181,-5248,-1525,-13472,71325,81260,3933,2005,44,3780,-5021,-150,-1364,-8660,-2713,-1431,-193,4300,-5782,0,-1328,1009,-1009,2510,135,0,-68737
1994:Q1,49165,-18227,1200,761,151,80612,4724,-30,-12,507,943,-10860,6606,-742,4341,-152,-20657,105973,4339,4994,2009,-13,63394,5777,241,1557,0,11154,-3007,-287,6391,13716,0,-1786,-4200,243,1222,229,0,-56808
1994:Q2,8250,-13040,4951,-2468,1272,43723,6068,199,428,291,-57,-4204,2719,-616,2397,-127,-33286,35769,4485,3869,2016,1101,24756,7462,126,-209,0,-9810,3774,252,-2431,7955,0,-2389,-3745,132,-919,-656,0,-27518
1994:Q3,-26977,-12096,4951,-1106,-176,-21890,2444,307,614,401,229,61,6527,-788,2704,-223,-8936,5920,15834,4494,3692,497,-12610,1051,-6,-4866,0,7430,2094,557,-1933,-7200,0,-1983,-3840,797,1592,321,0,-32898
1994:Q4,24979,702,4951,6678,-545,-10480,1381,1359,762,440,1244,-3997,11859,83,-6008,1146,15404,135688,102620,3619,13379,1022,3937,-1137,-481,484,29,-1990,-2949,-44,1033,16907,0,913,-4436,1204,1056,522,0,-110709
1995:Q1,19877,-1620,3401,-6005,1437,24663,1280,-146,-1425,328,7034,-2985,9892,-87,-6035,-42,-9813,3494,27480,8169,-2956,84,-21510,-2263,-406,608,0,6140,1503,-360,-4259,-11378,0,-238,2784,190,-181,87,0,16383
1995:Q2,-528,8578,3401,1346,382,-52599,9843,1040,-122,1133,4955,2196,5929,-147,-1191,-174,14902,34297,-8772,8294,41510,-1412,-11535,-3433,364,-346,0,-6362,1502,354,7603,3121,0,1522,-155,525,1301,216,0,-34825
1995:Q3,78863,42308,3401,5585,-461,13532,-3793,-27,32,330,1572,2794,1584,-88,344,719,11032,69622,45960,8918,14333,-3068,-3412,1991,132,-538,0,3579,1502,253,3316,-14367,0,10084,-34,-163,1506,-369,0,9241
1995:Q4,90780,58454,3401,3576,-210,11009,-1654,2053,34,5864,1388,-1242,8339,-45,7446,562,-8195,105511,80600,9294,2427,1200,-7913,-5575,1502,205,-6967,8193,1503,-33,4140,20164,0,-12226,2736,-483,5302,1443,0,-14731
1996:Q1,34461,47034,7358,-3633,-123,-7313,-7335,-137,183,638,259,2527,-67,-46,-7707,-49,2872,54769,78803,8310,-24863,-1507,4700,-5168,-193,2803,0,-6099,4351,355,6315,-13204,0,3291,-513,-1278,-1225,-110,0,-20308
1996:Q2,10491,362,7358,2949,90,16895,-3035,-286,343,616,-277,-3251,-4621,-63,1956,313,-8858,6736,5195,8434,-22199,-125,32018,-3502,116,-1048,0,1137,4353,282,1024,-18564,0,-3807,3182,-666,394,513,0,3755
1996:Q3,108303,67164,7358,-7409,279,25080,-452,832,176,478,1548,-926,774,-77,15123,666,-2311,59043,15239,9061,24928,3294,12242,-283,427,-1388,0,-1300,4353,-170,-1469,-8861,0,19,6312,-876,-2212,-273,0,49260
1996:Q4,18561,19431,7358,4815,-800,-10854,8740,152,-123,-466,4249,1997,12003,-1185,-2095,2389,-27050,89745,37494,9434,23791,756,-14185,-257,424,325,-630,11230,6753,251,1059,17057,0,7420,9844,-622,-21956,1558,0,-71184
1997:Q1,43922,2248,15249,-4512,31,8863,10179,2208,-6143,-77,-12676,9032,10991,-715,4250,-975,5968,6688,-32289,12229,26055,-281,12831,1561,147,-6825,57,6153,735,-583,5507,-3093,0,-7350,1606,-879,-8965,72,0,37233
1997:Q2,-77087,-38110,13999,5610,1137,12908,-1703,1082,251,657,-2541,-4330,-10577,-1561,-10122,402,-44189,-48412,-109144,13604,13187,2167,6817,-1927,366,3197,66,-2170,3048,237,2367,8943,0,3972,9853,-2339,-1568,912,0,-28674
1997:Q3,38847,-17406,13999,-10191,-951,13733,-1645,1016,-142,2871,-8941,2619,17744,-2593,7950,686,20098,41830,-16352,14229,27533,-909,7053,-1366,-13,-375,72,9868,1590,158,7389,-2165,0,980,-6848,-2098,3554,-470,0,-2983
1997:Q4,44687,-63722,12750,9352,1059,32368,5723,385,-184,2506,13364,-172,-480,-3583,5708,1092,28521,137232,21601,15855,6670,279,16351,2911,1341,1835,-11376,5607,4615,247,1900,32813,0,9991,14178,-5837,16431,1820,0,-92544
1998:Q1,28412,21658,25530,-5929,-334,-70865,-1995,741,378,-176,15736,9412,-27617,-4416,72550,126,-6387,-58763,-90149,27889,37761,-215,-62403,-1985,59,4163,-47,13699,1857,187,17259,-13821,0,-2061,-19671,-2941,30382,1274,0,87174
1998:Q2,25237,43655,21780,3619,-147,11891,5498,806,539,-432,1226,-2228,-1036,2022,-46620,-143,-15193,61709,49069,32339,-9818,1365,-532,4457,332,-3516,-37,791,1862,151,-15583,2818,0,2305,4560,1045,-11452,1554,0,-36472
1998:Q3,21533,6308,20530,-4966,-861,28424,-4377,460,-162,-466,7715,374,-3015,4194,4592,705,-37922,180083,57252,32964,11136,1773,6953,4455,566,1491,-33,12125,1623,-113,4285,39739,0,-2145,-8476,6120,8979,1390,0,-158550
1998:Q4,322475,270123,24280,173,1415,10816,-2164,4276,-208,-725,-5509,2530,27529,9431,-21260,2238,-470,321916,317946,28664,-35435,1961,13447,-688,2134,4905,-10085,-8059,-79,9,-1176,-4241,0,1804,5789,9875,-7194,2339,0,559
1999:Q1,145194,90363,15917,-2300,-1613,-3935,-6772,694,-182,-97,28627,-4600,14360,-970,-26610,-1566,43878,27852,-15571,25350,1750,-3348,30645,-1929,-7,2180,87,10298,4623,446,-5227,-9910,0,2817,12332,430,-25526,-1589,0,117342
1999:Q2,141998,90593,20917,1334,1047,-8122,-1095,1279,-39,3449,5714,207,7398,-502,2066,2018,15734,11778,-35982,16851,-7432,366,28547,-2513,411,-3327,98,-1578,5508,266,9905,-18981,0,-816,5194,-715,10119,5856,0,130221
1999:Q3,129131,67681,18416,-3630,645,28663,14538,1737,106,4820,17431,-3673,-9185,1005,27377,211,-37011,52373,40637,20350,-2482,1204,-13322,1644,181,-3358,106,6325,5050,46,-4861,-2386,0,3870,21,750,-930,-472,0,76758
1999:Q4,153647,118716,18417,1661,-1411,21060,455,-1516,976,-6530,-24637,4333,6783,-1579,-45818,8374,54363,-61431,-28990,18850,-5188,437,-453,5148,-1607,-9943,-4765,-19264,4527,544,22644,6479,0,-920,15435,968,-67099,1766,0,215078
2000:Q1,147192,80239,22310,-1910,1326,11581,2996,694,-666,-2240,6918,5505,-3858,-313,22772,-9454,11292,157918,99337,21843,-1891,-710,9789,-4136,-338,9035,-2299,2443,-1457,-137,-15028,-14774,0,3209,33322,-682,17470,2886,35,-10726
2000:Q2,231387,138398,18810,1347,-472,3476,-2796,564,773,-1738,8408,-1541,16726,36,8017,1624,39755,330702,238383,25068,-5947,-247,30521,-2483,407,-3567,-2288,12308,-100,255,7997,30453,0,3429,2623,-134,-7052,1076,0,-99315
2000:Q3,232743,163025,22661,1966,-39,41609,7440,1636,1323,-2715,5359,-10176,16707,137,1682,1027,-18900,341245,253907,21242,576,1124,8670,2267,436,3087,-2268,18417,-583,237,10800,4557,0,1674,10406,381,5129,1186,0,-108502
2000:Q4,138848,121571,22160,577,-285,-1564,2875,-2192,-1857,1743,-2424,3853,20692,365,-23938,64,-2792,584925,463978,21818,-15228,904,-8577,690,-2615,1833,9449,4624,-97,747,4453,64450,0,-12308,9063,1229,39800,607,105,-446077
2001:Q1,240259,80920,13790,161,-619,31093,9422,-250,-2148,-4527,1080,19458,27380,-200,-10722,-1093,76514,262243,301714,27967,821,-1237,-11072,-507,473,10777,-608,51580,-32605,1134,-21936,-19274,0,-451,7920,-366,-57521,5433,0,-21984
2001:Q2,7243,15258,13790,1020,-763,-18571,-7935,-1063,2588,-5090,8057,-23,6990,262,82779,1313,-91368,108866,29571,31816,2000,702,-6907,-1423,716,78,-1826,-128,-4656,44,9327,-13906,0,765,-7053,-162,71164,-1256,0,-101623
2001:Q3,19493,-5615,13790,-5340,-179,63937,4580,1048,-579,-3161,18796,16195,-4354,100,-19688,538,-60575,308825,205944,28167,-7387,1128,53873,8104,395,9218,-1650,6518,-3385,817,-7181,21525,0,7822,12066,1158,-31462,3154,0,-289332
2001:Q4,79845,27468,13790,-3667,-1037,-112987,-17724,4505,-1700,-1995,376,2877,2816,509,103055,1732,61827,84850,-3091,39316,-11168,-1017,-15704,-7618,4295,-11948,4952,-10366,-3714,-211,13718,-6528,0,-2600,22731,490,74232,-859,-60,-5005
2002:Q1,68030,43180,4680,2165,619,85361,-18240,745,1402,2884,16030,-6918,7204,151,-42733,-131,-28370,-4520,-42615,8915,-5522,612,76288,-204,999,15446,-5907,-13415,1115,-1107,-8194,-4579,0,-216,-119,-452,-28889,3325,0,72550
2002:Q2,127639,43240,4680,1981,-101,68291,29214,-992,-400,-820,13411,9082,4749,55,12913,1821,-59485,138657,109179,9181,-10797,1551,20569,2216,574,-9760,760,6890,4574,-2559,4302,11172,0,5447,8037,1176,-26325,2470,0,-11017
2002:Q3,165361,-13659,4681,-6238,949,32085,10608,1556,815,-4715,32353,17707,17083,292,32717,1127,38000,248022,145830,9180,-5373,-1017,16215,216,-266,-1364,-1488,9207,1087,-2087,4673,28837,0,11150,13820,1505,15455,2442,0,-82660
2002:Q4,-26117,31268,4680,1660,-1492,11534,-1632,-2019,109,8976,-40992,15531,-2140,-330,-41547,5823,-15546,33099,75088,9181,-5651,233,18691,2002,-7345,788,1388,-5155,-3833,5985,-9837,1969,0,5576,13367,219,-72349,2744,38,-59216
2003:Q1,191013,59691,5847,-2415,-537,15585,-3382,1543,607,9422,49771,-10006,2853,721,18577,-1928,44664,9327,-51500,3052,-3657,78,14680,-823,1460,219,9192,20182,3925,581,-6055,-5825,0,1357,15022,-55,4006,3488,0,181685
2003:Q2,138247,-12909,5847,-125,703,38760,32486,1259,502,4117,15482,1044,18632,-2,25236,-2201,9416,-50844,-156583,3600,-2592,-68,37645,9729,-1109,-1013,-4070,8438,-792,6207,-8436,-11738,0,8856,22272,614,37873,323,0,189091
2003:Q3,25424,-20546,5847,65,28,45952,-22544,2978,-31,-911,-14944,-10894,67255,-493,-16724,7374,-16988,-64295,-51295,2868,-5,380,30371,-11834,-528,-5601,-2654,-10077,-4370,1642,1177,-24678,0,4491,25870,-450,-24544,4943,0,89719
2003:Q4,-39443,19933,5847,-84,-302,-33623,-5957,-2362,655,18391,-21320,-17801,1723,490,1117,-1514,-4635,80448,70428,4090,-4191,895,11214,-3768,-1994,-705,-14628,-5692,-1574,5633,-4860,-6537,0,3791,16448,-213,10964,1103,45,-119891
2004:Q1,162015,50765,17192,350,647,36583,632,2848,568,-3132,47491,17598,11816,2303,20044,1315,-45005,111392,-28623,46994,3013,-147,16216,-1555,350,3261,-11670,21422,-93,-368,3077,56940,0,-5075,-1801,1553,5289,2609,0,50623
