1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2002:Q4,3421266,98827,66667,32160,118089,13762,7991,43148,9598,0,0,0,43590,109083,815,108268,1218337,242789,153400,46849,775299,0,470482,458299,6906,0,5277,0,0,44231,448,3629,40154,0,148201,134271,13930,427920,379702,48218,18161,0,6672,11489,78151,2764,9214,17465,31582,8913,8213,112384,112384,444043,399639,44404,2969,2887,82,0,0,0,0,0,125834,125834
2003:Q1,3430177,100822,68437,32385,118104,13586,8104,43580,9650,0,0,0,43184,108557,800,107757,1197032,245879,148830,49520,752803,0,476335,462322,7599,0,6414,0,0,43545,415,3543,39587,0,159526,146927,12599,441515,389554,51961,18148,0,6911,11237,79332,2840,9342,17215,32985,8943,8007,123240,123240,441554,397399,44155,2707,2520,187,0,0,0,0,0,114959,114959
2003:Q2,3637320,102817,70207,32610,117623,13606,8495,43405,9623,0,0,0,42494,108883,786,108097,1201770,247512,140500,50114,763644,0,486026,471236,7997,0,6793,0,0,43169,378,3760,39031,0,248456,231714,16742,536834,484555,52279,18302,0,-770,19072,80483,2914,9466,16972,34352,8973,7806,113222,113222,442347,398112,44235,6760,2550,4210,0,0,0,0,0,126080,126080
2003:Q3,3622500,104812,71977,32835,116592,13482,8495,43179,9709,0,0,0,41727,108373,771,107602,1236906,264257,148370,51133,773146,0,490275,473845,8828,0,7602,0,0,42822,372,3899,38551,0,227610,206478,21132,518554,466778,51776,18361,0,9156,9205,81599,2986,9587,16737,35678,9001,7610,109239,109239,430996,387896,43100,6943,2691,4252,0,0,0,0,0,125151,125151
2003:Q4,3624218,106807,73747,33060,116481,13124,8813,43089,9676,0,0,0,41779,108529,757,107772,1269337,269021,149190,51160,799966,0,501682,484361,9073,0,8248,0,0,44168,346,3982,39840,0,182500,165057,17443,503632,455200,48432,17220,0,8460,8760,83411,3103,9783,16355,37831,9048,7291,111404,111404,441742,397568,44174,7953,3437,4516,0,0,0,0,0,124987,124987
2004:Q1,3671061,108914,76049,32865,117805,12949,9088,45275,9745,0,0,0,40748,108364,744,107620,1242134,248460,155710,51781,786183,0,516628,500075,8405,0,8148,0,0,44620,348,3873,40399,0,200782,173276,27506,531234,494102,37132,17197,0,10832,6365,89289,3540,10075,17840,40744,9849,7241,109691,109691,458788,412909,45879,8195,3704,4491,0,0,0,0,0,113556,113556
2004:Q2,3775039,111021,78351,32670,115945,12712,8728,44428,9804,0,0,0,40273,108839,731,108108,1257849,248211,161470,53936,794232,0,558066,539598,9624,0,8844,0,0,43427,208,4100,39119,0,216509,187312,29197,553567,522751,30816,16416,0,8273,8143,100555,4379,10633,20688,46328,11385,7142,108192,108192,453349,408014,45335,7484,3009,4475,0,0,0,0,0,119412,119412
2004:Q3,3770776,113128,80653,32475,114777,12502,8988,44452,9859,0,0,0,38976,109663,718,108945,1270837,246913,158210,56367,809347,0,554265,535540,9855,0,8870,0,0,43118,68,4383,38667,0,209852,183598,26254,544496,514520,29976,15983,0,10417,5566,110388,5111,11120,23173,51201,12726,7057,113437,113437,437235,393512,43724,7895,3140,4755,0,0,0,0,0,121717,121717
2004:Q4,3961279,115235,82955,32280,113640,12208,9141,44071,9994,0,0,0,38226,110129,705,109424,1306696,247445,160680,56671,841900,0,575816,553079,11374,0,11363,0,0,43574,0,4517,39057,0,264019,220159,43860,591340,571570,19770,15667,0,8153,7514,121475,5937,11669,25975,56696,14237,6961,111424,111424,451548,406393,45155,5466,5296,170,0,0,0,0,0,131240,131240
2005:Q1,3978741,114719,83249,31470,105957,12058,9466,39051,10073,0,0,0,35309,109563,695,108868,1317237,248991,179010,58891,830345,0,578567,557534,11758,661,8614,0,0,44640,0,4488,40152,0,266078,218595,47483,575203,557231,17972,15968,0,9903,6065,135680,6518,12569,28223,64751,15882,7737,110805,110805,447872,403085,44787,4252,4241,11,0,0,0,0,0,148178,148178
2005:Q2,4076720,114203,83543,30660,105309,11933,9764,39421,10187,0,0,0,34004,110233,685,109548,1341178,246716,206740,61599,826123,0,611878,589488,12544,663,9183,0,0,45879,0,4870,41009,0,263518,218720,44798,587850,563345,24505,15850,0,-123,15973,152768,7217,13651,30928,74440,17860,8672,102735,102735,455614,410053,45561,3585,3575,10,0,0,0,0,0,162022,162022
2005:Q3,4121852,113687,83837,29850,104572,11785,9836,40282,10428,0,0,0,32241,109870,676,109194,1375343,246394,225280,63512,840157,0,614476,591914,12619,672,9271,0,0,47736,0,5354,42382,0,258013,224458,33555,592601,560160,32441,15947,0,5439,10508,166531,7781,14523,33106,82244,19453,9424,99771,99771,450999,405899,45100,3865,3855,10,0,0,0,0,0,164119,164119
2005:Q4,4200138,113171,84131,29040,104587,11484,9958,40966,10620,0,0,0,31559,110612,666,109946,1417882,248955,235570,64450,868907,0,620167,595431,14656,690,9390,0,0,51632,0,5867,45765,0,232447,204626,27821,595621,557728,37893,18114,0,10075,8039,188102,8664,15890,36520,94475,21950,10603,93857,93857,479170,431253,47917,8215,8204,11,0,0,0,0,0,162541,162541
2006:Q1,4252492,118119,89099,29020,103900,11640,10209,42120,10694,0,0,0,29237,111366,658,110708,1405590,250086,234840,65904,854760,0,616867,591466,14597,695,10109,0,0,53280,0,6140,47140,0,249478,219468,30010,621603,572808,48795,18101,0,8973,9128,206997,8742,17097,38352,105915,25643,11248,96731,96731,482802,434522,48280,7774,7763,11,0,0,0,0,0,159146,159146
2006:Q2,4401194,123067,94067,29000,104260,11924,10412,43661,10922,0,0,0,27341,113080,650,112430,1421386,249508,242020,70550,859308,0,641491,614041,16308,688,10454,0,0,56091,0,6537,49554,0,243845,224201,19644,672698,600511,72187,18054,0,16744,1310,232333,8847,18716,40808,121253,30596,12113,98314,98314,497351,447616,49735,4519,4505,14,0,0,0,0,0,174004,174004
2006:Q3,4427479,128015,99035,28980,104046,12504,10455,44558,11067,0,0,0,25462,114622,642,113980,1433564,248308,238840,72169,874247,0,643680,615122,16796,669,11093,0,0,58097,0,6830,51267,0,254532,227398,27134,673876,595949,77927,18103,0,15612,2491,251505,8927,19941,42666,132860,34344,12767,92885,92885,490420,441378,49042,4608,4597,11,0,0,0,0,0,158862,158862
2006:Q4,4577765,132963,104003,28960,105265,12912,11150,45698,11215,0,0,0,24290,114596,634,113962,1482853,247771,257630,72785,904667,0,641386,609632,18885,631,12238,0,0,63539,0,7552,55987,0,292519,255740,36779,663996,598456,65540,20930,0,11661,9269,289204,9084,22351,46321,155683,41713,14052,97672,97672,498043,448239,49804,5573,5559,14,0,0,0,0,0,168780,168780
2007:Q1,4670207,135307,105658,29649,105695,12924,11188,46581,11427,0,0,0,23575,115164,625,114539,1493930,246279,281930,76341,889380,0,624424,594052,16249,625,13498,0,0,65732,0,7900,57832,0,279196,253080,26116,715660,619035,96625,21318,0,11491,9827,338598,11628,25228,57148,183470,45053,16071,92110,92110,505429,454886,50543,3914,3903,11,0,0,0,0,0,173410,173410
2007:Q2,4888990,137651,107313,30338,105849,12872,11198,47158,11603,0,0,0,23018,116455,617,115838,1502332,244501,301620,77399,878812,0,641952,605703,18897,627,16725,0,0,66616,0,8097,58519,0,333850,298970,34880,770622,674641,95981,21334,0,18176,3158,391121,14334,28288,68660,213017,48604,18218,93703,93703,509268,458341,50927,4133,4119,14,0,0,0,0,0,193712,193712
2007:Q3,5129856,139995,108968,31027,104836,12687,11002,47074,11756,0,0,0,22317,118064,608,117456,1515927,243011,296510,81379,895027,0,821754,769105,28373,1379,22897,0,0,70211,0,8637,61574,0,297003,251502,45501,759165,699429,59736,21022,0,17583,3439,423553,16005,30177,75769,231261,50797,19544,97626,97626,507904,457114,50790,4572,4558,14,0,0,0,0,0,247947,247947
2007:Q4,5421629,142339,110623,31716,103086,12506,10905,46802,11881,0,0,0,20992,118330,600,117730,1557487,242357,293240,83913,937977,0,867142,807194,32300,1366,26282,0,0,75483,0,9398,66085,0,325219,261474,63745,853408,812561,40847,30879,0,15068,15811,453754,17561,31936,82389,248251,52839,20778,93698,93698,522957,470661,52296,6276,6266,10,0,0,0,0,0,271078,271078
2008:Q1,5608614,141648,110035,31613,102805,12325,11035,46810,11991,0,0,0,20644,119707,591,119116,1544339,243134,286340,91977,922888,0,895835,836674,28500,1395,29266,0,0,81277,0,7159,74118,0,352807,299231,53576,969946,908711,61235,31652,0,19758,11894,482081,20681,35610,85568,261944,53629,24649,88620,88620,541997,487797,54200,5881,5867,14,0,0,0,0,0,249671,249671
2008:Q2,5582584,140957,109447,31510,103764,12964,11165,47248,12195,0,0,0,20192,120873,583,120290,1537950,238901,275200,94389,929460,0,906478,838997,35400,1500,30581,0,0,87127,0,7642,79485,0,286541,248412,38129,967619,903912,63707,31013,0,20686,10327,505223,23230,38611,88165,273131,54274,27812,84288,84288,563927,507534,56393,7045,7035,10,0,0,0,0,0,239468,239468
2008:Q3,5786018,140266,108859,31407,104184,12853,10873,48167,12470,0,0,0,19821,122126,574,121552,1546831,236848,260240,101452,948291,0,1003427,918331,43500,2201,39395,0,0,79785,0,5795,73990,0,377476,331338,46138,941568,883898,57670,37527,0,7061,30466,560394,29307,45767,94356,299800,55813,35351,80216,80216,557003,501303,55700,6359,6348,11,0,0,0,0,0,228856,228856
2008:Q4,5324109,139575,108271,31304,109290,12808,15303,48874,12716,0,0,0,19589,124534,566,123968,1596416,237593,249320,108216,1001287,0,900464,806704,40600,2736,50424,0,0,80252,0,5667,74585,0,163918,142815,21103,723044,661249,61795,69673,0,44723,24950,564282,29735,46271,94792,301679,55921,35884,78122,78122,539882,485894,53988,8241,8230,11,0,0,0,0,0,226416,226416
2009:Q1,5004558,138706,107564,31142,124028,12765,28029,49912,12866,0,1172,100,19184,124955,557,124398,1570412,238467,240100,112623,979222,0,792936,709540,30300,2233,50863,0,0,80032,0,5911,74121,0,134705,120241,14464,649492,583822,65670,62324,0,27278,35046,534319,27381,40321,95377,289463,50246,31531,70523,70523,516685,465017,51669,16681,16213,468,0,0,0,0,0,188760,188760
2009:Q2,4935137,137837,106857,30980,148116,12691,50603,50799,13060,0,1370,100,19493,125491,549,124942,1568812,237248,232970,112955,985639,0,720547,640950,28500,2275,48822,0,0,80293,0,5648,74645,0,147804,134394,13410,661923,594793,67130,67293,0,22296,44997,511260,25570,35742,95826,280062,45879,28181,63481,63481,493012,443711,49301,15910,15447,463,0,0,0,0,0,193358,193358
2009:Q3,4873985,136968,106150,30818,171880,12571,75005,51436,13241,0,0,100,19527,124588,540,124048,1565523,234115,216490,113319,1001599,0,658669,582307,28300,1956,46106,0,0,78118,0,4949,73169,0,173448,153010,20438,682032,614102,67930,63668,0,24718,38950,493172,24149,32150,96179,272688,42453,25553,53338,53338,474268,426841,47427,16194,15661,533,0,0,0,0,0,182119,182119
2009:Q4,4792105,136099,105443,30656,175614,12619,74864,52467,13536,0,0,1988,20140,124979,532,124447,1626461,232168,214140,114853,1065300,0,615900,540552,26500,2186,46662,0,0,80028,0,5233,74795,0,202580,179757,22823,678778,614507,64271,47890,0,27492,20398,403429,26786,20394,75399,197819,60106,22925,54398,54398,448885,403997,44889,14604,14196,408,0,0,0,0,0,182460,182460
2010:Q1,4710695,135536,104521,31015,216508,40508,73461,56256,20733,0,0,4660,20890,125536,522,125014,1605151,231764,208490,116254,1048643,0,556786,484596,25400,522,46174,94,0,77717,0,5236,72481,0,196216,175047,21169,679468,615490,63978,46714,0,20264,26450,383258,25686,18853,73685,191876,52139,21019,37711,37711,447526,402773,44753,16998,15721,1277,0,0,0,0,0,185570,185570
2010:Q2,4669785,134973,103599,31374,214540,39667,69627,55975,20644,0,0,7848,20779,126211,513,125698,1609184,230499,204000,120116,1054569,0,522625,450907,25000,1221,44917,580,0,76517,0,4763,71754,0,217233,190032,27201,676871,625847,51024,49018,0,22782,26236,371155,25875,18198,74339,181824,50140,20779,37243,37243,439207,395286,43921,18406,17200,1206,0,0,0,0,0,176602,176602
2010:Q3,4650236,134410,102677,31733,215416,39879,70338,54998,21011,0,0,8324,20866,127427,503,126924,1618125,230107,193210,123563,1071245,0,479720,408036,25200,1268,44686,530,0,81885,0,5680,76205,0,233948,197189,36759,680251,640320,39931,48051,0,18393,29658,363086,26372,17739,75878,173646,48677,20774,40612,40612,445748,401173,44575,18484,17317,1167,0,0,0,0,0,163073,163073
2010:Q4,4605133,133847,101755,32092,217703,39787,69648,56370,21796,0,0,9178,20924,128462,493,127969,1681739,231385,192930,124750,1132674,0,463986,391630,26105,773,44573,905,0,87277,0,6770,80507,0,278510,214012,64498,661029,661991,-962,44130,0,19750,24380,350163,26173,16735,74567,163844,47405,21439,3964,3964,372731,335458,37273,19320,18118,1202,0,0,0,0,0,162272,162272
2011:Q1,4586775,131226,101321,29905,223036,41648,70883,56790,22923,0,0,9326,21466,128727,484,128243,1659374,230170,181920,128734,1118550,0,433213,362796,23693,776,45417,531,0,89616,0,7902,81714,0,315454,245031,70423,661137,662516,-1379,42980,0,17758,25222,335668,25223,15435,86743,144076,45917,18274,254,254,371665,334499,37167,27333,26210,1123,0,0,0,0,0,167092,167092
2011:Q2,4556842,128605,100887,27718,229899,48142,66670,57405,26498,0,0,9677,21507,129471,474,128997,1565637,233722,166420,131795,1033700,0,415106,344947,22815,865,45467,1012,0,85106,0,6650,78456,0,312620,237031,75589,702485,702917,-432,45572,0,18998,26574,371287,25652,17336,99736,161620,47981,18962,72,72,361262,325136,36126,24647,23458,1189,0,0,0,0,0,185073,185073
2011:Q3,4649146,125984,100453,25531,244071,57069,67275,57320,30626,0,0,9828,21953,130354,465,129889,1663621,231576,151830,139325,1140890,0,398850,327368,23746,930,45782,1024,0,80956,0,5509,75447,0,252131,213024,39107,748084,702339,45745,52584,0,22525,30059,368337,25545,20557,95269,156184,54371,16411,69,69,361948,325753,36195,25254,23949,1305,0,0,0,0,0,196903,196903
2011:Q4,4654047,123363,100019,23344,241199,50819,69233,59583,28577,0,0,9842,23145,130946,455,130491,1735897,230878,152060,147726,1205233,0,403286,330887,24154,878,46112,1255,0,83752,0,5845,77907,0,239351,193000,46351,678858,654727,24131,47479,0,27557,19922,375063,23364,22151,93479,162304,54344,19421,62,62,375763,338187,37576,22899,21540,1359,0,0,0,0,0,196129,196129
2012:Q1,4624335,123262,99546,23716,256057,58955,70712,59323,32310,0,0,9488,25269,130937,445,130492,1717980,230264,152780,146153,1188783,0,380666,307827,22884,1280,47376,1299,0,86614,0,7089,79525,0,267760,209008,58752,665066,664432,634,43412,0,27094,16318,351566,26525,20207,94198,166848,30615,13173,834,834,375495,337946,37550,53066,51768,1298,0,0,0,0,0,171620,171620
2012:Q2,4678677,123161,99073,24088,257320,58558,72251,59635,32442,0,0,8939,25495,130802,435,130367,1738589,229613,162020,150544,1196412,0,404343,326632,23720,1348,50923,1720,0,86963,0,6338,80625,0,244177,202010,42167,700962,686072,14890,44884,0,37706,7178,351069,23201,21490,99223,161892,32847,12416,1659,1659,375681,338113,37568,53043,50774,2269,0,0,0,0,0,166024,166024
2012:Q3,4745037,123060,98600,24460,254722,57879,73197,59656,32407,0,0,6126,25457,131540,425,131115,1755559,226963,158510,153942,1216144,0,398302,319977,24380,1275,50852,1718,100,89250,0,6459,82791,0,269013,207015,61998,689187,692112,-2925,44706,0,33787,10919,343422,23082,22046,100623,153877,31908,11886,3245,3245,377473,339726,37747,107899,103211,4688,0,0,0,0,0,157659,157659
2012:Q4,4749638,122959,98127,24832,202109,19786,74893,61275,16388,0,0,3007,26760,132702,414,132288,1795005,226923,162590,158521,1246971,0,413600,335311,25074,1254,49554,2145,262,92068,0,6588,85480,0,303261,215058,88203,670192,714024,-43832,43640,0,30863,12777,336116,70768,23699,94842,101194,35523,10090,1776,1776,386975,348278,38698,105333,99281,6052,0,0,0,0,0,143902,143902
2013:Q1,4774373,125585,100807,24778,204692,20014,75644,61738,16787,0,0,2462,28047,132613,405,132208,1797897,224990,157810,156671,1258426,0,407411,330735,22217,1392,50503,2141,423,91400,0,7367,84033,0,307735,231015,76720,665169,697920,-32751,47375,0,44113,3262,352209,67883,20673,115498,113306,25103,9746,3909,3909,390907,351816,39091,105987,101409,4578,0,0,0,0,0,141484,141484
2013:Q2,4845692,128211,103487,24724,207150,20748,75832,61863,16821,0,0,2352,29534,133431,395,133036,1710880,223582,154880,159762,1172656,0,450701,371142,23453,1496,51740,2372,498,90288,0,6516,83772,0,302120,236011,66109,732752,747810,-15058,51738,0,56099,-4361,376226,74840,21642,134167,107867,27308,10402,4358,4358,394821,355339,39482,110734,106414,4320,0,0,0,0,0,152282,152282
2013:Q3,4790991,130837,106167,24670,208407,20209,75666,62382,16974,0,0,2352,30824,133928,385,133543,1669232,222320,124080,166984,1155848,0,457668,375716,26569,1550,50817,2408,608,89673,0,6156,83517,0,314065,227020,87045,703906,740075,-36169,53621,0,55120,-1499,389440,73042,20704,162075,97164,27391,9064,3860,3860,396898,357208,39690,100514,96579,3935,0,0,0,0,0,138942,138942
2013:Q4,5227639,133463,108847,24616,356716,123143,76002,63594,61077,0,0,2352,30548,134022,375,133647,1846453,215839,120600,172695,1337319,0,492559,408673,26990,2073,51495,2339,989,94975,0,6785,88190,0,339216,242010,97206,720747,777459,-56712,61836,0,53500,8336,429000,84513,23770,176688,100479,34283,9267,1932,1932,401336,361202,40134,75694,71686,4008,0,0,0,0,0,139690,139690
2014:Q1,5312149,132669,107811,24858,395602,148785,77411,63213,72151,0,0,2352,31690,133959,366,133593,1832044,222233,108540,176525,1324746,0,478540,393341,27407,2244,51874,2277,1397,98320,0,8408,89912,0,320576,239081,81495,783754,817445,-33691,63654,0,65595,-1941,450266,87020,27062,187562,106233,32915,9474,531,531,397961,358165,39796,73031,70035,2996,0,0,0,0,0,151242,151242
2014:Q2,5355274,131875,106775,25100,362557,124907,76654,63547,61662,0,0,2352,33435,134328,356,133972,1839455,220224,111860,178429,1328942,0,530562,440777,29958,2071,52481,2242,3033,97422,0,7794,89628,0,376091,268091,108000,758638,813285,-54647,61521,0,64757,-3236,439202,77772,28607,181940,108018,34330,8535,17,17,401356,361220,40136,64118,61213,2905,0,0,0,0,0,158132,158132
2014:Q3,5327627,131081,105739,25342,216805,22926,76404,63172,17965,0,0,2352,33986,135165,346,134819,1861636,224011,105670,183738,1348217,0,539790,445274,33143,2139,52816,2173,4245,99310,0,7714,91596,0,390110,274110,116000,776442,843099,-66657,74192,0,75089,-897,451634,83679,31962,169054,119693,37334,9912,10,10,401676,361508,40168,63838,61322,2516,0,0,0,0,0,185938,185938
2014:Q4,5432866,130287,104703,25584,217869,23438,76584,63246,18091,0,0,2352,34158,135872,337,135535,1935826,220554,116490,191269,1407513,0,565672,466804,35397,2176,53355,2083,5857,106135,0,8375,97760,0,369026,258026,111000,758517,817261,-58744,85650,0,85612,38,481008,105668,34585,150802,133329,46314,10310,10,10,411532,370379,41153,64817,61597,3220,0,0,0,0,0,170645,170645
2015:Q1,5382328,131811,105968,25843,218011,23819,76202,62935,18214,0,0,2352,34489,136297,328,135969,1889075,219884,117930,192582,1358679,0,536597,434534,34903,2233,55581,2098,7248,104993,0,9010,95983,0,354048,258000,96048,774216,819483,-45267,89480,10630,93709,-14859,495158,104345,39612,146386,155511,37562,11742,13,13,412333,371100,41233,62331,59313,3018,0,0,0,0,0,177965,177965
2015:Q2,5329510,133335,107233,26102,220100,25013,77841,62056,18331,0,0,2352,34507,136666,319,136347,1810312,219041,99770,196172,1295329,0,588152,476551,39923,2127,57797,2072,9682,106561,0,8670,97891,0,365004,263004,102000,740207,799257,-59050,88050,10819,100635,-23404,480987,102627,36458,144930,149752,36136,11084,14,14,416253,374628,41625,55103,52636,2467,0,0,0,0,0,188766,188766
2015:Q3,5249506,134859,108498,26361,218166,25188,77015,60264,18269,0,0,2352,35078,137383,310,137073,1763793,213860,78120,199915,1271898,0,586233,458641,44872,2139,58825,2861,18895,110316,0,8883,101433,0,289102,243000,46102,797276,784787,12489,98118,7539,99576,-8997,458588,96241,33840,133237,146763,37079,11428,14,14,422822,380540,42282,37677,35275,2402,0,0,0,0,0,195159,195159
2015:Q4,5428514,136383,109763,26620,221262,26238,77467,60329,18228,0,0,2352,36648,137263,301,136962,1972076,208172,75150,206930,1481824,0,631233,497034,44650,2352,59738,3683,23776,114970,0,9438,105532,0,289728,228037,61691,756883,773613,-16730,83051,4332,82309,-3590,449498,98680,33877,120148,148177,36007,12609,15,15,404691,364222,40469,23923,23072,851,0,0,0,0,0,207538,207538
2016:Q1,5470322,135951,109112,26839,219011,26562,76356,58511,18085,0,0,2352,37145,137133,293,136840,1970214,207494,82800,212968,1466952,0,613759,482806,42918,1786,62840,3688,19721,116320,0,10442,105878,0,265887,223025,42862,815570,806991,8579,88312,4382,86929,-2999,485547,108757,39586,114366,165024,43710,14104,196,196,384836,346352,38484,23382,22466,916,0,0,0,0,0,214204,214204
2016:Q2,5550957,135519,108461,27058,215651,27166,75738,56166,17777,0,0,2352,36452,137182,285,136897,1993504,206354,101784,216089,1469277,0,684959,547174,44463,3023,67535,3670,19094,119360,0,10673,108687,0,275853,234142,41711,820588,812292,8296,92092,4071,81190,6831,468711,110093,36934,115477,154193,39189,12825,161,161,382361,344125,38236,22228,21305,923,0,0,0,0,0,202788,202788
2016:Q3,5560621,135087,107810,27277,213537,26754,75403,55208,17773,0,0,2352,36047,136493,278,136215,2021969,205033,109211,220876,1486849,0,684866,544307,46354,3289,69890,3625,17401,115882,0,9524,106358,0,298894,248124,50770,784718,788765,-4047,85392,5761,73651,5980,466590,106070,38162,121472,145558,44312,11016,159,159,382948,344653,38295,24703,23659,1044,0,0,0,0,0,209383,209383
2016:Q4,5610156,134655,107159,27496,216366,27576,75386,56876,18480,0,0,2352,35696,137229,270,136959,2103610,203952,109779,222304,1567575,0,704309,564459,46666,2886,70197,3472,16629,120830,0,10224,110606,0,277042,225046,51996,762409,764874,-2465,91140,5578,72296,13266,448191,105651,30840,134682,133913,32611,10494,271,271,387995,349196,38800,22839,22542,297,0,0,0,0,0,203270,203270
2017:Q1,5662858,136623,108757,27866,215332,27979,74947,56485,18527,0,0,2352,35042,137283,263,137020,2058392,202542,106229,224259,1525362,0,660515,523666,45171,2902,73205,3285,12286,121993,0,11436,110557,0,279503,241065,38438,794396,785223,9173,98223,5063,76619,16541,447266,99828,28767,149653,125291,32221,11506,306,306,388786,349907,38879,104022,86051,17971,0,0,0,0,0,220218,220218
2017:Q2,5704603,138591,110355,28236,214217,28253,74617,55867,18662,0,0,2352,34466,137464,256,137208,1973943,201420,91463,225760,1455300,0,706376,567538,46625,3970,73245,3120,11878,120415,0,10387,110028,0,295701,257194,38507,792404,774255,18149,105608,6142,69363,30103,461329,105990,28716,157103,126252,31826,11442,303,303,388142,349328,38814,103731,86181,17550,0,0,0,0,0,266379,266379
2017:Q3,5830416,140559,111953,28606,213105,27477,73843,55304,18702,0,0,2352,35427,138478,249,138229,2086720,199463,80359,229975,1576923,0,719136,577488,50512,3070,74095,3270,10701,119794,0,9926,109868,0,290963,260094,30869,774906,764724,10182,103981,8032,70025,25924,464942,102362,30949,156621,125606,39245,10159,309,309,383153,344838,38315,114278,96410,17868,0,0,0,0,0,280092,280092
2017:Q4,6001669,142527,113551,28976,215714,28532,74413,56601,18948,0,0,2352,34868,139315,242,139073,2147955,197462,92447,220423,1637623,0,732114,584309,54832,2867,76903,3380,9823,125564,0,10969,114595,0,333076,290130,42946,717748,718546,-798,107957,5489,67300,35168,453217,100205,29722,153375,127388,34540,7987,371,371,387212,348491,38721,123080,101575,21505,0,0,0,0,0,375819,375819
2018:Q1,5987714,141463,112397,29066,216500,29931,74390,56710,19174,0,0,2352,33943,139608,236,139372,2151265,195963,84595,226500,1644207,0,698979,554836,46513,3847,81037,3295,9451,128364,0,12854,115510,0,338015,306145,31870,730226,709160,21066,108618,8523,67204,32891,439789,91322,28145,159217,118653,34910,7542,371,371,387073,348366,38707,121099,96804,24295,0,0,0,0,0,386344,386344
2018:Q2,6312075,140399,111243,29156,217377,30810,74328,56995,19389,0,0,2352,33503,139665,230,139435,2156967,195120,79115,236904,1645828,0,736701,586363,52374,3327,82026,3238,9373,125429,0,11521,113908,0,333128,299073,34055,721243,707315,13928,104823,8334,58293,38196,448257,92354,27778,173593,109997,37553,6982,265,265,390740,351666,39074,115058,96902,18156,0,0,0,0,0,682023,682023
2018:Q3,6363760,139335,110089,29246,217974,32424,73952,56947,19685,0,0,2352,32614,138860,225,138635,2190176,193844,71753,245480,1679099,0,708591,554809,58266,3432,81841,928,9315,126070,0,11068,115002,0,336045,302046,33999,726488,709811,16677,106649,11032,59783,35834,457506,94847,27151,180602,111223,37119,6564,351,351,391849,352664,39185,105728,88335,17393,0,0,0,0,0,718138,718138
2018:Q4,6460622,138271,108935,29336,220771,34459,74387,58304,20051,0,0,2352,31218,139259,219,139040,2275870,192442,66197,253356,1763875,0,729501,575054,57746,3328,83350,634,9389,132350,0,12030,120320,0,302018,275011,27007,731187,685599,45588,109008,11309,80529,17170,447314,94768,28548,153987,123881,39055,7075,443,443,397054,357349,39705,104269,84880,19389,0,0,0,0,0,733307,733307
2019:Q1,6393924,139757,110035,29722,225424,35690,76330,59118,20299,0,0,2352,31635,138415,215,138200,2232870,191963,61975,255402,1723530,0,670856,521804,50726,3810,84494,627,9395,133607,0,12969,120638,0,292407,268095,24312,725991,685031,40960,98137,10579,59340,28218,450719,95589,29331,146149,131963,40242,7445,535,535,400950,360855,40095,107241,80126,27115,0,0,0,0,0,777015,777015
2019:Q2,6366817,141243,111135,30108,226926,36987,77055,58910,20563,0,0,2352,31059,137607,210,137397,2146738,190685,47865,260275,1647913,0,686516,538138,51406,3333,84534,625,8480,134622,0,12809,121813,0,310744,278000,32744,724899,699305,25594,98829,12430,52295,34104,449462,95060,29226,136330,138068,43268,7510,543,543,401188,361069,40119,112866,86805,26061,0,0,0,0,0,794634,794634
2019:Q3,6553138,142729,112235,30494,227099,37888,76884,58737,20823,0,0,2352,30415,137993,206,137787,2291088,189289,53809,266454,1781536,0,654890,499503,54185,3365,88578,894,8365,132445,0,11888,120557,0,308680,280028,28652,760198,725505,34693,110602,11764,65530,33308,469247,104231,30994,126424,152735,46824,8039,524,524,394018,354616,39402,125850,99091,26759,0,0,0,0,0,797775,797775
2019:Q4,6675027,144215,113335,30880,230697,38926,78392,60861,21098,0,0,2352,29068,136551,202,136349,2389780,184033,77752,250764,1877231,0,638923,482365,52258,3543,91246,989,8522,139715,0,13144,126571,0,325713,286323,39390,744554,718500,26054,111416,13203,56757,41456,478362,108525,30531,118842,163291,48678,8495,0,0,386679,348011,38668,117658,89084,28574,0,0,0,0,0,830764,830764
