date,FU907005005.Q,FU903012005.Q,FU903091005.Q,FU904010005.Q,FU902050005.Q,FU903020005.Q,FU903023005.Q,FU903028003.Q,FU903029200.Q,FU903070005.Q,FU903078005.Q,FU903090005.Q,FU906000105.Q,FU087005005.Q,FU156600075.Q
2009:Q3,417165,-387,26066,-2881,69511,-1302,-154,0,-1148,54141,14868,309509,-52360,69092,-16732
2009:Q4,-269281,-227,-99789,6479,-70436,846,218,0,628,113540,-25834,-86733,-107128,104750,2378
2010:Q1,13170,-54,-52562,-5902,48742,-488,254,0,-741,-55392,-41179,60830,59174,-59276,102
2010:Q2,80679,-461,49181,-1921,12449,-938,-1258,0,320,-35897,46493,50676,-38903,23558,15345
2010:Q3,128119,-483,21257,8079,-40190,466,201,0,265,17672,21508,106857,-7047,22179,-15132
2010:Q4,-99456,-129,19645,46201,37985,512,809,0,-297,28318,8879,-153278,-87589,82981,4608
2011:Q1,-6810,-248,39839,15513,34506,-373,-482,0,109,-72683,-25675,-73351,75662,-77678,2016
2011:Q2,-27636,-163,-86638,-17635,43759,465,289,0,176,-27767,35110,28867,-3635,-10188,13823
2011:Q3,-399067,-129,20356,14978,-15458,-714,-1184,0,470,14711,23890,-452943,-3758,13979,-10220
2011:Q4,414578,-116,-65315,-25229,17149,1451,1261,0,190,37587,-19129,516568,-48388,49597,-1209
2012:Q1,396469,-191,3015,-5802,109643,780,450,0,330,-11354,-15379,212002,103754,-111438,7684
2012:Q2,-163561,-128,-65678,-26629,-4564,1032,960,0,72,-13497,20580,-128688,54011,-67195,13185
2012:Q3,361926,-118,14667,47437,-71091,-578,-670,0,92,19687,17875,340627,-6580,22583,-16003
2012:Q4,140976,-116,-16927,-10859,-5499,778,-113,0,891,53809,-19703,141664,-2171,2403,-232
2013:Q1,72705,-220,-8405,38136,-20139,-1163,429,0,-1591,-95980,-35468,97423,98521,-105882,7362
2013:Q2,-3350,-176,71239,-19385,-6169,707,-30,0,737,-83658,776,4612,28704,-44594,15890
2013:Q3,25160,-537,-19662,-14121,-18364,140,-353,0,493,19607,906,78664,-21474,38243,-16769
2013:Q4,-209135,-159,-48739,32662,-46143,-403,423,0,-825,12417,-21437,-56218,-81115,82443,-1328
2014:Q1,-163682,-256,25591,1050,32964,874,182,0,692,-26101,-22119,-277115,101430,-110501,9070
2014:Q2,60716,-214,-64580,-16542,-35233,541,337,0,204,-47208,25203,160106,38644,-56087,17443
2014:Q3,97095,-458,40203,4066,-16928,-844,239,0,-1083,81875,33858,-65045,20369,-1540,-18828
2014:Q4,53828,-130,-97800,-19862,-67621,751,826,0,-75,38595,-190,224836,-24751,27188,-2437
2015:Q1,-64237,-370,18072,8925,97926,-26,-93,0,67,1109,-36835,-288600,135561,-142539,6979
2015:Q2,-228570,-329,-83203,-9242,-7020,-316,-404,0,88,-34083,16321,-127677,16979,-33471,16492
2015:Q3,-134371,-878,-39737,2426,-5753,-397,249,0,-646,33545,11235,-126130,-8682,29975,-21292
2015:Q4,891,-240,-71179,-2288,19864,-1,-252,0,251,28495,-21794,104162,-56129,53040,3088
2016:Q1,-5753,-159,40784,-798,47722,-502,-283,0,-219,-14626,-32736,-162227,116789,-119930,3141
2016:Q2,-19993,-317,-44200,-8029,-30799,43,-176,0,219,-53180,8196,138931,-30637,10666,19971
2016:Q3,-92304,-877,-20907,10899,-145826,815,557,0,258,73815,10215,27218,-47656,58687,-11031
2016:Q4,287045,-166,-33999,547,102651,72,-286,0,358,30407,-15809,300273,-96931,103481,-6550
2017:Q1,-34066,-245,95542,5501,-76936,-721,-196,0,-525,-53147,-29398,-115441,140778,-155108,14329
2017:Q2,-93304,-205,45525,-10664,-52430,242,-8,0,250,-51700,56447,-45299,-35220,15813,19407
2017:Q3,-120175,-439,-21610,-2606,-57487,-418,-400,0,-18,-10149,21605,9940,-59011,80794,-21782
2017:Q4,-575223,-206,1130,5314,-42642,805,217,0,588,20200,23596,-463746,-119674,126402,-6728
2018:Q1,-104994,-136,50883,8338,-136835,-442,612,0,-1054,-69892,-51416,7359,87147,-101073,13926
2018:Q2,68271,-100,4552,-10825,67,-223,-927,0,704,-58500,2394,175974,-45068,24905,20163
2018:Q3,340146,-340,88139,-6825,-20835,146,19,0,127,-4390,1326,314327,-31402,54808,-23406
2018:Q4,-238631,-71,30867,-5505,-54847,-108,-175,0,67,50951,5366,-185816,-79469,84798,-5328
2019:Q1,4327,-103,-6775,7465,-51425,49,247,0,-198,-88183,-15970,6029,153239,-165942,12703
2019:Q2,-272491,-65,-34307,-14290,-8549,323,20,0,303,-78400,7455,-109087,-35571,14106,21465
2019:Q3,-82743,-604,34377,-6156,-50374,1036,678,0,358,20931,32252,-66952,-47253,69806,-22553
2019:Q4,-634622,-77,-7987,2886,-158878,-1419,-428,0,-991,-23578,8115,-335443,-118241,124478,-6237
2020:Q1,-200621,-109,181905,-15929,-30357,-335,36,0,-371,-7412,-20041,-450654,142312,-156358,14046
2020:Q2,289149,-76,-165726,20717,31648,504,57,0,447,77416,-14377,397940,-58897,41435,17462
2020:Q3,40211,-158,50361,-1080,22427,-164,6,0,-170,-27434,20311,65120,-89171,116666,-27495
2020:Q4,-326782,-81,37538,6740,-51923,-501,-786,0,285,-34646,5700,-231843,-57766,56470,1297
2021:Q1,327946,-75,-5378,12837,45326,9150,9318,0,-168,-77125,-46317,226610,162918,-167122,4204
2021:Q2,221605,-56,-31123,-2802,208406,-6593,-6740,0,147,-79366,67076,94525,-28462,8152,20310
2021:Q3,-321357,-208,8900,6817,61342,-537,-681,0,144,46526,45113,-478213,-11098,36318,-25220
2021:Q4,-235432,-153,26675,658,-21675,-1658,-847,0,-811,84809,32338,-233211,-123216,117171,6045
2022:Q1,-200181,6,13093,12972,-51298,1450,515,0,935,-17719,-57338,-288404,187058,-196962,9905
2022:Q2,-115191,-182,55769,-29730,126559,-809,-985,0,176,-17719,58516,-313269,5674,-31087,25414
2022:Q3,181069,-602,32741,9405,-57894,854,1066,0,-212,-17719,18373,194790,1121,18514,-19636
2022:Q4,-150813,-182,-54217,-15671,-71872,-1750,-2527,0,777,-17719,-4361,162277,-147318,157242,-9924
2023:Q1,-29053,-182,47625,21731,-253922,4566,5249,0,-683,-80255,-31870,194389,68865,-84852,15987
2023:Q2,111845,-182,-98116,711,-8248,-940,-1164,0,224,10609,13376,340070,-145435,116628,28807
2023:Q3,-11699,-703,7307,-1647,-209735,1300,1186,0,114,48418,2450,324372,-183462,214199,-30737
2023:Q4,-75875,-182,-5979,-327,-64660,99,-507,0,606,-4759,53867,201885,-255819,263748,-7929
2024:Q1,206578,-182,17086,12656,-51230,-809,-134,0,-675,-5487,-74598,315094,-5953,-13951,19904
