1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q4,39488695,14291826,11302939,103614,51510,2833763,5507224,4841170,407455,90612,167986,11257,14929828,13026416,1903412,1902223,861874,478106,562243,3793014,3581786,160873,50355,-946677,5324898,1474983,3849915,6271575,1108661,5162914,39488695,2289926,6.155917806499322,39283240,2037986,5.471799957027954
1999:Q1,40070262,14495642,11475857,106422,52093,2861270,5488214,4812986,412539,91993,170696,11389,15285902,13255303,2030599,1918617,869614,485354,563649,3847314,3633491,162681,51142,-976816,5473513,1527668,3945845,6450329,1216610,5233719,40070262,581568,1.4727445401712504,39592034,308793,0.7860692534730873
1999:Q2,41706008,14829386,11762352,108925,53264,2904845,5611349,4930069,416133,94463,170683,11785,16459259,14211336,2247923,1934694,879980,485793,568921,3917478,3700628,164813,52037,-1057943,5669759,1656976,4012783,6727703,1327123,5400580,41706008,1635745,4.082192842510747,40725266,1133232,2.862272757051123
1999:Q3,41806883,15225278,12109103,111451,54022,2950702,5808974,5121524,419496,97003,170952,12148,15816964,13929843,1887121,1945159,887697,485841,571621,3972403,3752267,167159,52977,-974043,5814534,1701560,4112974,6788577,1245527,5543050,41806883,100876,0.241873311439603,40738058,12792,0.031410736161503756
1999:Q4,45067927,15539085,12377893,114288,55811,2991093,5901972,5201052,424173,101839,174908,13774,18402522,16249146,2153376,1966997,896710,490080,580207,4046775,3822430,170371,53974,-803198,6515308,2003716,4511592,7318506,1435081,5883425,45067927,3261043,7.800254742955157,43290032,2551974,6.264348587413335
2000:Q1,46463841,15953871,12731448,117663,56841,3047919,5885923,5173466,430436,104104,177916,14011,19241117,17098968,2142149,1977783,905379,487397,585007,4119378,3891733,172645,55000,-728242,6737632,2089143,4648489,7465874,1521314,5944560,46463841,1395914,3.09735612643108,44394197,1104165,2.5506221718833
2000:Q2,46651040,16539940,13256200,121090,57942,3104708,6081698,5360471,436533,107059,177635,14904,18733843,16627267,2106576,1986182,915287,481155,589740,4207726,3976530,175091,56105,-913253,6753504,2054063,4699441,7666757,1522179,6144578,46651040,187199,0.4028914373666678,44462494,68297,0.15384256785500153
2000:Q3,47279520,17066897,13735188,124508,59026,3148175,6279233,5550968,442385,110500,175380,14560,18819455,16340104,2479351,1994877,923034,477566,594277,4270303,4035442,177580,57281,-1165805,6696736,1942786,4753950,7862541,1552667,6309874,47279520,628480,1.3471946914621924,45123574,661080,1.4868258362639128
2000:Q4,45789518,17550012,14160987,127343,59926,3201756,6389291,5643831,446601,114050,184809,14609,16696464,14198634,2497830,2003531,930095,475397,598039,4335444,4097662,179544,58238,-1199832,6421633,1852842,4568791,7621465,1482537,6138928,45789518,-1490002,-3.151474941435283,44579383,-544191,-1.2060011369901351
2001:Q1,45257545,18303982,14865991,130714,60529,3246748,6440401,5685595,450717,116255,187834,16446,15227552,12997167,2230385,2008266,937464,470678,600124,4407894,4168461,180262,59171,-1146997,6449660,1654541,4795119,7596656,1350833,6245823,45257545,-531973,-1.1617799367456172,44402509,-176874,-0.39676297088130874
2001:Q2,46665597,18746159,15272167,134231,60966,3278795,6565353,5806170,455553,118247,185383,17853,16252100,13855141,2396959,2015517,941960,471363,602194,4456336,4213605,182663,60068,-1387721,6498667,1718095,4780572,7886388,1473625,6412763,46665597,1408052,3.1111988152772865,45684841,1282333,2.887973842784052
2001:Q3,45028131,19178474,15668877,137173,61064,3311360,6659519,5903258,457331,118591,180339,18342,14194918,12117940,2076978,2023089,948405,470674,604010,4504358,4258678,185075,60605,-1550568,6233855,1433884,4799971,7784423,1281358,6503065,45028131,-1637465,-3.5089348068405792,44633276,-1051565,-2.3017814303563053
2001:Q4,46566104,19534642,15968748,140201,61393,3364300,6627302,5868210,463398,121009,174685,19232,15626147,13456646,2169501,2026168,953566,465387,607215,4575928,4329426,185212,61290,-1843314,5967991,1612673,4355318,7811306,1441451,6369855,46566104,1537973,3.4155820072366345,46162227,1528951,3.425584381376226
2002:Q1,47222430,19995416,16390561,144247,62314,3398294,6707122,5941829,467645,122417,175232,18313,15732257,13581452,2150805,2033943,956327,465919,611697,4640049,4390909,187237,61903,-1904670,6004152,1607025,4397127,7908822,1477303,6431519,47222430,656326,1.4094497503462173,46839657,677431,1.467499963278045
2002:Q2,46346089,20398559,16744440,148223,62907,3442989,6808789,6038241,472816,124360,173372,18197,14206307,12173189,2033118,2045214,962912,466983,615319,4711129,4459760,188945,62424,-1842106,6036480,1521874,4514606,7878586,1280216,6598370,46346089,-876341,-1.8557728286466673,46237152,-602505,-1.2863143211762031
2002:Q3,44831128,20847478,17141795,151023,63876,3490784,6941872,6163779,474680,126888,176525,17944,12282946,10631338,1651608,2060894,968700,471107,621087,4769700,4516666,189734,63300,-2089706,5827764,1235475,4592289,7917470,1088781,6828689,44831128,-1514961,-3.268800501772252,45141786,-1095366,-2.369016629239879
2002:Q4,46013825,21314880,17569627,154827,64242,3526184,7076623,6286178,478900,128475,183070,18595,12647226,11050137,1597089,2077426,976961,475374,625091,4819332,4564107,191192,64033,-1940258,5709269,1373980,4335289,7649527,1229421,6420106,46013825,1182697,2.6381151298357306,46073566,931780,2.064118272106101
2003:Q1,46145014,21773693,18001846,157325,64939,3549583,7200469,6404248,481452,130116,184653,17966,12257304,10834398,1422906,2098556,988981,478438,631137,4905752,4648658,192377,64717,-2108726,5694073,1293453,4400620,7802799,1208832,6593967,46145014,131190,0.285109527200147,46309528,235962,0.5121408388324744
2003:Q2,48230280,22219341,18406497,160463,66323,3586058,7346068,6544303,484691,132719,184355,18723,13663712,11925582,1738130,2113914,991971,481700,640243,4948971,4690467,192837,65667,-2080449,6126336,1581419,4544917,8206785,1448104,6758681,48230280,2085266,4.518940373402197,48242367,1932839,4.173739143869166
2003:Q3,49201991,22665435,18803543,163326,67723,3630843,7465420,6648342,486790,135192,195096,18727,14037300,12273123,1764177,2131303,995784,485675,649844,4993535,4732625,194291,66619,-2109729,6307497,1755385,4552112,8417226,1483137,6934089,49201991,971711,2.0147324606379713,49147897,905531,1.877044234533741
2003:Q4,51331439,23176466,19262487,167565,68813,3677601,7555581,6729953,492373,136837,196417,19076,15134870,13084836,2050034,2149632,1001752,489223,658657,5046102,4782251,196294,67557,-1750288,7477142,2079422,5397720,9227430,1696233,7531197,51331439,2129448,4.32797027802259,51070450,1922552,3.911769038963997
2004:Q1,52870033,24019848,20041252,171030,69800,3737766,7743120,6900593,500626,139517,202383,17579,15564832,13430023,2134809,2171677,1012859,492580,666238,5125076,4858221,198209,68646,-1772099,7718216,2138460,5579756,9490315,1725986,7764329,52870033,1538594,2.99737138731616,53568069,2497620,4.89053830933575
2004:Q2,53999234,24779941,20738389,175802,70636,3795114,8092557,7228880,512371,141694,209612,17364,15612673,13686350,1926323,2204401,1033200,497732,673469,5276843,5006852,200327,69664,-1984545,7879859,2161543,5718316,9864404,1769673,8094731,53999234,1129202,2.1358067715856683,54450479,882410,1.647268445113893
2004:Q3,55196397,25654119,21575669,179092,71498,3827860,8451942,7586239,517617,142897,205189,18193,15323657,13438404,1885253,2243687,1061710,501222,680755,5488359,5216518,201114,70727,-1983560,8088758,2212356,5876402,10072318,1738872,8333446,55196397,1197163,2.2169992894160937,55757932,1307453,2.4011780414267236
2004:Q4,57766700,26439255,22284430,183824,72782,3898219,8595716,7717929,527455,143903,206429,18810,16426502,14303261,2123241,2288989,1090132,507921,690936,5685182,5410388,203173,71621,-1687754,9056255,2560418,6495837,10744009,1952173,8791836,57766700,2570303,4.656650839221865,57939905,2181972,3.913295152212367
2005:Q1,58702956,27235594,23018150,188589,73716,3955139,8786496,7885631,542643,147629,210593,19090,16217027,14356785,1860242,2321955,1107678,515223,699054,5777890,5500162,205033,72695,-1655096,9324021,2649905,6674116,10979117,1933414,9045703,58702956,936256,1.6207532601922023,58838154,898249,1.5503119895744406
2005:Q2,60288478,28053912,23768207,192369,74976,4018360,9120083,8207591,553556,150958,207978,18939,16554716,14593421,1961295,2357811,1130153,518664,708994,5946994,5666970,206275,73749,-1763977,9463175,2704402,6758773,11227152,1972261,9254891,60288478,1585522,2.7009235196019468,60389374,1551220,2.636418291758238
2005:Q3,62255731,28969713,24641244,194699,75855,4057915,9501217,8578623,557004,152708,212882,18752,16969951,14978042,1991909,2394805,1154652,522764,717389,6129311,5847016,207599,74696,-1728018,9874217,3078670,6795547,11602235,2062051,9540184,62255731,1967253,3.263066333078114,62121318,1731944,2.8679613995886415
2005:Q4,63524703,29772985,25391914,197724,77077,4106270,9730712,8795948,562305,154293,218165,18965,16797829,14688533,2109296,2432816,1176669,528484,727663,6277698,5995198,206790,75710,-1506302,10194293,3317705,6876588,11700595,2117753,9582842,63524703,1268972,2.03832087352042,63527035,1405717,2.2628576563503935
2006:Q1,65239709,29972921,25532343,201595,78172,4160811,9826733,8883592,573049,157082,213010,19411,17845113,15602038,2243075,2469159,1197234,535187,736738,6381017,6095760,208364,76893,-1274645,11110497,3682411,7428086,12385142,2256912,10128230,65239709,1715006,2.699746723936314,65470894,1943859,3.059892500553067
2006:Q2,65710074,30495905,26002667,205328,78680,4209230,10086974,9131398,581763,159055,214758,18968,17301799,15166890,2134909,2507568,1222255,542627,742686,6607898,6320364,209379,78155,-1309038,11285254,3673580,7611674,12594292,2233733,10360559,65710074,470365,0.7209800810386858,65752768,281874,0.43053310580207593
2006:Q3,66850974,30889966,26341948,210307,79433,4258278,10333005,9355539,594243,161204,222019,18772,17853160,15514907,2338253,2542210,1241602,551029,749579,6781923,6493013,209411,79499,-1568062,11802779,3828619,7974160,13370841,2387389,10983452,66850974,1140900,1.7362634196987334,66923728,1170960,1.7808528207847527
2006:Q4,68491275,31072858,26478946,215065,80588,4298259,10483320,9489561,607005,164458,222296,16977,18662750,16141696,2521054,2579409,1265685,555258,758466,7027147,6733647,212632,80868,-1351186,12724720,4328960,8395760,14075906,2558411,11517495,68491275,1640301,2.4536687587490955,68341890,1418162,2.119072702278739
2007:Q1,69315411,30942325,26295433,220181,82079,4344632,10541019,9518578,618613,167664,236165,19907,19196698,16834513,2362185,2615037,1283013,561968,770056,7266376,6968789,215107,82480,-1265951,13343871,4536363,8807508,14609822,2600690,12009132,69315411,824136,1.2032713513361126,69346409,1004519,1.4698432951288136
2007:Q2,70595676,30979944,26279624,225183,83516,4391621,10716613,9677909,630885,170381,237437,20495,19852017,17481001,2371016,2644705,1296811,566406,781488,7387268,7085925,217177,84166,-1005366,14443994,4958299,9485695,15449360,2861097,12588263,70595676,1280264,1.847012463267534,70052906,706497,1.0187938364827231
2007:Q3,71039486,30889297,26147804,228660,84891,4427942,10800228,9748167,638174,172719,241168,21103,19782188,17681784,2100404,2677918,1310503,574511,792904,7506935,7202440,218535,85960,-638183,15182359,5262469,9919890,15820542,2943882,12876660,71039486,443810,0.6286649245434319,70911337,858431,1.2254037916643
2007:Q4,69588068,30589953,25797534,231681,85949,4474789,10689462,9624681,642030,175832,246920,22230,18573672,17046602,1527070,2709774,1325528,581941,802305,7642355,7332971,221548,87836,-639378,15270000,5247990,10022010,15909378,2953999,12955379,69588068,-1451418,-2.043113956063328,70063531,-847806,-1.1955862623492475
2008:Q1,67016714,29786504,24939200,235566,88360,4523378,10312237,9230187,647161,177333,257557,22774,17511861,16476812,1035049,2741861,1338783,588833,814245,7758733,7444488,224420,89825,-1117256,14553950,4786880,9767070,15671206,2747026,12924180,67016714,-2571354,-3.695107532291861,67917371,-2146160,-3.063162357739271
2008:Q2,66219940,29296106,24417421,239323,90620,4548742,10314165,9211695,650227,178738,273505,22916,17314107,16739624,574483,2773077,1351108,598433,823536,7856012,7536353,227995,91664,-1356443,14123343,4701709,9421634,15479786,2701219,12778567,66219940,-796774,-1.1889186804980432,66787894,-1129477,-1.663016691389315
2008:Q3,63767681,28727686,23811375,245841,92737,4577733,10141347,9034469,660483,181267,265128,24026,16885023,16085243,799780,2804422,1363797,609134,831491,8005350,7680506,231640,93204,-2820173,12055839,3636110,8419729,14876012,2490107,12385905,63767681,-2452259,-3.703202948058768,64345776,-2442117,-3.656526999364858
2008:Q4,59485180,28114422,23199166,255136,93873,4566247,9818752,8717701,678964,183941,238146,21785,14260699,14199296,61403,2828666,1375492,619453,833721,8206560,7876771,235671,94118,-3765704,10175358,2748428,7426930,13941062,1929859,12011203,59485180,-4282501,-6.715786521505255,61206643,-3139133,-4.878537456568503
2009:Q1,56574285,27449764,22542805,260008,94895,4552056,9412419,8318130,681355,182305,230628,24653,12232197,13139470,-907273,2834431,1374738,624013,835680,8310178,7978539,236758,94881,-3689357,9502080,2456973,7045107,13191437,1712381,11479056,56574285,-2910895,-4.893479628024019,59320449,-1886195,-3.0816828604826902
2009:Q2,56916481,26696351,21787877,263492,96467,4548515,8872930,7786444,681502,181701,223283,21522,13293886,14005292,-711406,2823406,1352007,631474,839925,8267651,7934768,237138,95745,-3059265,10764741,3162209,7602532,13824006,2037931,11786075,56916481,342196,0.6048620623903173,59707640,387191,0.6527114645521215
2009:Q3,58389739,26331532,21435433,266310,98522,4531267,8740971,7662072,678441,183899,216559,20954,14768609,15053799,-285190,2819215,1335149,638209,845857,8221531,7887251,237693,96587,-2513073,12389789,3836151,8553638,14902862,2444023,12458839,58389739,1473258,2.5884558591434015,61516218,1808577,3.0290551097626905
2009:Q4,58202612,26042780,21112065,268585,101997,4560133,8543888,7467769,671933,186573,217612,23035,15124609,15451068,-326459,2838363,1332809,647084,858470,8248817,7912338,238599,97880,-2618880,12566667,3995295,8571372,15185547,2657426,12528121,58202612,-187127,-0.32047956470627337,61624936,108718,0.17673122756621087
2010:Q1,58834890,25984906,21061523,268560,104020,4550803,8578915,7500784,667205,186775,224151,23884,15901227,16009084,-107857,2863525,1337622,655564,870339,8315101,7976471,239700,98930,-2832668,12914855,4135014,8779841,15747523,2860612,12886911,58834890,632278,1.0863390376079103,62880649,1255713,2.0376697671615163
2010:Q2,57430448,26016730,21106590,272741,106488,4530911,8866522,7786117,670432,188415,221559,23645,14437520,14908546,-471026,2892477,1341349,665627,885501,8398947,8059287,239709,99951,-3205393,12069058,3734612,8334446,15274451,2540483,12733968,57430448,-1404441,-2.3870889438743177,62345329,-535319,-0.8513257477048173
2010:Q3,59057518,25868733,20961720,278713,107935,4520365,8978765,7883236,676844,189149,229535,24579,15528963,15977783,-448820,2921057,1350409,674200,896448,8472618,8132623,239260,100735,-2737197,13686750,4475807,9210943,16423947,2863550,13560397,59057518,1627069,2.833112209166514,64432787,2087458,3.348218644647886
2010:Q4,62690410,25647567,20716131,284802,111132,4535502,9009768,7891300,682617,191485,244366,29197,19057286,19030803,26483,2955727,1360387,684918,910422,8558503,8218215,238556,101732,-2567638,14466112,4900246,9565866,17033750,3213464,13820286,62690410,3632893,6.151448705567019,66066172,1633385,2.535020742504789
2011:Q1,63447126,25413452,20441507,289254,114428,4568263,9022517,7877223,685901,193064,266329,27432,20075652,19926602,149050,2991246,1371907,698727,920612,8653426,8311874,238518,103034,-2736599,15168980,5159980,10009000,17905579,3437937,14467642,63447126,756715,1.2070670678939177,67164632,1098460,1.662666743842008
2011:Q2,63352145,25329263,20307653,295158,117378,4609074,9032485,7878804,693084,194465,266132,27752,19909865,19910334,-469,3017687,1386532,703738,927417,8788664,8445082,239373,104209,-2753571,15398929,5204875,10194054,18152500,3459824,14692676,63352145,-94981,-0.14970047493468314,67579310,414678,0.617404639904772
2011:Q3,59886271,25259737,20208175,300721,120212,4630629,9083612,7919267,699044,195715,269587,26440,17648587,18338807,-690220,3044736,1401578,711219,931939,8938588,8592946,240372,105270,-4115429,13542638,4287221,9255417,17658067,3027699,14630368,59886271,-3465874,-5.470807266147823,65700341,-1878969,-2.780390450335571
2011:Q4,61603024,25220587,20145921,307356,122656,4644654,9191397,8013823,707028,196795,273751,27446,19417077,19956183,-539106,3061248,1413994,713082,934172,9068285,8720425,241785,106075,-4383016,13997587,4501438,9496149,18380603,3397174,14983429,61603024,1716752,2.866687542863019,67094521,1394180,2.122028998899135
2012:Q1,63463725,25074377,19957252,312098,126112,4678915,9193126,8003312,712474,198509,278831,37054,21351033,21308221,42812,3083995,1421348,720299,942348,9167502,8818306,242229,106967,-4443362,14858905,5005403,9853502,19302267,3845867,15456400,63463725,1860701,3.0204707817393404,69056031,1961509,2.9235016784855343
2012:Q2,62774602,25280250,20145973,316267,129046,4688964,9354304,8160558,716125,199554,278067,37479,20758077,21026098,-268021,3104792,1431448,725221,948123,9275000,8925057,242188,107755,-5035300,14197831,4673015,9524816,19233131,3716431,15516700,62774602,-689123,-1.0858540132292622,69172885,116854,0.16921609382364097
2012:Q3,64794178,25585720,20431635,321344,132134,4700607,9596991,8390641,722636,201342,282372,38088,21919790,22164432,-244642,3122605,1440432,728481,953692,9354130,9002826,242784,108520,-4823146,15114614,5048350,10066264,19937760,3940042,15997718,64794178,2019576,3.217187098078515,71115340,1942455,2.808116738899966
2012:Q4,65658071,25829719,20641429,326848,134002,4727440,9715255,8510304,731801,202243,270906,37886,21867212,22139809,-272597,3126659,1445702,726525,954432,9389660,9037736,242407,109517,-4308320,15629169,5321857,10307312,19937489,3952993,15984496,65658071,863893,1.333287402984759,72066252,950912,1.337140075161782
2013:Q1,68426228,26302748,21079020,334274,136364,4753090,9801873,8593258,740506,204707,263402,38699,24525828,24425614,100214,3140270,1453915,728798,957557,9462896,9110452,241814,110630,-4846086,16179575,5546349,10633226,21025661,4393282,16632379,68426228,2768157,4.216019872655138,74912480,2846229,3.9494612297887777
2013:Q2,70350853,26928437,21690587,341144,139886,4756820,10147509,8920886,750934,209031,266657,39236,25753405,25186505,566900,3158653,1463752,728221,966680,9544201,9190396,241846,111959,-5220588,16060972,5541381,10519591,21281560,4463414,16818146,70350853,1924625,2.812700401886807,76127801,1215320,1.6223202940037988
2013:Q3,72935062,27600595,22342902,348125,143106,4766462,10491636,9245684,761778,213550,270623,36589,26665998,26079542,586456,3178281,1472425,731345,974511,9629771,9274071,242317,113383,-4667808,17232444,6084914,11147530,21900252,4776194,17124058,72935062,2584209,3.673316025786011,78690102,2562301,3.365789191396118
2013:Q4,75223205,27960093,22680753,354638,147368,4777334,10593830,9329415,768848,217714,277853,40794,28704557,27512683,1191874,3209295,1484857,738118,986320,9736864,9378734,243026,115104,-5022228,17902710,6472877,11429833,22924938,5205378,17719560,75223205,2288143,3.137232955865701,80794804,2104702,2.6746718849072333
2014:Q1,76197521,28233778,22944591,360307,149812,4779068,10566012,9276202,776347,221422,292041,42404,29437479,28294315,1143164,3227427,1492987,741302,993138,9812207,9452394,243173,116640,-5121786,18342389,6647696,11694693,23464175,5379704,18084471,76197521,974317,1.2952340943152587,82548474,1753669,2.1705225624770375
2014:Q2,78027762,28795040,23479139,367116,151241,4797544,10830754,9531321,782500,223341,293592,43464,30312746,29322117,990629,3233945,1497662,741644,994639,9880017,9518662,243659,117696,-5068204,19221155,7101816,12119339,24289359,5636133,18653226,78027762,1830241,2.4019692884257506,84729142,2180669,2.6416827833874916
2014:Q3,78354044,29290415,23929656,373801,153430,4833528,11099660,9791993,788094,226010,293563,44360,30506216,29540636,965580,3248089,1507502,743943,996644,9952679,9590209,243803,118667,-5787375,18733657,6828948,11904709,24521032,5710229,18810803,78354044,326282,0.41816097656496254,85395966,666824,0.7870066788007983
2014:Q4,79730118,29649571,24261329,380723,155759,4851760,11317320,10000470,795061,229951,291838,45121,32112453,31063503,1048950,3253273,1510271,746339,996663,9994042,9630816,243840,119386,-6641662,18414226,6770629,11643597,25055888,5920568,19135320,79730118,1376075,1.756226550322287,86957485,1561518,1.828562190310488
2015:Q1,80883405,30120952,24701223,388231,159158,4872340,11483656,10164418,798805,233955,286479,45418,32437250,31479572,957678,3260242,1512531,748551,999160,10016951,9652882,244210,119859,-6481064,19053337,7174471,11878866,25534401,5974124,19560277,80883405,1153287,1.4464885952775435,88638353,1680868,1.9329764715324926
2015:Q2,82017540,30711817,25220017,395224,161490,4935086,11762776,10438478,803095,238212,282991,45459,32552879,31298633,1254246,3256247,1514430,742537,999280,10102193,9737951,243638,120604,-6413831,19067833,7311250,11756583,25481664,5888594,19593070,82017540,1134135,1.4021850143809764,89415819,777467,0.8771223676409222
2015:Q3,80354410,31200553,25672512,401414,162931,4963696,11910902,10593274,806513,241447,269669,49711,30692978,29832429,860549,3259444,1517359,744858,997227,10164649,9799423,243392,121834,-6923827,17648662,6545989,11102673,24572489,5374469,19198020,80354410,-1663130,-2.027773712880534,88433124,-982695,-1.099017297541403
2015:Q4,81997277,31551060,25989677,407721,163037,4990625,11941948,10625803,811007,243405,261733,50404,32085178,31131050,954128,3255708,1517437,744976,993295,10186741,9820620,242956,123165,-7073762,17847159,6756163,11090996,24920921,5500927,19419994,81997277,1642867,2.0445256806451457,89915556,1482431,1.6763305787945688
2016:Q1,82052671,31854282,26238847,414756,163436,5037243,11941223,10620873,813491,243320,263539,51637,32127340,31717064,410276,3258455,1519017,746370,993068,10204202,9836133,243091,124978,-7384468,17943195,6665318,11277877,25327663,5413274,19914389,82052671,55394,0.0675563837099773,91078824,1163269,1.2937349258060988
2016:Q2,83305060,32566713,26887228,421352,166409,5091724,12271677,10950539,816448,245953,258738,51392,32622245,32395446,226799,3282978,1533383,748381,1001214,10348692,9977646,244085,126961,-7838637,18102006,6728339,11373667,25940643,5450247,20490396,83305060,1252389,1.526323288137057,92810930,1732106,1.9017654668015405
2016:Q3,84944242,33201007,27493222,427969,168625,5111191,12508959,11199540,818400,246712,244307,69638,33176418,32936195,240223,3301278,1543632,751684,1005962,10405128,10032145,244169,128814,-7718186,18901773,7148103,11753670,26619959,5711178,20908781,84944242,1639181,1.967685064687256,94485073,1674143,1.8038206694934913
2016:Q4,86939098,33664715,27920461,434808,172718,5136728,12590732,11267268,819333,252310,251821,67741,34583638,33222789,1360850,3325197,1556576,752359,1016262,10512097,10136897,244074,131126,-7805022,18734367,7146320,11588047,26539389,5782680,20756709,86939098,1994857,2.3484310469076886,95041725,556652,0.5891427025216155
2017:Q1,89014554,34105565,28304931,441135,174297,5185202,12600266,11255149,828160,255389,261568,69518,35886993,34493013,1393980,3344669,1567865,754987,1021817,10628851,10250520,245156,133175,-7621308,20031261,7712310,12318951,27652569,6193511,21459058,89014554,2075456,2.3872522496407056,97420997,2379273,2.5033980092733272
2017:Q2,90907281,34872158,29042578,446548,176963,5206069,13087730,11730479,832536,261706,263010,68665,36269973,34773337,1496636,3366641,1578624,756758,1031259,10724595,10342192,246559,135844,-7482481,20995175,8206770,12788405,28477656,6315896,22161760,90907281,1892727,2.1263122556060985,99587398,2166400,2.2237508128600667
2017:Q3,92550880,35360922,29513540,451991,179238,5216153,13174067,11821755,834606,268930,248776,70024,36938336,35269222,1669114,3393923,1592414,760064,1041445,10875970,10490821,246908,138241,-7262362,22178946,8724834,13454112,29441308,6669995,22771313,92550880,1643598,1.8079941745491335,101268588,1681191,1.6881561748854066
2017:Q4,95055354,35883097,29975468,457951,182042,5267636,13350480,11975129,839201,276603,259548,68693,38708293,36745367,1962926,3422677,1603287,765929,1053461,10984583,10595447,248233,140903,-7362469,23022975,9118138,13904837,30385444,7019413,23366031,95055354,2504475,2.70605173776155,103777299,2508710,2.4772838254932963
2018:Q1,96162682,36618285,30639037,464516,185852,5328880,13472969,12083430,844481,280825,264233,74190,38896086,36745589,2150497,3455097,1617888,768858,1068351,11131774,10738177,249567,144030,-7485719,22843431,9140032,13703399,30329150,7055819,23273331,96162682,1107327,1.1649290604826505,104812479,1035180,0.9975012593980063
2018:Q2,97637260,37107358,31066238,471099,189121,5380900,13713808,12319210,851294,284481,258823,76522,40343204,38083920,2259284,3490389,1636552,774631,1079206,11329815,10932024,250865,146926,-8423836,22461541,8845101,13616440,30885377,7184948,23700429,97637260,1474578,1.5334205798354206,106126348,1313870,1.2535432987046953
2018:Q3,100187850,37540957,31451889,479696,191655,5417717,13891225,12485974,861432,288383,255436,78728,42868267,40354757,2513510,3517592,1648919,781762,1086911,11444399,11042016,253078,149305,-9153318,22675959,8980931,13695028,31829277,7575650,24253627,100187850,2550590,2.612311637824383,108177510,2051161,1.9327538649982619
2018:Q4,95201387,37846171,31695094,485525,193947,5471605,13880185,12456975,868464,293623,261123,78230,37465260,35820940,1644320,3547247,1663083,790330,1093834,11611268,11205181,254990,151097,-9226974,20718595,7899563,12819032,29945569,6629533,23316036,95201387,-4986463,-4.977113228242331,104338636,-3838874,-3.548679968552108
2019:Q1,100154729,38561661,32328591,495308,197650,5540112,14122360,12679635,878211,298185,266329,78405,41885493,40117841,1767652,3582196,1674382,799945,1107869,11692851,11282464,256867,153520,-9768237,22274424,8687158,13587266,32042661,7243390,24799271,100154729,4953342,5.203014984696398,110556890,6218254,5.959684661920511
2019:Q2,101669463,39157503,32864292,503356,201239,5588616,14528399,13079498,886639,305489,256773,78396,42489464,40721740,1767724,3593585,1684072,800388,1109125,11887859,11476563,256507,154789,-10065743,22850411,8894576,13955835,32916154,7621167,25294987,101669463,1514734,1.5123934474347323,112814903,2258014,2.04239967901838
2019:Q3,101433152,39487470,33143284,509576,203819,5630791,14659147,13206180,892548,312441,247978,80594,42420764,40906260,1514504,3611196,1690957,805781,1114458,11984942,11571484,257045,156413,-10810961,22795082,8722334,14072748,33606043,7659531,25946512,101433152,-236311,-0.2324302731202759,113520802,705899,0.6257139455772495
2019:Q4,104410010,39872299,33482125,514913,205363,5669898,14741621,13269348,895383,319169,257721,83475,45031604,43051969,1979635,3631642,1697371,816732,1117539,12055913,11641787,257123,157003,-11006544,24044476,9478014,14566462,35051020,8278548,26772472,104410010,2976857,2.934797335948032,116925753,3404951,2.9994073312917116
2020:Q1,96336955,40626831,34191249,525056,208220,5702306,14894689,13420427,907166,324242,242854,84809,36698317,36488444,209873,3658629,1710121,820985,1127523,12172099,11756586,257297,158216,-11798419,20690421,7442650,13247771,32488840,6852288,25636552,96336955,-8073055,-7.732069583122779,110784131,-6141622,-5.252583119360056
2020:Q2,102627534,41313031,34866240,531104,213299,5702388,15025128,13549584,912868,333026,229651,88453,43324168,42995757,328411,3687482,1710162,828139,1149181,12179053,11759024,259234,160795,-12989781,22762836,8574871,14187965,35752617,8290190,27462427,102627534,6290579,6.529767465727556,118643323,7859192,7.094150039321533
2020:Q3,106830353,42354498,35722998,537251,216634,5877615,15456512,13964950,918784,337499,235279,87085,46642871,46281564,361307,3731528,1733740,835407,1162381,12397404,11973522,261799,162083,-13839545,23613258,9142675,14470583,37452803,9154869,28297934,106830353,4202818,4.095215220027723,123147591,4504267,3.796477839932274
2020:Q4,114685885,43597055,36804863,543533,222418,6026241,15841068,14331700,921569,347659,240140,90334,52831678,51596842,1234836,3779212,1750526,846026,1182660,12546643,12118678,263317,164648,-14000105,26321866,10615016,15706850,40321971,10673362,29648609,114685885,7855532,7.3532769339214346,131438080,8290489,6.732157205174966
2021:Q1,120682337,45086703,38155682,554527,223681,6152813,16229925,14678982,942598,351488,256857,93779,56783190,54259424,2523766,3838571,1788694,857097,1192780,12870004,12438045,266375,165584,-14219835,27367900,11098240,16269660,41587735,11409010,30178725,120682337,5996453,5.228588274995624,136487662,5049582,3.841795375166263
