1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2013:Q3,1555157,112631,88643,1874,557,1,556,1041598,208792,112732,720074,35348,57279,50601,164000,2626,15794438,54177,5200,25573,11588687,11563589,25098,1669232,0,1669232,1554727,50357,246830,2154382,1920992,0,233390
2013:Q4,1809352,109789,163029,1548,552,1,551,1207124,357091,114516,735517,35068,57356,53603,178657,2626,16091024,54386,5200,25573,11858674,11834187,24487,1846453,0,1846453,1846453,50487,249919,2000332,1751125,0,249207
2014:Q1,1912703,109286,142571,1521,550,1,549,1287589,395968,115071,776550,34930,57356,55443,220831,2626,16364133,54585,5200,25573,12122507,12098504,24003,1832044,0,1832044,1832044,50467,250102,2023655,1775259,0,248396
2014:Q2,1863691,110123,139261,1840,531,1,530,1270596,362913,115885,791798,34660,58726,56108,189220,2626,16332746,54594,5200,25573,12071546,12047511,24035,1839455,0,1839455,1839455,50605,250728,2035045,1784024,0,251021
2014:Q3,1735909,103748,160162,1900,531,1,530,1166848,217151,116677,833020,33601,59202,45591,161700,2626,16550896,52358,5200,25323,12279629,12255772,23857,1861636,0,1861636,1861636,50911,249046,2026793,1776066,0,250727
2014:Q4,1806542,97964,226346,2226,531,1,530,1180952,218206,116498,846248,33431,59414,48449,154603,2626,16807641,51166,5200,25323,12505228,12480854,24374,1935826,0,1935826,1935826,51257,246825,1986816,1727755,0,259061
2015:Q1,1777076,88721,104427,2020,531,1,530,1223243,218339,117622,887282,33321,61500,50226,210461,2626,16962998,48718,5200,25323,12630834,12606703,24131,1889075,0,1889075,1828155,50736,261280,2051832,1796980,0,254852
2015:Q2,1909977,89475,258526,1863,511,1,510,1239422,220419,117640,901363,33467,61501,50549,172037,2626,17030539,49668,5200,25323,12695304,12670654,24650,1810312,0,1810312,1682747,50967,259956,2133809,1881742,0,252067
2015:Q3,1890755,89177,202597,2078,494,1,493,1271701,218476,116678,936547,33417,61511,49754,177400,2626,17172369,49574,5200,24772,12836937,12812842,24095,1763793,0,1763793,1563878,50822,263679,2177592,1925234,0,252358
2015:Q4,2048923,86912,338078,1764,494,1,493,1287535,221563,116307,949665,33407,61511,61156,175440,2626,17555132,48938,5200,24772,13193550,13168996,24554,1972076,0,1972076,1972076,51149,261366,1998081,1732207,0,265874
2016:Q1,2116526,87957,317571,1816,494,1,493,1326278,219304,117225,989749,33407,63000,63889,219488,2626,17838248,49753,5200,24772,13431541,13407102,24439,1970214,0,1970214,1970214,51050,279131,2026587,1762585,0,264002
2016:Q2,2149058,88073,366932,1931,494,1,493,1334249,215936,117177,1001136,33377,63211,62992,195173,2626,17864776,49401,5200,24772,13416203,13391647,24556,1993504,0,1993504,1993504,51245,281089,2043362,1777502,0,265860
2016:Q3,2163662,89952,355655,1838,494,1,493,1367867,213815,117399,1036653,33357,63231,63942,184700,2626,18121943,49294,5200,24222,13646328,13621965,24363,2021969,0,2021969,2021969,51261,282478,2041191,1775492,0,265699
2016:Q4,2236089,86815,404037,1536,494,1,493,1385511,216636,119582,1049293,33347,63258,64943,193522,2626,18415386,47476,5200,24222,13904681,13880222,24459,2103610,0,2103610,2103610,51263,290741,1988193,1710065,0,278128
2017:Q1,2009667,87687,96826,1242,494,1,493,1421210,215595,118580,1087035,33348,64093,63215,238926,2626,18470104,47918,5200,24222,13947233,13923005,24228,2058392,0,2058392,1950754,50978,294426,2041735,1766006,0,275729
2017:Q2,2041809,90244,184751,1337,494,1,493,1430100,214473,117346,1098281,33218,64127,65951,168961,2626,18518588,49138,5200,24222,13990185,13965794,24391,1973943,0,1973943,1832515,50851,300614,2124435,1850837,0,273598
2017:Q3,2094049,91767,162903,1493,494,1,493,1466345,213354,119414,1133577,33208,64764,66649,203800,2626,18721152,49912,5200,23972,14180431,14156063,24368,2086720,0,2086720,2074675,51013,306027,2017877,1742346,0,275531
2017:Q4,2404122,90974,231954,1921,494,1,493,1481238,215956,119703,1145579,33208,64764,65017,431926,2626,19027917,50294,5200,23972,14458984,14434589,24395,2147955,0,2147955,1996277,51090,308225,1982197,1694972,0,287225
2018:Q1,2551582,93116,291767,1843,494,1,493,1518494,216736,120125,1181633,33198,64764,67852,477428,2626,19534563,51344,5200,23972,14919352,14894690,24662,2151265,0,2151265,2151265,51194,334413,1997823,1711008,0,286815
2018:Q2,2579505,93043,336633,1909,494,1,493,1530364,217607,121125,1191632,33198,66042,68952,446244,2626,19600393,49674,5200,23972,14957229,14933718,23511,2156967,0,2156967,2156967,51040,335422,2020889,1732789,0,288100
2018:Q3,2678621,91943,388391,2055,494,1,493,1564456,218199,121886,1224371,33178,66092,72686,456700,2626,19938950,49274,5200,23706,15250445,15227623,22822,2190176,0,2190176,2190176,51221,360115,2008813,1721594,0,287219
2018:Q4,2721438,93893,405904,2048,494,1,493,1580392,220990,123130,1236272,33178,66092,75420,461391,2626,20336229,49117,5200,23706,15589156,15566216,22940,2275870,0,2275870,2275870,51284,382266,1959630,1658770,0,300860
2019:Q1,2732552,93595,337874,2081,494,1,493,1619093,225639,123883,1269571,33178,66092,75820,501699,2626,20709327,49027,5200,23706,15910909,15888708,22201,2232870,0,2232870,2017557,51793,414399,2021423,1724313,0,297110
2019:Q2,2626533,96416,266995,2328,494,1,493,1626111,227136,120628,1278347,33178,67441,77356,453588,2626,20726413,49096,5200,23706,15906283,15884286,21997,2146738,0,2146738,1930002,51690,419660,2124040,1826632,0,297408
2019:Q3,2709915,96226,386029,2647,494,1,493,1661731,227305,123438,1310988,33178,67459,75825,383700,2626,21173035,48146,5200,23166,16325145,16303690,21455,2291088,0,2291088,2267991,52098,411632,2016560,1717969,0,298591
2019:Q4,2737493,97783,407211,2312,494,1,493,1673931,230899,123787,1319245,33178,67459,73524,378974,2627,21546950,48835,5200,23166,16650118,16628907,21211,2389780,0,2389780,2389780,52181,415545,1962125,1646927,0,315198
2020:Q1,2912229,96360,518948,1915,494,1,493,1703340,227440,125302,1350598,33178,68757,73364,413246,2627,22098040,48199,5200,23166,17137013,17115829,21184,2402595,0,2402595,2402595,52034,435995,1993838,1680398,0,313440
2020:Q2,4413861,102151,1725416,2071,494,1,493,1824384,341898,126712,1355774,33178,182767,80559,460214,2627,25167953,48584,5200,23166,19888054,19867035,21019,2503628,0,2503628,2503628,52024,447093,2200204,1713670,175838,310696
2020:Q3,4548915,106535,1784873,1649,494,1,493,1913039,407919,125709,1379411,33178,182982,81638,441900,2627,25942404,49709,5200,23126,20360332,20340181,20151,2560247,0,2560247,2560247,52363,453216,2438211,1700269,427179,310763
2020:Q4,4519218,111681,1732079,981,494,1,493,1928007,419871,127148,1380988,33178,183306,84852,442013,2627,26596728,50864,5200,23126,20966365,20946158,20207,2654695,0,2654695,2654695,52371,450579,2393528,1637161,432734,323633
2021:Q1,3926971,106996,1117106,9851,494,1,493,1965425,427079,128236,1410110,33168,122253,91867,477184,2627,26911195,50050,5200,23126,21367192,21347365,19827,2595617,0,2595617,2595617,52655,483849,2333506,1663873,347452,322181
2021:Q2,3567706,108104,855708,1251,494,1,493,1979933,436539,129468,1413926,33168,110753,93364,382304,2627,27238136,50375,5200,23126,21718869,21699043,19826,2602490,0,2602490,2602490,51807,503803,2282466,1671841,284884,325741
2021:Q3,3233711,218698,219111,1747,494,1,493,2056666,488739,131516,1436411,33168,97371,96030,507800,2626,27426317,161826,5200,23006,21865636,21846135,19501,2584332,0,2584332,2403775,52742,508726,2224849,1703602,192659,328588
2021:Q4,3438231,219895,410331,2093,494,1,493,2105930,536433,133141,1436356,33158,91770,95478,476456,2626,28050526,160760,5200,23006,22577323,22557536,19787,2727161,0,2727161,2727161,52648,508402,1996026,1550849,100097,345080
2022:Q1,3810505,217641,656181,2133,494,1,493,2173631,583733,134943,1454955,33158,92069,97466,535106,2626,28749700,158785,5200,23006,23265505,23246108,19397,2770366,0,2770366,2770366,52869,512850,1961119,1566325,47983,346811
2022:Q2,3867400,209477,789741,1329,494,1,493,2211740,616445,138195,1457100,33158,90322,95055,433458,2626,28748288,152511,5200,23006,23273089,23253368,19721,2797292,0,2797292,2797292,52795,507699,1936696,1563542,19815,353339
2022:Q3,3765547,202215,643718,1316,494,1,493,2243699,621480,143085,1479134,33158,90657,96264,451400,2626,29106652,147009,5200,22586,23636062,23616710,19352,2852032,0,2852032,2852032,53041,493843,1896879,1532526,6785,357568
2022:Q4,3619400,214148,454724,1100,494,1,493,2282364,627101,167950,1487313,33158,88282,95374,447130,2626,29359086,152863,5200,22586,23864777,23844978,19799,2986599,0,2986599,2986599,53018,496999,1777044,1390515,2979,383550
2023:Q1,3438433,217176,184509,1346,494,1,493,2296429,627118,169660,1499651,33158,88548,99794,514354,2625,29823898,154516,5200,22586,24301785,24282042,19743,2946443,0,2946443,2673619,53530,500347,1839491,1455420,1300,382771
2023:Q2,3546979,214683,410893,1185,494,1,493,2250709,589876,170725,1490108,33158,88130,100886,444216,2625,30327051,152775,5200,22586,24790364,24772373,17991,2975645,0,2975645,2975645,53480,505585,1821416,1434566,492,386358
2023:Q3,3743399,212309,665311,1221,494,1,493,2216476,579759,173650,1463067,33158,88866,103539,419400,2625,31212956,151041,5200,22586,25649734,25630167,19567,3018918,0,3018918,3018918,54197,514705,1796575,1410305,0,386270
2023:Q4,3791285,215532,775994,1235,494,1,493,2197055,558840,176025,1462190,33158,82130,103313,379748,2626,31844764,154107,5200,22586,26246746,26226569,20177,3225064,0,3225064,3225064,54333,510395,1626333,1212971,0,413362
2024:Q1,3915408,214936,782757,1397,494,1,493,2222159,555290,178244,1488625,33158,81437,107283,469161,2626,32438101,152083,5200,22586,26828554,26808608,19946,3210647,0,3210647,3210647,55248,512710,1651073,1239435,0,411638
