1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q1,3289594,34491,78588,216807,10627,153053,1225117,169746,362192,518228,9834,165117,782334,281907,112177,388250,130852,45363,48156,214010,253003,97193,12806751,7399,2200,28166,7262216,4423714,23180,2815322,1505357,0,1505357,44565,743595,3213253,2624211,12141368
2007:Q2,3222804,34129,93040,218138,11623,146084,1182565,159755,352756,500740,9712,159602,796181,276241,111854,408086,137378,46516,50834,219096,207878,79342,12651803,7426,2200,27835,7183263,4294495,23156,2865612,1513935,0,1513935,45132,766909,3105103,2547113,11976112
2007:Q3,3391911,35716,141517,230407,13742,152379,1247595,164232,375462,528815,10476,168610,804389,287435,115000,401954,137929,46594,52239,222856,216821,89727,12892916,7627,2200,27484,7307748,4403060,22953,2881735,1527683,0,1527683,45116,782958,3192100,2697707,12198712
2007:Q4,3382182,36379,131524,249522,15701,151119,1251529,160440,379955,531021,10739,169374,801444,288861,115657,396926,131999,46664,51045,219759,199913,95584,13180800,7742,2200,27383,7447124,4493689,23139,2930296,1569368,0,1569368,45769,791114,3290100,2686367,12484985
2008:Q1,3365650,39232,112833,251604,18273,147673,1237196,154352,378867,525472,10843,167662,798362,287526,121100,389736,118002,46752,47473,218823,222566,106861,13655543,8057,2200,27156,7668911,4691656,23458,2953797,1556330,0,1556330,45682,819834,3527373,2677609,12967502
2008:Q2,3277653,39560,123043,245363,18684,144053,1221013,148150,377123,519122,10924,165694,788775,286873,122355,379547,114774,47804,47271,218678,163163,105472,13737769,8004,2200,27039,7639753,4656134,23521,2960098,1550145,0,1550145,46170,855314,3609144,2602211,13062327
2008:Q3,3610701,37076,442034,250116,19713,138437,1190609,140002,369825,508606,10839,161337,776925,280927,131000,364998,103427,47909,42161,216376,233872,112046,14636316,7630,2200,26742,8172128,5192997,23098,2956033,1559301,0,1559301,46054,866105,3956156,2957327,13982942
2008:Q4,3775079,40556,452779,267368,22993,130186,1184292,129378,354892,535761,10521,153740,768844,274516,135152,359176,267033,47970,34600,208226,222252,127980,15694627,7547,2200,26551,8750643,5757055,23346,2970242,1609132,0,1609132,46747,851453,4400354,3147630,15067178
2009:Q1,3737399,40167,350437,280640,22342,123122,1188152,120157,342504,567876,10267,147348,780174,268601,146888,364685,292603,48083,32644,202806,248785,127444,16397882,7325,2200,26550,9248856,6227207,22548,2999101,1583278,0,1583278,46689,843587,4639397,3131662,15792145
2009:Q2,3916230,45699,422333,269727,20853,131287,1317924,125726,372698,648593,11292,159615,820442,284547,154260,381635,236562,49363,37519,204758,229629,130134,16750967,7605,2200,26549,9626133,6571808,22274,3032051,1581872,0,1581872,47204,843118,4616286,3286210,16120947
2009:Q3,4027236,97060,363992,275652,19012,134129,1380973,125944,388578,689100,11896,165455,865136,293013,183213,388910,249421,49420,42876,181783,245624,122158,17032791,55953,5200,26299,10044187,6968783,23202,3052202,1578764,0,1578764,47239,842096,4433053,3397031,16402586
2009:Q4,3980575,94289,296514,278543,17858,134320,1395788,98560,397131,719841,12281,167975,921887,298951,232650,390286,161870,50431,44514,182223,257837,144501,17352892,55364,5200,26199,10368182,7232689,23495,3111998,1639997,0,1639997,47845,835124,4374981,3343487,16715804
2010:Q1,4118511,91928,318451,284678,17554,135675,1438628,122159,409395,722260,12785,172029,978568,305290,247758,425520,149277,51736,46341,186905,300467,118303,17975543,53618,5200,26199,10876857,7714997,23581,3138279,1625884,0,1625884,47750,852530,4487505,3467108,17324140
2010:Q2,4082813,89592,391157,267664,17954,130157,1391920,114593,400847,696414,12638,167428,984998,301150,264795,419053,136392,54017,43230,187430,264710,123592,18623892,52228,5200,26198,11218156,8059428,23850,3134878,1629828,0,1629828,47927,866203,4778152,3444684,17985763
2010:Q3,4223458,96025,409020,271125,19244,133974,1432754,115219,421134,708154,13402,174845,1047399,314289,323981,409129,146265,54805,47506,190541,253619,121181,19050879,54958,5200,25923,11623657,8457152,23971,3142534,1639136,0,1639136,48092,873818,4780095,3574701,18402122
2010:Q4,4383614,95148,451109,278128,20679,136470,1457993,114515,437873,710806,14061,180738,1098256,323346,363784,411126,155174,55282,50424,194470,273673,116808,19530466,54387,5200,25923,12046509,8822662,24161,3199686,1703535,0,1703535,48707,882493,4763712,3716954,18863806
2011:Q1,4244707,100919,226863,281114,20427,132865,1429285,108650,435168,692868,14098,178501,1140782,321419,413923,405440,172761,56339,52659,199220,325779,105694,19766478,55993,5200,25923,12295203,9090815,24459,3179929,1682297,0,1682297,48777,894621,4758464,3590598,19112369
2011:Q2,4165405,108521,249991,276761,20429,127666,1360387,101605,426858,643951,13947,174026,1145701,318337,430571,396793,175217,57847,53037,204007,286882,98959,19996159,56521,5200,25923,12465956,9295140,24498,3146318,1592135,0,1592135,49209,913410,4887805,3531682,19362436
2011:Q3,4044079,109893,171601,282446,20293,125665,1307545,100012,420165,602394,13729,171245,1186037,316880,472791,396366,150586,58254,47225,205289,263452,115793,20644332,55150,5200,25923,12753517,9588341,24982,3140194,1694247,0,1694247,49498,920535,5140262,3427729,20027982
2011:Q4,4162981,110914,210329,295907,21074,131377,1316567,101906,444052,578095,14293,178221,1216053,327580,494759,393714,158778,58384,50059,204760,272356,116423,20995780,54219,5200,25923,13091616,9906085,25268,3160263,1764474,0,1764474,49970,929864,5074514,3523999,20356798
2012:Q1,4176427,112491,165209,315375,19688,130029,1266222,98257,444196,534043,14087,175639,1266185,325510,531393,409282,160740,58150,54911,208311,318667,100449,21242637,54707,5200,25923,13494028,10306692,24433,3162903,1750290,0,1750290,50076,945509,4916904,3533054,20599264
2012:Q2,4198580,113605,210757,309080,18652,128999,1247344,94917,445298,519694,13916,173519,1302284,324017,558492,419775,151295,59810,53598,209330,289258,104568,21593071,53593,5200,25923,13693611,10490548,24468,3178595,1771031,0,1771031,50436,959514,5033763,3544904,20939395
2012:Q3,4280866,116305,199472,321907,18399,133249,1280748,95421,464704,527936,14315,178372,1346619,330755,602207,413657,154041,58356,56367,214695,274360,106348,21815479,54463,5200,25923,13921719,10723156,24394,3174169,1787966,0,1787966,50381,964846,5004981,3610930,21145543
2012:Q4,4235128,114201,214234,328969,18864,130503,1246991,90907,459727,508433,13962,173962,1312436,325075,622248,365113,151488,57085,57037,212965,287954,102401,22155300,54277,5200,25923,14225079,11027944,24879,3172256,1811393,0,1811393,50257,980910,5002261,3582461,21502633
2013:Q1,4370474,111638,199156,333971,17986,135644,1288471,91861,482580,519574,14452,180004,1362852,334709,665236,362907,161091,55603,60344,212294,330750,100674,22634047,52945,5200,25923,14577964,11373129,24626,3180209,1814684,0,1814684,50298,986256,5120777,3698845,21962418
2013:Q2,4383001,111271,252212,332949,17745,134782,1272799,88689,484185,507512,14301,178112,1375206,332211,680570,362425,162349,57219,60328,218018,289951,98172,22877430,53113,5200,25923,14555036,11368166,24962,3161908,1727701,0,1727701,50481,1005262,5454714,3712814,22207243
2013:Q3,4361374,112631,208830,340862,18136,135557,1272646,86617,491627,501689,14325,178388,1386102,333156,720074,332872,165949,57279,63553,221777,285786,92266,23173523,54177,5200,25573,14725548,11563589,25098,3136861,1686206,0,1686206,50357,1020988,5605474,3714368,22526517
2013:Q4,4691391,109789,291970,348953,18053,140311,1309608,87004,513654,510312,14767,183871,1554949,341741,735517,477691,177312,57356,67106,225660,301253,89071,23592238,54386,5200,25573,14982496,11834187,24487,3123822,1907530,0,1907530,50487,1033859,5532707,3981293,22882140
2014:Q1,4805576,109286,268487,357122,17011,141879,1316568,85318,524194,507018,14872,185166,1624962,343904,776550,504508,178508,57356,68399,230587,344905,90506,23955487,54585,5200,25573,15240622,12098504,24003,3118115,1904195,0,1904195,50467,1043824,5631021,4085819,23235730
2014:Q2,4724433,110123,265217,351134,16128,139918,1290850,81537,521641,491206,14607,181859,1607214,340643,791798,474773,183633,58726,70951,234722,315122,80695,23875996,54594,5200,25573,15187362,12047511,24035,3115816,1901117,0,1901117,50605,1054370,5597175,4014663,23166226
2014:Q3,4535678,103748,288591,357566,15930,135380,1241802,76397,509229,466827,14076,175273,1489113,333272,833020,322821,180929,59202,70153,228980,289425,74859,24145470,52358,5200,25323,15366768,12255772,23857,3087139,1879601,0,1879601,50911,1062717,5702592,3888738,23498530
2014:Q4,4691982,97964,372071,361229,16352,139671,1273780,76264,529982,472979,14465,180090,1520007,339063,846248,334696,186863,59414,71052,231534,284135,77910,24468375,51166,5200,25323,15602407,12480854,24374,3097179,1953917,0,1953917,51257,1070568,5708537,4012954,23789347
2015:Q1,4715126,88721,239604,372137,15744,144110,1306696,76073,551543,479159,14865,185056,1569894,346343,887282,336269,187930,61500,72779,230114,341300,84597,24672260,48718,5200,25323,15751917,12606703,24131,3121083,1907289,0,1907289,50736,1095001,5788076,4012574,23969708
2015:Q2,4811197,89475,397543,364433,15484,143284,1291751,73058,553038,467684,14721,183250,1565698,344146,901363,320189,186680,61501,72826,233384,304277,84861,24822063,49668,5200,25323,15824236,12670654,24650,3128932,1828643,0,1828643,50967,1103992,5934034,4125337,24136203
2015:Q3,4742933,89177,338472,366829,15603,141274,1270336,73510,549831,452583,14457,179955,1572263,339120,936547,296596,173940,61511,68392,234866,311002,99268,25219747,49574,5200,24772,15957672,12812842,24095,3120735,1782062,0,1782062,50822,1118195,6231450,4082256,24559070
2015:Q4,4981432,86912,475164,374922,16161,147478,1317392,72950,578695,463617,15032,187098,1593982,347604,949665,296713,181117,61511,70376,244822,310363,101232,25625637,48938,5200,24772,16306566,13168996,24554,3113016,1990304,0,1990304,51149,1126312,6072396,4294327,24938532
2016:Q1,5073360,87957,455553,378508,17636,148332,1322003,70355,582047,466303,15119,188179,1641715,349862,989749,302104,180817,63000,70821,247312,356859,102847,25996973,49753,5200,24772,16561475,13407102,24439,3129934,1988299,0,1988299,51050,1154611,6161813,4375309,25298922
2016:Q2,5143589,88073,503331,375426,18615,149291,1330545,70810,585809,469317,15217,189392,1670173,351317,1001136,317720,183014,63211,72344,252813,335159,101594,26084297,49401,5200,24772,16568186,13391647,24556,3151983,2011281,0,2011281,51245,1167269,6206943,4423002,25363710
2016:Q3,5229022,89952,493874,370405,19889,153329,1366517,72725,601653,482009,15629,194501,1717550,357871,1036653,323026,188006,63231,75186,260796,327496,102791,26342665,49294,5200,24222,16792061,13621965,24363,3145733,2039742,0,2039742,51261,1179454,6201431,4484756,25598399
2016:Q4,5349512,86815,547053,382878,21562,154832,1379908,73438,607550,486734,15783,196403,1738119,362411,1049293,326415,192709,63258,75349,266108,339111,101810,26707873,47476,5200,24222,17050314,13880222,24459,3145633,2122090,0,2122090,51263,1198639,6208669,4597920,25956281
2017:Q1,5149874,87687,239982,376959,20899,157589,1404475,74746,618370,495402,16064,199893,1774594,365735,1087035,321824,200292,64093,79081,260692,385912,97619,26717394,47918,5200,24222,17080466,13923005,24228,3133233,2076919,0,2076919,50978,1213348,6218343,4390684,25958204
2017:Q2,5165259,90244,325449,372776,20522,157651,1405023,74775,618612,495595,16071,199970,1768813,364596,1098281,305936,203512,64127,81480,265290,317456,92916,26746634,49138,5200,24222,17120040,13965794,24391,3129855,1992605,0,1992605,50851,1230572,6274006,4420451,26001826
2017:Q3,5230834,91767,297282,378396,21271,158935,1416465,75384,623651,499632,16202,201596,1795968,368678,1133577,293713,209590,64764,84513,270661,353465,87757,26885098,49912,5200,23972,17295258,14156063,24368,3114827,2105422,0,2105422,51013,1247157,6107164,4491920,26146184
2017:Q4,5649337,90974,372506,397391,21868,163742,1459292,77664,642514,514744,16692,207678,1830489,376507,1145579,308403,219024,64764,87391,272421,582653,86822,27159055,50294,5200,23972,17604208,14434589,24395,3145224,2166903,0,2166903,51090,1260839,5996549,4878736,26388454
2018:Q1,5748508,93116,431862,392017,20619,160848,1433512,76292,631159,505647,16397,204017,1855354,372390,1181633,301331,216215,64764,87114,276554,632630,83903,27723307,51344,5200,23972,18046281,14894690,24662,3126929,2170439,0,2170439,51194,1298627,6076250,4997183,26971982
2018:Q2,5827038,93043,471165,386150,19992,165054,1470976,78286,647660,518866,16826,209338,1868340,379986,1191632,296722,221586,66042,88364,286050,606142,84134,27833529,49674,5200,23972,18083165,14933718,23511,3125936,2176356,0,2176356,51040,1311504,6132618,5064048,27070539
2018:Q3,5974031,91943,516231,391903,19484,167922,1496527,79646,658914,527882,17118,212967,1899569,385246,1224371,289952,233197,66092,91287,300464,621765,77647,28182777,49274,5200,23706,18368247,15227623,22822,3117802,2209861,0,2209861,51221,1348263,6127005,5206561,27415307
2018:Q4,5990795,93893,538820,405428,19778,164891,1469527,78209,647023,518355,16808,209132,1905194,381735,1236272,287187,202764,66092,82155,305674,631477,105102,28950054,49117,5200,23706,18694781,15566216,22940,3105625,2295921,0,2295921,51284,1382543,6447502,5240716,28199975
2019:Q1,6064270,93595,469191,407184,20660,164554,1516522,78049,690699,524794,16775,206205,1939145,381960,1269571,287614,224786,66092,90398,306465,674087,91591,29170880,49027,5200,23706,19000872,15888708,22201,3089963,2253169,0,2253169,51793,1427066,6360047,5274522,28381132
2019:Q2,5960826,96416,395989,408163,22147,162445,1533897,77049,703540,528295,16559,208454,1928747,375399,1278347,275001,230827,67441,93288,312648,628734,80084,29110430,49096,5200,23706,18978413,15884286,21997,3072130,2167301,0,2167301,51690,1445167,6389857,5172299,28321903
2019:Q3,6068397,96226,514637,412799,24464,162648,1554605,77145,713018,536604,16580,211258,1970629,378527,1310988,281114,231270,67459,93689,316763,560823,62385,29612608,48146,5200,23166,19394247,16303690,21455,3069102,2311911,0,2311911,52098,1450108,6327732,5264167,28808378
2019:Q4,6162817,97783,546286,425466,26537,163551,1561373,77573,715392,539327,16673,212408,2008187,380291,1319245,308651,247298,67459,98937,315897,557601,46442,29884230,48835,5200,23166,19754483,16628907,21211,3104365,2410878,0,2410878,52181,1467174,6122313,5331902,29053315
2020:Q1,6349962,96360,661261,432265,33732,161371,1640938,76540,777742,560763,16452,209441,2040831,378391,1350598,311842,200749,68757,83406,304314,593595,32383,31019435,48199,5200,23166,20247865,17115829,21184,3110852,2423802,0,2423802,52034,1500990,6718179,5450159,30119632
2020:Q2,8086882,102151,1892670,431782,38296,174249,1775636,75148,945604,503034,17763,234087,2169912,382998,1355774,431140,235961,182767,96380,295706,642914,48458,33813924,48584,5200,23166,23021216,19867035,21019,3133162,2524998,0,2524998,52024,1525129,6613607,7012903,32739945
2020:Q3,8286201,106535,1962957,435701,38641,176749,1753247,76148,953081,483288,18235,222495,2279166,385229,1379411,514526,252636,182982,102230,306995,627189,61173,34542511,49709,5200,23126,23529581,20340181,20151,3169249,2582058,0,2582058,52363,1544622,6755852,7186467,33442777
2020:Q4,8384088,111681,1961951,414593,40208,179249,1782842,77148,996115,466518,18639,224422,2305209,388564,1380988,535657,283221,183306,112780,314424,630071,64553,34849975,50864,5200,23126,24163600,20946158,20207,3197235,2676792,0,2676792,52371,1555605,6322417,7231451,33697338
2021:Q1,7795764,106996,1365961,416077,44278,181749,1704908,78148,977940,434815,19479,194526,2350422,391549,1410110,548763,297553,122253,116576,326841,673583,88567,35165310,50050,5200,23126,24588932,21347365,19827,3221740,2617878,0,2617878,52655,1602863,6224606,6654400,34023946
2021:Q2,7765035,108104,1152352,393313,47325,184249,1921299,79148,1190917,437688,20216,193330,2367899,394679,1413926,559294,317686,110753,123437,346466,583586,108567,35349243,50375,5200,23126,24958907,21699043,19826,3240038,2624752,0,2624752,51807,1637024,5998052,6408885,33993093
2021:Q3,7548012,218698,537670,386648,50152,186749,1989495,80148,1267153,426903,21132,194159,2450822,398625,1436411,615786,315578,97371,122954,356861,717159,117855,35670850,161826,5200,23006,25122862,21846135,19501,3257226,2606531,0,2606531,52742,1656372,6042311,6110481,34233319
2021:Q4,7886716,219895,756062,384954,55513,189249,2042544,81148,1330976,415300,22240,192880,2484630,402138,1436356,646136,339534,91770,128023,371003,693891,129648,36036610,160760,5200,23006,25843041,22557536,19787,3265718,2749723,0,2749723,52648,1670896,5531336,6401235,34551129
2022:Q1,8196714,217641,1007344,377863,56152,191749,1982444,82149,1301731,406297,22080,170187,2562777,405839,1454955,701983,321127,92069,120214,382573,755484,129277,36675964,158785,5200,23006,26507701,23246108,19397,3242196,2793050,0,2793050,52869,1690789,5444564,6731969,35211219
2022:Q2,8327198,209477,1150732,355541,57917,194249,2117422,83150,1447296,408866,22667,155443,2592739,410986,1457100,724653,270841,90322,105071,393992,657357,131538,36861967,152511,5200,23006,26518878,23253368,19721,3245789,2820066,0,2820066,52795,1701872,5587639,6726253,35261022
2022:Q3,8179217,202215,997136,354582,60501,196750,2078447,84151,1420213,406594,23343,144146,2627619,417769,1479134,730716,258234,90657,99546,398892,677602,137037,37215904,147009,5200,22586,26872612,23616710,19352,3236550,2874946,0,2874946,53041,1704496,5536014,6603511,35640198
2022:Q4,8131100,214148,815150,371601,65274,199250,2131910,85152,1463369,410075,25936,147379,2658857,444545,1487313,726999,272489,88282,105605,401969,676021,130543,37029034,152863,5200,22586,27079055,23844978,19799,3214278,3009882,0,3009882,53018,1724348,4982082,6518615,35416549
2023:Q1,8061872,217176,544065,363437,69562,201751,2235952,86154,1548680,420389,28455,152274,2673119,448180,1499651,725288,287892,88548,111196,398268,744942,125963,37439923,154516,5200,22586,27520008,24282042,19743,3218223,2969996,0,2969996,53530,1744479,4969608,6363014,35741065
2023:Q2,8188413,214683,764228,371089,70424,204253,2235504,87156,1548310,417443,30430,152165,2621665,451200,1490108,680357,307322,88130,116106,400812,677582,116614,37917506,152775,5200,22586,28019648,24772373,17991,3229284,2999394,0,2999394,53480,1766538,4897885,6495443,36224536
2023:Q3,8318396,212309,1016751,366543,71468,206754,2175093,88159,1504131,411264,26902,144636,2593101,456106,1463067,673928,296455,88866,112361,412138,653883,112675,38998642,151041,5200,22586,28871745,25630167,19567,3222011,3042800,0,3042800,54197,1792970,5058103,6669312,37349558
2023:Q4,8543002,215532,1151560,375546,72034,209257,2279551,89162,1588768,422857,26299,152466,2573093,460527,1462190,650376,326365,82130,122585,407661,614611,113077,39424617,154107,5200,22586,29481700,26226569,20177,3234954,3249332,0,3249332,54333,1806273,4651086,6812131,37693746
2024:Q1,8693669,214936,1161148,374896,72868,211759,2260570,90166,1572072,419922,27923,150489,2600198,464855,1488625,646718,353833,81437,130506,407953,705735,117829,39951143,152083,5200,22586,30080517,26808608,19946,3251963,3235224,0,3235224,55248,1826474,4573811,6977670,38235144
