1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q3,91052,56936,34116,91052,32848,4276,68,1796,6648,-7000,13648,40620,40,52,384,1944,0,1944,436,0,436,5520,4140,1380,0,0,0,1332,1220,0,1220,2176,0,2176,12,0,-3192,0,-2236,0,0,-2892,-6544,3652,4936
1975:Q4,82740,58720,24020,82740,6680,20288,124,2400,7656,7140,516,29800,696,36,308,2900,0,2900,3660,0,3660,2000,1500,500,152,152,0,-32,1324,0,1324,-1708,0,-1708,12,0,248,0,-408,480,0,6124,3176,2948,2716
1976:Q1,70608,22628,47980,70608,-26324,19980,-100,11308,3992,-1904,5896,25876,380,-168,220,2960,0,2960,1344,0,1344,4868,3652,1216,144,144,0,2072,1096,0,1096,1476,0,1476,32,0,5412,0,6268,32,0,9740,540,9200,9420
1976:Q2,70956,-7768,78724,70956,24252,4692,36,1868,9912,7992,1920,17780,624,-116,172,1160,0,1160,-464,0,-464,6392,4792,1600,88,88,0,2296,-1476,0,-1476,-956,0,-956,68,0,-1108,0,-592,32,0,6296,2744,3552,18004
1976:Q3,57000,1228,55772,57000,-6012,-7592,376,5836,8692,-1936,10628,15512,-312,256,140,3340,0,3340,1852,0,1852,4640,3480,1160,112,112,0,1072,568,0,568,688,0,688,44,0,324,0,10288,32,0,17144,7448,9696,16692
1976:Q4,39676,9948,29728,39676,-47488,12052,652,12980,3608,1304,2304,28216,1516,336,132,2860,0,2860,-204,0,-204,6816,5112,1704,72,72,0,628,300,0,300,-1128,0,-1128,-24,0,1200,0,1844,80,0,15228,2496,12732,13232
1977:Q1,39032,1088,37944,39032,-8808,3336,684,4084,12720,2396,10324,13788,-740,224,140,4744,0,4744,696,0,696,-808,-604,-204,40,40,0,2620,-28,0,-28,1128,0,1128,-112,0,-3980,0,-15920,80,0,25144,11244,13900,12488
1977:Q2,27216,-36800,64016,27216,7912,-19492,768,15168,7000,6628,372,-3668,-404,284,164,-3412,0,-3412,-820,0,-820,8336,6252,2084,-584,-584,0,7424,-976,0,-976,468,0,468,-208,0,-7320,0,1464,96,0,15016,2224,12792,5716
1977:Q3,56592,4108,52484,56592,9056,-1812,980,14964,7856,12884,-5028,-5680,712,156,96,4548,0,4548,1528,0,1528,492,368,124,128,128,0,756,-172,0,-172,1020,0,1020,-200,0,-3296,0,-7368,128,0,32700,-3716,36416,53896
1977:Q4,49376,19960,29416,49376,-18436,-1996,1156,12472,3024,-9948,12972,-7148,540,168,-76,3960,0,3960,-1616,0,-1616,4912,3684,1228,68,68,0,12,512,0,512,92,0,92,-104,0,872,0,808,112,0,50044,22896,27148,10804
1978:Q1,38484,18284,20200,38484,-23448,-6252,1280,19248,-276,-12812,12536,-5628,-228,-8,-680,-24,0,-24,-960,0,-960,676,508,168,44,44,0,3456,948,0,948,280,0,280,-8,0,224,0,-5188,-112,0,55140,48536,6604,20904
1978:Q2,54160,-23580,77740,54160,31384,-4092,1076,8896,30816,22888,7928,-1312,604,0,-924,-2128,0,-2128,-604,0,-604,2832,2124,708,72,72,0,5884,-220,0,-220,-60,0,-60,80,0,1764,0,252,-96,0,-20064,-15744,-4320,1688
1978:Q3,39380,4716,34664,39380,18768,-5112,568,17848,10292,13884,-3592,-8980,44,-140,-512,2692,0,2692,756,0,756,-4384,-3288,-1096,132,132,0,1792,-420,0,-420,-280,0,-280,96,0,-1712,0,-72,-96,0,8100,-1648,9748,50052
1978:Q4,-3028,3244,-6272,-3028,-55096,9512,164,1636,-6592,-21572,14980,-19336,624,-144,-672,2220,0,2220,-1164,0,-1164,8360,6268,2092,92,92,0,-356,-296,0,-296,-656,0,-656,44,0,1648,0,-2812,-108,0,59904,46040,13864,42144
1979:Q1,9796,14848,-5052,9796,-9284,-2204,32,23040,5264,-3668,8932,792,-640,-116,180,1784,0,1784,2140,0,2140,2192,1644,548,64,64,0,4892,3204,0,3204,552,0,552,4,0,-1812,0,4644,140,0,-25072,-29972,4900,4628
1979:Q2,51748,-22276,74024,51748,77156,12680,-132,-1008,-12484,-11484,-1000,-2224,944,-148,364,-620,0,-620,-612,0,-612,4804,3604,1200,120,120,0,10600,1204,0,1204,-880,0,-880,-20,0,3744,0,9768,160,0,-51668,-52656,988,-15204
1979:Q3,47284,5952,41332,47284,34008,-15336,-540,2732,22816,23448,-632,-4428,528,220,96,-188,0,-188,-216,0,-216,3364,2524,840,160,160,0,-160,-3056,0,-3056,-492,0,-492,-28,0,-4272,0,-14196,160,0,26112,19536,6576,37264
1979:Q4,43032,45064,-2032,43032,90056,-1532,-876,-18804,11656,4048,7608,-1388,1180,216,-1048,-116,0,-116,-1048,0,-1048,904,676,228,-884,-884,0,5676,1588,0,1588,628,0,628,-16,0,1528,0,-21888,72,0,-22872,-15424,-7448,2220
1980:Q1,69020,72544,-3524,69020,16724,3312,-680,-10924,10796,-5572,16368,-6620,228,84,-104,1972,0,1972,116,0,116,4832,3624,1208,88,88,0,5812,21532,0,21532,1024,0,1024,4,0,1920,0,27108,24,0,-8228,-16504,8276,-14284
1980:Q2,129144,-24384,153528,129144,79220,-17544,-504,2912,29700,23720,5980,13532,460,116,808,-3988,0,-3988,872,0,872,8736,6552,2184,116,116,0,5692,-6928,0,-6928,2756,0,2756,20,0,376,0,436,0,0,12356,14984,-2628,-16856
1980:Q3,95804,60592,35212,95804,-4460,15160,-64,22040,-23840,-23496,-344,42316,1288,112,528,3684,0,3684,812,0,812,4728,3548,1180,88,88,0,9668,8712,0,8712,-1884,0,-1884,16,0,396,0,2408,32,0,14064,10152,3912,740
1980:Q4,80332,65088,15244,80332,35756,-28,284,20460,-4624,-876,-3748,17752,332,80,24,4664,0,4664,2000,0,2000,6584,4936,1648,104,104,0,3712,-15904,0,-15904,-304,0,-304,-16,0,-920,0,-20844,0,0,31220,27456,3764,3592
1981:Q1,119492,76444,43048,119492,-54176,-4416,656,18756,6740,-6440,13180,5412,-748,64,136,3820,0,3820,5472,0,5472,4548,3412,1136,136,136,0,6020,44176,0,44176,3248,0,3248,-52,0,-7060,0,52312,-64,0,34512,18656,15856,1564
1981:Q2,73060,-65716,138776,73060,54832,18716,688,24696,6308,6060,248,6300,112,68,-64,-976,8,-984,-1016,0,-1016,4764,3572,1192,292,292,0,8396,-21980,0,-21980,-1016,0,-1016,-92,0,7208,0,-28808,-20,0,-5348,-10124,4776,1048
1981:Q3,69860,18408,51452,69860,36972,10852,764,13536,11800,13348,-1548,-3428,240,32,-368,2620,24,2596,960,0,960,848,636,212,-844,-844,0,2736,9584,0,9584,700,0,700,-88,0,-152,0,3328,20,0,-20252,-29436,9184,-5172
1981:Q4,121748,86508,35240,121748,-20084,-5332,828,6464,8908,9716,-808,-908,2044,-44,596,-492,28,-520,3900,0,3900,47716,35788,11928,0,0,0,9396,40400,0,40400,612,0,612,-44,0,880,0,3984,52,0,22872,11784,11088,2096
1982:Q1,125056,44788,80268,125056,21936,-10488,-872,32760,-3260,-15264,12004,-6816,664,76,452,696,60,636,11616,0,11616,37404,28052,9352,0,0,0,7924,16164,0,16164,2872,0,2872,8,0,-560,0,14908,-308,0,-120,-20568,20448,14116
1982:Q2,96856,-820,97676,96856,73832,-12900,-540,34380,9076,9512,-436,-628,-1068,88,304,-680,176,-856,-476,0,-476,24020,18016,6004,0,0,0,11488,-12632,0,-12632,1544,0,1544,44,0,956,0,-29628,-320,0,-4,-5364,5360,4268
1982:Q3,226180,87572,138608,226180,64316,9380,276,-11636,10448,9552,896,18760,-172,112,-468,2520,352,2168,7012,0,7012,23456,17592,5864,0,0,0,13728,63276,0,63276,1308,0,1308,56,0,15776,0,-17076,128,0,24980,11032,13948,2372
1982:Q4,206432,135680,70752,206432,-66224,23444,920,5524,15212,16464,-1252,79888,3836,124,760,2348,1796,552,15296,0,15296,29068,21800,7268,0,0,0,4196,17700,0,17700,1220,0,1220,28,0,-10168,0,56760,128,0,26372,16156,10216,21692
1983:Q1,247000,80256,166744,247000,76204,13572,2972,17792,18508,4176,14332,63604,3552,184,1068,5428,940,4488,12744,0,12744,18232,13676,4556,0,0,0,11656,2236,0,2236,-1632,0,-1632,12,0,-20,0,-22828,16,0,23700,12572,11128,13868
1983:Q2,206132,9660,196472,206132,84724,9864,2896,8412,11360,10976,384,78676,3116,248,5480,2848,1080,1768,9492,0,9492,13288,9964,3324,0,0,0,15440,-43872,0,-43872,2556,0,2556,4,0,-1400,0,-17452,8,0,20444,10268,10176,38104
1983:Q3,178884,25736,153148,178884,55560,-11060,2700,2404,29848,18740,11108,47868,-1560,236,1200,5568,1664,3904,9700,0,9700,24212,18160,6052,0,0,0,10424,-21440,0,-21440,-2816,0,-2816,-12,0,2784,0,21416,264,0,1588,10896,-9308,26868
1983:Q4,69576,12328,57248,69576,-42020,24156,2548,18996,88,-33892,33980,45048,1424,132,-2116,5004,2104,2900,16492,0,16492,16912,12684,4228,0,0,0,10528,-16152,0,-16152,-1124,0,-1124,-32,0,-7676,0,-19824,284,0,16908,18424,-1516,19060
1984:Q1,227392,25660,201732,227392,113432,31828,464,11868,19044,47764,-28720,20160,-828,60,1360,5048,832,4216,9000,0,9000,6764,5072,1692,0,0,0,22604,-16632,-1067,-15565,3020,0,3020,-68,0,2204,0,-8516,-124,0,6704,6128,576,26208
1984:Q2,155108,-27792,182900,155108,132936,-3276,64,16724,-1156,2248,-3404,-11340,-460,-28,2076,5264,1212,4052,3464,0,3464,-11600,-8700,-2900,0,0,0,18464,-5132,-16937,11805,2964,0,2964,-120,0,2540,0,-20464,-72,0,24260,10648,13612,27176
1984:Q3,219348,54064,165284,219348,61020,-14168,-940,3616,23340,6236,17104,7900,-288,-40,1168,8540,292,8248,13132,0,13132,26560,19920,6640,0,0,0,20616,948,2499,-1551,2660,0,2660,-104,0,13392,0,32836,232,0,18928,3756,15172,25944
1984:Q4,150124,70284,79840,150124,-88840,10908,-1756,4232,-6568,10192,-16760,24548,-736,8,-1576,7272,180,7092,24676,0,24676,38560,28920,9640,0,0,0,14332,31040,29048,1992,940,0,940,-28,0,-14604,0,46596,240,0,60880,10272,50608,32076
1985:Q1,214784,20432,194352,214784,144004,-25244,-52,27700,32300,1736,30564,30812,-20,68,4856,3176,572,2604,5844,0,5844,15000,11252,3748,0,0,0,23632,-6768,-8848,2080,21976,0,21976,24,0,10608,0,-54960,176,0,-18348,-17652,-696,68676
1985:Q2,166856,9580,157276,166856,-64080,50296,80,32544,20652,27328,-6676,-7144,-3260,84,2868,1100,476,624,9416,0,9416,29144,21856,7288,0,0,0,13472,9868,11031,-1163,17892,0,17892,52,0,5548,0,-7628,200,0,55752,5996,49756,77012
1985:Q3,173852,9392,164460,173852,74552,-27268,400,-9980,13556,3720,9836,8272,1728,116,1232,11920,928,10992,6384,0,6384,14136,10604,3532,0,0,0,10880,-4288,296,-4584,26624,0,26624,112,0,15400,0,284,504,0,29288,1204,28084,66108
1985:Q4,217204,62692,154512,217204,-122720,20756,664,147964,7792,24776,-16984,-22936,1396,168,812,9336,1448,7888,20340,0,20340,22312,16732,5580,56776,56776,0,21892,-2112,-1675,-437,59892,0,59892,212,0,-15240,0,-2300,516,0,11684,-18492,30176,78116
1986:Q1,155892,-26884,182776,155892,-83740,-30252,2684,14380,24656,-4712,29368,-3924,-2500,396,732,13732,32,13700,7708,0,7708,11792,8844,2948,-100,-100,0,38580,12436,10903,1533,25592,0,25592,308,0,13068,0,74404,-292,0,36232,15644,20588,41772
1986:Q2,167732,13912,153820,167732,-29320,28704,2332,78880,15244,28916,-13672,16512,5396,596,3448,11256,-88,11344,-3316,0,-3316,-18600,-13948,-4652,-56676,-56676,0,13916,-17096,-28189,11093,38492,0,38492,400,0,12736,0,-8368,-244,0,73440,38628,34812,129528
1986:Q3,263804,56320,207484,263804,73880,-7016,2088,-17064,14452,2352,12100,4588,3204,584,2236,14620,-40,14660,8936,0,8936,-6712,-5036,-1676,60000,60000,0,24388,9132,9638,-506,37464,0,37464,468,0,2116,0,-5336,108,0,41668,31732,9936,-9348
1986:Q4,143652,63796,79856,143652,-8108,5456,964,60072,24956,46844,-21888,20268,2312,364,808,15548,168,15380,16004,0,16004,-49504,-18652,-30852,0,0,0,42900,9236,7812,1424,18732,0,18732,528,0,10088,0,-28176,-148,0,1352,-944,2296,87680
1987:Q1,62940,-81940,144880,62940,-102176,-10480,-204,84260,25412,-3852,29264,-23904,5272,120,4996,10144,76,10068,8880,0,8880,664,-13908,14572,0,0,0,29944,-42356,-38941,-3416,66948,0,66948,988,0,7720,0,-40984,228,0,37468,11020,26448,79844
1987:Q2,160724,-60580,221304,160724,141096,-19884,-1420,-12348,36116,19560,16556,21392,-4100,-128,3224,8064,68,7996,-14448,0,-14448,-22852,-24292,1440,0,0,0,26752,10596,-2529,13125,14388,0,14388,-896,0,-15528,0,-44072,160,0,34612,2168,32444,70136
1987:Q3,71976,-51144,123120,71976,38408,-4252,-1576,2336,15092,-7668,22760,25556,1304,-112,3824,7528,132,7396,-1580,0,-1580,11816,5708,6108,0,0,0,23644,-13576,-7533,-6044,1440,0,1440,-108,0,8060,0,-37852,0,0,-7976,-15792,7816,52560
1987:Q4,116148,44936,71212,116148,8636,476,-688,-22012,8504,7624,880,2932,-4008,164,864,8528,252,8276,2968,0,2968,11188,9576,1612,-620,-620,0,13808,-9540,-13327,3787,-24364,0,-24364,2280,0,18556,0,20128,72,0,78276,47984,30292,76256
1988:Q1,129184,12600,116584,129184,7564,-1884,-12,23452,21816,-1740,23556,-48360,4036,-732,5088,8984,412,8572,244,0,244,-37788,-23116,-14672,4,0,4,18816,-14288,-3676,-10612,-6320,0,-6320,2692,0,7700,0,3928,-320,0,134564,25936,108628,71168
1988:Q2,120440,-41420,161860,120440,171852,-17756,404,-30600,-1824,-7132,5308,-13404,-448,496,4116,8896,612,8284,5236,0,5236,3744,628,3116,624,620,4,-2520,13144,734,12410,10160,0,10160,5080,0,-19824,0,-62200,-40,0,45304,-2540,47844,55572
1988:Q3,124120,64636,59484,124120,75884,-476,728,-32976,13664,4492,9172,-9732,-248,556,1548,9452,596,8856,1132,0,1132,39048,37172,1876,8,0,8,23200,-3672,5493,-9165,-5356,0,-5356,3484,0,9320,0,-212,72,0,-1304,4632,-5936,44336
1988:Q4,77460,62076,15384,77460,4920,4688,956,17964,25368,24744,624,-7012,-2872,452,2264,10644,356,10288,444,0,444,-6112,-8044,1932,-616,-620,4,7676,-6132,-1843,-4289,-6040,0,-6040,1528,0,23888,0,-64360,332,0,69480,25228,44252,59604
1989:Q1,126228,12200,114028,126228,86334,36828,1348,-45008,2015,-19084,21099,-16042,-1656,384,-1784,10684,120,10564,-6364,0,-6364,-33064,-19904,-13160,8,0,8,1592,-17979,-7888,-10091,-1624,0,-1624,2800,0,4044,0,46948,-16,0,56780,-24772,81552,64952
1989:Q2,94812,-79804,174616,94812,124829,10304,1896,4400,-12499,4080,-16579,-63755,-1624,356,-2668,11552,-136,11688,-8232,0,-8232,20680,15796,4884,628,620,8,2428,24193,11511,12682,-18276,0,-18276,1956,0,-80032,0,107656,-32,0,-28948,-36512,7564,48860
1989:Q3,124184,38112,86072,124184,627,20092,1904,-5468,-32056,-42176,10120,-55536,104,336,-2020,11428,-136,11564,-9392,0,-9392,22360,13268,9092,8,0,8,6136,9029,3272,5757,9504,0,9504,1172,0,29800,0,15000,-124,0,101280,484,100796,51568
1989:Q4,127108,96204,30904,127108,-80386,26772,1364,18360,14992,24376,-9384,22034,2464,324,-2828,10292,108,10184,624,0,624,28720,22400,6320,8,0,8,-3208,-2368,2149,-4516,-1068,0,-1068,1388,0,-6896,0,106004,564,0,-10048,-35028,24980,79453
1990:Q1,46896,89716,-42820,46896,-112133,-29228,948,127140,-6414,-36308,29894,19052,10004,300,-3488,8900,400,8500,25668,0,25668,-45180,-34000,-11180,20,0,20,41472,60597,55842,4755,18444,0,18444,88,0,22068,0,-59359,268,0,-32272,-13352,-18920,196080
1990:Q2,192820,1712,191108,192820,106867,6268,656,12468,26534,53336,-26802,1932,1228,272,-3816,7232,732,6500,-788,0,-788,21628,13108,8520,20,0,20,22148,17081,1184,15898,-688,0,-688,-360,0,21740,0,-69302,-668,0,22368,7652,14716,54101
1990:Q3,237992,115796,122196,237992,167119,-36304,420,21168,17841,11960,5881,-10475,4912,264,-3808,7644,644,7000,3960,0,3960,12768,12548,220,40,0,40,7384,20505,3664,16841,384,0,384,-20,0,64548,0,-91786,-88,0,51516,5636,45880,52124
1990:Q4,221012,179844,41168,221012,-32414,4132,240,14896,-4701,2768,-7469,-7437,3824,276,-3164,10116,116,10000,-3084,0,-3084,10216,10576,-360,40,0,40,-7648,24432,12742,11691,3808,0,3808,1096,0,-23012,0,163531,-692,0,66556,22848,43708,87366
1991:Q1,180826,23388,157438,180826,-79188,-12588,-60,26016,43302,6900,36402,11168,13384,212,2580,20612,-360,20972,15756,0,15756,-30220,-36312,6092,100,0,100,35636,87220,37400,49820,30696,0,30696,2312,0,60640,0,-66213,-116,0,19576,21304,-1728,76667
1991:Q2,237698,-46872,284570,237698,93611,896,-496,-1696,9952,20276,-10324,72454,-8988,68,1536,28944,-948,29892,8572,0,8572,-2172,-4008,1836,100,0,100,6436,-18424,-25200,6776,18580,0,18580,3596,0,1944,0,-18423,1544,0,39664,-4976,44640,57519
1991:Q3,400801,172180,228621,400801,6104,29980,-476,65200,59359,37020,22339,54392,7556,220,2208,28584,-900,29484,29416,0,29416,10840,10132,708,96,0,96,-59220,33672,46852,-13180,20592,0,20592,3780,0,19152,0,69077,2568,0,17700,24572,-6872,33291
1991:Q4,274612,103200,171412,274612,-45420,4820,-20,14732,12971,16264,-3293,59686,25724,664,15792,19520,-224,19744,22632,0,22632,320,-5460,5780,116,0,116,6184,34264,31588,2676,43916,0,43916,2860,0,-8992,0,9127,-2024,0,57740,14852,42888,60132
1992:Q1,318500,101716,216784,318500,128242,-5660,428,105716,18183,-12572,30755,55625,-8724,1108,9300,16824,448,16376,10556,0,10556,-42508,-43324,816,164,0,164,25640,30897,11998,18900,-70056,0,-70056,2092,0,51408,0,-84999,11856,0,62408,36592,25816,55349
1992:Q2,307494,9600,297894,307494,99148,62400,816,-114096,26666,29428,-2762,61883,19744,1552,8124,10500,1116,9384,8428,0,8428,-3388,-1524,-1864,128,0,128,24220,901,3175,-2273,14056,0,14056,1460,0,-9848,0,9023,-152,0,85928,35160,50768,55475
1992:Q3,330030,64276,265754,330030,120770,-21276,1920,-7852,28926,-12388,41314,63722,6976,1700,5676,-6604,1172,-7776,16024,0,16024,10008,1580,8428,192,0,192,78872,-4279,-10243,5963,-16948,0,-16948,1360,0,14592,0,11355,6540,0,18356,24840,-6484,40437
1992:Q4,213292,93496,119796,213292,-20736,33188,-256,-28380,40324,32168,8156,41146,16996,1552,352,1536,632,904,10472,0,10472,1588,-828,2416,164,0,164,23428,-27428,-6714,-20714,32360,0,32360,1788,0,15640,0,11317,2592,0,55648,-28952,84600,53583
1993:Q1,177138,8864,168274,177138,13984,-70584,1248,71132,31984,1240,30744,-5078,8888,1580,5100,12708,140,12568,29968,0,29968,-38196,-40552,2356,160,0,160,5664,5181,-2544,7725,39772,0,39772,2072,0,-9588,0,16007,-2636,0,57772,37796,19976,55244
1993:Q2,284530,-2388,286918,284530,20480,19548,392,24720,42273,38768,3505,15445,-560,1788,5264,16932,-284,17216,22772,0,22772,-4800,1616,-6416,240,0,240,25712,24001,22842,1159,21076,0,21076,2072,0,12212,0,11907,1552,0,21504,28460,-6956,75965
1993:Q3,217186,-3596,220782,217186,45018,20992,268,-67884,42354,744,41610,22737,1016,1580,-2044,17748,-344,18092,29132,0,29132,51068,38708,12360,304,0,304,41820,-10443,-13108,2665,5408,0,5408,2072,0,23984,0,-96271,-1096,0,89424,84532,4892,40501
1993:Q4,236750,225000,11750,236750,95995,-16956,588,-1540,31405,33544,-2139,26505,16744,964,2128,15164,-24,15188,5376,0,5376,-25424,-22160,-3264,232,0,232,-17532,-15500,16213,-31713,62084,0,62084,2072,0,-55044,0,-14267,-876,0,124632,45592,79040,54306
1994:Q1,70435,26060,44375,70435,38175,34792,-9904,9764,35787,10316,25471,37191,12428,-1492,4408,8032,-420,8452,-13328,0,-13328,-1188,-11100,9912,280,0,280,27540,-42220,-40953,-1267,-62876,0,-62876,-952,0,21892,0,-73330,2200,0,43236,-12516,55752,33329
1994:Q2,241460,-90800,332260,241460,255727,-17540,17532,-15932,24066,22516,1550,-29389,1368,-800,2228,8152,-300,8452,10780,0,10780,33504,15768,17736,76,0,76,-14776,-2272,-4331,2059,-3660,0,-3660,-952,0,-6340,0,-11220,-4388,0,-4704,-7832,3128,32384
1994:Q3,172308,-4604,176912,172308,108908,30568,2476,-30104,41019,4836,36183,-60239,-8884,-800,-6856,8148,-300,8448,14464,0,14464,23940,25276,-1336,96,0,96,-13084,-1996,3330,-5326,-6644,0,-6644,-952,0,-36304,0,19988,20,0,88544,-27436,115980,29738
1994:Q4,164465,145832,18633,164465,189147,-39896,8816,-92696,29144,30372,-1228,-59876,-18740,580,-1728,8104,-348,8452,-23624,0,-23624,10576,10520,56,-12,0,-12,-7264,-4820,8698,-13518,6484,0,6484,-952,0,22148,0,7078,-1024,0,133020,-7420,140440,29214
1995:Q1,136533,90776,45757,136533,-117767,-38200,8032,-38796,7810,-764,8574,-65758,82344,832,-3540,1368,1216,152,16976,0,16976,2892,2156,736,76,0,76,37676,11668,195,11473,2968,0,2968,-1708,0,18716,0,60927,-2552,0,152568,29380,123188,12437
1995:Q2,374811,-32580,407391,374811,191167,26768,3624,-139356,16718,19112,-2394,-62340,26868,2004,-3872,2020,1220,800,2784,0,2784,248,616,-368,128,0,128,-31008,-1196,12707,-13903,-34976,0,-34976,-1708,0,-1132,0,156589,6792,0,214688,48220,166468,36069
1995:Q3,108531,-23360,131891,108531,-43813,-17260,5828,-6080,-477,-19488,19011,-3524,-4088,312,-1304,1816,1216,600,616,0,616,-5668,1352,-7020,156,0,156,-23756,18144,-9926,28070,46584,0,46584,-1708,0,-10444,0,-59799,-10572,0,223568,43984,179584,16503
1995:Q4,75121,72872,2249,75121,-86051,53804,3700,-21376,30661,24092,6569,-64903,13356,-2172,-6304,1560,1216,344,-15076,0,-15076,344,2096,-1752,220,0,220,-12352,-13880,-12796,-1084,39348,0,39348,-1708,0,17076,0,86114,1500,0,51260,16084,35176,-104910
1996:Q1,185933,204956,-19023,185933,-64543,1032,5724,7660,-1002,344,-1346,-38769,22008,-1348,3988,1688,1216,472,-9480,0,-9480,4280,-2060,6340,248,0,248,21336,83595,29409,54185,8272,0,8272,116,0,-15204,0,-128068,-2488,0,286888,125400,161488,105134
1996:Q2,206592,-153228,359820,206592,28678,23000,8140,-7016,10190,16672,-6482,-12399,17040,832,-980,-22356,-3452,-18904,-21176,0,-21176,-816,468,-1284,16,0,16,30156,16415,9027,7387,-15152,0,-15152,116,0,26460,0,39188,-120,0,86376,-40388,126764,49535
1996:Q3,167546,-49520,217066,167546,114300,-43848,2732,-70240,16465,-14880,31345,8533,-724,-2412,-3268,-13580,1796,-15376,4508,0,4508,-17020,-12044,-4976,136,0,136,-30512,6359,6584,-225,-21452,0,-21452,116,0,-236,0,-31095,2216,0,246568,-24520,271088,26684
1996:Q4,-2912,64728,-67640,-2912,-139779,-20196,3100,-49628,25187,27988,-2801,-100110,35428,-2108,-3308,-17352,-816,-16536,-33620,0,-33620,-7684,-6684,-1000,40,0,40,-2592,-23332,-45093,21760,-33612,0,-33612,116,0,-62776,0,-4465,2840,0,430940,97584,333356,67960
1997:Q1,55999,32576,23423,55999,-61808,29240,6256,-49600,15007,-5992,20999,-13302,53092,2440,3272,-112,1596,-1708,-540,0,-540,3780,2880,900,28,0,28,-6612,-2896,-5992,3096,9836,0,9836,-1400,0,1188,0,-135658,-1828,0,205616,-28100,233716,52047
1997:Q2,61558,-325692,387250,61558,-50902,-56908,2436,-32152,48340,25528,22812,-13273,-32892,400,304,1796,-932,2728,1884,0,1884,-404,2976,-3380,40,0,40,15076,6716,-17724,24440,6940,0,6940,-1400,0,-22368,0,104456,-2752,0,86220,-115512,201732,42619
1997:Q3,22988,-8904,31892,22988,-27413,-13320,3404,-48588,21349,-7352,28701,-12897,18976,1984,-8664,3944,572,3372,10196,0,10196,2540,4020,-1480,72,0,72,34496,-8272,-15088,6816,12548,0,12548,-1400,0,32888,0,-172935,-868,0,174948,19364,155584,57965
1997:Q4,-136944,53940,-190884,-136944,-392753,-40008,2644,-32612,74620,13720,60900,3664,18260,-4476,-408,2716,-1364,4080,-42052,0,-42052,2044,3000,-956,168,0,168,-18136,-12632,33468,-46100,19152,0,19152,-1400,0,16768,0,234104,5192,0,28200,-50288,78488,97761
1998:Q1,-89216,18732,-107948,-89216,35453,-19984,7740,-65900,-5469,-7460,1991,-5718,18424,1392,-2724,-16236,576,-16812,-8616,0,-8616,-12120,-22492,10372,168,0,168,-27404,7960,-1476,9436,17460,0,17460,-1020,0,-55676,0,30878,-7028,0,19204,-6672,25876,96363
1998:Q2,12551,-315852,328403,12551,136542,-11304,6736,19092,14969,8024,6945,-70697,16504,-900,-2212,-20640,556,-21196,-10360,0,-10360,-9356,-19144,9788,100,0,100,4256,45904,-16629,62533,-11320,0,-11320,-1020,0,12516,0,-109960,-2336,0,6036,-89408,95444,99404
1998:Q3,-200033,-13864,-186169,-200033,23302,5072,4740,16580,38897,-5600,44497,-93129,-69812,-2384,-4656,-18944,3020,-21964,-10984,0,-10984,-16576,-20740,4164,268,0,268,-21548,-8276,-3715,-4561,-40236,0,-40236,-1020,0,15740,0,137420,-2868,0,-151620,-34484,-117136,81254
1998:Q4,-107174,213352,-320526,-107174,-429901,13292,3740,43656,37223,-4368,41591,-15944,-6228,-756,-1992,-22772,316,-23088,-11392,0,-11392,-16472,-20120,3648,280,0,280,19012,43796,47368,-3572,-13328,0,-13328,-1020,0,24536,0,26305,-224,0,201016,91580,109436,53331
1999:Q1,-102981,138124,-241105,-102981,-122816,-2492,-2796,22968,38241,7948,30293,14177,4756,-2272,-3956,-12344,168,-12512,-6136,0,-6136,7536,16044,-8508,96,0,96,-4452,-18373,3874,-22248,-84,0,-84,264,0,18716,0,15150,944,0,-50108,37992,-88100,44908
1999:Q2,-52554,-310692,258138,-52554,69720,-7556,-1796,21088,67016,5472,61544,-7484,-11292,72,1516,-12604,-6160,-6444,-8588,0,-8588,29108,31236,-2128,32,0,32,9308,-8445,-42238,33793,992,0,992,-44,0,-9992,0,-111165,40,0,-72480,-54060,-18420,46703
1999:Q3,-118292,21284,-139576,-118292,-40306,352,208,21416,33006,-3776,36782,-11176,37336,-1456,-6860,-10624,1140,-11764,-10164,0,-10164,28580,27908,672,-48,0,-48,-36000,1895,11709,-9814,-26184,0,-26184,-156,0,3396,0,-166986,-1112,0,66592,38812,27780,30481
