1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1986:Q2,-43,-43,0,0,0,-2337,-2337,0,0,-420,-420,991,0,991,0,9920,0,3795,4103,2022,0,0,2904,2904,0,0,0,0,0,7020,10445,5430,7020,10445,5430
1986:Q3,-953,-953,0,0,0,1716,1716,30,30,-419,-419,935,0,935,0,11604,0,5022,4679,1903,0,0,2434,2434,0,5,5,0,0,7801,4571,837,7801,4571,837
1986:Q4,44,44,0,0,0,1913,1913,0,0,-244,-244,832,0,832,0,11251,0,4689,5716,846,0,0,4581,4581,0,30,30,0,0,10058,1060,-5925,10058,1060,-5925
1987:Q1,153,153,0,0,0,-1763,-1763,0,0,-29,-29,1275,0,1275,0,10590,0,6275,4705,-390,0,0,8688,8688,0,300,300,0,0,-12429,18713,-1924,-12429,18713,-1924
1987:Q2,-159,-159,0,0,0,-3864,-3864,0,0,340,340,1413,0,1413,0,10867,0,5637,6984,-1754,0,0,8182,8182,0,450,450,0,0,9504,9739,263,9504,9739,263
1987:Q3,4,4,0,0,0,-3200,-3200,0,0,310,310,1307,0,1307,0,10490,0,5313,7048,-1871,0,0,8887,8887,0,650,650,0,0,6577,1593,5007,6577,1593,5007
1987:Q4,116,116,0,0,0,2224,2224,0,0,901,901,2366,0,2366,0,9459,0,5799,4771,-1111,0,0,7786,7786,0,108,108,0,0,34122,1055,5925,34122,1055,5925
1988:Q1,-108,-108,0,0,0,4193,4193,0,0,-137,-137,1853,0,1853,0,8388,0,2766,5943,-321,0,0,-66,-66,0,-500,-500,0,0,14441,19803,9753,14441,19803,9753
1988:Q2,-23,-23,0,0,0,-4276,-4276,0,0,55,55,1555,0,1555,0,7279,0,2726,4551,2,0,0,2042,2042,0,-700,-700,0,0,1741,9012,8589,1741,9012,8589
1988:Q3,-60,-60,0,0,0,-562,-562,0,0,161,161,1181,0,1181,0,6978,0,4172,2589,217,0,0,-2943,-2943,0,-1250,-1250,0,0,3337,2638,7737,3337,2638,7737
1988:Q4,-86,-86,0,0,0,-676,-676,0,0,349,349,1204,0,1204,0,7483,0,5028,1951,504,0,0,2831,2831,0,1212,1212,0,0,1976,-727,12186,1976,-727,12186
1989:Q1,-3,-3,0,0,0,-1356,-1356,0,0,-94,-94,1163,0,1163,0,7932,0,2258,4320,1354,0,0,4200,4200,0,1684,1684,0,0,7975,20675,9285,7975,20675,9285
1989:Q2,-53,-53,0,0,0,3781,3781,0,0,109,109,745,0,745,0,8327,0,2944,3289,2094,0,0,2404,2404,0,1859,1859,0,0,5558,8636,6990,5558,8636,6990
1989:Q3,32,32,0,0,0,1878,1878,0,0,126,126,674,0,674,0,8136,0,4045,2487,1604,0,0,3186,3186,0,1899,1899,0,0,7893,3371,12650,7893,3371,12650
1989:Q4,-91,-91,0,0,0,2564,2564,0,0,673,673,2116,0,2116,0,7359,0,2571,4232,556,0,0,2514,2514,0,1826,1826,0,0,1160,-1579,13826,1160,-1579,13826
1990:Q1,74,74,0,0,0,-1519,-1519,0,0,-353,-353,563,0,563,0,6626,0,7991,-1022,-343,0,0,4256,4256,0,1724,1724,0,0,15631,21732,8558,15631,21732,8558
1990:Q2,-14,-14,0,0,0,-443,-443,0,0,14,14,1020,0,1020,0,5939,0,535,6873,-1469,0,0,227,227,0,1264,1264,0,0,5491,9516,9611,5491,9516,9611
1990:Q3,28,28,0,0,0,2730,2730,0,0,-39,-39,1413,0,1413,0,5656,0,3391,3750,-1485,0,0,2879,2879,0,1374,1374,0,0,16972,2945,16047,16972,2945,16047
1990:Q4,43,43,0,0,0,4002,4002,0,0,493,493,2072,0,2072,0,5776,0,2467,3752,-443,0,0,2285,2285,0,1689,1689,0,0,17088,-1354,18329,17088,-1354,18329
1991:Q1,63,63,0,0,0,475,475,0,0,-126,-126,1295,0,1295,0,3781,0,374,2665,742,0,0,3655,3655,0,2684,2684,0,0,5744,22976,7631,5744,22976,7631
1991:Q2,202,202,0,0,0,-107,-107,0,0,-223,-223,1299,0,1299,0,2332,0,901,-232,1663,0,0,6235,6235,0,3464,3464,0,0,2686,7985,16187,2686,7985,16187
1991:Q3,437,437,0,0,0,2444,2444,0,0,-223,-223,1297,0,1297,0,2287,0,934,-393,1746,0,0,4579,4579,0,3234,3234,0,0,2402,2804,18277,2402,2804,18277
1991:Q4,272,272,0,0,0,-1788,-1788,0,0,-130,-130,1298,0,1298,0,3646,0,2627,172,847,0,0,6292,6292,0,2690,2690,0,0,13832,-3074,19545,13832,-3074,19545
1992:Q1,68,68,0,0,0,3618,3618,0,0,-57,-57,1944,0,1944,0,4932,0,2048,2640,244,0,0,3361,3361,0,2410,2410,0,0,38017,23819,17556,38017,23819,17556
1992:Q2,139,139,0,0,0,-448,-448,0,0,-15,-15,1928,0,1928,0,6148,0,2626,3916,-394,0,0,1968,1968,0,2376,2376,0,0,-1900,8108,16503,-1900,8108,16503
1992:Q3,-229,-229,0,0,0,997,997,0,0,33,33,1907,0,1907,0,6246,0,2864,4047,-665,0,0,-6061,-6061,0,2470,2470,0,0,25330,2316,11395,25330,2316,11395
1992:Q4,89,89,0,0,0,-5085,-5085,0,0,87,87,1892,0,1892,0,5226,0,2253,3077,-104,0,0,-18866,-18866,0,2662,2662,0,0,12090,-3280,17762,12090,-3280,17762
1993:Q1,331,331,0,0,0,-2037,-2037,0,0,118,118,1597,0,1597,0,4292,0,1717,2187,388,0,0,-2617,-2617,0,2654,2654,0,0,-16900,25220,16234,-16900,25220,16234
1993:Q2,422,422,0,0,0,-3865,-3865,0,0,120,120,1479,0,1479,0,3443,0,1258,1501,684,0,0,1182,1182,0,2854,2854,0,0,14406,7491,18193,14406,7491,18193
1993:Q3,562,562,0,0,0,-2116,-2116,0,0,120,120,2758,0,2758,0,3370,0,1175,1379,816,0,0,-6489,-6489,0,3104,3104,0,0,10137,1957,14482,10137,1957,14482
1993:Q4,-1005,-1005,0,0,0,990,990,0,0,123,123,349,0,349,0,4071,0,1549,1813,709,0,0,1065,1065,0,3703,3703,0,0,19,-4249,18862,19,-4249,18862
1994:Q1,-36,-36,0,0,0,-1829,-1829,0,0,138,138,1644,0,1644,0,3559,0,1630,1399,530,0,0,14578,14578,0,3334,3334,0,0,26232,24862,21911,26232,24862,21911
1994:Q2,165,165,0,0,0,-3711,-3711,0,0,148,148,814,0,814,0,3500,0,1592,1431,477,0,0,8846,8846,0,3092,3092,0,0,-14685,7356,21444,-14685,7356,21444
1994:Q3,334,334,0,0,0,-2795,-2795,0,0,141,141,2809,0,2809,0,3500,0,1620,1432,448,0,0,-9887,-9887,0,2886,2886,0,0,-13393,2771,27912,-13393,2771,27912
1994:Q4,-368,-368,0,0,0,584,584,-30,-30,144,144,1535,0,1535,0,3988,0,1761,1635,592,0,0,17021,17021,0,2377,2377,0,0,-16571,-4816,4469,-16571,-4816,4469
1995:Q1,3,3,0,0,0,-1198,-1198,0,0,181,181,2317,0,2317,0,9012,0,4309,3629,1074,0,0,-17962,-17962,0,1357,1357,0,0,12506,25883,15272,12506,25883,15272
1995:Q2,12,12,0,0,0,3131,3131,0,0,190,190,2376,0,2376,0,8890,0,4262,3585,1043,0,0,1296,1296,0,1359,1359,0,0,12922,7709,22581,12922,7709,22581
1995:Q3,242,242,0,0,0,-1005,-1005,0,0,194,194,707,0,707,0,-2299,0,-1444,-838,-17,0,0,1772,1772,0,1357,1357,0,0,30435,3060,22530,30435,3060,22530
1995:Q4,-7,-7,0,0,0,2332,2332,0,0,195,195,1005,0,1005,0,5201,0,2430,2121,650,0,0,2814,2814,0,1359,1359,0,0,23858,12332,18313,23858,12332,18313
1996:Q1,147,147,0,0,0,-1749,-1749,0,0,182,182,-530,0,-530,0,2701,0,1363,1106,232,0,0,1009,1009,0,1357,1357,0,0,20739,12916,27246,20739,12916,27246
1996:Q2,-261,-261,0,0,0,-2649,-2649,0,0,198,198,361,0,361,0,1447,0,770,604,73,0,0,2392,2392,0,1357,1357,0,0,18285,5971,23127,18285,5971,23127
1996:Q3,-83,-83,0,0,0,501,501,0,0,194,194,683,0,683,0,5210,0,2662,2101,447,0,0,4871,4871,0,1358,1358,0,0,23992,4209,26815,23992,4209,26815
1996:Q4,91,91,0,0,0,2668,2668,0,0,189,189,4630,0,4630,0,-2796,0,-2042,-979,225,0,0,-3519,-3519,0,1356,1356,0,0,19976,-8549,25105,19976,-8549,25105
1997:Q1,25,25,0,0,0,-2785,-2785,0,0,67,67,2141,0,2141,0,2421,0,1119,993,309,0,0,-5348,-8047,2699,2425,2425,0,0,21747,27393,18633,21747,27393,18633
1997:Q2,11,11,0,0,0,-2203,-2203,59,59,73,73,2800,0,2800,0,1356,0,633,586,137,0,0,8295,2525,5770,1449,1449,0,0,25664,7932,16644,25664,7932,16644
1997:Q3,29,29,0,0,0,2287,2287,33,33,78,78,2785,0,2785,0,5509,0,2743,2233,533,0,0,4784,420,4364,1449,1449,0,0,23336,1779,17224,23336,1779,17224
1997:Q4,-112,-112,0,0,0,2701,2701,0,0,85,85,2527,0,2527,0,-4487,0,-2495,-1716,-276,0,0,6338,3426,2912,3064,3064,0,0,25051,-8220,27296,25051,-8220,27296
1998:Q1,22,22,0,0,0,4305,4305,7,7,-39,-39,1010,0,1010,0,3978,0,1284,1735,959,0,0,5115,-913,6028,4357,4357,0,0,28063,28764,23948,28063,28764,23948
1998:Q2,26,26,0,0,0,-715,-715,482,482,301,301,404,0,404,0,1143,0,-128,604,667,0,0,-5663,-8936,3273,4500,4500,0,0,30428,7948,29647,30428,7948,29647
1998:Q3,-138,-138,0,0,0,1184,1184,277,277,-500,-500,2282,0,2282,0,3376,0,954,1472,950,0,0,-5300,-4834,-466,4547,4547,0,0,22568,3202,29190,22568,3202,29190
1998:Q4,-55,-55,0,0,0,2074,2074,59,59,-1134,-1134,3670,0,3670,0,-4236,0,-3156,-1551,471,0,0,7499,-469,7968,-523,-523,0,0,15450,-8684,23277,15450,-8684,23277
1999:Q1,122,122,0,0,0,-3376,-3376,1174,1174,1205,1205,-88,0,-88,0,468,0,-111,318,261,0,0,2264,259,2005,-3114,-3114,0,0,39393,28608,30701,39393,28608,30701
1999:Q2,112,112,0,0,0,-4174,-4174,1608,1608,83,83,-295,0,-295,0,2947,0,1289,1235,423,0,0,671,-2771,3442,-3966,-3966,0,0,28482,8327,32709,28482,8327,32709
1999:Q3,117,117,0,0,0,-1438,-1438,531,531,44,44,4580,0,4580,0,4021,0,1781,1652,588,0,0,7257,7113,144,-5037,-5037,0,0,21781,3815,32685,21781,3815,32685
1999:Q4,283,283,0,0,0,1193,1193,0,0,781,781,2862,0,2862,0,-4917,0,-2892,-1839,-186,0,0,-10713,-16469,5756,-6253,-6253,0,0,25595,-8255,33870,25595,-8255,33870
2000:Q1,-294,-294,0,0,0,-2024,-2024,721,721,-743,-743,2073,416,1416,1073,8471,2993,3806,443,198,6542,475,-1565,-2241,676,-2014,-2014,0,0,-690,28693,29117,-690,28693,29117
2000:Q2,59,59,0,0,0,-2184,-2184,3074,3074,193,193,2788,415,2131,1072,11099,2993,5297,1488,287,6544,476,-7679,-6029,-1650,-6779,-6779,0,0,43365,7955,22056,43365,7955,22056
2000:Q3,101,101,0,0,0,707,707,1517,1517,-148,-148,4243,414,3587,1070,9368,2993,4389,829,127,6542,474,-8588,-7372,-1216,-5291,-5291,0,0,35485,4393,-14762,35485,4393,-14762
2000:Q4,158,158,0,0,0,3523,3523,2140,2140,810,810,2698,415,2041,1072,322,2993,-266,-2725,-711,6542,475,-10627,-6978,-3649,-5008,-5008,0,0,39771,10848,49199,39771,10848,49199
2001:Q1,-100,-100,0,0,0,12783,12783,2797,2797,-823,-823,-1214,450,-1926,1162,15649,6114,7813,926,420,12054,550,-20954,-15993,-4961,-2230,-2230,0,0,48639,10252,19579,48639,10252,19579
2001:Q2,26,26,0,0,0,-3770,-3770,5929,5929,-270,-270,6857,449,6145,1161,20294,6116,10561,2729,513,12056,551,8573,7860,713,-6418,-6418,0,0,28069,8045,14979,28069,8045,14979
2001:Q3,30,30,0,0,0,3302,3302,3091,3091,793,793,5920,450,5208,1162,30313,6114,15365,6752,1709,12052,549,-32246,-27280,-4966,-7136,-7136,0,0,18268,5184,22799,18268,5184,22799
2001:Q4,-28,-28,0,0,0,-3754,-3754,2906,2906,-149,-149,1123,448,411,1160,14153,6114,7097,421,145,12054,550,23754,22019,1735,-8799,-8799,0,0,31924,-9117,53938,31924,-9117,53938
2002:Q1,8,8,0,0,0,2771,2771,8068,8068,332,332,1422,360,852,930,13066,2620,6612,3143,862,4569,500,20711,21279,-568,4957,4957,0,0,16788,30588,15538,16788,30588,15538
2002:Q2,-41,-41,0,0,0,-2175,-2175,5211,5211,-130,-130,6042,360,5473,929,19039,2620,9761,5522,1307,4568,501,-21368,-17795,-3573,-2372,-2372,0,0,7330,9512,52953,7330,9512,52953
2002:Q3,104,104,0,0,0,2387,2387,3577,3577,720,720,2623,358,2053,928,20788,2619,10589,6234,1518,4567,499,-31549,-27007,-4542,4354,4354,0,0,11464,6009,-47482,11464,6009,-47482
2002:Q4,34,34,0,0,0,-1034,-1034,3062,3062,-18,-18,932,360,363,929,13088,2620,6660,3195,785,4568,500,13288,12352,936,-5414,-5414,0,0,45259,-9308,136460,45259,-9308,136460
2003:Q1,0,0,0,0,0,2882,2882,5784,5784,691,691,2719,332,2195,856,18176,2289,9707,6203,1652,2327,576,-1622,-4402,2780,3537,3537,725,725,-10996,30739,-56363,-10996,30739,-56363
2003:Q2,0,0,0,0,0,351,351,6538,6538,341,341,2494,331,1969,856,14008,2290,7735,4557,1104,2328,574,30212,23470,6742,-3553,-3553,1123,1123,12434,8640,226366,12434,8640,226366
2003:Q3,0,0,0,0,0,-2405,-2405,3982,3982,18,18,7031,331,6507,855,21103,2289,11329,7359,1801,2327,576,14057,9624,4433,-1320,-1320,1228,1228,36515,9241,46538,36515,9241,46538
2003:Q4,0,0,0,0,0,-7933,-7933,5086,5086,-96,-96,1286,331,762,855,4828,2289,3137,925,155,2326,574,31737,25102,6635,1167,1167,16535,16535,18605,-5674,74369,18605,-5674,74369
2004:Q1,0,0,0,0,0,4389,4389,7470,7470,-74,-74,3054,338,2519,873,11727,274,5612,4403,1392,602,-8,-4502,-7512,3010,-2277,-2277,-507,-507,13546,33345,54836,13546,33345,54836
2004:Q2,0,0,0,0,0,-5830,-5830,4744,4744,774,774,219,337,-315,871,14046,275,7067,5293,1366,602,-7,6262,3734,2528,3400,3400,823,823,21632,12313,-54384,21632,12313,-54384
2004:Q3,0,0,0,0,0,-1195,-1195,3596,3596,335,335,3428,337,2893,872,25912,273,14092,9966,1534,601,-8,-8290,-9955,1665,-2983,-2983,568,568,30442,5989,138330,30442,5989,138330
2004:Q4,0,0,0,0,0,515,515,2939,2939,470,470,5965,337,5431,871,628,274,23,6,280,601,-8,24379,19169,5210,-1256,-1256,16508,16508,18718,-11150,-90435,18718,-11150,-90435
2005:Q1,0,0,0,0,0,-198,-198,6813,6813,264,264,1954,-42,1864,48,16406,6292,9683,2991,887,7804,1333,598,-618,1216,-1151,-1151,1914,1914,26496,32610,18119,26496,32610,18119
2005:Q2,0,0,0,0,0,-367,-367,2537,2537,710,710,1458,-43,1368,47,18796,6293,11009,3900,1041,7807,1332,2044,-152,2196,-1591,-1591,-3384,-3384,28156,12545,99708,28156,12545,99708
2005:Q3,0,0,0,0,0,1323,1323,2912,2912,-739,-739,5104,-43,5015,46,36447,6292,20233,10792,2577,7804,1333,6766,3457,3309,2320,2320,1971,1971,20322,6388,131953,20322,6388,131953
2005:Q4,0,0,0,0,0,22,22,2675,2675,640,640,2398,-43,2308,47,18069,6292,10667,3537,1021,7804,1332,6836,4227,2609,-1463,-1463,22515,22515,18076,-8145,16470,18076,-8145,16470
2006:Q1,0,0,0,0,0,2362,2362,4234,4234,199,199,7571,290,6667,1194,-4865,-2713,-3056,1430,992,-6324,-620,1050,-2956,4006,495,495,-1197,-1197,13739,34667,-45502,13739,34667,-45502
2006:Q2,0,0,0,0,0,-2927,-2927,11394,11394,181,181,4897,289,3993,1193,-192,-2713,-667,3254,1451,-6325,-618,-3537,-5072,1535,496,496,-998,-998,13352,15668,61508,13352,15668,61508
2006:Q3,0,0,0,0,0,-389,-389,2107,2107,57,57,3427,290,2523,1194,-698,-2713,-893,3060,1367,-6325,-620,320,-3302,3622,495,495,-453,-453,12969,4917,96169,12969,4917,96169
2006:Q4,0,0,0,0,0,762,762,4220,4220,164,164,2259,289,1355,1193,-8839,-2714,-5077,-163,633,-6326,-620,2264,-2406,4670,496,496,20729,20729,12582,-10855,94562,12582,-10855,94562
2007:Q1,0,0,0,0,0,3769,3769,2484,2484,536,536,4510,285,4091,704,3515,-661,2286,3023,1106,-3511,-50,7110,5038,2072,1134,1134,-1193,-1193,-1693,35706,101164,-1693,35706,101164
2007:Q2,0,0,0,0,0,-1616,-1616,4329,4329,30,30,1710,285,1292,703,3583,-662,2330,3068,1087,-3513,-51,14966,8071,6895,1136,1136,503,503,-1545,30729,-54426,-1545,30729,-54426
2007:Q3,0,0,0,0,0,3430,3430,2836,2836,466,466,6455,285,6036,704,3657,-662,2201,3129,1229,-3513,-51,7258,5399,1859,1135,1135,4812,4812,-1395,4055,114860,-1395,4055,114860
2007:Q4,24000,0,24000,0,0,-3662,-3662,267,267,0,0,2882,284,2464,702,-6627,-662,-3083,-900,258,-3513,-51,2754,2448,306,1136,1136,19662,19662,-1247,-22970,38849,-1247,-22970,38849
2008:Q1,-3000,0,-3000,0,0,5789,5789,-1233,-1233,1336,1336,9385,418,8936,867,10209,1044,5039,3126,1309,1665,114,-18847,-10331,-8516,3684,3684,-429,-429,26028,35183,-2675,26028,35183,-2675
2008:Q2,41000,0,41000,0,0,-6555,-6555,4730,4730,392,392,-371,417,-821,867,13280,1044,6860,4646,1040,1664,114,-1096,-3622,2526,3684,3684,1608,1608,25760,13540,6934,25760,13540,6934
2008:Q3,226263,0,226263,0,0,6964,6964,-11938,-11938,-181,-181,2371,416,1922,865,17908,1043,9179,6239,1757,1664,112,-22753,-12131,-10622,3684,3684,6496,6496,25492,1263,60420,25492,1263,60420
2008:Q4,265465,0,265465,0,0,-11595,-11595,-7722,-7722,1625,1625,199,417,-250,866,-4564,1044,-1541,-3103,-654,1664,114,-31860,-15151,-16709,3686,3686,18827,18827,25223,-33278,63961,25223,-33278,63961
2009:Q1,-243811,0,-243811,0,0,3495,3495,-10614,-10614,-493,-493,2919,113,2598,434,-4017,-1052,1389,-1352,-2781,-2769,444,11833,15343,-3510,-2152,-2152,-4201,-4201,9559,42742,33587,9559,42742,33587
2009:Q2,-195333,-1,-195332,0,0,-829,-829,-6865,-6865,-1654,-1654,1808,112,1487,433,-2494,-1052,1933,-648,-2508,-2767,444,38717,25964,12753,-2151,-2151,1169,1169,9550,14934,244259,9550,14934,244259
2009:Q3,-57828,1,-57829,0,0,-3509,-3509,-8230,-8230,-382,-382,6034,111,5714,431,-1203,-1053,2551,-153,-2326,-2770,442,37771,26114,11657,-2151,-2151,1122,1122,9543,3225,90271,9543,3225,90271
2009:Q4,-46484,0,-46484,0,0,1244,1244,-6883,-6883,-2355,-2355,-686,112,-1007,433,-5344,-1052,-84,-1814,-2173,-2769,444,25700,21141,4559,-2151,-2151,18477,18477,9536,-44000,46134,9536,-44000,46134
2010:Q1,-10272,0,-10272,0,0,5243,5243,-2095,-2095,2502,2502,1168,330,703,795,-4388,-1350,-12632,1851,7257,-3017,803,5654,1151,4503,3845,3845,-1076,-1076,-4295,36575,83563,-4295,36575,83563
2010:Q2,1245,0,1245,0,0,-3335,-3335,-6776,-6776,896,896,4756,331,4291,796,3173,-1350,-9086,4943,8181,-3018,803,-15753,-7826,-7927,3846,3846,1144,1144,-4909,16432,-2556,-4909,16432,-2556
2010:Q3,-1184,0,-1184,0,0,1882,1882,-2182,-2182,-2900,-2900,6444,329,5979,794,973,-1350,-9840,4020,7658,-3017,802,13692,3974,9718,3847,3847,3923,3923,-5524,3955,139825,-5524,3955,139825
2010:Q4,14,0,14,0,0,-5286,-5286,-3076,-3076,2153,2153,1507,329,1042,794,-7364,-1351,-14164,789,6876,-3019,803,10651,2866,7785,3845,3845,18493,18493,-6135,-40565,87642,-6135,-40565,87642
2011:Q1,-75,0,-75,0,0,610,610,-125,-125,374,374,2890,348,2350,888,2420,946,2428,-713,-2290,1626,2315,11831,6900,4931,740,740,-86,-86,-984,35970,72872,-984,35970,72872
2011:Q2,0,0,0,0,0,-905,-905,-2336,-2336,481,481,2629,346,2088,887,16138,946,8810,4844,-512,1626,2316,4756,5266,-510,740,740,-6344,-6344,-1044,108697,47026,-1044,108697,47026
2011:Q3,500,0,500,0,0,2158,2158,-5096,-5096,-1250,-1250,6638,348,6098,888,10394,944,5906,2589,-1095,1623,2315,-1768,5195,-6963,740,740,8981,8981,-1103,-84555,39359,-1103,-84555,39359
2011:Q4,99323,0,99323,0,0,-3700,-3700,356,356,-70,-70,2529,346,1989,886,17879,946,10089,5498,-703,1626,2315,7967,5158,2809,740,740,15980,15980,-1163,-41766,145084,-1163,-41766,145084
2012:Q1,-53341,0,-53341,0,0,4267,4267,-1253,-1253,1836,1836,2157,553,1745,965,-2526,951,-5633,-1505,2903,2281,379,3133,892,2241,-3080,-3080,-1152,-1152,4965,38474,40239,4965,38474,40239
2012:Q2,-18513,0,-18513,0,0,-3788,-3788,2456,2456,1871,1871,-1728,551,-2140,963,5689,950,-2237,1982,4235,2279,380,-3276,865,-4141,-3081,-3081,2853,2853,3459,15605,28649,3459,15605,28649
2012:Q3,-15419,-1,-15418,0,0,-521,-521,1113,1113,410,410,6919,552,6507,964,4614,950,-2488,1582,3813,2279,378,1614,854,760,-3080,-3080,-1669,-1669,1955,2026,110846,1955,2026,110846
2012:Q4,-3661,1,-3662,0,0,1199,1199,-2987,-2987,-3451,-3451,-425,551,-837,963,14829,950,2700,5702,4719,2279,379,171,836,-665,-3080,-3080,13314,13314,452,-9728,26105,452,-9728,26105
2013:Q1,-834,-1,-833,0,0,-345,-345,1010,1010,997,997,1434,484,927,991,-4468,288,6300,-2954,-7033,-1422,929,-603,-1495,892,-619,-619,-1136,-1136,35303,10408,109575,35303,10408,109575
2013:Q2,-6377,0,-6377,0,0,-1404,-1404,-6899,-6899,1902,1902,2821,482,2314,989,3789,287,10116,373,-5919,-1425,931,-3702,-1536,-2166,-617,-617,-2385,-2385,32745,108936,44019,32745,108936,44019
2013:Q3,-1168,0,-1168,0,0,-1515,-1515,-1200,-1200,-1005,-1005,6680,484,6174,990,52,287,8457,-1163,-6461,-1423,929,-2487,-1570,-917,-618,-618,-265,-265,30186,38348,94730,30186,38348,94730
2013:Q4,-239,0,-239,0,0,98,98,-1933,-1933,1109,1109,1600,482,1093,989,-2303,287,7436,-2171,-6785,-1425,929,1391,-1601,2992,-618,-618,15943,15943,27630,-169354,97094,27630,-169354,97094
2014:Q1,135,0,135,0,0,-117,-117,-3065,-3065,980,980,5972,417,5216,1173,1458,959,-1708,1587,2588,38,-88,-4726,-532,-4194,-716,-716,-686,-686,9821,34487,84432,9821,34487,84432
2014:Q2,-283,0,-283,0,0,-1393,-1393,3922,3922,1374,1374,5545,418,4789,1174,8075,961,828,4463,3794,39,-88,-3017,-651,-2366,-717,-717,2754,2754,10308,19127,35772,10308,19127,35772
2014:Q3,116,0,116,0,0,267,267,2971,2971,-659,-659,2813,415,2058,1170,6732,959,261,3851,3629,38,-88,-1291,-795,-496,-716,-716,-160,-160,10794,2414,17972,10794,2414,17972
2014:Q4,1288,0,1288,0,0,-248,-248,3821,3821,-470,-470,791,417,35,1173,-1694,959,-3691,332,2676,37,-89,-2890,-923,-1967,-716,-716,8470,8470,11284,-37930,72620,11284,-37930,72620
2015:Q1,-718,0,-718,0,0,1094,1094,3044,3044,1110,1110,3430,521,2990,961,-294,1128,4018,-1363,-3335,799,715,-1905,-1629,-276,3790,3790,-4072,-4072,16598,70131,50644,16598,70131,50644
2015:Q2,-175,0,-175,0,0,-919,-919,-820,-820,865,865,-124,521,-563,960,8785,1128,8287,2149,-2039,799,717,-1444,-1674,230,3791,3791,-2644,-2644,15440,85381,6133,15440,85381,6133
2015:Q3,46,0,46,0,0,-986,-986,-3947,-3947,-220,-220,4394,521,3954,961,11207,1127,9741,2932,-1850,796,715,-2366,-1739,-627,3790,3790,436,436,14281,43824,10032,14281,43824,10032
2015:Q4,316,0,316,0,0,280,280,4603,4603,-31,-31,-199,520,-638,959,290,1128,4263,-1413,-2946,799,715,-1047,-1779,732,3791,3791,13665,13665,13124,-192983,105840,13124,-192983,105840
2016:Q1,-851,0,-851,0,0,-254,-254,-847,-847,1184,1184,5870,-2124,5072,-1326,10457,3020,7743,1393,-1006,5048,299,4859,2423,2436,2206,2206,-1722,-1722,13740,34637,58353,13740,34637,58353
2016:Q2,2848,0,2848,0,0,382,382,1747,1747,820,820,5745,-2122,4947,-1324,13302,3021,8990,2521,-535,5049,298,1521,2365,-844,2205,2205,2010,2010,13900,18858,55658,13900,18858,55658
2016:Q3,4009,0,4009,0,0,119,119,367,367,-965,-965,2348,-2125,1551,-1328,15951,3019,10003,3678,-56,5047,298,1259,2314,-1055,2207,2207,-5,-5,14060,1614,76046,14060,1614,76046
2016:Q4,-1440,0,-1440,0,0,-691,-691,5406,5406,-1362,-1362,2736,-2124,1938,-1326,4206,3020,4323,-1030,-1413,5048,298,26010,2251,23759,2206,2206,12583,12583,14221,-62121,54711,14221,-62121,54711
2017:Q1,-488,0,-488,0,0,445,445,2558,2558,1374,1374,6971,-165,5830,976,3672,5357,383,-2624,-633,9308,2595,-3493,-1391,-2102,4792,4792,-2248,-2248,-15970,61482,74110,-15970,61482,74110
2017:Q2,-2005,0,-2005,0,0,804,804,3782,3782,422,422,2259,-166,1117,976,24006,5358,9995,5636,1832,9307,2594,-121,-1398,1277,4791,4791,-2003,-2003,-16496,90186,40525,-16496,90186,40525
2017:Q3,550,0,550,0,0,-1384,-1384,7398,7398,57,57,2968,-165,1827,976,55562,5357,26947,17889,4181,9308,2594,3697,-1403,5100,4791,4791,2029,2029,-17017,-103321,40481,-17017,-103321,40481
2017:Q4,8447,0,8447,0,0,-165,-165,-1783,-1783,-72,-72,5865,-167,4724,974,-7452,5357,-5709,-6938,-1348,9306,2594,7654,-1409,9063,4792,4792,11777,11777,-17546,-42390,50710,-17546,-42390,50710
2018:Q1,-7056,0,-7056,0,0,449,449,2697,2697,2434,2434,10123,-366,8630,1127,8785,453,3873,1858,-960,2189,2278,-3080,220,-3300,-8638,-8638,-329,-329,18571,11983,-16946,18571,11983,-16946
2018:Q2,-3920,0,-3920,0,0,-164,-164,1429,1429,-149,-149,1830,-366,337,1127,12321,454,4720,3465,122,2191,2277,1277,197,1080,-8639,-8639,1358,1358,18808,17603,74862,18808,17603,74862
2018:Q3,-1017,0,-1017,0,0,161,161,807,807,847,847,7268,-367,5776,1125,20405,452,9034,6620,738,2188,2277,7849,180,7669,-8639,-8639,-816,-816,19044,-15497,119725,19044,-15497,119725
2018:Q4,4133,0,4133,0,0,-675,-675,-1846,-1846,-1233,-1233,7184,-367,5691,1126,2549,453,275,-528,-1211,2189,2277,-10847,135,-10982,-8639,-8639,13695,13695,19283,-67251,45561,19283,-67251,45561
2019:Q1,-2842,0,-2842,0,0,769,769,3379,3379,1460,1460,5745,198,5119,824,5755,1369,648,1560,1795,2618,503,5064,-2188,7252,-1144,-1144,-3726,-3726,18773,58364,64956,18773,58364,64956
