1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1974:Q2,1530056,920422,130583,318017,471822,277391,259975,188818,11206,139868,26453,11291,71157,51072,928,19157,17416,14522,2894,-2714,126668,129382,334957,258921,119719,139202,76036,35158,40878,16397,30328,13931,1546453,-1428,13507,-13939,1860,0
1974:Q3,1560026,949276,136324,327668,485284,271012,265434,194485,11332,144395,26869,11889,70949,51823,827,18299,5578,5005,573,-6972,126638,133610,346710,268513,123926,144587,78197,36478,41719,15277,30462,15185,1575303,-1456,-657,216,1897,0
1974:Q4,1599680,959079,127148,330909,501022,281339,260893,197569,11339,145835,28112,12283,63324,47389,701,15234,20446,25253,-4807,33,136585,136552,359229,279758,129628,150130,79471,37743,41728,13339,28820,15481,1613019,-1479,4760,-5208,1927,0
1975:Q1,1616115,985190,131787,336206,517197,244306,254334,193137,10952,141877,28002,12306,61197,47233,634,13330,-10028,-14800,4772,16481,141369,124888,370138,287098,130948,156150,83040,37686,45354,11396,26925,15529,1627511,-1506,318,-773,1961,0
1975:Q2,1651853,1013582,136692,344849,532041,243281,257235,193276,10847,141433,28578,12418,63959,50606,566,12787,-13954,-14993,1039,21582,136827,115245,373408,294241,132561,161680,79167,36831,42336,11656,26529,14873,1663509,-1508,154,-609,1963,0
1975:Q3,1709820,1047192,146788,355964,544440,265191,266579,197807,11006,144509,29526,12766,68772,55388,517,12867,-1388,-1871,483,12043,134098,122055,385394,299868,134322,165546,85526,41796,43730,12998,28088,15090,1722818,-1494,-198,-253,1945,0
1975:Q4,1761831,1076223,153392,359659,563172,276236,275888,202883,11211,148408,30173,13091,73005,59364,525,13116,348,-1729,2077,13801,142531,128730,395571,305691,137673,168018,89880,43099,46781,15966,30554,14588,1777797,-1465,-343,-99,1907,0
1976:Q1,1820488,1109908,163297,367437,579174,304638,289945,209504,11520,154091,30392,13501,80441,65592,531,14318,14693,13516,1177,4650,143588,138938,401292,308389,137976,170413,92903,43625,49278,15746,31384,15638,1836234,-1414,414,-841,1842,-1
1976:Q2,1852333,1129540,165900,373069,590571,322303,299855,215008,11800,158237,31248,13723,84847,69283,595,14969,22448,21537,911,-495,146621,147116,400985,312013,139114,172899,88972,43388,45584,16645,32254,15609,1868978,-1365,2585,-2998,1779,-1
1976:Q3,1886557,1158806,169845,380608,608353,328308,307501,222627,12230,164102,32293,14002,84874,69317,710,14847,20807,16871,3936,-4073,151775,155848,403516,314804,139252,175552,88712,45621,43091,17119,32554,15435,1903676,-1315,3940,-4337,1713,-1
1976:Q4,1934273,1192408,175455,389608,627345,337650,327132,230244,12701,170234,33123,14186,96888,79393,685,16810,10518,11890,-1372,-6604,156076,162680,410819,322825,143842,178983,87994,46382,41612,17877,33260,15383,1952150,-1266,989,-1372,1650,-1
1977:Q1,1988649,1228212,183931,396467,647814,360313,345491,243278,13520,181177,34068,14513,102213,84000,614,17599,14822,14322,500,-21079,155354,176433,421203,329794,146326,183468,91409,47904,43505,20765,35780,15015,2009414,-1202,-508,144,1566,0
1977:Q2,2055909,1255980,189223,403703,663054,389703,370234,253749,14084,189368,35368,14929,116485,95733,734,20018,19469,12990,6479,-21136,161906,183042,431362,337145,149587,187558,94217,49343,44874,20749,36953,16204,2076658,-1182,578,-936,1540,0
1977:Q3,2118474,1286905,193992,409910,683003,414134,383250,263268,14460,196517,36801,15490,119982,98356,908,20718,30884,23963,6921,-20579,162325,182904,438014,344386,152072,192314,93628,49827,43801,20885,38130,17245,2139359,-1186,3106,-3465,1545,0
1977:Q4,2164270,1324804,200706,423604,700494,422299,398178,275943,14851,205530,39090,16472,122235,99831,1050,21354,24121,13466,10655,-29582,157809,187391,446749,353353,156562,196791,93396,49737,43659,18769,37937,19168,2183039,-1214,1059,-1426,1581,0
1978:Q1,2202759,1354053,198168,431074,724811,434798,409345,282424,14734,210930,39378,17382,126921,103346,994,22581,25453,23241,2212,-38681,164601,203282,452589,359086,158342,200744,93503,50453,43050,22093,42472,20379,2224852,-1266,-490,85,1671,0
1978:Q2,2331632,1411385,216187,444812,750386,470584,446327,309351,15635,229849,44367,19500,136976,110836,1047,25093,24257,21370,2887,-22625,186215,208840,472288,367337,163245,204092,104951,53759,51192,18749,42584,23835,2350381,-1327,2763,-3188,1752,0
1978:Q3,2395054,1442217,216740,455621,769856,492368,467402,325100,15915,240664,47641,20880,142302,114089,1078,27135,24966,16367,8599,-23760,191302,215062,484229,374547,166019,208528,109682,56054,53628,20890,46239,25349,2415944,-1381,-1494,1052,1823,0
1978:Q4,2476948,1481354,222299,469366,789689,515755,487268,341428,16183,252017,50988,22240,145840,115408,1189,29243,28487,26686,1801,-16400,205415,221815,496239,382108,169114,212994,114131,58703,55428,24591,53712,29121,2501539,-1425,48,-505,1882,0
1979:Q1,2526610,1517141,223278,484590,809273,525809,501957,356695,16365,262468,53929,23933,145262,113059,1303,30900,23852,17966,5886,-18159,211669,229828,501819,392092,173442,218650,109727,58240,51487,25680,57618,31938,2552290,-1476,2095,-2542,1923,0
1979:Q2,2591248,1557635,222101,500066,835468,539294,511893,364268,16326,267417,55656,24869,147625,113543,1405,32677,27401,22080,5321,-22189,220908,243097,516508,399582,177599,221983,116926,59980,56946,29451,64106,34655,2620699,-1512,-206,-252,1970,0
1979:Q3,2667566,1611867,230932,522346,858589,545622,533491,383003,16940,280696,58549,26818,150488,114983,1439,34066,12131,5418,6713,-23029,234277,257306,533106,407725,179023,228702,125381,64671,60710,36094,73413,37319,2703660,-1550,2260,-2730,2020,0
1979:Q4,2723883,1655035,229049,539387,886599,547875,539322,391332,17271,286972,58770,28319,147990,112935,1357,33698,8553,7468,1085,-26802,253664,280466,547775,419422,185269,234153,128353,64073,64280,36498,78147,41649,2760381,-1592,5387,-5870,2075,0
1980:Q1,2789843,1702302,232055,559946,910301,554562,544663,404492,18017,298447,57552,30476,140171,107318,1257,31596,9899,9506,393,-35803,268508,304311,568782,433070,192808,240262,135712,68256,67456,37989,83574,45585,2827832,-1642,2154,-2632,2120,0
1980:Q2,2797353,1704723,211917,565914,926892,519294,511544,394680,17565,291827,54718,30570,116864,89274,1300,26290,7750,11434,-3684,-15211,277389,292600,588547,453855,207553,246302,134692,68961,65731,35811,79623,43812,2833164,-1678,-1239,751,2166,0
1980:Q3,2856482,1763771,225363,576499,961909,495072,528927,405717,17866,299488,56417,31946,123210,94101,1257,27852,-33855,-20312,-13543,5471,284673,279202,592168,457798,205803,251995,134370,70282,64088,34414,74869,40455,2890896,-1706,1401,-1898,2203,0
1980:Q4,2985556,1831874,236230,591250,1004394,551472,560590,422755,18228,310230,60826,33471,137835,105132,1172,31531,-9118,-3153,-5965,-6683,292517,299200,608893,469876,212317,257559,139017,73497,65520,28526,78302,49776,3014082,-1722,11991,-12492,2223,0
1981:Q1,3124206,1885734,246047,614044,1025643,619381,580626,443025,18488,324536,65131,34870,137601,104218,1283,32100,38755,29686,9069,-14259,305467,319726,633350,486948,221839,265109,146402,75379,71023,31403,85740,54337,3155609,-1764,-688,204,2248,0
1981:Q2,3162531,1917524,240936,622848,1053740,609842,598129,462864,19080,336836,70512,36436,135265,102363,1241,31661,11713,2405,9308,-13508,308455,321963,648673,503408,232434,270974,145265,79476,65789,30013,89746,59733,3192544,-1763,4837,-5320,2246,0
1981:Q3,3260609,1958099,251925,629127,1077047,652297,608337,482109,20070,349130,74699,38210,126228,95774,1277,29177,43960,30236,13724,-7561,302339,309900,657774,512067,235796,276271,145707,81652,64055,32694,95908,63214,3293303,-1761,12573,-13056,2244,0
1981:Q4,3280820,1974447,236844,635702,1101901,643396,618589,503755,21655,362415,79230,40455,114834,87787,1232,25815,24807,17185,7622,-14750,304695,319445,677727,525742,244157,281585,151985,85186,66799,37629,96702,59073,3318449,-1760,3450,-3932,2242,0
1982:Q1,3274303,2014155,246439,639854,1127862,588318,609784,500083,22673,361660,74783,40967,109701,85041,1038,23622,-21466,-24926,3460,-16276,293202,309478,688106,537871,249949,287922,150235,84909,65326,35992,98324,62332,3310295,-1878,3182,-3532,2228,0
1982:Q2,3331971,2039645,249226,638722,1151697,593620,597786,490069,23269,354184,71506,41110,107717,84243,1031,22443,-4166,-7787,3621,-4386,294729,299115,703092,546705,252809,293896,156387,90111,66276,40928,107183,66255,3372899,-1872,679,-1028,2221,0
1982:Q3,3366321,2085671,252107,649718,1183846,592954,587156,478723,23652,346321,67475,41275,108433,85286,1048,22099,5798,-2408,8206,-29648,279634,309282,717344,559943,261285,298658,157401,90224,67177,35027,101450,66423,3401348,-1864,157,-504,2211,0
1982:Q4,3402558,2145554,264356,656739,1224459,549241,589061,471521,24110,340697,64788,41926,117540,92759,1069,23712,-39820,-42049,2229,-29587,265274,294861,737350,573598,269499,304099,163752,94559,69193,34093,97016,62923,3436651,-1852,9359,-9704,2197,0
1983:Q1,3473412,2184589,268908,657003,1258678,565519,600579,462106,24330,334070,61211,42495,138473,109221,1236,28016,-35060,-26969,-8091,-24548,270703,295251,747852,583139,273569,309570,164713,96932,67781,34051,93804,59753,3507463,-1938,-282,40,2180,0
1983:Q2,3578847,2249438,289584,673048,1286806,613783,621455,466455,24901,337416,60126,44012,155000,122240,1399,31361,-7672,4073,-11745,-45435,272514,317949,761061,594009,280519,313490,167052,99803,67249,36741,98792,62051,3615588,-1947,14388,-14632,2191,0
1983:Q3,3689179,2319895,302362,688436,1329097,652268,656472,485371,25881,350587,62249,46654,171101,135017,1578,34506,-4204,24450,-28654,-65200,278181,343381,782216,607725,290290,317435,174491,104157,70334,37867,105241,67374,3727046,-1980,4929,-5176,2227,0
1983:Q4,3794706,2372496,319270,696522,1356704,718496,694564,514687,26986,372136,65536,50029,179877,142179,1671,36027,23932,30504,-6572,-71385,286587,357972,775099,596700,275703,320997,178399,108456,69943,39680,109690,70010,3834386,-2039,-227,-28,2294,0
1984:Q1,3908055,2418165,331439,706456,1380270,790872,717890,531465,26926,382970,69700,51869,186425,147826,1662,36937,72982,64818,8164,-95003,292975,387978,794021,609912,281615,328297,184109,110789,73320,37040,114835,77795,3945095,-2034,2465,-2824,2393,0
1984:Q2,4009600,2475876,341269,722374,1412233,818894,749573,558274,27448,402072,73897,54857,191299,151865,1692,37742,69321,61260,8061,-104301,302200,406501,819131,629661,294907,334754,189470,113391,76079,37539,123208,85669,4047139,-2126,5856,-6232,2502,0
1984:Q3,4084248,2513523,342075,724566,1446882,838852,767514,576642,27649,414884,76894,57215,190872,151424,1687,37761,71338,62086,9252,-103847,305744,409591,835720,641966,299945,342021,193754,114041,79713,37356,127291,89935,4121604,-2223,3924,-4316,2615,0
1984:Q4,4148552,2561797,353840,732782,1475175,831742,783763,590903,27786,424506,79234,59377,192860,152638,1705,38517,47979,41380,6599,-107756,308603,416359,862769,657373,308376,348997,205396,124154,81242,33224,122125,88901,4181776,-2324,2046,-2456,2734,0
1985:Q1,4230168,2636008,368007,742385,1525616,809866,793636,599417,27812,427968,82453,61184,194219,153049,1748,39422,16230,8511,7719,-91298,306010,397308,875592,667317,309633,357684,208275,125145,83130,25691,112635,86944,4255859,-2370,-670,188,2852,0
1985:Q2,4294886,2681764,373251,752759,1555754,827040,805394,609088,28108,434584,83015,63381,196306,154173,1833,40300,21646,16893,4753,-114445,304126,418571,900527,682133,316553,365580,218394,130753,87641,27669,114332,86663,4322555,-2482,-313,-192,2987,0
1985:Q3,4386772,2754148,396451,760484,1597213,822157,805854,604432,27975,429377,82736,64344,201422,157901,1896,41625,16303,9751,6552,-116895,297273,414168,927362,701107,326232,374875,226255,136879,89376,22494,110019,87525,4409266,-2602,3996,-4524,3130,0
1985:Q4,4444095,2779400,383752,773345,1622303,859545,826426,618067,28922,434385,87229,67531,208359,163136,2080,43143,33119,27692,5427,-133434,305433,438867,938584,712004,329101,382903,226580,137340,89240,25604,113660,88056,4469699,-2729,-274,-280,3283,0
1986:Q1,4507892,2823648,391626,779251,1652771,863456,833059,613525,29249,433840,81424,69012,219534,171990,2222,45322,30397,26662,3735,-126014,313404,439418,946802,717806,328958,388848,228996,135007,93989,22159,116479,94320,4530051,-2714,-699,-36,3449,0
