1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1993:Q2,1805967,6129,8601,5115,26344,435798,26344,211378,32078,617,165381,14506,465277,49760,794437,0,789712,4725,1829645,1799694,1009982,789712,1776016,29951
1993:Q3,1836592,5460,8554,5182,19887,452871,19887,221833,34149,1222,175780,15055,487775,51941,789867,0,785565,4302,1860624,1830745,1045180,785565,1806713,29879
1993:Q4,1868391,6619,6230,5487,20449,454083,20449,217450,35796,1371,179017,14529,506221,55413,799360,0,795251,4109,1892941,1861796,1066545,795251,1837246,31145
1994:Q1,1902338,5476,5869,5909,20399,459417,20399,224335,40588,716,173379,14637,492220,55506,842905,0,839083,3822,1926949,1896514,1057431,839083,1871903,30435
1994:Q2,1936847,5794,5520,6205,22909,458923,22909,220641,45014,845,169514,14941,494757,56817,870981,0,866907,4074,1961913,1931232,1064325,866907,1906166,30681
1994:Q3,1972690,7137,2636,6262,25093,459577,25093,217370,38390,1104,177620,15024,520213,61295,875453,0,870822,4631,1998171,1965950,1095128,870822,1940469,32221
1994:Q4,2006601,6737,2483,6450,27825,463505,27825,215554,39872,1112,179142,15199,521682,75216,887504,0,882917,4587,2032596,2000669,1117752,882917,1974674,31927
1995:Q1,2049601,5139,2536,6651,29519,483917,29519,224973,44665,1053,183707,15397,558839,82817,864786,0,860559,4227,2076349,2042193,1181634,860559,2015445,34156
1995:Q2,2093692,4687,2594,7097,31257,485294,31257,217221,48067,1131,187618,15558,612334,91084,843787,0,839206,4581,2120694,2083717,1244511,839206,2056715,36977
1995:Q3,2138065,5145,4209,7280,29383,487519,29383,211282,56192,1374,189288,15746,667210,98429,823144,0,818310,4834,2165188,2125241,1306931,818310,2098118,39947
1995:Q4,2181291,4207,4464,7562,31477,493864,31477,208194,63118,1830,189245,15938,703520,103189,817070,0,812269,4801,2208720,2166765,1354496,812269,2139336,41955
1996:Q1,2218267,4772,4969,8027,26428,509040,26428,213528,69231,2271,197582,16126,736723,107296,804886,0,799730,5156,2246609,2202369,1402639,799730,2174027,44240
1996:Q2,2254836,5883,3871,8281,28179,523235,28179,221067,70214,1297,202478,16324,762670,110790,795603,0,790165,5438,2284003,2237973,1447808,790165,2208806,46030
1996:Q3,2291989,7186,2274,8788,27573,511657,27573,213439,65037,496,205112,16526,802307,113587,802091,0,796823,5268,2321004,2273577,1476754,796823,2244562,47427
1996:Q4,2428584,7466,2293,10569,28222,521621,28222,212791,68622,561,211425,16734,846588,160476,834615,58637,770459,5519,2458088,2309180,1538721,770459,2279676,148908
1997:Q1,2471074,5353,5021,11690,27395,541152,27395,211138,78763,2051,221805,16946,848717,165279,849521,61355,783230,4936,2501651,2344736,1561506,783230,2314159,156915
1997:Q2,2524544,8820,2302,12353,32233,557669,32233,214907,78798,2059,229672,17160,952228,188591,753188,67604,680411,5173,2555476,2380293,1699882,680411,2349361,175183
1997:Q3,2573220,6505,2823,13769,32148,573056,32149,223531,81608,2467,233301,17382,1032573,204790,690174,72307,612536,5331,2604381,2415849,1803313,612536,2384688,188532
1997:Q4,2616742,5314,2420,13911,28616,580667,28616,218997,87006,1503,244545,17607,1051316,210036,706855,75197,626080,5578,2647543,2451405,1825325,626080,2420604,196138
1998:Q1,2681618,6666,1653,14333,36927,595950,36927,212146,90116,2080,254681,18673,1153078,236461,617877,81775,530337,5765,2714004,2498044,1967707,530337,2465658,215960
1998:Q2,2738043,7610,1621,14792,35839,613538,35839,213210,98041,2227,264221,20681,1162493,242195,639274,85163,548195,5916,2770342,2544683,1996488,548195,2512384,225659
1998:Q3,2779864,7749,1717,15564,38309,627731,38309,207823,104820,2151,274628,21499,1015882,227192,824221,84110,734308,5803,2812589,2591321,1857013,734308,2558596,221268
1998:Q4,2853140,9973,1983,16141,37532,639064,37532,212576,106104,3252,279600,22410,1188056,264997,672984,92968,574204,5812,2886253,2637959,2063755,574204,2604846,248294
1999:Q1,2915457,7600,2169,17191,41037,657123,41037,211463,113106,4536,286981,22793,1216866,281182,669496,95171,568067,6258,2949447,2688561,2120494,568067,2654571,260886
1999:Q2,2983546,9450,1651,17904,40909,660889,40909,213790,114932,3241,288017,23968,1312387,301278,615110,99072,509514,6524,3018089,2739163,2229649,509514,2704620,278926
1999:Q3,3036018,9370,2120,19118,39259,670704,39259,204790,112839,3122,310694,23855,1231949,298684,740959,98902,635487,6570,3073888,2789765,2154278,635487,2751895,284123
1999:Q4,3111654,9225,1692,19589,40375,681303,40375,198824,129022,3044,310038,25687,1407716,339403,586664,105997,473553,7114,3152713,2840366,2366813,473553,2799307,312347
2000:Q1,3165732,11100,2400,19134,45400,695000,45400,196900,124500,2900,325300,24300,1449700,351703,566995,107189,452829,6977,3210288,2894662,2441833,452829,2850106,315626
2000:Q2,3210555,12778,2869,19175,45179,698673,47652,194886,143291,2836,310008,24741,1408895,352367,645878,105212,533434,7232,3257825,2948958,2415524,533434,2901688,308867
2000:Q3,3258784,12556,4738,19734,41857,704547,46805,185471,159082,2272,310917,21781,1429789,364744,659038,104038,547531,7469,3307896,3003255,2455724,547531,2954143,304641
2000:Q4,3300625,9935,1606,19833,39836,721119,47257,179057,178873,1707,314225,22122,1298683,362504,824987,99740,717031,8216,3348068,3057552,2340521,717031,3010109,290516
2001:Q1,3345306,8313,1475,21064,36015,697891,45909,177342,176064,1943,296633,21862,1185877,341863,1030946,93921,927675,9350,3390255,3117656,2189981,927675,3072707,272599
2001:Q2,3410468,13291,1944,21812,38694,708765,51061,183128,194655,1779,278142,20503,1265772,355177,984510,94955,880161,9394,3454167,3177759,2297598,880161,3134060,276408
2001:Q3,3452404,13369,1813,22842,36372,679138,51214,166813,178346,715,282050,20944,1125466,323753,1228707,89045,1129451,10211,3496078,3237862,2108411,1129451,3194188,258216
2001:Q4,3520417,11448,1781,23483,33951,668411,51266,155099,180737,1651,279658,20984,1260360,351160,1148839,91453,1047386,10000,3564351,3297965,2250579,1047386,3254031,266386
2002:Q1,3569475,12126,2550,23545,32430,675783,52218,163285,181928,686,277666,20925,1294055,358031,1150030,91025,1050112,8893,3614611,3351308,2301196,1050112,3306172,263303
2002:Q2,3609581,10195,2677,72281,3821,646827,30565,153232,181204,822,281004,20785,1139181,313350,1400464,86768,1247362,66334,3652717,3404651,2157289,1247362,3361515,248066
2002:Q3,3645555,10996,2202,69663,3675,619906,29399,151652,185490,829,252536,21458,1076542,299895,1541218,81510,1395461,64247,3687630,3457994,2062533,1395461,3415919,229636
2002:Q4,3699966,13425,2156,77416,4139,591833,33115,144525,183215,837,230141,21863,1076523,315138,1597473,82773,1444468,70232,3743213,3511337,2066869,1444468,3468090,231876
2003:Q1,3754027,15324,1970,81755,4405,587654,35240,148527,194101,844,208942,20230,1119439,331875,1591375,85432,1435130,70813,3799024,3560490,2125360,1435130,3515493,238534
2003:Q2,3823004,13531,815,62294,3287,606873,26297,161290,215348,851,203087,22796,1142658,363333,1607417,92832,1437565,77020,3869846,3609644,2172079,1437565,3562802,260202
2003:Q3,3886309,13335,1003,51251,2653,607667,21226,145602,227955,2701,210183,24904,1185568,385066,1614862,97497,1438703,78662,3931979,3658798,2220095,1438703,3613128,273181
2003:Q4,3956134,17579,1458,58391,3098,649747,24782,141252,255699,4552,223462,17662,1254192,420826,1533181,104752,1344134,84295,4002320,3707951,2363817,1344134,3661765,294369
2004:Q1,4069764,22554,1958,68604,3720,698312,29759,143710,292533,6403,225907,14643,1232634,432989,1594350,107953,1402470,83927,4114000,3810395,2407925,1402470,3766159,303605
2004:Q2,4179833,19657,1984,46503,2430,712039,19437,134943,314380,8253,235026,17755,1295749,463367,1620349,110504,1417415,92430,4223621,3912840,2495425,1417415,3869052,310781
2004:Q3,4289893,20715,1945,50842,2719,685053,22063,143825,293540,6592,219033,14779,1257819,441684,1814337,112151,1616644,85542,4330367,4015285,2398641,1616644,3974811,315082
2004:Q4,4405015,17527,1477,46198,2484,749930,20437,153823,275299,4930,295441,14238,1471030,473936,1628195,117995,1416534,93666,4450418,4117730,2701196,1416534,4072327,332688
2005:Q1,4469777,16917,1270,47307,2568,746021,21421,166952,264351,3268,290029,11888,1473782,466946,1703078,119051,1490682,93345,4513373,4177653,2686971,1490682,4134057,335720
2005:Q2,4538591,17480,1181,50785,2797,706993,23658,171517,233454,1607,276757,11653,1491598,474499,1781605,121476,1562363,97766,4580665,4237576,2675213,1562363,4195502,343089
2005:Q3,4604062,15516,1299,46358,2541,706434,21794,157240,233987,1676,291737,9579,1505127,478522,1838686,125133,1616296,97257,4651858,4297499,2681203,1616296,4249703,354359
2005:Q4,4666206,17902,1710,53180,2983,740044,25929,162596,261243,1746,288530,11322,1530000,486128,1822937,127923,1596028,98986,4720301,4357422,2761394,1596028,4303327,362879
2006:Q1,4766526,17113,1907,51817,2915,729410,25690,151826,266551,1816,283527,12105,1696388,519381,1735490,132376,1464580,138534,4828747,4422625,2958045,1464580,4360404,406122
2006:Q2,4832121,16516,2117,51261,2879,747230,25713,148982,282646,1885,288004,13254,1650253,506248,1842363,133733,1575258,133372,4898979,4487828,2912570,1575258,4420970,411151
2006:Q3,4901518,16261,2127,54229,3073,765614,27819,153858,275797,1785,306355,15435,1674690,519792,1850297,137732,1577389,135176,4977591,4553031,2975642,1577389,4476958,424560
2006:Q4,4974329,16276,2171,57794,3314,776414,30412,157228,266089,1685,321000,14428,1734141,544069,1825722,143064,1542639,140019,5060428,4618234,3075595,1542639,4532135,442194
2007:Q1,5042643,15020,2052,57853,3334,755093,31004,146314,229283,1585,346907,15841,1751049,548613,1893788,145264,1609925,138599,5137169,4687019,3077094,1609925,4592493,450150
2007:Q2,5124145,16243,2251,64620,3789,822281,35696,162417,243732,1484,378952,17517,1873530,577917,1745997,152685,1450326,142986,5231432,4755803,3305477,1450326,4648516,475629
2007:Q3,5200076,13612,1786,55538,3131,815111,29894,160898,238025,1427,384867,19311,1880791,578425,1832371,154872,1528190,149309,5309149,4824588,3296398,1528190,4715515,484561
2007:Q4,5262549,13727,1701,55038,3114,842539,30126,148802,216443,1370,445798,27118,1839262,548726,1931324,154850,1629406,147068,5373818,4893372,3263966,1629406,4782103,480446
2008:Q1,5298744,15730,1877,61271,3539,835055,34685,146695,209852,1313,442510,25599,1737432,498061,2120180,145434,1831732,143014,5407524,4960893,3129161,1831732,4852113,446631
2008:Q2,5367852,15709,1774,60012,3491,833388,34659,142011,199394,1256,456068,17114,1769649,478781,2187934,147838,1897917,142179,5478622,5028415,3130498,1897917,4917645,450207
2008:Q3,5399193,15462,1438,52993,3027,770520,30445,140704,182566,1184,415621,15501,1602673,430979,2506600,136053,2236710,133837,5503817,5095936,2859226,2236710,4991312,407881
2008:Q4,5412893,19307,1563,59978,3474,732359,35391,143751,171851,1112,380254,13181,1299132,353142,2930757,117655,2694876,118226,5507116,5163458,2468582,2694876,5069235,343658
2009:Q1,5446014,21909,1549,62110,3645,689698,37607,144548,157976,1040,348527,12716,1219961,320520,3113906,113690,2890792,109424,5538134,5213058,2322266,2890792,5120938,325076
2009:Q2,5531167,21968,1247,55511,3248,711949,33944,148094,147962,967,380982,11964,1299017,342507,3083756,127256,2846822,109678,5630626,5262657,2415835,2846822,5163198,367969
2009:Q3,5618082,24171,1241,56560,3397,734152,35953,147530,146439,1137,403093,11988,1502218,379718,2904637,139939,2654314,110384,5722349,5312256,2657942,2654314,5207989,410093
2009:Q4,5683464,23633,1079,52180,3140,735603,33658,148707,146655,1307,405276,11273,1574956,399888,2881712,144806,2616665,120241,5788329,5361855,2745190,2616665,5256990,426474
2010:Q1,5811051,24218,980,50234,3049,753104,33098,155670,152653,1476,410207,11584,1616577,413620,2937685,149626,2665080,122979,5914334,5471614,2806534,2665080,5368331,442720
2010:Q2,5897739,25344,913,49465,3039,754333,33399,155945,151968,1646,411375,11787,1491813,385525,3175520,140921,2909890,124709,5992518,5581373,2671483,2909890,5486594,411145
2010:Q3,6035489,22747,750,48250,2997,764342,33360,151059,144394,1783,433746,12079,1619569,410212,3154543,151446,2876043,127054,6136563,5691132,2815089,2876043,5590058,445431
2010:Q4,6168180,23828,720,52748,3398,765146,38293,153738,144191,1921,427003,11416,1722987,438415,3149522,159877,2854169,135476,6274984,5800891,2946722,2854169,5694087,474093
2011:Q1,6236299,26194,736,58136,3954,773772,45118,157095,144649,2058,424852,11106,1772348,454964,3135089,203896,2813194,117999,6347415,5846201,3033007,2813194,5735085,501214
2011:Q2,6274041,26456,677,61192,4258,786985,49193,166981,151470,2196,417145,11247,1766572,450939,3165715,203416,2840732,121567,6386904,5891511,3050779,2840732,5778648,495393
2011:Q3,6276715,25234,839,55476,3795,728387,43838,152056,123686,1864,406943,13470,1625858,336738,3486918,193735,3169702,123481,6382262,5936821,2767119,3169702,5831274,445441
2011:Q4,6331813,23884,998,49147,3311,720796,38244,142217,100515,1532,438288,12678,1735762,332235,3453002,197844,3131069,124089,6443137,5982131,2851062,3131069,5870807,461006
2012:Q1,6395475,25982,1245,49732,3381,791166,39063,181555,121954,1200,447394,11143,1938328,319525,3254973,202117,2936590,116266,6515547,6028796,3092206,2936590,5908724,486751
2012:Q2,6424860,27367,1473,49070,3337,806507,38553,191115,116380,868,459591,10542,1881620,291109,3353835,197182,3035278,121375,6545404,6075460,3040182,3035278,5954916,469944
2012:Q3,6479410,28894,1990,50831,3486,802965,40268,182197,106818,1224,472458,10314,1935270,316155,3329505,199124,3006260,124121,6603021,6122124,3115864,3006260,5998513,480897
2012:Q4,6521398,29821,2475,51692,3561,813060,41137,185479,104685,1579,480180,10414,1962660,327837,3319878,198663,2999908,121307,6646882,6168789,3168881,2999908,6043305,478093
2013:Q1,6761455,30581,2951,52199,3616,821346,41770,196704,107388,1935,473549,9375,2053219,354945,3433223,201153,3109771,122299,6891184,6398310,3288539,3109771,6268581,492874
2013:Q2,6986118,28960,3299,49192,3380,811198,39049,192468,100677,2290,476714,8967,2055993,366351,3658778,198941,3337783,122054,7115671,6627831,3290048,3337783,6498278,487840
2013:Q3,7219795,30006,3422,51905,3520,816189,40658,187458,100379,2300,485394,7470,2146169,388480,3772634,199302,3451092,122240,7357290,6857353,3406261,3451092,6719858,499937
2013:Q4,7456119,33778,3855,57536,3977,836350,45942,181275,99466,2310,507357,6416,2246766,410179,3857262,203756,3532375,121131,7602567,7086874,3554499,3532375,6940426,515693
2014:Q1,7533691,32899,3760,56132,3892,854203,44956,184304,103373,2319,519251,7359,2226300,419018,3930128,200082,3607366,122680,7684624,7178133,3570767,3607366,7027200,506491
2014:Q2,7611979,31555,3610,54041,3752,902361,43342,198331,113032,2329,545327,9479,2293029,429768,3884384,198732,3562130,123522,7771562,7269393,3707263,3562130,7109810,502169
2014:Q3,7689674,32217,3176,51963,3612,907431,41721,198738,113110,2329,551533,7662,2268488,422050,3993075,197903,3675799,119373,7845990,7360652,3684853,3675799,7204336,485338
2014:Q4,7773554,36022,3101,54593,3845,910478,44418,199249,113248,2330,551233,8152,2283589,433239,4040535,196600,3721721,122214,7929934,7451912,3730191,3721721,7295532,478022
2015:Q1,7846775,36450,2640,52262,3677,900857,42476,176744,100268,2330,579039,8720,2339626,445468,4057075,196922,3736244,123909,8003561,7527443,3791199,3736244,7370657,476118
2015:Q2,7915106,41152,2667,56439,4017,900791,46405,185671,105202,2330,561183,9180,2338699,444398,4117763,196952,3800225,120586,8070038,7602974,3802749,3800225,7448042,467064
2015:Q3,7971302,38799,2450,52846,3821,879613,44138,170999,98102,2395,563979,9413,2199783,416976,4367601,194194,4053858,119549,8114894,7678505,3624647,4053858,7534913,436389
2015:Q4,8053268,38737,2381,54010,3848,880744,44454,174546,101326,2460,557958,8017,2249974,423827,4391730,195718,4074315,121697,8194819,7754036,3679721,4074315,7612485,440783
2016:Q1,8123049,36961,2201,51090,3708,901110,42838,170358,100166,2525,585223,8421,2253409,413539,4452610,198416,4135226,118968,8260631,7825895,3690669,4135226,7688313,434736
2016:Q2,8192084,40473,2364,55649,4085,908845,47184,184977,109663,2589,564432,9181,2242570,434434,4494483,198326,4163581,132576,8328202,7897754,3734173,4163581,7761636,430448
2016:Q3,8274746,38352,2490,57574,4254,910204,49138,203821,106204,2614,548427,18179,2301148,439921,4502624,198409,4160240,143975,8399718,7969613,3809373,4160240,7844641,430105
2016:Q4,8356442,40613,2871,65117,4865,892949,56200,218760,100431,2638,514920,14533,2321541,417094,4596859,221935,4220476,154448,8467994,8041471,3820995,4220476,7929919,426523
2017:Q1,8445749,34988,2792,62566,4680,907304,54068,239543,98121,2662,512910,10390,2414005,440175,4568849,221391,4176608,170850,8547845,8111378,3934770,4176608,8009282,436467
2017:Q2,8532379,30407,2774,61375,4601,922509,53154,262833,97299,2687,506536,8268,2491333,453044,4558068,223624,4149571,184873,8624295,8181286,4031715,4149571,8089370,443009
2017:Q3,8613115,31050,2713,63187,4749,934592,54860,266534,99841,3029,510328,4154,2594443,466155,4512072,229946,4089287,192839,8701601,8251194,4161907,4089287,8162708,450407
2017:Q4,8702566,30212,2517,62123,4673,955036,53977,289412,109483,3372,498792,6901,2706807,481397,4452900,240269,4014352,198279,8788410,8321102,4306750,4014352,8235258,467308
2018:Q1,8762404,30629,2435,63481,4786,976072,55288,300086,114607,3714,502377,7440,2668510,487199,4521852,236674,4078427,206751,8842087,8386280,4307853,4078427,8306597,455807
2018:Q2,8831435,30321,2286,63412,4790,947259,55331,307321,118458,4057,462092,9425,2707756,499651,4566535,238439,4111729,216367,8906151,8451459,4339730,4111729,8376743,454692
2018:Q3,8904407,29959,2259,62583,4733,943358,54671,301734,116304,3387,467262,12541,2779599,492539,4576836,247466,4118192,211178,8979621,8516638,4398446,4118192,8441424,462983
2018:Q4,8928911,28559,2153,59741,4512,975592,52116,367854,141791,4029,409802,12329,2478604,446868,4920553,232611,4487872,200070,8998922,8581816,4093944,4487872,8511805,417106
2019:Q1,8972809,19405,11,24117,3720,1056909,19597,357618,144296,0,535398,9672,2408245,320006,5130724,243369,4338624,548731,9100765,8656555,4317931,4338624,8528599,444210
2019:Q2,9058132,24531,1818,18917,3358,1040777,17009,386491,147829,0,489448,8962,2376360,287224,5296185,245297,4265817,785071,9179092,8731293,4465476,4265817,8610333,447799
2019:Q3,9119165,29909,1877,19177,11665,1004195,11796,343279,179211,0,469909,9110,2453652,367501,5222079,242868,4311172,668039,9248705,8806032,4494860,4311172,8676492,442673
2019:Q4,9193013,22364,4253,23670,6807,966978,12531,333436,169002,0,452009,7977,2555426,372660,5232878,245972,4160188,826718,9337097,8880771,4720583,4160188,8736687,456326
2020:Q1,9239204,21934,4035,31389,6635,984144,16575,330431,177766,0,459372,8427,2178980,301892,5701768,238752,4724341,738675,9354171,8946404,4222063,4724341,8831437,407767
2020:Q2,9303874,20386,2554,29812,4198,1015913,10505,290066,187853,0,527489,7442,2385957,338171,5499441,244670,4413403,841368,9449920,9012037,4598634,4413403,8865991,437883
2020:Q3,9380153,21718,2242,30868,2936,1047826,10510,317957,198167,0,521192,7731,2592344,353365,5321123,249640,4317641,753842,9526533,9077670,4760029,4317641,8931290,448863
2020:Q4,9476709,28659,2243,23878,7991,1098234,8805,354404,194023,0,541002,7096,2906142,412537,4989929,255199,3928889,805841,9615488,9143303,5214414,3928889,9004524,472185
2021:Q1,9530655,24957,2211,25374,18428,1087914,15390,345802,192905,0,533817,7463,2968699,391968,5003641,258119,3891100,854422,9684969,9211414,5320314,3891100,9057100,473555
2021:Q2,9600666,25700,2292,22949,23765,1165628,17843,395522,190553,0,561710,7143,3107705,390690,4854794,265426,3715586,873782,9762459,9279525,5563939,3715586,9117732,482934
2021:Q3,9658634,31927,1901,30500,14843,1153223,19322,390732,197389,0,545780,6837,3075012,386289,4958102,267604,3817462,873036,9822595,9347637,5530175,3817462,9183676,474958
2021:Q4,9722835,28401,2383,26578,27690,1195836,20542,414170,198743,0,562381,6811,3374155,298294,4762687,274105,3535310,953272,9898003,9415748,5880438,3535310,9240580,482255
2022:Q1,9491695,27897,161,24788,20343,1149686,23566,382641,195283,0,548196,6765,3263576,283094,4715385,275597,3483445,956343,9689395,9219748,5736303,3483445,9022048,469647
2022:Q2,9296216,27671,1837,20838,21019,1094785,24063,369397,185003,0,516322,7161,2953548,252782,4916575,272907,3650943,992725,9460704,9023748,5372805,3650943,8859260,436956
2022:Q3,9090087,26035,87,21638,34387,1042804,14744,339640,170132,0,518288,7871,2808282,237192,4911791,273432,3639135,999224,9253623,8827748,5188613,3639135,8664212,425875
2022:Q4,8845871,26718,6472,22692,48765,1043190,11375,327169,165694,0,538952,6586,3006540,207550,4477358,278294,3205038,994026,9067764,8631748,5426710,3205038,8409855,436016
2023:Q1,9002327,24862,2786,21915,54675,1119575,11436,365371,159089,0,583679,6721,3023126,274375,4474292,283015,3130117,1061160,9156159,8707147,5577030,3130117,8553315,449012
2023:Q2,9087563,29750,44,16749,18041,1099254,12033,361463,172763,0,552995,5824,3185777,252410,4479714,285769,3076469,1117476,9243548,8782546,5706077,3076469,8626561,461002
2023:Q3,9157728,30268,2856,19277,55139,1068861,13614,377469,155451,0,522327,5596,3105751,236195,4633785,286292,3261528,1085965,9312557,8857945,5596417,3261528,8703116,454612
2023:Q4,9252349,25129,2369,18340,60667,1152752,12139,416398,165197,0,559018,4945,3282883,250852,4454412,291163,3024753,1138496,9407158,8933344,5908591,3024753,8778535,473814
2024:Q1,9360624,24732,1344,17017,63642,1159252,12330,430935,163242,0,552745,4535,3414478,268736,4406888,296007,2922738,1188143,9498664,9008743,6086005,2922738,8870703,489921
